序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    //@人民日报:【声明】我们注意到广州越秀区今日公布的初步调查结果与此前相关当事人的描述有所出入，也注意到网民对此调查结果的质疑，因此希望当事人及该飞机上的其他乘客能出面讲述有关情况，以正视听。                                            ", 2012-8-31 22:55,64,76,100,Android客户端,yzKZg0usa
2,"
                                                                                                    转发微博                                            ", 2012-8-31 22:27,11,11,赞,Android客户端,yzKNX53lA
3,"
                                                                                                    【教育部授予李博亚“全国见义勇为优秀大学生”称号】教育部指出，铁道警官高等专科学校学生李博亚在人民群众生命受到严重威胁的紧急关头，不怕牺牲、挺身而出的先进事迹，充分彰显了中华民族临危不惧、见义勇为的传统美德，决定授予李博亚同学“全国见义勇为优秀大学生”荣誉称号。#传递正能量# ????????                                            ", 2012-8-31 22:11,33,16,1,iPad客户端,yzKHK58Jp
4,"
                                                                                                    #爱心接力#[爱心传递]请扩散！//@扬子晚报:【7天已过，孩子，你们去了南京哪里?】 据@长江商报 最新消息，两个小女孩买了到南京下的火车票。希望两个姑娘平安无事，要开学了，快快回家吧！                                            ", 2012-8-31 21:41,93,20,4,Android客户端,yzKvpjSJN
5,"
                                                                                                    广而告之，请配合机场搞好安检。                                            ", 2012-8-31 20:42,39,14,3,Android客户端,yzK7uwwhA
6,"
                                                                                                    机动车要主动避让校车，对不避让停靠上下学生的校车的，公安交通管理部门将按照《校车安全管理条例》有关规定予以处罚。                                            ", 2012-8-31 17:37,26,9,赞,Android客户端,yzIUvfQHa
7,"
                                                                                                    //@陈晓楠:刚得知噩耗，8月27号，李小棚遭遇车祸不幸去世，年仅41岁。留下重病妻子和12岁的女儿。记得采访完曾久未平静，他做的一切不可思议，但那笑容真实，腼腆而有力。也许他真是天使，来人间看看。                                            ", 2012-8-31 14:13,58,27,107,Android客户端,yzHzxCNAA
8,"
                                                                                                    走好，李老师                                            ", 2012-8-31 13:33,116,72,19,Android客户端,yzHjak64q
9,"
                                                                                                    广而告之：含牛初乳婴儿奶粉明日起禁止销售。                                            ", 2012-8-31 13:25,54,15,22,Android客户端,yzHfT2PLE
10,"
                                                                                                    【揭秘传销五种洗脑方式 谨防不慎落入骗局】“今天睡地板，明天当老板”、“直销”是未来唯一出路...是否听说过类似励志口号？#警方提示#根据破获的各类传销案件，现将五类常见传销洗脑方式提示如下。也许您会看过一笑，还请广而告之，提醒更多人认清传销本质，增强防范能力，谨防落入不法分子的骗局。 ????????                                            ", 2012-8-31 09:31,207,42,赞,iPad客户端,yzFJ8oKzM
