序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                     首届全国卫生监督技能大赛今天起在京举行，来自全国32支代表队将进行复赛和决赛。由5名选手组成的北京代表队参加比赛，预祝好成绩，选手加油！ ????????                                            ", 2012-8-31 20:21,6,1,赞,政府版微博,yzJYW9X7w
2,"
                                                                                                    转发                                            ", 2012-8-31 15:46,2,评论,赞,微博 weibo.com,yzIb6obOW
3,"
                                                                                                    转发                                            ", 2012-8-31 14:33,5,1,赞,微博 weibo.com,yzHHQmQ6l
4,"
                                                                                                    由中国医学科学院肿瘤医院主办，中国癌症基金会、加拿大驻华使馆、朝阳区卫生局等单位协办的 “第十四届北京希望马拉松——为癌症患者及癌症防治研究募捐义跑 ”，将于2012年11 月3日上午9时在朝阳公园万人广场集中， 10时鸣枪起跑。O网页链接 本届马拉松的口号是“你我双手，共托希望 ”。 ????????                                            ", 2012-8-31 14:33,22,13,赞,微博 weibo.com,yzHHJyXgu
5,"
                                                                                                    在“7·21”特大自然灾害中，北京因供水设施污染、损坏，影响人口约99万，目前超八成供水单位已修复，灾区均已恢复水源供应。O网页链接 ????????                                            ", 2012-8-31 14:05,转发,评论,赞,微博 weibo.com,yzHwkbayW
6,"
                                                                                                    转发                                            ", 2012-8-31 10:25,19,4,赞,微博 weibo.com,yzG4X7ry9
7,"
                                                                                                    据报载：昨日，国家发改委、卫生部、财政部、人社部、民政部、保险监督管理委员会等6部门公布《关于开展城乡居民大病保险工作的指导意见。针对一些特别贵的大病，我国将建立补充医保报销制度，在基本医保报销的基础上，再次给予报销，要求实际报销比例不低于50%。O网页链接 ????????                                            ", 2012-8-31 08:57,8,评论,赞,微博 weibo.com,yzFvr6mvv
8,"
                                                                                                    心血管病危害大，防治窍门须牢记：膳食要合理，低盐又低脂;高胆固醇食物要留意,动物内脏、蛋黄、蟹黄限量吃；体重要控制,运动健身体;戒烟并限酒,避免坏情绪; 睡眠要保障,避免过度劳；血压、血脂、血糖监控好；努力就会显成效。 ????????                                            ", 2012-8-31 08:51,12,2,赞,微博 weibo.com,yzFsRvTfg
9,"
                                                                                                    “三四五”助健康                                            ", 2012-8-30 15:29,8,评论,赞,政府版微博,yzyDKnAF3
10,"
                                                                                                    九月份本市部分医院健康讲座通知：北医三院????　　时间：2012年9月1日（周六）上午8：30-11：30????　　内容：哮喘监控与自我管理(伍蕊副主任医师)????　　哮喘装置的使用（盖晓燕主治医师）????　　现... O网页链接 （使用新浪长微博工具发布 O网页链接） ????????                                            ", 2012-8-30 15:20,1,评论,赞,新浪博客,yzyA9yqSN
11,"
                                                                                                    首都健康微博平台排名（第三期）公布啦！快看看进步了木有O网页链接 ????????                                            ", 2012-8-30 15:11,2,2,赞,微博 weibo.com,yzywtpWXQ
12,"
                                                                                                    回复@林夕华燕:深度赞同                                            ", 2012-8-30 00:34,7,评论,赞,政府版微博,yzsMMis2F
13,"
                                                                                                    回复@宸宸天下:环境需要社会各方面共同努力，每个人和机构在社会中都是沧海一粟                                            ", 2012-8-30 00:32,1,评论,赞,政府版微博,yzsLY45FK
14,"
                                                                                                    8月29日，首都医大发起成立了国际转化神经科学联盟与脑重大疾病防治协同创新中心。联盟联合美国哈佛大学、麻省理工学院等高校进行资源和技术共享，联合中科院、清华大学、第二军医大学等科研单位、高校以及相关企业，形成产学研联盟。 O网页链接 ????????                                            ", 2012-8-30 00:20,2,评论,赞,政府版微博,yzsGWBg1d
15,"
                                                                                                    回复@宸宸天下:市编办今年上半年就批复增加全市社区基层卫生服务机构的编制了，全市增加的幅度还不小，关键是各区县要尽快落实！                                            ", 2012-8-29 23:44,3,5,赞,政府版微博,yzsskmhyC
16,"
                                                                                                    北京市将在九个重点区域开展公益性无线接入服务试点，大家可免费无线上网了---好事！期待范围更广一些速度更快一些---????O网页链接 ????????                                            ", 2012-8-29 23:22,26,6,赞,政府版微博,yzsjpcz54
17,"
                                                                                                    北京市编制办公室批复，主要依托我市天坛、宣武等5所医院的资源和力量，成立首都医科大学脑重大疾病研究院，开展脑和神经系统疾病攻关研究，用更好的新技术新手段服务于患者。 ????????                                            ", 2012-8-29 23:18,14,4,赞,政府版微博,yzshIi66M
18,"
                                                                                                    本周三的国务院常务会议研究部署深入推进义务教育均衡发展等问题，会议提出：保障进城务工人员随迁子女、农村留守儿童、残疾儿童少年、孤儿、流浪儿童等平等接受义务教育。 教育公平与卫生公平的理念正在推进落实中。 ????????                                            ", 2012-8-29 23:11,7,1,赞,政府版微博,yzsf130HS
19,"
                                                                                                    2012年年底，本市将开通4条轨道新线，分别是6号线一期、8号线二期南段、9号线北段和10号线二期。届时，本市地铁在运里程将达到442公里。 ????????                                            ", 2012-8-29 23:06,9,3,赞,政府版微博,yzscMrN4W
20,"
                                                                                                    截至7月底，北京轨道交通西郊线已完成工程总量12%；7号线完成34%；14号线完成42%；北京站至北京西站地下直径线工程完成76%；8号线二期完成82%；10号线二期完成86%；9号线完成92%。北京交通需要加快发展--- ????????                                            ", 2012-8-29 23:04,7,4,赞,政府版微博,yzsc24OFa
