序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #路况提示#请过往车辆注意！                                            ", 2016-4-30 13:03,转发,评论,5,华为Ascend Mate2,DtlE3mZ31
2,"
                                                                                                    #微提示# 【五一旅途必备！手机丢了、身份证丢了……你该怎么办？】近日各地进入旅游旺季，五一小长假，景区车站人多嘈杂，一不留神就可能出状况：丢手机、丢车票、丢身份证，甚至有些家长把孩子都丢了，还有人错过车、坐错车……人在囧途，遇上这些突发状况怎么办？戳图↓有用！转走！                                            ", 2016-4-30 13:01,2,评论,822,华为Ascend Mate2,DtlDfpFR9
3,"
                                                                                                    #泉城关注#【山东6月底告别临时工执法！将收回证件】目前山东正在开展行政执法人员专项清理,对从事行政执法工作的劳动合同制人员、劳务派遣人员、临时借调人员、工勤编制人员以及其他未取得执法资格的人员,将及时调离执法岗位并收回执法证件,这意味“临时工”执法将成为历史。 ????????                                            ", 2016-4-30 08:44,23,2,5,华为Ascend Mate2,DtjWLlfgr
4,"
                                                                                                    #泉城关注#【中纪委网站推出“五一端午期间违反中央八项规定精神问题监督举报曝光专区”】专区开设了“我要举报”窗口，欢迎广大网友通过网站、客户端和微信公众号，对节日期间出入私人会所，组织隐秘聚会，公款吃喝、旅游，大办婚丧喜庆等不正之风进行监督举报。O2016年五一曝光专区——中央纪委监察部网站 ????????                                            ", 2016-4-30 08:42,转发,评论,赞,华为Ascend Mate2,DtjW855OS
5,"
                                                                                                    #泉城政务#【今年我市将完成全省10%的棚改量】从2015年7月1日启动至结束，仅用5个多月，我市就完成全部集体土地征收拆迁任务，腾空土地3000多亩，拆除地上物60万平方米，涉及各类经营业户1000余家。2016年，省下达45208套棚改开工建设任务，我市开工任务占全省任务量10%。 目前，中央商务区国有土地上 ????????...展开全文c                                            ", 2016-4-30 08:22,27,1,2,华为Ascend Mate2,DtjNKirbD
6,"
                                                                                                    #泉城政务#【今年我市将完成全省10%的棚改量】 从2015年7月1日启动至结束，仅用5个多月，就完成全部集体土地征收拆迁任务，腾空土地3000多亩，拆除地上物60万平方米，涉及各类经营业户1000余家。2016年，省下达45208套棚改开工建设任务，我市开工任务占全省任务量10%。目前，中央商务区国有土地上房屋 ????????...展开全文c                                            ", 2016-4-30 08:19,1,3,1,华为Ascend Mate2,DtjMsgeHf
7,"
                                                                                                    #泉城晨报#“夏天的滋味来了！”，“五一”小长假期间，济南的最高温将飙升至33℃，分分钟秒杀4月份的29℃、30.3℃等温度记录。计划出游的小伙伴们，一定要做好与高温“作斗争”的准备哦。 ????????                                            ", 2016-4-30 07:46,45,3,8,华为Ascend Mate2,DtjzogNDR
8,"
                                                                                                    #五一出行#五一出游安全急救常识，值得收藏！                                            ", 2016-4-29 16:29,4,1,118,微博 weibo.com,Dtdz24tpx
9,"
                                                                                                    #关注中高考#【初中毕业生考“3+4”门槛抬高 限中考成绩前50%】28日，省教育厅发布了《2016年职业院校与本科高校对口贯通分段培养试点招生工作的通知》。其中初中毕业生读“3+4”本科，要求考生中考成绩位次排名在所在市报考高中阶段学校学生的前50%。同时，专科转入4年本科学习，须参加春季高考。 ????????                                            ", 2016-4-29 15:02,转发,评论,赞,人民微管家,DtcZRCpts
10,"
                                                                                                    #泉城关注#文明出游，用心做起！                                            ", 2016-4-29 13:57,27,评论,89,微博 weibo.com,DtczbqTxt
