序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
19,"
                                                                                                    【国务院开展2015年度省级政府消防工作考核】近日，国务院将派出10个考核组，对2015年度省级政府消防工作进行考核。国务委员、公安部部长郭声琨26日在京出席部委协调会对考核工作进行动员部署。他强调，各有关部门要认真学习贯彻习近平总书记关于消防安全工作的重要指示精神，按照李克强总理、孟建柱同 ????????...展开全文c                                            ", 2016-4-26 22:56,1,评论,2,华为Ascend Mate7,DsNOxByxp
20,"
                                                                                                    【孟建柱：努力建设一支过硬政法队伍】全国政法队伍建设工作会议25日至26日在北京召开。中共中央政治局委员、中央政法委书记孟建柱在会上强调，要认真学习贯彻习近平总书记重要指示精神，牢牢把握政治过硬、业务过硬、责任过硬、纪律过硬、作风过硬的总要求，坚持中国特色社会主义政法队伍正规化、专业 ????????...展开全文c                                            ", 2016-4-26 21:08,2,评论,1,华为Ascend Mate7,DsN6Gs4zZ
21,"
                                                                                                    【向公正为民要公信力】——十八大以来政法队伍建设调研报告之二 O网页链接 ????????                                            ", 2016-4-26 21:04,转发,评论,赞,华为Ascend Mate7,DsN5dbuLY
22,"
                                                                                                    【今天，一起转发，送别这位“逆行”的战士…】4月22日，在江苏#靖江化工仓储点爆炸#灭火救援过程中，消防员朱军军为保证灭火供水不间断、掩护战友撤退，延误了撤离时间，经抢救无效壮烈牺牲，年仅26岁。今天上午10点，朱军军的追悼会在靖江市殡仪馆举行。转起送别战士，致敬！(央视记者赵钱江 徐大为) ????????                                            ", 2016-4-26 14:53,6,1,11,360安全浏览器,DsKEwhW9o
23,"
                                                                                                    蜀黍提示，手机丢失莫心急，降低损失最重要！                                            ", 2016-4-26 10:15,1,1,299,360安全浏览器,DsIPx4NFW
24,"
                                                                                                    【坚定做公平正义的守护者】党的十八大以来政法队伍建设调研报告之一 O网页链接 ????????                                            ", 2016-4-25 16:47,2,2,赞,华为Ascend Mate7,DsBYxc1Sa
25,"
                                                                                                    【习近平就政法队伍建设作出重要指示】 中共中央总书记、国家主席、中央军委主席习近平近日就政法队伍建设作出重要指示，对党的十八大以来政法队伍建设取得的成绩给予充分肯定，对新形势下政法队伍建设提出明确要求。 O网页链接 ????????                                            ", 2016-4-25 16:45,转发,评论,1,华为Ascend Mate7,DsBXnnZmW
26,"
                                                                                                    #防骗#起底“电信诈骗术”之“公检法”来电：“我是警察 你的信用卡在洗钱” L秒拍视频 . ????????                                            ", 2016-4-25 15:45,2,评论,2,秒拍网页版,DsBz39T6U
27,"
                                                                                                    #防骗#起底“电信诈骗术”之“公检法”来电：“我是警察 你的信用卡在洗钱” L秒拍视频 . ????????                                            ", 2016-4-25 15:41,5,2,2,秒拍网页版,DsBxFrUEN
28,"
                                                                                                    #寻亲#何维金，男，1979年出生，山东省汶上县；身高1.75米，于2012年8月份到山东威海找打渔工作走失，联系电话：15864134001 ，15166793963。 ????????                                            ", 2016-4-25 09:38,9,2,4,360安全浏览器,DszampU8X
29,"
                                                                                                    【广西钦州警方破获特大系列诈骗案】近日，广西钦州市公安局钦南分局破获一起特大系列诈骗案，嫌疑人通过伪造房产证抵押及高息借贷方式向他人实施诈骗，涉案金额超过千万元。截至4月23日，已有12名群众向钦南警方报案。目前，犯罪嫌疑人王某已被钦州警方刑事拘留。 ????????                                            ", 2016-4-25 09:25,2,评论,1,360安全浏览器,Dsz4X0Pwj
30,"
                                                                                                    【郭国委特别联大帅气发言，全球禁毒拿出五大狠招！】小伙伴们，最近中国政法君频频在国际舞台上大放异彩。4月19日至21日，国务委员、公安部部长郭声琨，就在特别联大上帅气发言，赢得世界瞩目。郭国委发言的是什么题目？是两个字——禁毒。 O郭国委特别联大帅气发言，全球禁毒拿出五大狠... ????????                                            ", 2016-4-24 12:20,2,1,1,华为Ascend Mate7,DsqNEfaeo
31,"
                                                                                                    【贵州侦破金额巨大的电信诈骗案　涉案金额１．１７亿元】贵州省公安机关日前侦破金额巨大的电信诈骗案，涉案金额高达１．１７亿元。警方抓获犯罪嫌疑人６２名，其中台湾犯罪嫌疑人１０名。 O贵州侦破金额巨大的电信诈骗案　涉案金额１．... ????????                                            ", 2016-4-23 20:48,转发,2,2,华为Ascend Mate7,DskHh9aLB
32,"
                                                                                                    【习近平就信访工作作出重要指示强调下大气力把信访突出问题处理好把群众合理合法的利益诉求解决好】中共中央总书记、国家主席、中央军委主席习近平近日就做好信访工作，妥善处理信访突出问题作出重要指示，强调要综合施策，下大气力处理好信访突出问题，把群众合理合法的利益诉求解决好。 ????????...展开全文c                                            ", 2016-4-22 10:08,4,7,1,360安全浏览器,Ds751CLS7
33,"
                                                                                                    【公安部：绝不允许电信诈骗犯罪分子逍遥法外】２１日，来大陆协商两岸合作打击电信诈骗犯罪事宜的台湾代表团与大陆公安机关就两岸合作打击跨境电信诈骗犯罪事宜进行协商。公安部副部长孟宏伟表示，坚定不移打击电信诈骗，无论电信诈骗犯罪分子逃到天涯海角，都要全力缉拿归案，决不允许他们逍遥法外。 ????????                                            ", 2016-4-22 08:56,5,4,5,华为Ascend Mate7,Ds6Bv6v9i
34,"
                                                                                                    【大陆电信诈骗受害人：希望台湾司法还我公道 】按照《海峡两岸共同打击犯罪及司法互助协议》机制有关安排，台湾方面派出代表团于２０日抵达北京，与大陆公安机关就两岸合作打击电信诈骗犯罪有关事宜进行协商。得知此事后，１０多位大陆电信诈骗受害人纷纷赶到北京，强烈要求当面向台湾代表团“讨一个 ????????...展开全文c                                            ", 2016-4-21 22:34,1,4,1,华为Ascend Mate7,Ds2xb8SJu
35,"
                                                                                                    【台湾代表团参观羁押台湾嫌犯看守所：权利得到充分保障　４５人均已认罪】４月２１日上午，来大陆协商两岸合作打击电信诈骗犯罪事宜的台湾代表团，前往羁押４５名台湾电信诈骗犯罪嫌疑人的北京市海淀区看守所参观，并与大陆公安机关进行协商会谈。 °台湾代表团参观羁押台湾嫌犯看守所：权利得到... ????????                                            ", 2016-4-21 22:28,1,3,1,华为Ascend Mate7,Ds2uRwI42
36,"
                                                                                                    战友，一路走好！                                            ", 2016-4-21 10:56,1,6,3,360安全浏览器,DrXXR16WR
37,"
                                                                                                    【习近平主持召开网络安全和信息化工作座谈会强调在践行新发展理念上先行一步让互联网更好造福国家和人民】习近平19日主持召开网络安全和信息化工作座谈会并发表重要讲话，强调按照创新、协调、绿色、开放、共享的发展理念推动我国经济社会发展，让互联网更好造福国家和人民。 ????????                                            ", 2016-4-21 08:59,2,1,2,360安全浏览器,DrXcrbRZK
38,"
                                                                                                    【郭声琨会见泰国司法部部长和伊朗内政部部长 】当地时间19日，国务委员、国家禁毒委主任、公安部部长郭声琨在纽约联合国总部出席2016年世界毒品问题特别联大期间，分别会见了泰国司法部部长派汶和伊朗内政部部长法兹利。 O网页链接 ????????                                            ", 2016-4-20 21:40,转发,1,赞,华为Ascend Mate7,DrSKRydMQ
39,"
                                                                                                    【郭声琨会见联合国毒罪办执行主任费多托夫】 当地时间19日，国务委员、国家禁毒委主任、公安部部长郭声琨在纽约联合国总部会见了联合国毒品和犯罪问题办公室执行主任费多托夫。 O网页链接 ????????                                            ", 2016-4-20 21:36,2,1,赞,华为Ascend Mate7,DrSJf3wtr
40,"
                                                                                                    【郭声琨出席大湄公河次区域禁毒合作机制边会】当地时间19日，在世界毒品问题特别联大期间，国务委员、国家禁毒委主任、公安部部长郭声琨出席了大湄公河次区域禁毒合作机制边会并讲话。 O网页链接 ????????                                            ", 2016-4-20 21:35,转发,评论,3,华为Ascend Mate7,DrSIzniEE
41,"
                                                                                                    【郭声琨在2016年世界毒品问题特别联大一般性辩论上的发言】 O网页链接 ????????                                            ", 2016-4-20 21:33,转发,评论,赞,华为Ascend Mate7,DrSHSxkWC
42,"
                                                                                                    【山东遴选300名智库高端人才】为深入贯彻党的十八大和十八届三中、四中、五中全会精神，落实中央和省委关于加强新型智库建设的部署要求，集聚海内外智库高端人才，服务党委政府科学决策，助推经济文化强省建设，山东决定面向海内外引进培养一批智库高端人才。详情见：O山东遴选300名智库高端人才 有何政策待遇？ ????????                                            ", 2016-4-20 14:29,转发,评论,赞,360安全浏览器,DrPVP1SDg
43,"
                                                                                                    转发微博                                            ", 2016-4-20 09:35,2,评论,5,360安全浏览器,DrO0vkwzA
44,"
                                                                                                    【中澳联合缉毒行动取得阶段性战果】2015年11月2日，中国国家禁毒委员会与澳大利亚联邦警察正式启动为期半年的首届中澳联合缉毒行动。截至目前，中澳双方共破获各类毒品案件29起，抓获违法犯罪嫌疑人60人；缴获各类毒品2.04吨、麻黄碱及其它制毒原料3.38吨。 ????????                                            ", 2016-4-20 09:11,1,评论,2,360安全浏览器,DrNQEiNVe
45,"
                                                                                                    【台湾代表团今日上午抵京与大陆公安机关协商合作打击电信诈骗】，按照《海峡两岸共同打击犯罪及司法互助协议》机制有关安排，台湾方面由陈文琪女士等10人组成的代表团于4月20日上午抵达北京，将与大陆公安机关就两岸合作打击电信诈骗犯罪有关事宜进行协商。 ????????                                            ", 2016-4-20 09:08,3,2,赞,360安全浏览器,DrNPHbE0n
46,"
                                                                                                    【中国积极参与大湄公河次区域禁毒国际合作】中国政府历来坚持厉行禁毒的一贯立场，坚持广泛参与、责任共担的原则，积极参与、努力推动国际和区域禁毒事业不断发展。特别是在大湄公河次区域，中方积极发挥地缘大国作用，引领各方多边与双边结合，缉毒执法、替代发展、人员培训等多措并举，不断丰富次区 ????????...展开全文c                                            ", 2016-4-19 10:54,2,3,3,华为Ascend Mate7,DrF5Y4uuS
47,"
                                                                                                    【我国近年来与多国合作抓获上百名境内外大毒枭 】记者18日从国家禁毒办获悉，我国与世界各国和国际组织加强禁毒执法和情报合作，破获了一大批具有国际影响的跨国制贩、走私毒品大案，抓获上百名境内外大毒枭。O网页链接 ????????                                            ", 2016-4-19 10:51,3,评论,1,华为Ascend Mate7,DrF52rQS9
48,"
                                                                                                    【男子向间谍组织出售党政军机密文件 家人也成“猎物】黄宇，四川省自贡市人，为了泄私愤和满足物质上的欲望，向外国间谍机构出卖国家机密，被判处死刑。黄宇的愚蠢行为，不仅葬送了自己年轻的生命，他的妻子、姐夫也成为罪犯，五岁的儿子将留下无法磨灭的心理阴影，也对国家安全构成严重威胁。 ????????                                            ", 2016-4-19 08:59,2,2,赞,360安全浏览器,DrElzb5iP
49,"
                                                                                                    【 郭声琨会见欧洲警察署署长温莱特】当地时间4月18日，国务委员、公安部部长郭声琨在海牙会见了欧洲警察署署长温莱特。 O网页链接 ????????                                            ", 2016-4-18 20:59,1,3,5,华为Ascend Mate7,DrzDl65YA
50,"
                                                                                                    【郭声琨将赴纽约出席2016年世界毒品问题特别联大】 2016年世界毒品问题特别联大将于4月19日至21日在美国纽约联合国总部举行。国务委员、国家禁毒委员会主任、公安部部长郭声琨将率中国代表团出席。 O网页链接 ????????                                            ", 2016-4-18 20:29,转发,评论,1,华为Ascend Mate7,DrzqM8qAi
51,"
                                                                                                    #全国首个“反酒驾联盟”在济南成立！#为教育广大的人民群众自觉遵守交通法规，天桥区委宣传部、天桥分局治安大队、天桥交警大队等相关部门联合滴滴代驾成立了全国首家由政府牵头民间组织——天桥区反对酒后驾驶酒店联盟（ADDU），向全区饭店行业发起“关爱生命、拒绝酒驾”的倡议。 ????????                                            ", 2016-4-18 16:04,10,2,6,360安全浏览器,DrxHjEHq0
52,"
                                                                                                    #交通安全#首次对超员黑校车宣判 司机被判拘役 L秒拍视频 . ????????                                            ", 2016-4-18 14:17,2,3,3,秒拍网页版,DrwZYuAGQ
53,"
                                                                                                    #交通安全#惨！祸从天降 驾驶盲区避之不及 L秒拍视频 . ????????                                            ", 2016-4-18 14:11,1,2,赞,秒拍网页版,DrwXCu4eS
54,"
                                                                                                    【央视《朝闻天下》：中国禁毒20年成绩斐然 形成综合治毒新格局】 O网页链接 ????????                                            ", 2016-4-18 12:17,2,1,1,华为Ascend Mate7,DrwdfDMlA
55,"
                                                                                                    【责任共担 合作共赢】当前,全球毒品问题仍持续蔓延,毒品制造、贩卖、滥用日趋活跃,一些热点地区的毒品问题与国际恐怖势力、有组织暴力犯罪相互交织,成为严重威胁地区安全稳定的突出问题。受全球毒情恶化的大环境影响,我国禁毒斗争形势仍不容乐观,特别是境外毒品多头渗透问题仍较为突出,“毒源在外”成 ????????...展开全文c                                            ", 2016-4-18 12:16,1,2,2,华为Ascend Mate7,DrwcJrcwi
56,"
                                                                                                    【禁绝毒品 造福人民——中国禁毒工作二十年综述】毒品问题关系国家安危、民族兴衰、人民福祉，厉行禁毒是中国政府的一贯立场和坚决主张。20年来，面对毒品问题快速发展蔓延的严峻挑战，中国政府始终重视禁毒工作，坚持把禁毒工作纳入经济社会发展规划，作为国家安全和社会稳定的重要内容，动员一切社 ????????...展开全文c                                            ", 2016-4-18 12:13,2,1,3,华为Ascend Mate7,DrwbK10EL
57,"
                                                                                                    【2005年来我国抓获毒品犯罪嫌疑人115万名】记者17日从国家禁毒办获悉，我国自2005年开展禁毒人民战争以来，全国破获毒品犯罪案件100余万起，抓获毒品犯罪嫌疑人115万名，缴获各类毒品751吨。 O网页链接 ????????                                            ", 2016-4-18 12:12,7,1,2,华为Ascend Mate7,Drwb6oEHp
58,"
                                                                                                    【郭声琨同荷兰公共安全与司法大臣范德斯图尔举行会谈】当地时间15日，国务委员、公安部部长郭声琨在海牙同荷兰公共安全与司法大臣范德斯图尔举行会谈。 O网页链接 ????????                                            ", 2016-4-18 12:09,3,1,4,华为Ascend Mate7,Drw9TlKJv
59,"
                                                                                                    【广州侦破一起诈骗淘宝交易保证金案】诈骗团伙通过进行虚假网络交易，利用保险公司针对淘宝交易保证金规则漏洞，以“未收到货物”为由骗保，涉案金额达30余万元。近日，广州市公安局成功侦破一起淘宝交易骗保案，抓获犯罪嫌疑人3名。这是广州警方近年侦破的第一起利用互联网诈骗保证金案件。 ????????                                            ", 2016-4-18 09:26,3,1,1,360安全浏览器,Drv5NaNFW
60,"
                                                                                                    “绝不能放纵这些人再害老百姓！”——电信诈骗受害人吁严惩嫌犯 O网页链接 ????????                                            ", 2016-4-18 06:50,5,4,6,华为Ascend Mate7,Dru4Hqhv9
61,"
                                                                                                    【郭声琨会见乌兹别克斯坦执法安全部门负责人】国务委员、公安部部长郭声琨13日在塔什干分别会见了乌兹别克斯坦安全会议秘书马赫穆多夫、内务部部长阿赫梅德巴耶夫和国家安全总局局长伊纳亚托夫。 O网页链接 ????????                                            ", 2016-4-15 21:49,2,68,1,华为Ascend Mate7,Dr7G87XYJ
62,"
                                                                                                    【乌兹别克斯坦总统卡里莫夫同郭声琨亲切交谈】4月14日，上海合作组织成员国安全会议秘书第十一次会议结束后，乌兹别克斯坦总统卡里莫夫同国务委员郭声琨单独交谈。 O网页链接 ????????                                            ", 2016-4-15 21:45,转发,18,1,华为Ascend Mate7,Dr7EoxzGL
63,"
                                                                                                    【揭秘：台湾电信诈骗分子如何一年“隔空”骗走大陆上百亿？】近日，77名电信诈骗犯罪嫌疑人从非洲被押回大陆，其中包括45名台湾犯罪嫌疑人及32名大陆犯罪嫌疑人。诈骗窝点为何设在遥远的非洲？如何对中国大陆群众实施电信诈骗？人数众多的诈骗团伙内部究竟如何分工配合？O揭秘:台湾电信诈骗犯如何""隔空""骗走大陆上百亿 ????????                                            ", 2016-4-15 11:34,4,56,2,360安全浏览器,Dr3EwBNsf
64,"
                                                                                                    【郭声琨会见俄罗斯和哈萨克斯坦代表团团长】国务委员、公安部部长郭声琨13日至14日在乌兹别克斯坦塔什干出席上海合作组织成员国安全会议秘书第十一次会议期间，分别会见了率团出席会议的俄罗斯联邦安全会议秘书帕特鲁舍夫和哈萨克斯坦总统助理兼安全会议秘书叶尔梅克巴耶夫。O郭声琨会见俄罗斯和哈萨克斯坦代表团团长 ????????                                            ", 2016-4-15 11:30,转发,3,2,360安全浏览器,Dr3CS4LMD
65,"
                                                                                                    打打电话为何能骗走百亿钱款？——台湾电信诈骗嫌犯揭秘诈骗黑幕O网页链接 ????????                                            ", 2016-4-14 23:22,3,82,5,iPhone客户端,DqYR2je5N
66,"
                                                                                                    【省厅召开召开打击整治涉油犯罪工作会议】4月12日，省厅在滨州市召开打击整治涉油犯罪工作会议，强调要深入贯彻落实习近平总书记重要批示精神，按照公安部和省委、省政府部署，组织力量集中破案攻坚，打好打赢打击整治涉油犯罪人民战争，坚决维护国家能源安全、生态安全和公共安全。 ????????                                            ", 2016-4-14 10:19,11,186,赞,360安全浏览器,DqTJpwqW4
67,"
                                                                                                    【山东省关于简化办事流程方便企业申请因私出入境中介机构资格认定的通知】为向企业提供优质高效便捷服务，根据有关规定，经研究，决定进一步简化申请材料、优化办事流程，方便企业申请因私出入境中介机构资格认定。现就相关要求通知如下：详情见O网页链接 ????????                                            ", 2016-4-14 10:16,1,17,1,360安全浏览器,DqTIbhs97
68,"
                                                                                                    【两岸应加强司法协作 形成共同打击目标 让电信诈骗无处可逃】4月13日上午，67名在肯尼亚对大陆居民实施电信诈骗的犯罪嫌疑人被遣返回国，对该案的特殊性，记者采访了多位专家，他们认为，案件中大陆有对台湾犯罪嫌疑人的司法管辖权，遣返的做法完全合法合理，台湾方面应当加强对电信诈骗的立法工作， ????????...展开全文c                                            ", 2016-4-14 07:53,3,60,1,华为Ascend Mate7,DqSMhnNoz
69,"
                                                                                                    淄博又见公安卖萌 桓台警花大秀A4腰 L秒拍视频 . ????????                                            ", 2016-4-13 15:46,7,104,9,秒拍网页版,DqMryew0m
70,"
                                                                                                    【江苏侦破特大假币案涉26省 消耗纸张600公斤】4月12日，江苏徐州警方召开新闻发布会对外公布，警方历时2个多月转战10省15市，成功破获涉及26省90市的特大制售假币网络。抓获主要犯罪嫌疑人14个，摧毁生产窝点6个，销售窝点1个，现场收缴成品第五套各面额假币400余万元、生产假币用纸张600余公斤。 ????????                                            ", 2016-4-13 09:17,8,8,3,360安全浏览器,DqJTPcnT0
71,"
                                                                                                    【打击跨国电信诈骗犯罪再奏凯歌????首次大规模从非洲押回电信诈骗犯罪嫌疑人】2016年4月8日，肯尼亚警方抓获涉嫌向中国大陆拨打电话冒充大陆公检法机关实施诈骗的19名大陆犯罪嫌疑人、22名台湾犯罪嫌疑人。肯尼亚决定将罪嫌疑人遣返中国。第一批已遣返，第二批67名犯罪嫌疑人将于今日包机押解回国。 ????????                                            ", 2016-4-13 09:11,30,2060,11,360安全浏览器,DqJR6b4iW
72,"
                                                                                                    【全国公安机关改革创新大赛启动分“警务微改革”和“科技微创新”两类，突出基层一线改革创新项目】这些经过实践检验的“警务微改革”和“科技微创新”都可以报名参加改革创新大赛了！为提升人民群众和广大民警的获得感，公安部决定，自2016年4月至12月，在全国公安机关组织开展改革创新大赛。 ????????                                            ", 2016-4-13 09:03,5,2,赞,360安全浏览器,DqJO7cgn8
73,"
                                                                                                    惊！车门未关 危险随时降临 L秒拍视频 . ????????                                            ", 2016-4-12 10:38,12,4,3,秒拍网页版,DqAZX0vSy
74,"
                                                                                                    山东公安首创执法办案闭环管理新系统 L秒拍视频 . ????????                                            ", 2016-4-12 10:32,11,11,2,秒拍网页版,DqAXPdwOQ
75,"
                                                                                                    【5分钟网上买到上千银行卡信息！关于银行卡安全你要知道的在这里！】广州的吴先生银行卡在身上，5万存款竟被盗刷，一周只剩300元。①用“伪基站”发钓鱼链接；②发送木马拦截验证码；③改装POS机提取银行卡信息；④假冒“快递员”询问地址…最新银行卡盗刷陷阱和防范技巧↓↓扩散提醒，别上当！ ????????                                            ", 2016-4-12 10:29,10,3,2,360安全浏览器,DqAWyAEIn
76,"
                                                                                                    赞！96人万里无违法 共奖励21万 O网页链接 . ????????                                            ", 2016-4-12 10:22,4,2,赞,秒拍网页版,DqATwEGCE
77,"
                                                                                                    【河南省人大常委会原副主任秦玉海涉嫌受贿案被公诉】据最高人民检察院网站消息，河南省人大常委会原党组书记、副主任秦玉海涉嫌受贿一案，经最高人民检察院指定，由山东省人民检察院侦查终结后移送山东省淄博市人民检察院审查起诉。近日，淄博市人民检察院已向淄博市中级人民法院提起公诉。 ????????                                            ", 2016-4-12 10:04,1,2,1,360安全浏览器,DqAMhvyk8
78,"
                                                                                                    【公安部A级通缉令通缉的谭敦辉投案自首】4月10日，公安部发出A级通缉令公开通缉10名特大电信网络诈骗案在逃人员，受到媒体和群众的广泛关注。犯罪嫌疑人谭敦辉（男，39岁，湖南省双峰县人）在获悉被公安部发出A级通缉令通缉后，当日在湖南省双峰县向公安机关投案自首。 ????????                                            ", 2016-4-12 10:00,8,1,2,360安全浏览器,DqAKMsTIy
79,"
                                                                                                    【孟建柱在云南调研：依靠各族群众 为边疆稳定作出新贡献】中共中央政治局委员、中央政法委书记孟建柱7日至11日在云南调研时强调，要深入学习贯彻习近平总书记系列重要讲话精神，紧紧依靠各族人民群众，进一步统筹各方资源，创新工作理念、体制机制和方式方法，不断提升社会治理现代化水平，为民族团结 ????????...展开全文c                                            ", 2016-4-12 07:26,6,评论,2,华为Ascend Mate7,DqzKlewjc
80,"
                                                                                                    银行卡盗刷频发 遭遇盗刷别慌张：银行 警方 法院 L秒拍视频 . ????????                                            ", 2016-4-11 14:21,10,2,2,秒拍网页版,Dqt21nBRr
81,"
                                                                                                    【北京警方破获新型电信诈骗案??????点下网址被转走11万】北京市公安局4月10日通报，北京警方经辗转千余公里，打掉了一个新型电信诈骗犯罪团伙。经查，该团伙没有通过银行转账，而是使用第三方转账平台等渠道将赃款转移并套现。O网页链接 ????????                                            ", 2016-4-11 14:17,转发,1,1,360安全浏览器,Dqt0qnSKv
82,"
                                                                                                    银行卡安全 警方支招：识别四类骗局 保护个人信息 L秒拍视频 . ????????                                            ", 2016-4-11 14:13,11,2,1,秒拍网页版,DqsYP6vH7
