序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【手机丢了，支付宝、微信支付怎么办？】果断把这些事先做了！①打电话挂失、冻结SIM卡，尽快补办。（中国移动10086，中国联通10010，中国电信：10000）②拨打95188报案，解绑支付宝，冻结支付宝；③登录OQQ安全中心为您的腾讯在线生活提供安全护航。...????冻结微信账号；④冻结网银、手机银行。#平安五一行#                                            ", 2016-4-30 23:31,485,31,92,360安全浏览器,DtpKIFnAy
2,"
                                                                                                    #我在岗位上#【""五一""小长假首日交通形势平稳 蜀黍酱紫滴↓】4月30日“五一”小长假第一天，截至18时，全国道路交通形势平稳有序，未接报一次死亡5人以上道路交通事故…各地公安交管全警动员查处交通违法行为，出动警力12.4万人次，启动交警执法站3000个，设置临时执勤点8000个。 O“五一”小长假首日交通形势平稳 蜀黍告诉你如... ????????                                            ", 2016-4-30 22:30,158,29,159,Android,Dtpm1dfJu
3,"
                                                                                                    #警察蜀黍是暖男#【今天是国际#不打小孩日#！你愿为这个日子转发吗？】你知道吗？今天是国际不打小孩日！也称""无巴掌日""。最早由一个美国反体罚民间组织“有效管教中心”发起，有众多国家参与。对待孩子，请懂得引导与尊重，眼下这个""不可理喻""的小孩，可能就是当初的你…此刻，为孩子，转发倡议！ ????????                                            ", 2016-4-30 22:06,224,47,184,Android,Dtpck7h3q
4,"
                                                                                                    #剑指诈骗#【97名电信诈骗嫌犯从马来西亚被押解回国 包括32名台湾籍嫌犯】今晚7点45分，搭载97名电信诈骗犯罪嫌疑人（大陆65人，台湾32人）的民航包机从马来西亚飞抵广州，涉及国内20余个省区市的100多起特大跨境电信诈骗案成功告破。 °97名电信诈骗犯罪嫌疑人从马来西亚被押解回国... ????????                                            ", 2016-4-30 21:11,342,268,346,Android,DtoPWeQMO
5,"
                                                                                                    [推荐]咱们所里的老民警把你想不到的都想到了，实乃居家防范之必备。ps：这位民警看着眼熟不？#我在岗位上##蜀黍带你涨姿势#                                            ", 2016-4-30 20:48,43,5,10,Android,DtoGG6qDs
6,"
                                                                                                    【这条微博一定要知道！孩子丢了立刻报警，不用等24小时！】①第一时间报警，不用等24小时！动员亲朋好友到车站等交通要道堵截人贩子；②到事发地调看监控录像；③家长要及时采血，进入打拐DNA库，这是免费的；④到周边救助站、福利院等地寻找；⑤向寻亲网站提供失踪儿童信息。#平安五一行#                                            ", 2016-4-30 19:04,656,28,92,Android,Dto0lcw4f
7,"
                                                                                                    【心疼！8岁男童右脚被叉车切断 轻声安慰妈妈别哭】28日江西吉安，一叉车将一小轿车横向刺穿，坐在小轿车后排8岁男童右脚不幸被刺穿。疼痛不已的男童不住地安慰妈妈“不要哭”，这种坚强让在场的消防员心疼不已。O网页链接 O心疼！吉安8岁男童右脚被叉车切断 轻声安慰妈...面对酱懂事的孩子，成年人们还会不守交规吗？ ????????                                            ", 2016-4-30 18:32,168,134,399,Android,DtnNsf7YU
8,"
                                                                                                    帅！#警营正能量##我在岗位上#                                            ", 2016-4-30 17:07,59,26,126,Android,Dtnf0E88J
9,"
                                                                                                    相信你，做的到！//@六安公安在线:一定文明出行。 //@湖南公安:#五一出行# 嗯，一定要守交通法!                                            ", 2016-4-30 16:41,181,45,275,Android,Dtn4yD78f
10,"
                                                                                                    #平安五一行#【看了这个动图，你还敢闯红灯吗？】近日，新疆乌鲁木齐，一辆电动车闯红灯，结果撞上一辆轿车，电动车驾驶人被撞得空中翻转一圈后摔在地上↓↓生命可贵，请勿闯红灯！ ????????                                            ", 2016-4-30 15:46,138,120,124,Android,DtmIbBZKN
11,"
                                                                                                    #平安五一行#【五一旅途必备！手机丢了、身份证丢了…该怎么办？】近日各地进入旅游旺季，五一小长假，景区车站人多嘈杂，一不留神就可能出状况：丢手机、丢车票、丢身份证，甚至有些家长把孩子都丢了，还有人错过车、坐错车……人在囧途，遇上这些突发状况怎么办？戳↓五一出行“应急包”，超实用！ ????????                                            ", 2016-4-30 14:09,1148,54,92,Android,Dtm4yiHSC
12,"
                                                                                                    #剑指诈骗#【牢记三招防范假冒“领导”】①接到电话不乱猜，直接询问对方姓名②对方说急需用钱时，要核实真假；③对于借钱和转账的要求，更要慎重。谨记：不乱猜、不转账、多核实！快转给更多人！                                            ", 2016-4-30 12:51,166,18,50,Android,Dtlz6lrD6
13,"
                                                                                                    #奇葩司机#【写在一位“网红”和“银河系皇族”交通违法之后……】这都什么路子，蜀黍又要动手动脑画图了↓↓提醒：#平安五一行# ，别再让蜀黍遇到来自火星的你！@公安部交通安全微发布 ????????                                            ", 2016-4-30 12:26,180,51,237,Android,DtloP11VT
14,"
                                                                                                    【扩散！在瑞典中国公民请记住这些电话】据央视，瑞典安全部门正就该国近期可能遭恐怖袭击的情报进行调查。中国驻瑞典使馆提醒在瑞中国公民尽量减少外出，遇紧急情况可拨112或中国驻瑞典使馆领保与协助电话：+46-763383654，外交部全球领事保护与服务应急呼叫中心电话：+86-10-1230，周知！ ????????                                            ", 2016-4-30 11:54,148,30,83,Android,Dtlc06epe
15,"
                                                                                                    #蜀黍带你涨姿势#【法官总结：非法集资7大骗术！】虚拟理财？P2P平台融资？打“养老”旗号诱惑老人加盟？非法股权众筹……这些现在常常可以听到的所谓金融“新名词”也许就藏着深深的诈骗陷阱！戳图↓↓@济宁中院 的专业法官给你提个醒，千万别再以为自己被馅饼砸中了！ ????????                                            ", 2016-4-30 09:57,192,19,39,微博 weibo.com,DtkqdtjJp
16,"
                                                                                                    【撞伤民警的犯罪嫌疑人涉嫌故意杀人被逮捕】25日，贵溪市公安局刑侦大队3名民警在抓捕犯罪嫌疑人时，遭其同伙恶意驾车冲撞，致民警程永林、汪志明受伤，其中程永林重伤，现仍在医院重症监护室救治。案发当晚，恶意驾车冲撞民警的犯罪嫌疑人被抓。29日，因涉嫌故意杀人被逮捕。O【独家】@所有人！撞伤民警的犯罪嫌疑人涉嫌... ????????                                            ", 2016-4-30 09:45,126,47,141,Android,Dtkloah1b
17,"
                                                                                                    货真价实的“大片”                                            ", 2016-4-30 09:37,175,107,1624,Android,DtkigmiSf
18,"
                                                                                                    #剑指诈骗#【提醒！“我是你领导”+“快给我转账”，要小心！】骗子步步设伏，演绎“我是你领导”：①打电话冒充某领导；②让受害人送钱过去；③说现金不方便，让直接给领导转账。骗子一天打上百个电话，总有人“中招”！戳视频，揭秘犯罪嫌疑人如何演绎此类诈骗“剧本”：O网页链接 ????????                                            ", 2016-4-30 09:23,396,46,50,微博 weibo.com,DtkcqkEiV
19,"
                                                                                                    #平安五一行#【注意！这17人干了这些事儿↓↓被国家旅游局“拉黑”了！】五一小长假在即，如何文明出行，抵制不文明旅游行为成为热点。去年国家旅游局出台游客“黑名单”制度，截至2016年4月，已有17人上了“黑名单”。部分航空公司、旅行社及景区都开始采取相应跟进措施。旅游别任性，文明更快乐！ ????????                                            ", 2016-4-30 08:59,197,54,93,微博 weibo.com,Dtk2Gl8cu
20,"
                                                                                                    #蜀黍带你涨姿势#【大伯痛哭称被盗，路人掏钱凑路费，真相竟是…】近日，有网友称杭州杨家门菜场一大伯因遭遇小偷痛哭流涕，引来好心人慷慨解囊，大伯则以刷子回赠。且慢同情，看果壳达人@警察蜀黍 扒皮↓↓原来当这位“大伯”还是“大哥”的时候，就用此伎俩行走江湖了。一般这样的都是职业乞讨↓↓ ????????                                            ", 2016-4-30 08:28,186,84,117,微博 weibo.com,DtjQ6fphB
21,"
                                                                                                    20个家庭消防安全细节，总有几条你没在意，快改！别让安全隐患在你家大摇大摆你却视而不见！@浙江衢州公安 ????????                                            ", 2016-4-30 07:56,178,16,61,微博 weibo.com,DtjD6qvOT
22,"
                                                                                                    #银河系富二代#看完这段惊恐的视频，你还会漠视那二十七次交通违法吗？L秒拍视频 ????????                                            ", 2016-4-30 07:23,643,177,275,微博 weibo.com,DtjpIpzlH
23,"
                                                                                                    #平安五一行#【人手一份！五一出游安全急救常识[推荐]】中暑、烫伤、扭伤、食物中毒…五一小长假在外游玩时，万一遇到这些意外怎么办？救治不当很可能会造成二次伤害。出游在外，安全第一，赶快戳图↓↓了解安全急救常识，转发收藏！@人民网 ????????                                            ", 2016-4-30 06:51,304,19,81,微博 weibo.com,DtjcJbKYb
24,"
                                                                                                    #蜀黍带你涨姿势#【太机智！男子银行卡被盗刷19万 马上存100元让银行全赔】银行卡被盗刷案例不少，最终法院判定的担责情况各不相同。但去年11月，宁波的唐先生发现被盗刷后，马上往卡里存了100元，这一步成为法庭上最有利证据之一，法院据此判定，被盗刷时卡未离身，判银行全赔！O男子银行卡被盗刷19万 靠这招让银行全赔 ????????                                            ", 2016-4-30 06:17,1469,326,1169,微博 weibo.com,DtiYVrFeC
25,"
                                                                                                    #警察蜀黍是暖男#创意短片 Loteria TVC ，温馨感人，一个默默地给身边人带来温暖与快乐的人，相信他也一定会得到温暖的回应。O网页链接????@梦想家没有昵称 ????????                                            ", 2016-4-30 00:57,283,29,288,微博 weibo.com,DtgT26uEl
26,"
                                                                                                    【面对威胁，你会怎么做？】外形凶狠陌生男子谎称和女孩是情侣，要带女孩走，女孩发出求助，一衬衫小哥(长得好像吴奇隆)迅速反应过来，问：""你知道她名字吗？""男子答不出，威胁要喊哥们帮忙。面对暴力威胁，这群少年会坚持保护女孩吗？O网页链接 (@你会怎么做 ) 网友：瞬间被小哥圈粉！ ????????                                            ", 2016-4-30 00:02,812,357,1054,微博 weibo.com,DtgwI0xIs
27,"
                                                                                                    内什么，整天嚷嚷的单身汪在哪里？懂事儿的话，还不快给警花们送个节日祝福？[玫瑰]                                            ", 2016-4-29 20:48,61,56,41,360安全浏览器,Dtfg8fHBD
28,"
                                                                                                    【警惕！团伙专挑夜店作案：美女围着跳舞挑逗 痴男魂丢手机被偷】日前广东警方打掉一个专在广州、佛山等城市的酒吧、夜店盗窃的犯罪团伙，他们往往男女搭配作案，通常是两三名女成员围着事主跳舞，故意挑逗以吸引其注意力，男成员则负责伺机下手扒窃。仅去年底至今，已作案50起。O2016年4月29日 ????????                                            ", 2016-4-29 20:08,729,278,242,360安全浏览器,Dtf01s9u3
29,"
                                                                                                    【男子违停被贴条狂追600米掌掴交警：给我删了去】昨日，交警小王在一辆违停轿车的车窗上贴了违法停车告知单。不料，他离开现场五六百米远后，车主竟追了上来，要求他删除违停证据，未果后竟动手掌掴。车主称，停车五六分钟就被贴条，气不过才动手。该车主已被控制。O违停被贴条 男子掌掴交警 ????????                                            ", 2016-4-29 20:04,149,178,121,360安全浏览器,DteYgqyMc
30,"
                                                                                                    警校各系的妹子都不想和你说话（@苏警小政 ）网友：知道为啥警察蜀黍有辣么顽强的战斗力了…… ????????                                            ", 2016-4-29 17:04,210,63,203,微博 weibo.com,DtdN36AQk
31,"
                                                                                                    生快！                                            ", 2016-4-29 17:02,40,14,98,Android,DtdMiF5e8
32,"
                                                                                                                                                ", 2016-4-29 16:57,183,23,8,360安全浏览器,DtdKh8qFH
33,"
                                                                                                    【防止个人信息泄露，这些你要做到！】①快递收货地址尽量填工作单位；②有用的单据妥善保存，无用的碎掉或涂黑再丢弃；③存有个人信息的旧手机尽量避免转卖；④公共场所尽量不使用来路不明的免费WiFi；⑤使用身份证复印件要在上面标明用途；⑥微信上不晒包含个人信息的照片。更多↓↓                                            ", 2016-4-29 16:37,92,9,82,360安全浏览器,DtdChh4ZF
34,"
                                                                                                    【泽熙徐翔、中信证券程博明等人被依法批捕】泽熙投资管理有限公司法定代表人、总经理徐翔等人涉嫌操纵证券市场、内幕交易犯罪，于近日被依法批准逮捕。中信证券股份有限公司总经理程博明、经纪业务发展委员会行政负责人刘军、权益投资部负责人许骏等人涉嫌犯罪，也被依法批捕。O网页链接 ????????                                            ", 2016-4-29 16:18,71,28,45,360安全浏览器,Dtdurumt4
35,"
                                                                                                    【2016最新征兵宣传片：战斗宣言！】最精彩的画面，最具血性的镜头都在这里。O网页链接 看完它，你就是下一位军营男神！网友：热血沸腾，燃爆！ ????????                                            ", 2016-4-29 16:10,655,143,453,360安全浏览器,DtdraaRu8
