序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【情况通报】9月30日下午，广西柳州市柳城县发生多起爆炸，造成人员伤亡。公安机关立即开展工作，现已认定这是一起刑事案件，并已初步确定犯罪嫌疑人韦某某（男，33岁，柳城县大埔镇人）。目前，公安机关正在全力开展侦办工作，进展情况将及时公布。 ????????                                            ", 2015-9-30 21:00,1244,1039,2007,Android,CCYc89VOJ
2,"
                                                                                                    【公安部分管刑侦部领导赶赴广西指导柳城县爆炸案侦破工作】广西柳城县爆炸案发生后，公安部高度重视，立即派出分管刑侦的部领导带领刑侦专家赶赴现场指导案件侦破工作。@新华视点 ????????                                            ", 2015-9-30 20:45,74,48,79,Android,CCY639qp4
3,"
                                                                                                    【八要八不要！公安部治安管理局发布国庆出游、赏玩安全提示】国庆节黄金周的幸福生活模式即将开启。公安部治安管理局日前发布安全提示“八要八不要”，提醒广大游客出游、参加大型活动不忘自身安全，充分享受快乐假期。碎碎念，别嫌烦；细细看，都有关。为安全，请扩散！ ????????                                            ", 2015-9-30 20:21,503,84,104,360安全浏览器,CCXWqdYGr
4,"
                                                                                                    #好警嫂#【理解和支持就是最坚强的后盾】“做警察的妻子是辛苦的，但也是天底下最幸福的事。我甘愿站在丈夫背后，做他最坚强的脊梁。”这是一名警嫂最朴实的心愿。由公安部和全国妇联联合主办的“好警嫂”推选宣传活动正在热烈进行中。敬请关注，为她祝福，为她点赞！O中国警察网新闻频道致力于为用户提供及时、全... ????????                                            ", 2015-9-30 19:00,158,39,139,微博 weibo.com,CCXpiwQ44
5,"
                                                                                                    【涨姿势！毛巾，关键时候能救命！】毛巾是人们日常生活的必需品，平时具有擦脸、擦手和去污的作用。一旦遭遇火灾事故，毛巾不仅具有灭火、逃生自救的作用，还具有充当灭火器、密封条、保护层、求救工具等作用。快来，跟着@湖南消防 的蜀黍一起学习毛巾的妙用 ↓↓ ????????                                            ", 2015-9-30 16:41,222,26,81,360安全浏览器,CCWv6o3KI
6,"
                                                                                                    【扩散！金华香肠、三湘酱板鸭等89批次食品不合格！】据@央视新闻 国家食药监局抽检粮食、肉制品、饮料、水产等，发现“永盛”红薯粉丝、“金字”金华香肠、“顺帆”三湘酱板鸭和农家酱板鸭等89批次食品不合格。涉及企业已被责令及时下架、召回这些产品。详细名单戳：O国家食品药品监督管理总局关于89批次不合格食... ????????                                            ", 2015-9-30 15:32,197,23,51,Android,CCW36DKLO
7,"
                                                                                                    【国家旅游局：以下8种行为属于“欺骗、强制购物” 可投诉举报↓↓】今天，国家旅游局公布了对“欺骗、强制旅游购物”行为的认定和处罚处理标准。包括“旅行社未经旅游者书面同意，安排购物的”等以下八条标准，有行为之一，就可被认定为“欺骗、强制旅游购物”，戳图↓↓转发周知，别再被宰！ ????????                                            ", 2015-9-30 15:00,517,70,83,Android,CCVQ8CDia
8,"
                                                                                                    南京浦口虐童案宣判，李征琴被判有期徒刑6个月                                            ", 2015-9-30 14:32,106,69,493,Android,CCVEICix9
9,"
                                                                                                    【公安部等四部门出台办法严管新精神活性物质】新精神活性物质又称“策划药”或实验室毒品，是有别于海洛因等传统毒品以及冰毒等合成毒品的一种麻醉药品或精神药品，具有与管制毒品相似或更强的兴奋、致幻、麻醉等效果。近年来，制贩、走私和滥用问题日益突出。O公安部等四部门出台办法 加强对新精神活性物... ????????                                            ", 2015-9-30 14:24,184,30,69,Android,CCVBseOU3
10,"
                                                                                                    【银行卡年费已取消！你申请了吗？】①国家规定：去年8月起，商业银行应根据客户申请，为其提供一个免收年费和账户管理费的账户（不含信用卡）。②办理方法：持身份证到银行网点申请，然而许多银行并未主动通知客户。③据估算，每人每年由此可节省约22元。快去申请，别再交冤枉钱！                                            ", 2015-9-30 13:47,211,53,89,Android,CCVms2owB
11,"
                                                                                                    #断链行动#【公安部：坚决打击利用游戏机赌博等违法犯罪活动】近日，文化部、公安部联合通知要求，贯彻落实《国务院关于促进市场公平竞争维护市场正常秩序的若干意见》，坚决依法打击利用游戏机赌博等违法犯罪活动，保障人民群众健康的文化娱乐环境。°文化部公安部通知要求 坚决打击利用游戏机赌... 发现涉赌线索，吁请及时举报！ ????????                                            ", 2015-9-30 13:35,191,31,39,360安全浏览器,CCVhm9Nsc
12,"
                                                                                                    【孟建柱：为西藏全面小康和长治久安作出新的更大的贡献】孟建柱日前就检察机关深入学习贯彻中央第六次西藏工作座谈会精神作出重要指示。他强调，全国检察机关要把党的治藏方略落实到各项检察工作中，为西藏全面建成小康社会和实现长治久安作出新的更大的贡献。O孟建柱：为西藏全面小康和长治久安作出贡献--... ????????                                            ", 2015-9-30 13:26,123,11,42,360安全浏览器,CCVdGAfUy
13,"
                                                                                                    【合肥一女子拉男友跳楼轻生：“爱我，就和我一起跳”】28日晚7点多，龙川路与大强路交口仁和家园小区某栋8楼，一名年轻女子意欲跳楼轻生。就在女子伸手向男友要求“爱我，就和我一起跳”的同时，消防员果断翻出窗口，一把抱住女子往平台内拉，前后不到三秒，将女子救了回来。O一名年轻女子因与男友吵架后变身“蜘蛛女”，两... ????????                                            ", 2015-9-30 11:42,177,140,110,Android,CCUxC0r8Y
