序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    铭记历史、缅怀先烈!                                            ", 2015-9-30 10:16,10,2,300,360安全浏览器,CCTYxs5oY
2,"
                                                                                                    全力保障男篮亚锦赛可靠用电，辛苦了                                            ", 2015-9-29 17:42,5,7,8,360安全浏览器,CCNte4GED
3,"
                                                                                                    【敬业好员工陈牧云：客户用电 我们用心】国家电网首都电力（城区）共产党员服务队队长陈牧云当选国企敬业好员工。她带领服务队在京设立34个社区服务站，连续16年志愿服务福绥境敬老院，通过党员个人捐款为其中的65户义务改造老旧内线，为80岁以上老人免费安装遥控小夜灯562个。O网页链接 ????????                                            ", 2015-9-29 17:21,58,17,27,360安全浏览器,CCNkQyClK
4,"
                                                                                                    中央气象台最新预计，“杜鹃”将以每小时20公里左右速度向西北方向移动，强度逐渐减弱，即将于29日上午在福建福清到晋江一带沿海登陆（台风级，33～35米/秒，12级）。受台风影响的各位亲们，台风期间或过后，请远离供电设施！也要提醒各位亲们所在的单位、社区物业，千万做好防止地下配电室进水措施！                                            ", 2015-9-29 08:27,1,评论,7,360安全浏览器,CCJPSjHiX
5,"
                                                                                                    “杜鹃”来了，小伙伴们要做好防台抗台工作哦！提醒受影响地域的客户，台风期间或过后，请远离供电设施，发现有电线低垂断落、电杆倒地、配电箱被水浸泡情况，千万不要靠近。家中停电或大量进水，应关闭电源总开关，拔出电器电源插头。触电施救时，先切断电源，或用绝缘物体使触电者尽快脱离电源。                                            ", 2015-9-28 16:55,7,5,23,360安全浏览器,CCDJxf8CW
6,"
                                                                                                    看动漫涨家庭安全知识                                            ", 2015-9-28 12:00,24,3,36,360安全浏览器,CCBNIyRFw
7,"
                                                                                                    “杜鹃”来了，小伙伴们要做好防台抗台工作哦！                                            ", 2015-9-28 11:56,10,评论,23,360安全浏览器,CCBMgv7J2
8,"
                                                                                                    【习近平在联合国发展峰会重要讲话：中国倡议探讨构建全球能源互联网】新华网报道国家主席习近平26日在联合国总部出席联合国发展峰会并发表题为《谋共同永续发展做合作共赢伙伴》的重要讲话，讲话中提出：中国倡议探讨构建全球能源互联网，推动以清洁和绿色方式满足全球电力需求。O习近平出席联合国发展峰会并发表重要讲话---... ????????                                            ", 2015-9-27 09:54,604,156,166,360安全浏览器,CCryqmPup
9,"
                                                                                                    【科普】毛毛漫游全球能源互联网                                            ", 2015-9-23 14:57,40,4,6,iPhone 6 Plus,CBRPl8tbG
10,"
                                                                                                    #电网建设#【三座抽水蓄能电站开工】9月23日，河北丰宁（二期）、山东文登、重庆蟠龙三座抽水蓄能电站正式开工。三座抽水蓄总装机容量４８０万千瓦，计划于２０２２全部竣工投产。目前国家电网在运抽水蓄能电站装机容量达到１６７４．５万千瓦，在建规模达到１８８０万千瓦。O我国有望建成世界上装机容量最大的抽水蓄能电... ????????                                            ", 2015-9-23 14:55,99,34,25,iPhone 6 Plus,CBROip7SD
11,"
                                                                                                    勿忘国耻，警钟长鸣！                                            ", 2015-9-18 08:37,32,9,5163,360安全浏览器,CB4cJhnCp
12,"
                                                                                                    #电靓新西藏# 【大电网延伸雪域高原 210多万人用上了电】2005年，西藏自治区供电覆盖人口仅约100万人，偏远地区的农牧民仍在使用传统的酥油灯、蜡烛以满足基本的照明需求。2008年4月，春寒未褪，西藏“户户通电”工程在郎寨村开工，.. °大电网延伸雪域高原 210多万人用上了电 @国资小新 ????????                                            ", 2015-9-15 09:40,29,11,19,360安全浏览器,CACkHwcDd
13,"
                                                                                                    【电力天路 点亮四川藏区】9月8日，中央电视台《新闻联播》播发报道，介绍公司“点亮藏区”工程在改善四川藏区生产生活方面的重要作用（小编在 @头条号 发了一篇文章） O网页链接????????????                                            ", 2015-9-14 11:49,17,3,21,分享按钮,CAtKCuqcu
14,"
                                                                                                    #电网建设#【1000千伏交流特高压淮上线安徽3标段输电工程即将贯通】2015年9月9日，由安徽送变电工程公司承建的“皖电东送”1000千伏淮南—南京—上海交流特高压输电线路第3标段线路施工，在安徽境内施工任务接近尾声。该线路是国家确定的大气污染防治行动计划12个重点输电通道之一，计划2016年建成投运 ????????                                            ", 2015-9-14 11:00,30,7,23,360安全浏览器,CAtqvvqo3
