序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #卫生计生部门全力开展柳城爆炸事件卫生应急工作# 广西柳城县发生爆炸事件后，国家卫生计生委迅速部署救治，调派国家级专家将于10月1日晨赶赴柳州指导伤员救治工作。目前医疗机构接诊的伤员均已得到妥善救治。详情点击下图。 ????????                                            ", 2015-9-30 22:28,10,8,3,政务直通車,CCYLUpWZj
2,"
                                                                                                    #全国卫生计生监督技能竞赛# 经过3个多月的精心筹备，2015年西藏自治区卫生计生监督技能竞赛日前圆满落幕，来自西藏自治区卫生监督局和7地（市）卫生计生监督机构的8支代表队、32名选手参加了竞赛。竞赛活动得到了河南省卫生计生委综合监督部门的支持和帮助。 ????????                                            ", 2015-9-29 09:16,1,3,4,政务直通車,CCK9EjcLr
3,"
                                                                                                    #全国卫生计生监督技能竞赛#日前，2015年湖南省卫生计生监督技能竞赛决赛圆满结束。经过4个环节的比武，一批技艺高超、素质优良的选手脱颖而出。竞赛活动是卫生计生监督员展示实力、切磋技艺的平台，在全省市、县两级卫生计生机构改革之际开展竞赛，将有利于促进卫生、计生两支执法队伍的快速融合. ????????                                            ", 2015-9-28 08:26,6,4,6,政务直通車,CCAp9guJP
4,"
                                                                                                    又到阖家团圆吃月饼时不过要注意，早上吃月饼可以补充上午所需的能量，也不易发胖，同时要搭配一些富含蛋白质的食物，如牛奶、豆浆，此外还要加些富含纤维素的水果。患有心血管疾病的老年人更应注意食用时间，否则可能会增加血栓的风险。                                            ", 2015-9-26 15:03,5,1,2676,iPad mini,CCk935dmf
5,"
                                                                                                    #全国卫生计生监督技能竞赛#近日，2015年江苏省卫生计生监督技能竞赛决赛落幕，决赛以现场知识竞答的形式进行。参赛队伍热情高涨，决赛场面扣人心弦、高潮迭起，赛出了友谊、赛出了水平。预祝江苏代表队在全国竞赛活动中取得优异成绩。 ????????                                            ", 2015-9-25 16:25,4,评论,2,政务直通車,CCbg3ffF7
6,"
                                                                                                    #健康知识#【几类药不能混着放】随着大家对健康的重视程度不断提高，大多数家庭都有自己的“小药箱”，以备不时之需。一般家庭只有一个药箱，大家习惯将家里所有的药物摆在一起。但如果把以下几种类型的药物混着摆放，离得太近，可能引起问题，一定要记住哦↓↓ ????????                                            ", 2015-9-24 14:20,46,4,12,政务直通車,CC10yCdW4
7,"
                                                                                                    #全国卫生计生监督技能竞赛#近日，湖北省卫生计生监督技能竞赛省级决赛举行，13支市（州）代表队52名选手同场竞技。经过激烈角逐，武汉市、宜昌市获得团体一等奖，陈君、阳艳、王新国、刘艳姣等4名队员分获专业第一名，获推荐申报湖北省“五一劳动奖章”资格。 ????????                                            ", 2015-9-24 11:27,3,2,2,政务直通車,CBZSxjzxe
8,"
                                                                                                    今日秋分，你的身体有没有准备好？“秋分养生经”↓↓                                            ", 2015-9-23 14:19,14,2,56,微博 weibo.com,CBRzDbX4C
9,"
                                                                                                    #全国卫生计生监督技能竞赛#经过近2个多月的紧张筹备和4天的激烈角逐，黑龙江省卫生计生监督技能竞赛落下帷幕，全省15支代表队、62名监督员参加了比赛。竞赛既有执法知识的考核，又有执法实践技能的比武，展现了卫生计生监督系统勤于学习、业务精湛、严格执法、科学监管的精神风貌。 ????????                                            ", 2015-9-23 13:40,6,4,2,政务直通車,CBRjVxyXK
10,"
                                                                                                    【又到螃蟹肥美时，你有没有吃对？】秋风起蟹脚痒，现在正是吃螃蟹的时节。不过，心血管疾病患者及过敏性体质者、肠胃不适者等在千万不要吃太多蟹 。我们在吃蟹时要注意这三点：蘸新鲜姜末和食醋；不能吃死蟹，以免中毒；蟹胃、蟹肠、蟹心要清除。吃蟹全攻略↓↓ ????????                                            ", 2015-9-22 14:31,41,3,7,政务直通車,CBIe9tUss
11,"
                                                                                                    据悉，新娘是大连市中心医院的护士，人美心更美                                            ", 2015-9-22 10:37,13,5,379,微博 weibo.com,CBGHberOF
12,"
                                                                                                    #全国卫生计生监督技能竞赛#近日，重庆市卫生计生监督技能竞赛举行，全市39个区县代表队参与。经过激烈角逐，决出团体一等奖3名，个人一等奖15名。此次竞赛是对全市卫生计生系统监督技能水平的一次全面检阅、综合素质的一次集中展示。 ????????                                            ", 2015-9-22 10:26,8,18,5,政务直通車,CBGCD21H5
13,"
                                                                                                    最牛医生倒地选手经紧急抢救，目前已转危为安。                                            ", 2015-9-21 17:04,4,2,2844,微博搜索,CBzNMpaXH
14,"
                                                                                                    #世界阿尔茨海默病日#【身边老人如果有这些表现，要小心了】阿尔茨海默病是导致中老年人认知功能障碍的最常见疾病之一，是发生在老年期及老年前期的一种原发性退行性脑病，目前尚无特效治疗或逆转疾病进展的治疗药物。健康中国总结了发病的七大危险信号，早防早治，改善患者的晚年生活质量。 ????????                                            ", 2015-9-21 14:55,36,1,7,政务直通車,CByXkcJ8I
15,"
                                                                                                    【中英卫生政策对话举行】日前，中英卫生政策对话在伦敦举行。国务院副总理刘延东提出三点合作建议： 提升卫生合作水平，打造人文交流新亮点；加强科研联合攻关，推动经济社会发展；开展全球卫生合作，共同应对全球健康的新挑战。O中英卫生政策对话在伦敦举行 - 中华人民共和... ????????                                            ", 2015-9-21 11:05,29,32,8,政务直通車,CBxsibwt7
16,"
                                                                                                    #全国卫生计生监督技能竞赛#日前,浙江省卫生计生监督技能竞赛决赛完美收官，历时3个月的竞赛带动了全省卫生计生监督系统一场大练兵。经过笔试、现场快速检测仪器操作和知识竞答三个环节的角逐，舟山、杭州代表队获得团体一等奖，同时产生了8名“最强选手”。为优秀的卫生计生监督员们点赞！@健康浙江 ????????                                            ", 2015-9-21 09:08,9,5,1,政务直通車,CBwGz9T8x
17,"
                                                                                                    #世界阿尔茨海默病日#阿尔茨海默病发病隐匿，病情持续进展，只有尽早干预，才能有效延缓病情进展。多多关注身边的老人吧                                            ", 2015-9-21 09:02,33,2,1085,360安全浏览器,CBwE8sCrU
18,"
                                                                                                    #爱牙日#刷牙要“面面俱到”，时间不少于3分钟哦                                            ", 2015-9-20 10:47,18,评论,2688,360安全浏览器,CBnUhEzAQ
19,"
                                                                                                                                                ", 2015-9-19 19:31,14,6,14374,iPad mini,CBhUDbJ7a
20,"
                                                                                                    #9.20爱牙日#【牙膏种类多，哪种适合你】 市面上的牙膏大致分为普通牙膏和功效牙膏两大类，功效牙膏是在普通牙膏成分的基础上再加入一些有针对作用的制剂，你知道哪种牙膏更适合自己吗？不过如果你的口腔卫生状况良好，选择一般普通牙膏再配以正确的刷牙方法就能达到口腔保健的目的哦。 ????????                                            ", 2015-9-18 10:55,28,3,11,政务直通車,CB56meMjn
21,"
                                                                                                    #在线访谈##全国爱牙日#网友：孩子爱吃甜食，有坏牙，有人劝我们去治，但也有人说乳牙早晚是要换的，坏了再换恒牙，那么到底有没有必要去治呢？ ????????                                            ", 2015-9-17 16:50,9,2,2,政务直通車,CAY0dgDqN
22,"
                                                                                                    #在线访谈##全国爱牙日#网友：多久洗一次牙比较合适？ ????????                                            ", 2015-9-17 16:46,3,评论,4,政务直通車,CAXYEC9DX
23,"
                                                                                                    #在线访谈##全国爱牙日#网友：请专家指导一下日常刷牙怎么能保持牙齿美白？ ????????                                            ", 2015-9-17 16:43,8,评论,3,政务直通車,CAXXlm9ep
24,"
                                                                                                    #在线访谈##全国爱牙日#网友：现在很多地方卖纳米竹炭牙刷，一般是黑色的，说是抗菌效果好，请问这是真的吗？纳米竹炭牙刷真有这样的作用吗？ ????????                                            ", 2015-9-17 16:39,1,评论,3,政务直通車,CAXVM9tWT
