序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    @津南发布 @天津安监                                            ", 2015-9-30 19:05,5,2,赞,微博 weibo.com,CCXrnEyJL
2,"
                                                                                                    30日，天津电科院对天津重要供电区域的电缆线路进行精细化“体检”。工作人员通过技术手段加强对电缆性能的质量监控和状态检测，排查电缆运行隐患，保障国庆期间电缆设备的安全可靠运行。 ????????                                            ", 2015-9-30 19:04,7,3,4,微博 weibo.com,CCXr3yOwh
3,"
                                                                                                    9月25日，国网天津物资公司组织青年志愿者来到建华孤独症儿童康复中心开展了一次特殊的培训活动。活动中，志愿者帮助建华中心建立微信公众号宣传平台，同孩子们一起上课，做游戏，教室里笑声一片。 物资公司与建华孤独症儿童康复中心建立了长期的帮扶关系，持续关注孤独症儿童，为孩子们带去更多关爱。 ????????                                            ", 2015-9-30 17:49,6,1,3,微博 weibo.com,CCWWJEZAn
4,"
                                                                                                    @河北区发布                                            ", 2015-9-30 17:40,3,评论,赞,微博 weibo.com,CCWSW8N6c
5,"
                                                                                                    转发微博                                            ", 2015-9-30 17:39,3,评论,2,微博 weibo.com,CCWSAkJif
6,"
                                                                                                    @南开发布 @天津西青 @红桥发布                                            ", 2015-9-30 17:39,3,评论,赞,微博 weibo.com,CCWSqwzJP
7,"
                                                                                                    转发微博                                            ", 2015-9-30 17:38,3,评论,赞,微博 weibo.com,CCWSaicAD
8,"
                                                                                                    @天津西青                                            ", 2015-9-30 17:38,3,评论,赞,微博 weibo.com,CCWS3u9Cm
9,"
                                                                                                    转发微博                                            ", 2015-9-30 17:38,3,评论,赞,微博 weibo.com,CCWRT9s67
10,"
                                                                                                    转发微博                                            ", 2015-9-30 17:37,3,评论,赞,微博 weibo.com,CCWRO6WDa
11,"
                                                                                                    转发微博                                            ", 2015-9-30 17:37,3,评论,赞,微博 weibo.com,CCWRLra7e
12,"
                                                                                                    转发微博                                            ", 2015-9-30 17:37,3,1,赞,微博 weibo.com,CCWRIw7o7
13,"
                                                                                                    转发微博                                            ", 2015-9-30 17:37,2,评论,赞,微博 weibo.com,CCWREmtbQ
14,"
                                                                                                    转发微博                                            ", 2015-9-30 17:37,4,1,赞,微博 weibo.com,CCWRAuOwS
