序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #烈士纪念日# 夜深了，在这一天即将过去的时刻，谨以这首《如果我回不来》表达我们心中对烈士的思念！K【魂音-原创】如果我回不来 ????????                                            ", 2015-9-30 23:59,11,5,33,360安全浏览器,CCZmPif6v
2,"
                                                                                                    #警方快讯# 9月30日下午，市公安局部署国庆安全保卫工作，确保百姓欢度国庆佳节。 ????????                                            ", 2015-9-30 23:51,11,8,18,360安全浏览器,CCZjp9kgI
3,"
                                                                                                    #微镜头#与于家堡高铁车站毗邻的购物商业街将于近日开街，不少人被商业街内的大牌吸引，希望借国庆假期去遛遛！然而，中心商务区发布最新公告，商业街节日期间进行系统调试，您就别跑道了。不过也别失望，看看@平安塘沽 高铁车站派出所开展的应急演练，一睹新车站芳容也是不错滴。 ????????                                            ", 2015-9-30 16:40,13,10,8,微博 weibo.com,CCWumjz2f
4,"
                                                                                                    #安全大讲堂# 刚刚提示大家多雾路段，这车外的雾咱治不了，车里的雾却有办法治，快来听听车窗玻璃起雾了怎么办？ ????????                                            ", 2015-9-30 16:08,21,2,10,微博 weibo.com,CCWhK9ejh
5,"
                                                                                                    #安全提示# 天色阴乎乎的，据本市气象部门预测，国庆期间出现雾霾天气的概率较大。驾车出行一定注意以下几条高速公路多雾路段，途径时一定要小心。 ????????                                            ", 2015-9-30 15:45,6,5,5,微博 weibo.com,CCW82dJVg
6,"
                                                                                                    #夏季破案会战#连盗窃车内财物的窃贼都设定“指标”了，警方在加大力度打击犯罪的同时，咱们自身不加强防范也是于事无补。近日，和平警方打击了一个专门盗窃车内财物的犯罪团伙，他们靠完成的任务数分红拿钱，其中一位表现突出者靠着机制都买了婚房，您若再拿车当保险柜，您不就是给贼随份子吗。 ????????                                            ", 2015-9-30 14:44,11,8,10,360安全浏览器,CCVJkEwLB
7,"
                                                                                                    #基层警事# 小品吉祥“三宝”您还记得吗？公安河东分局保安监管单位就充分利用“保安”这一宝贝资源，积极深入辖区保安单位开展保安员培训工作。从保安素质、业务技能、防范宣传、提供破案线索等多方面入手，建立奖励机制，调动保安员的工作积极性，提高工作责任心，充分发挥保安员的辅警助警作用。 ????????                                            ", 2015-9-30 13:30,4,2,6,微博 weibo.com,CCVfeC9p1
8,"
                                                                                                    #安全提示#过节了，驾车出行不用考虑限号，但绝不能忽视安全。@快速路交警 的动图警示您，这些傻事坚决不要做！  ????????                                            ", 2015-9-30 11:40,17,4,8,微博 weibo.com,CCUwAsS4K
9,"
                                                                                                    #不要给陌生人汇款#孩子是家中宝，骗子看重虎妈猫爸这一点也改了路数，不冒充公检法改“装”老师了。凡是年节老师找您索要红包的、谎称孩子在学校发生意外送医急需缴纳医药费的、以有急事为名骗您汇款应急的、交钱就能上某某学校的、发送成绩单带网址链接的，您一定擦亮慧眼，多方核实再作为！ ????????                                            ", 2015-9-30 10:07,9,5,6,360安全浏览器,CCTVagYUZ
10,"
                                                                                                    #烈士纪念日#公安和平分局各基层所队纷纷以不同的方式开展纪念活动，缅怀战友，寄托哀思。 ????????                                            ", 2015-9-30 09:56,8,5,10,专业版微博,CCTQJsuRg
