序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【温馨提示】地铁1号线一卡通设备故障已全部修复，广大乘客可以到车站客服中心正常办理相关业务。                                            ", 2015-9-30 17:16,转发,评论,1,微博 weibo.com,CCWJjxT8B
2,"
                                                                                                    【地铁晚高峰】目前地铁1、2、3号线运行正常。近期有乘客反映车厢内出现残疾人募捐，此种在地铁车厢内募集善款的行为实际是一种变相的乞讨，请大家一同抵制。 ????????                                            ", 2015-9-30 17:07,1,评论,4,微博 weibo.com,CCWFG5vJV
3,"
                                                                                                    【温馨出行】今天是小长假前最后一个工作日，，预计出行、购物的乘客将有所增加，@天津地铁运营 提示，人多拥挤，请您主动接受安检，排队乘车。 ????????                                            ", 2015-9-30 16:34,1,3,4,360安全浏览器,CCWscpRe1
4,"
                                                                                                    【地铁活动】9月29日，地铁公司、天津中新药业和城市快报联合开展进校园活动。活动中，张兴庄站工作人员向学生讲解了学生卡办理和年检流程、优惠票政策、安全乘坐地铁注意事项；中新药业的专家介绍了应急救护知。活动中学生们踊跃参加，纷纷发言说出自己对地铁的认识和建议。 ????????                                            ", 2015-9-30 16:04,转发,1,6,360安全浏览器,CCWg4qbpC
5,"
                                                                                                    【温馨提示】早上出门才发觉寒冷的冬天已悄然而至，此时，小编只想和大家说一句“天冷了，降温了，大家注意添加衣物，别着凉。” ????????                                            ", 2015-9-30 08:48,转发,4,7,360安全浏览器,CCTp5iROm
6,"
                                                                                                    【地铁早高峰】目前地铁1、2、3号线运行正常。为了您和他人的乘车安全，请不要携带各种明令禁止携带的物品进站乘车。 ????????                                            ", 2015-9-30 07:33,转发,1,2,微博 weibo.com,CCSUjjbzP
7,"
                                                                                                    【温馨提示】目前1号线部分车站一卡通设备临时故障，无法办理城市卡充值业务，详细情况可咨询地铁服务热线。 ????????                                            ", 2015-9-30 07:22,1,4,1,微博 weibo.com,CCSQ8sSRM
8,"
                                                                                                    【温馨出行】真正的坚韧，应该是哭的时候要彻底，笑的时候要开怀，说的时候要淋漓尽致，做的时候不要犹豫。早上好！ ????????                                            ", 2015-9-30 06:47,1,评论,4,微博 weibo.com,CCSBWc3yH
9,"
                                                                                                    【地铁微分享】列车与站台间留有一定的安全间隙，上下车时请留意这个缝隙，避免鞋跟踩空或嵌入缝隙中。另外，列车关门时请留意裙摆（尤其是过膝长裙）以防被车门夹住。 ????????                                            ", 2015-9-29 18:02,转发,2,3,微博 weibo.com,CCNBvl2g1
10,"
                                                                                                    【地铁晚高峰】目前地铁1、2、3号线运行正常。地铁运营高峰悄然来临，当前营口道站、天津站站客流量较大。请乘客朋友们有序排队，文明乘车！ ????????                                            ", 2015-9-29 17:43,转发,评论,2,微博 weibo.com,CCNtJ60zd
11,"
                                                                                                    【学生票年检】还没有进行学生票年检的持卡人要抓紧时间了！9月1日至30日，学生本人持学生证或学校证明信，前往1、2、3号线车站进行年检更新操作。年检后，优惠期限将延常一年，享受7折优惠。逾期未年检的学生票将自动转为普通储值票，享有9折优惠。 ????????                                            ", 2015-9-29 17:39,转发,3,2,微博 weibo.com,CCNs7vvbn
12,"
                                                                                                    【地铁活动】今年的9月29日是世界心脏日，中山路地铁站举办了“同一个世界，同一个家，同一颗心”活动。活动现场，工作人员为乘客宣传保护心脏小常识，并送上了亲手制作的预防心血管疾病的爱心小卡片。 ????????                                            ", 2015-9-29 15:13,转发,评论,6,360安全浏览器,CCMuAcHbb
13,"
                                                                                                    【应急演练】近日，城西公司开展地铁芥园西道站及西青多个泵站模拟突发停电事件应急联合演练。                                            ", 2015-9-29 10:00,1,评论,2,360安全浏览器,CCKrJoYyA
14,"
                                                                                                    画的很棒哦~~~                                            ", 2015-9-29 09:58,1,1,7,360安全浏览器,CCKr16Mua
