序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【防风！防风！！防风！！！】#滨海微提示#天津市气象台今晚发布大风蓝色预警：今天后半夜到明天白天,天津地区将有偏北风5-6级,阵风7-8级.请有关单位和人员作好防范准备。提醒小伙伴关好门窗，行人注意尽量少骑自行车，刮风时不要在广告牌、临时搭建物等下面逗留。注意防火，船进避风港。 ????????                                            ", 2015-9-30 22:13,3,1,3,微博 weibo.com,CCYFOchQs
2,"
                                                                                                    【滨海新区渔船国旗飘飘】#美丽滨海#今天（9月30日）在滨海新区中心渔港的30余艘渔船和旅游船上，渔民们自发地在渔船桅杆上悬挂崭新的国旗以表达对祖国的 祝福和对八方游客的欢迎，同时也为中心渔港旅游景区增添了一派喜庆祥和的节日气氛。北塘、中心渔港、大神堂等渔港码头近500艘渔船都悬挂国旗。 ????????                                            ", 2015-9-30 22:13,3,3,7,微博 weibo.com,CCYFEqI7H
3,"
                                                                                                    【滨海新区今年国庆邮轮游客增近7成】#滨海资讯#为确保国庆假期邮轮安全、通关顺畅，东疆海事局提前部署和安排应急力量,以保障游客安全出行、维护水上交通 秩序，营造安全和谐的氛围。针对节日期间旅游客流增加情况，实行24小时值班。据介绍，今年“十一”预计到港邮轮4艘次，共运送旅客22000人次。 ????????                                            ", 2015-9-30 21:45,3,1,3,微博 weibo.com,CCYuazGaR
4,"
                                                                                                    【喜庆！滨海新区举行2015青年集体婚典】#滨海城事#9月29至30日，由共青团滨海新区委员会、滨海新区民政局和中新天津生态城管理委员会主办的“相约生态城 共圆中国梦”2015年天津滨海青年集体婚典在中新天津生态城国家动漫园广场隆重举行。40对新人相约美丽滨海，见证幸福生活。 ????????                                            ", 2015-9-30 21:18,8,4,19,微博 weibo.com,CCYjlv43C
5,"
                                                                                                    【天津到澳门增每天往返航班】#滨海微服务#从天津出入境边防检查站获悉，即日起，每周一、三新增1趟天津往返澳门航班。天津至澳门航线将实现每天往返1趟，方便市民及周边地区居民来往澳门。澳门至天津航班号为NX238，12：45起飞，15：35抵达天津；天津至澳门航班号为NX237，16：45起飞，20：05抵达澳门 ????????                                            ", 2015-9-30 20:52,5,6,4,微博 weibo.com,CCY8PmpiF
6,"
                                                                                                    【今天，我们一起缅怀烈士】#滨海在行动#9月30日是全国烈士纪念日，来自滨海新区党政机关、企事业单位、街道社区、学校、部队、公安消防、烈士家属、老战士等社会各界人士在塘沽烈士陵园，缅怀烈士的丰功伟绩，弘扬爱国主义精神。活动中，全体人员对“8.12事故”中牺牲的烈士致以最真诚的敬意。 ????????                                            ", 2015-9-30 20:39,7,1,9,微博 weibo.com,CCY3FEB00
7,"
                                                                                                    【滨海新区房企：不提房价，延长首付时限】#滨海在行动#“‘8·12’事故发生后，北塘企业总部园办公室就迅速组织企业座谈。企业纷纷表示尽可能把现有的房源以平稳的价格、便利的服务提供给受灾群众，宁愿牺牲自己一些利益，也让群众感受到政府和企业对他们的关怀。” 具体内容见图 ????????                                            ", 2015-9-30 18:05,4,10,7,微博 weibo.com,CCX30wTUu
8,"
                                                                                                    【滨海新区喜迎国庆】#美丽滨海#国庆节即将来临，滨海新区街头路灯杆上纷纷悬挂起国旗，为滨海新区 增添节日喜庆气氛。在新港二号路、一经路、世纪大道、迎宾街等20余条道路两侧的灯杆悬挂国旗、彩旗 ，布放鲜花、灯笼等装饰物；在河滨公园、世纪广场等5处主要景点设置绿植鲜花、灯笼等造型。 ????????                                            ", 2015-9-30 16:30,4,5,4,微博 weibo.com,CCWqCBMF4
9,"
                                                                                                    【永太路开启桥限高架开闭时间为：5:00—23:00】#滨海微提示#为完善滨海新区中心商务区内公交体系 ，满足区域招商引资、开发建设的需求，经多个部门协调后，永太路开启桥限高架开闭时间为：5:00— 23:00。 ????????                                            ", 2015-9-30 16:19,3,2,4,微博 weibo.com,CCWlSAiTR
10,"
                                                                                                    【各单位注意防风防浪！！滨海新区今夜有8级风，海面有巨浪】#滨海微服务#滨海新区气象台30日16时发布:滨海新区今天夜间小到中雨转晴，西南风转西北风3级转5-6级阵风8级。 明天白天晴，西北风6级转3-4级，气温13/20度。渤海西部海面西北风8-9级阵风10级转6-7级，巨浪转大浪。                                            ", 2015-9-30 16:10,5,1,1,微博 weibo.com,CCWibjXI6
