序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【晚安天津】#津夜安好#不要把你的快乐寄托在别人身上。每个人各有自己的生命追寻，这一刻他拉起你的手，下一刻他可能转身而去：无论别人的真心有多少，他都没有理由扛起你生命的责任。只有你，才能让你自己，真正快乐。明天就是“十一”假期啦，大家晚安！ ????????                                            ", 2015-9-30 22:30,12,1,26,微博 weibo.com,CCYMqjqIC
2,"
                                                                                                    【十一出游必知！旅行前，最该做的24项准备[推荐]】#睡前时光#明天，国庆假期就开始啦！准备出游的亲们，是不是早按捺不住激动的小心脏了但是，外出旅游可别打“无准备之仗”，否则各种小麻烦、小状况会让你兴致全无。戳图↓告诉你旅行前最该做的24项准备，衣食住行，样样俱全。转发收藏，实用！ ????????                                            ", 2015-9-30 21:00,11,1,8,微博 weibo.com,CCYbToZ74
3,"
                                                                                                    【明天起，这些新规将影响我们的生活！[好棒]】#茶余饭后#①电商大促，赠品也提供三包、不得限定退货条件；②医闹入刑，最高可判七年；③三大运营商推“当月流量不清零”；④中小学补充教材全部自愿购买，学校不得统一征订；⑤马来西亚对中国团体游旅客免签半年……你期待吗？戳图了解↓↓ （人民网） ????????                                            ", 2015-9-30 19:30,7,1,4,微博 weibo.com,CCXBmpRxv
4,"
                                                                                                    【小到中雨，14℃/22℃】#今夜天气#小伙伴们注意啦：夜里还有雨[震惊]@天津气象 预报说：今天前半夜，津城有小到中雨，后半夜是小雨转晴的天气，明天晴，南风转西北风2-3级转5-6级阵风7级，最低14℃，最高22℃。明天的风这么大！打算出去玩耍的亲们做好心理准备哦预计明天环境空气质量为一级优！ ????????                                            ", 2015-9-30 17:30,2,评论,3,微博 weibo.com,CCWOEueTs
5,"
                                                                                                    【交通晚高峰】#即时路况#迎水道由梅苑路向桂苑路方向，事故；律纬路由三马路向五马路方向，坏车占道。高速方面：目前，京沪高速九宣闸收费站驶往上海方向有短距离压车。本市境内其他各条高速公路均在正常开启。 ????????                                            ", 2015-9-30 17:29,转发,评论,2,微博 weibo.com,CCWOnlt9e
6,"
                                                                                                    【国庆长假天气：降雨打头阵 随后晴为主】#便民信息#明天就开始国庆假期了，假期天气如何？市气象台表示：除今天夜间本市有小到中雨外，其他时间以晴为主，气温适宜，空气质量较好，适合户外活动及旅游。受冷空气影响，明天偏北风较大。早晚温差明显，要注意适时增减衣服，以防感冒！具体预报往这看↓ ????????                                            ", 2015-9-30 17:00,转发,2,2,微博 weibo.com,CCWCtv1s7
7,"
                                                                                                    【李瑛百场惠民公益演唱会第二十场庆两节】#文化天津#由和平区委统战部主办的“统一战线庆祝新中国成立66周年文艺演出暨李瑛百场惠民公益演唱会”日前在天津音乐厅举行，这场演出也是“李瑛百场惠民公益演唱会”第二十场的演出。 ????????                                            ", 2015-9-30 16:30,1,1,2,微博 weibo.com,CCWqixsqA
8,"
                                                                                                    【24小时值班加大监管力度 保障十一水上交通安全】#天津新闻#“十一”黄金周既是旅客出行的高峰期，又是各类交通事故的高发时段。@天津海事发布 近日表示：“十一”期间，本市将持续开展安全生产大检查大排查大整治工作，保障水上交通安全状况稳定。 ????????                                            ", 2015-9-30 16:00,2,评论,3,微博 weibo.com,CCWe7Aco0
9,"
                                                                                                    【@高铁天津西站 、南站开通WIFI喽】#便民提示#天津西站、南站即日起开通免费WIFI服务，无线信号覆盖候车大厅。旅客登录WIFI时，只需用手机点击搜索到的“AirStation-FreeWiFi”，系统会自动弹出登录界面，随后获取验证码；如第一次登录，需输入手机号码，并将短信验证码输入相应位置即可上网。 ????????                                            ", 2015-9-30 15:30,6,3,2,微博 weibo.com,CCW1WyA9i
10,"
                                                                                                    【天津首家自建献血屋落户红桥】#连通区县#昨天，紧邻西站长途客运站与地铁站出口的本市首家自建献血屋——天津西站献血屋投入使用。该献血屋建筑面积近100平方米，内部设施齐全，征询区、体检区、快速检测区、等候区、采血区、休息区一应俱全，为广大献血者提供了温馨、舒适、安全、放心的献血环境。 ????????                                            ", 2015-9-30 15:00,1,3,4,微博 weibo.com,CCVPLyMd8
