序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    你们好好玩吧，明天我早早去单位给大家盯着路况，节日愉快！一路平安！晚安啦 ????????                                            ", 2015-9-30 22:00,5,62,52,微博 weibo.com,CCYAfnMVe
2,"
                                                                                                    刚看到宁夏交警的路况播报内容:????银巴公路风大，尤其是42公里到48公里处，已经有3辆厢式货车、1辆房车相继被刮翻，提示，面包车、厢式货车 、大巴车最好不要通行，等风力减小再通行。 ????????                                            ", 2015-9-30 21:43,1,5,7,小米手机3,CCYtH34kZ
3,"
                                                                                                    #高速出行提示# 目前，津沧高速公路九宣闸站自天津向河北省方向因车流量大导致通行缓慢，高速交警已在现场疏导。 ????????                                            ", 2015-9-30 21:22,1,3,3,小米手机3,CCYl3Cs7d
4,"
                                                                                                    这个标志不常见，答案是B建议速度。假期走高速的朋友要随时注意路边提示牌，如遇到团雾一定谨慎驾驶，节日期间科目一暂停啦，好好过节，好好玩。                                            ", 2015-9-30 21:19,转发,评论,6,小米手机3,CCYjQ13va
5,"
                                                                                                    #跟我学科目一#假期前最后一题啦，很有难度的！这个标志是何含义？A高速公路特殊天气平均速度、B高速公路特殊天气建议速度、C高速公路特殊天气最低速度、D高速公路特殊天气最高速度，哪个？（国庆节七天假期科目一考题暂停，8日恢复哦） ????????                                            ", 2015-9-30 21:00,2,32,6,微博 weibo.com,CCYbTnyAz
6,"
                                                                                                    发表文章 °公安部交管局部署国庆节期间交通安保工作 ????????                                            ", 2015-9-30 20:25,1,1,7,小米手机3,CCXXKlCRg
7,"
                                                                                                    一想到明天继续上班，我就用这张图鼓励自己goodluck for you ????????                                            ", 2015-9-30 20:00,9,60,46,微博 weibo.com,CCXNxpJUW
8,"
                                                                                                    #天气及尾号限行提示# ????????                                            ", 2015-9-30 19:00,转发,评论,3,微博 weibo.com,CCXpbqj75
9,"
                                                                                                    #高速出行提示#晚间时段，途经我市境内各条高速公路均在正常开启中。 ????????                                            ", 2015-9-30 18:02,转发,1,4,360安全浏览器,CCX1JC4TS
10,"
                                                                                                    #天津交警路况播报# 十一经路立交桥向南京路方向，下桥口两小客事故，严重影响车辆通行，民警已赶赴处置。 ????????                                            ", 2015-9-30 17:41,转发,3,1,小米手机3,CCWT6uf4z
11,"
                                                                                                    #交管新闻#集中安全检查专项强化教育 交管部门严把交通安全源头管理关 发现隐患人、车严禁参与国庆运营 ????????                                            ", 2015-9-30 17:00,1,1,2,微博 weibo.com,CCWCtv0MR
12,"
                                                                                                    #天津交警路况播报# 六纬路自保定桥向十一经路方向通行缓慢。 ????????                                            ", 2015-9-30 16:55,转发,6,赞,小米手机3,CCWADrhTQ
13,"
                                                                                                    转发微博                                            ", 2015-9-30 16:12,1,评论,赞,360安全浏览器,CCWj7ewuu
14,"
                                                                                                    #高速出行提示# 津沧高速下行49公里处，接近唐官屯收费站，有一起多车事故，影响天津向沧州方向通行。 ????????                                            ", 2015-9-30 16:04,1,4,5,小米手机3,CCWfRa3fv
15,"
                                                                                                    公安部交管局：“十一”长假交通安全预警 ????????                                            ", 2015-9-30 16:00,2,评论,1,微博 weibo.com,CCWe7y7cj
16,"
                                                                                                    #天津交警你问我答#高速公路免费通行期间ETC车辆走错出口会被收全程费用是真的吗？#微博辟谣# ????????                                            ", 2015-9-30 15:00,7,3,6,微博 weibo.com,CCVPLBYaA
17,"
                                                                                                    #两公布 一提示#【开车别看手机！】低头3秒，盲开约50米！不信您自己算算。另外，开车时从眼睛看到异常路况，反应到大脑，再从大脑指挥刹车，到车辆完成刹车，这个过程大概需要0.7秒，时速60公里的车辆在这0.7秒的时间里又行驶了多少呢？不要自以为反应快，车子“走”的也不慢！ ????????                                            ", 2015-9-30 14:00,2,8,3,微博 weibo.com,CCVrpEgGO
18,"
                                                                                                    #前车之鉴#碰上个这样开车的，真是防不胜防了 L秒拍视频 ????????                                            ", 2015-9-30 13:00,6,12,5,微博 weibo.com,CCV33Egka
19,"
                                                                                                    #天津交警路况播报# 津谊桥由东向西方向因施工占路造成车多缓行。 ????????                                            ", 2015-9-30 12:30,1,评论,1,小米手机3,CCUR07f8M
20,"
                                                                                                    #高速出行提示#午间时段，途经我市境内各条高速公路均在正常开启中。 ????????                                            ", 2015-9-30 12:07,转发,5,1,360安全浏览器,CCUHy6PMG
21,"
                                                                                                    国庆节你们都去哪里玩？说实话，现在还有心思工作嘛 ????????                                            ", 2015-9-30 11:06,2,48,5,360安全浏览器,CCUiM9aJY
22,"
                                                                                                    #天津交警在行动#9月28日17时许，董某某驾驶黑色轿车沿北马路行驶，因违反限行规定被南马路大队民警拦检，当民警核实其身份时，警务通显示此人是在逃人员，民警立即将其控制并带回大队。目前，董某某已被移交南开分局鼓楼派出所进一步处理。 ????????                                            ", 2015-9-30 10:02,2,3,4,微博 weibo.com,CCTSOleoT
23,"
                                                                                                    置顶 #天津交警#【每个字点开都是一个悲剧】每到黄金周，都在担心大家的旅途是否平安，出去玩是一件高兴的事，但忽视了安全问题，很可能就变成了悲剧之旅，出发前再仔细看一遍，时刻提醒自己，手中的方向盘可关系着全家人的平安，要平安，要平安，要平安！ ????????                                            ", 2015-9-30 09:11,142,25,67,360安全浏览器,CCTynvAWr
24,"
                                                                                                    #天津交警路况播报# 目前，福安大街由南门外大街至荣业大街路段因施工占路造成车多缓行，建议绕行南马路。 ????????                                            ", 2015-9-30 08:54,1,评论,4,小米手机3,CCTrdr02y
25,"
                                                                                                    #天津交警路况播报#目前，顺驰桥至南京路一线车多缓行。 ????????                                            ", 2015-9-30 08:05,转发,1,3,iPhone客户端,CCT7ytRcl
26,"
                                                                                                    #天津交警路况播报#目前，成都道河北路至贵州路路段车多缓行。 ????????                                            ", 2015-9-30 07:53,转发,2,5,iPhone客户端,CCT2GdZXc
27,"
                                                                                                    我就丢过好多文件……                                            ", 2015-9-30 07:19,34,11,558,小米手机3,CCSOJ2kYv
28,"
                                                                                                    #前车之鉴#【国庆长假前最后一个重要安全提示】每次免费通行都给高速带来巨大的车流量，遇到前方有事故，通行缓慢或堵车是难免的，不要占用应急车道，要给救援车辆留出空间，这也是为自己节省时间；还有就是不要下车在高速公路上看热闹，任何意外都有可能给您带来致命的伤害！ L秒拍视频 ????????                                            ", 2015-9-30 07:00,98,12,34,微博 weibo.com,CCSGWbYMg
29,"
                                                                                                    #高速出行提示#早间时段，途经我市境内各条高速公路均在正常开启中祝您出行平安！ ????????                                            ", 2015-9-30 06:43,转发,2,2,小米手机3,CCSA3spPC
30,"
                                                                                                    转发微博                                            ", 2015-9-30 06:37,9,4,38,小米手机3,CCSxYF7No
31,"
                                                                                                    #天气及尾号限行提示# ????????                                            ", 2015-9-30 06:30,3,9,3,微博 weibo.com,CCSuLcoRK
32,"
                                                                                                    #两公布 一提示#有多少人国庆节要去蓟县？给大家提供去年同期数据供参考，10月3日是去蓟县最高峰，10月4、5日是返程最高峰，另外每日7点至11点是流量最大的时段，如果想不堵在路上，要么避开高峰日，要么避开高峰时段，要么绕行塘承高速、要么就……国庆节后再去，我可是知无不言言无不尽了晚安 ????????                                            ", 2015-9-29 21:45,3,22,20,微博 weibo.com,CCP3F8IOx
33,"
                                                                                                    基本都知道是3年啊，其实就是想提醒一下新手们，高速虽然免费，但处在实习期内可不能单独驾车上高速的，高速公路看似路况很好，其实危险程度远大于普通道路，发生事故的后果往往也很严重，小心驾驶吧                                            ", 2015-9-29 21:24,1,13,3,小米手机3,CCOVkl5C7
34,"
                                                                                                    #跟我学科目一#驾驶人在实习期内驾驶机动车上高速公路行驶，应当由持相应或者更高准驾车型驾驶证几年以上的驾驶人陪同？A 1年、B 2年、C 3年、D 4年、E 5年，选哪个？ ????????                                            ", 2015-9-29 21:00,2,33,3,微博 weibo.com,CCOLovzCb
35,"
                                                                                                    #微视频#原来都是真的，我还以为是极品飞车的开场动画了 O网页链接 ????????                                            ", 2015-9-29 20:00,25,28,12,微博 weibo.com,CCOn2AAdW
36,"
                                                                                                    #天气及尾号限行提示# ????????                                            ", 2015-9-29 19:00,转发,评论,1,微博 weibo.com,CCNYGC9lB
37,"
                                                                                                    #高速出行提示#晚间时段，津蓟高速9公里处（天津主线站至津榆路站之间）因双向施工，现场间断放行，我市境内其他各条高速公路均在正常开启。 ????????                                            ", 2015-9-29 18:12,转发,3,赞,360安全浏览器,CCNFsyRkG
38,"
                                                                                                    #天津交警在行动#随着国庆佳节的临近，为进一步落实局关于做好源头管理工作的部署要求，扎实做好交通安全知识宣传工作，提升广大市民交通安全意识，河西支队在国庆节前组织民警深入界内各社区大力开展交通安全宣传活动，倡导广大社区居民在国庆节期间文明出行、安全出行，取得了良好的实际效果。 ????????                                            ", 2015-9-29 17:00,1,评论,2,微博 weibo.com,CCNbYDquV
39,"
                                                                                                    #交管新闻#“十一”假期高速公路免费通行流量预增 高速交警五项措施确保行车安全通畅 ????????                                            ", 2015-9-29 16:00,4,3,4,微博 weibo.com,CCMND14Ru
40,"
                                                                                                    回复@奏耐天津:哦，又改成10月1日了，这个“新交规”每个月都会正式实行一次，辟谣我都嫌自己贫气了。原来发过一个模板，可套用O网页链接 //@奏耐天津:@天津交警 求证~                                            ", 2015-9-29 15:17,2,7,赞,360安全浏览器,CCMwes3XM
41,"
                                                                                                    #天津交警你问我答#除了津蓟高速外，还有能到达蓟县的高速公路吗？ ????????                                            ", 2015-9-29 15:00,21,12,16,微博 weibo.com,CCMphnbZK
42,"
                                                                                                    #两公布 一提示#根据气象部门预测，国庆期间我市出现雾霾天气的概率较大。天津交警高速公路支队现将我市高速公路多雾路段公布如下，途径需小心。 ????????                                            ", 2015-9-29 14:00,6,3,3,微博 weibo.com,CCM0V8cin
43,"
                                                                                                    回复@jason6c6:那至少也能踩刹车吧 //@jason6c6:是不是转向机故障？                                            ", 2015-9-29 13:31,2,9,7,360安全浏览器,CCLP9tO2t
44,"
                                                                                                    #前车之鉴#该如何理解这个调头行为 ????????                                            ", 2015-9-29 13:00,10,22,7,微博 weibo.com,CCLCz8Cjj
45,"
                                                                                                    #高速出行提示#受津蓟高速9公里处（天津主线站至津榆路站之间）施工影响，津蓟高速天津站入口采取间断放行的交通管制措施，其他我市境内各条高速公路均在正常开启。 ????????                                            ", 2015-9-29 12:04,2,6,1,微博 weibo.com,CCLfPBNYN
46,"
                                                                                                    #微观#好莱坞御用车辆设计及工艺师Jay Ohrberg斥资300万美金(2000万人民币)打造了世界最长的礼车：车身共30多米，26个车轮，车内有总统双人床、游泳池、SPA池，海滩椅，车尾还有直升机坪！（我想知道这辆车除了当摆设还能干啥用？高速匝道都拐不上去吧） ????????                                            ", 2015-9-29 11:00,5,11,8,微博 weibo.com,CCKPRbf9F
47,"
                                                                                                    #天津交警路况播报# 因津塘路施工、进入三中心医院车辆集中以及交通事故等原因，造成津塘路由东向西自龙潭口以东开始向西压车。 ????????                                            ", 2015-9-29 10:09,转发,评论,1,小米手机3,CCKvaqMYE
48,"
                                                                                                    分享图片#天津交警在行动#9月28日上午，蓟县支队民警前往盘山管理局开展“国庆”节前交通安全检查，针对盘山景区存在观光车违法上路行驶、对驾驶人安全教育不到位等问题，下达限期整改通知书，要求节前及时整改，消除安全隐患，为国庆期间道路交通安全提前做好预防和准备工作。 ????????                                            ", 2015-9-29 10:00,1,4,赞,微博 weibo.com,CCKrvdbnq
49,"
                                                                                                    看看津蓟高速的数据分析吧，黄金周，懂的？                                            ", 2015-9-29 09:34,1,评论,5,360安全浏览器,CCKh1q0XW
50,"
                                                                                                                                                ", 2015-9-29 09:22,54,6,612,360安全浏览器,CCKcjshtR
51,"
                                                                                                    #天津交警#黄金周有自驾游计划的朋友不在少数吧？无论近途还是远途，安全永远是第一位的，抽点时间安心看一下这些提示，准备充分再出发，避免人在囧途的尴尬境遇 ????????                                            ", 2015-9-29 09:00,17,2,5,360安全浏览器,CCK3sdr28
