序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【李克强在庆祝中华人民共和国成立六十六周年招待会上的讲话】O李克强在庆祝中华人民共和国成立六十六周年<b... ????????                                            ", 2015-9-30 23:10,100,评论,112,微博 weibo.com,CCZ2LxLke
2,"
                                                                                                    李克强强调，发展是民族振兴的根本途径，是第一要务。要不断创新宏观调控方式，积极扩内需、调结构，促进经济中高速增长、迈向中高端水平。改革开放是发展的动力之源。要坚定不移全面深化改革，深入实施创新驱动发展战略，以大众创业、万众创新汇众智、聚众力，增强发展新动能。                                            ", 2015-9-30 22:41,41,评论,94,微博 weibo.com,CCYR7nJ3m
3,"
                                                                                                    【国务院举行国庆招待会 热烈庆祝中华人民共和国成立六十六周年】李克强说，六十六年来特别是改革开放以来，在中国共产党领导下，依靠中国人民的智慧和奋斗，中国特色社会主义事业取得了举世瞩目的辉煌成就。O国务院举行国庆招待会 热烈庆祝中华人民共和... ????????                                            ", 2015-9-30 22:41,99,评论,94,政务直通車,CCYR1vpRd
4,"
                                                                                                    李克强指出，当前中国正在实施创新驱动发展战略，倡导大众创业、万众创新，调动社会方方面面的积极性和创造力，使中国经济发展方式由过度依赖自然资源转向更多依靠人力资源，推动实现更高质量、更优结构、更可持续的发展。欢迎外国人才在中国为志趣而创新，为发展而创业，开展多种形式的合作。                                            ", 2015-9-30 22:24,10,评论,42,微博 weibo.com,CCYKafLOZ
5,"
                                                                                                    【李克强会见2015年度“友谊奖”获奖外国专家】国务院总理李克强代表中国政府，向获奖外国专家表示热烈祝贺，并向所有在华工作的外国专家、支持中国现代化建设的国际友人和他们的亲属致以诚挚问候和衷心感谢。O李克强会见2015年度“友谊奖”获奖外国专家 ????????                                            ", 2015-9-30 22:24,27,评论,42,政务直通車,CCYJZBJFr
6,"
                                                                                                    李克强表示，中国高度重视发展同世界各国的关系，愿同各国深化政治互信，拓展务实合作，增进人文交流，密切在国际地区事务中的沟通协调，把彼此间友好互利合作关系不断推向前进。                                            ", 2015-9-30 21:08,20,评论,52,微博 weibo.com,CCYfrwaDv
7,"
                                                                                                    【李克强会见27国新任驻华使节时强调：中国愿同各国增进友谊与合作 共同促进人类和平发展事业】国务院总理李克强30日下午在人民大会堂会见27国新任驻华使节。李克强同各位使节一一握手，亲切交谈，欢迎他们来华履新，并请使节们转达对各自国家领导人的诚挚问候和良好祝愿。O李克强会见27国新任驻华使节时强调:中国愿同... ????????                                            ", 2015-9-30 21:08,45,评论,52,微博 weibo.com,CCYfn5BmQ
8,"
                                                                                                    【让不作为的官员如坐针毡】继国务院大督查第一批问责结果公布之后，近日，第二批核查问责不作为情况又公之于众。经有关地区核查和监察部审核，24个省（区、市）依法依规对249人进行问责，给予党纪政纪处分。O让不作为的官员如坐针毡 ????????                                            ", 2015-9-30 17:40,288,评论,70,政务直通車,CCWSIyyX7
9,"
                                                                                                    【非限购城市首套房首付款比例调整为不低于25％】中国人民银行30日下午发出通知，进一步完善差别化住房信贷政策。通知明确提出，在不实施“限购”措施的城市，对居民家庭首次购买普通住房的商业性个人住房贷款，最低首付款比例调整为不低于25％。@新华视点 ????????                                            ", 2015-9-30 17:14,37,评论,29,政务直通車,CCWIal8cl
10,"
                                                                                                    有数据显示，通过“双创”，2014年以来，中国平均每天新增市场主体一万家以上。与此同时，中国经济结构也在发生着明显的变化，高技术产业增速超过10％，服务业占GDP的比重加大，新的经济增长点正在催生中加快形成。                                            ", 2015-9-30 16:24,25,评论,16,搜狗高速浏览器,CCWoeCVXO
11,"
                                                                                                    这是对9月16日国务院常务会议提出的推进大众创业、万众创新和推动实施“互联网＋”行动的具体部署，是加快推动“众创、众包、众扶、众筹”等新模式、新业态发展的系统性指导文件。                                            ", 2015-9-30 16:24,13,评论,16,搜狗高速浏览器,CCWnYE6s7
12,"
                                                                                                    【激发创新创业更大想象力】国务院日前印发《关于加快构建大众创业万众创新支撑平台的指导意见》，提出稳步推进股权众筹，积极探索交通出行、无车承运物流、快递、金融、医疗、教育等领域的准入制度创新等30条具体部署。O激发创新创业更大想象力  ????????                                            ", 2015-9-30 16:15,82,评论,16,政务直通車,CCWkh1Tl3
