序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #天津高速路况#2015年9月30日22:15，目前，为控制主线车流量，G1京哈高速、S1津蓟高速全线各站禁止大货车驶入。 ????????                                            ", 2015-9-30 22:20,转发,2,3,360安全浏览器,CCYIKdOZh
2,"
                                                                                                    #天津高速路况#2015年9月30日21:48，目前，为控制主线车流量，G2京沪高速、G18荣乌高速、G25长深高速、S60滨石高速、S30京津高速、S6津沧高速全线各站禁止大货车驶入。 ????????                                            ", 2015-9-30 21:54,1,3,2,360安全浏览器,CCYxQ6JoC
3,"
                                                                                                    #十一出行·天津高速大数据分析#终结篇，作为本系列的收官之作，本期为您详细介绍了国庆免费通行政策、高速热门点位及出行高峰时段等干货内容，此外，参与转发活动，还有大礼相送，轻轻动动手指，良辰必有重谢。。。 M看十一出行长微博，赢ETC标签，美美哒！ ????????                                            ", 2015-9-30 20:31,610,62,69,微博活动,CCY0tqdSZ
4,"
                                                                                                    #天津高速路况#2015年9月30日20:11，目前，因车流量较大，G18荣乌高速翟庄子站驶往黄骅方向有压车。G2京沪高速九宣闸站驶往上海方向有压车。我市境内其他各条高速公路均在正常开启。 ????????                                            ", 2015-9-30 20:20,2,8,2,360安全浏览器,CCXVPgtG5
5,"
                                                                                                    #高速路况午播报#2015年9月30日11:55，目前，我市境内各条高速公路均在正常开启。 @天津交通 ????????                                            ", 2015-9-30 12:00,1,6,4,360安全浏览器,CCUF28dZo
6,"
                                                                                                    #高速路况早知道#2015年9月30日07:55，目前，S1津蓟高速K9处（天津主线站至津榆路站之间）因双向施工，现场间断放行。我市境内其他各条高速公路均在正常开启。 @天津交通 ????????                                            ", 2015-9-30 07:56,转发,6,1,360安全浏览器,CCT3Gfzyn
7,"
                                                                                                    #天津高速路况#2015年9月30日04:34，G25长深高速K1099处（团泊南互通至王稳庄站之间）驶往唐山方向的车辆交通事故已处理完毕，现场恢复正常通行。 ????????                                            ", 2015-9-30 04:39,转发,评论,1,360安全浏览器,CCRLO8otS
8,"
                                                                                                    #天津高速路况#2015年9月29日23:04，G25长深高速K1099处（团泊南互通至王稳庄站之间）驶往唐山方向因车辆交通事故，造成现场临时断交，请过往车辆耐心等待。 ????????                                            ", 2015-9-29 23:14,1,1,3,360安全浏览器,CCPDU7iq7
9,"
                                                                                                    #高速路况晚报道#2015年9月29日16:55，目前，S1津蓟高速K9处（天津主线站至津榆路站之间）因双向施工，现场间断放行。我市境内其他各条高速公路均在正常开启。 @天津交通 ????????                                            ", 2015-9-29 16:57,转发,1,赞,360安全浏览器,CCNaPt4PM
10,"
                                                                                                    #高速路况午播报#2015年9月29日11:55，目前，受S1津蓟高速K9处（天津主线站至津榆路站之间）施工影响，S1津蓟高速天津站入口采取间断放行的交通管制措施，请过往车辆耐心等待。我市境内其他各条高速公路均在正常开启。@天津交通 ????????                                            ", 2015-9-29 11:55,转发,7,赞,360安全浏览器,CCLcq4pju
11,"
                                                                                                    #高速路况早知道#2015年9月29日07:55，目前，S1津蓟高速K9处（天津主线站至津榆路站之间）因双向施工，现场间断放行车辆，请过往车辆耐心等待。我市境内其他各条高速公路均在正常开启。 @天津交通 ????????                                            ", 2015-9-29 07:57,2,3,2,360安全浏览器,CCJDOpabw
12,"
                                                                                                    #天津高速路况#2015年9月29日07:45，S11海滨高速永定新河站入口压车已解除，通行秩序恢复正常。 ????????                                            ", 2015-9-29 07:51,转发,评论,赞,360安全浏览器,CCJB8DETk
13,"
                                                                                                    #天津高速路况#2015年9月29日06:25，S11海滨高速K12+300处（双桥服务区附近）驶往秦皇岛方向的交通事故已处理完毕，永定新河站、中心渔港站入口已恢复正常开启，但永定新河站入口有较长距离压车，请过往车辆耐心等待，顺序通行。 ????????                                            ", 2015-9-29 06:33,转发,6,赞,360安全浏览器,CCJ5vd11d
14,"
                                                                                                    #天津高速路况#2015年9月29日02:40，S11海滨高速K12+300处（双桥服务区附近）驶往秦皇岛方向发生交通事故，导致永定新河站入口、中心渔港站入口封闭。 ????????                                            ", 2015-9-29 02:48,转发,评论,赞,360安全浏览器,CCHCkacCa
15,"
                                                                                                    #天津高速路况#2015年9月29日01：50，G1京哈高速K100+950处（新安镇服务区附近）驶往哈尔滨方向的交通事故已处理完毕，G1京哈高速天津段全线入口、S1津蓟高速宝坻北互通、S21塘承高速新安镇互通恢复正常通行。 ????????                                            ", 2015-9-29 01:57,转发,1,1,360安全浏览器,CCHhtCL3S
16,"
                                                                                                    #天津高速路况#2015年9月28日18:15，因G1京哈高速的交通事故，导致S1津蓟高速宝坻北互通、S21塘承高速新安镇互通无法转往G1京哈高速。 ????????                                            ", 2015-9-28 18:19,2,7,5,360安全浏览器,CCEhVzrPC
17,"
                                                                                                    #天津高速路况#2015年9月28日17:50，G1京哈高速K100+950处（新安镇服务区附近）驶往哈尔滨方向发生交通事故，导致京哈高速天津段全线入口封闭，请过往车辆耐心等待。 ????????                                            ", 2015-9-28 17:54,转发,23,1,360安全浏览器,CCE7D0e2Q
18,"
                                                                                                    #天津高速路况#2015年9月28日17:30，自10月1日0:00至10月7日24:00，S60滨石高速蔡公庄站入口禁止危化品车辆驶入。 ????????                                            ", 2015-9-28 17:32,转发,评论,1,360安全浏览器,CCDYOBm56
19,"
                                                                                                    #高速路况晚报道#2015年9月28日16:55，目前，S1津蓟高速K9处（天津主线站至津榆路站之间）因双向施工，现场间断放行车辆，请过往车辆耐心等待。我市境内其他各条高速公路均在正常开启。@天津交通 ????????                                            ", 2015-9-28 16:58,转发,5,赞,360安全浏览器,CCDKLwlWK
20,"
                                                                                                    #天津高速路况#2015年9月28日16:38，自10月1日0:00至10月7日24:00，G25长深高速王稳庄站及小站站入口禁止一切危险品车辆驶入；S1津蓟高速，S2津宁高速禁止危险物品运输车辆（包括持有运载危险化学品时间路线速度报告凭证及剧毒化学品公路运输通行证的危险品运输车辆）在高速公路行驶。 ????????                                            ", 2015-9-28 16:40,转发,评论,赞,360安全浏览器,CCDDFuM0s
21,"
                                                                                                    #天津高速路况#2015年9月28日15:40，自10月1日0:00至10月7日24:00，G18荣乌高速天津段各站入口禁止一切危险品车辆驶入。 ????????                                            ", 2015-9-28 15:41,1,1,1,360安全浏览器,CCDfzeavI
22,"
                                                                                                    #十一出行·天津高速大数据分析#第三期，S1津蓟高速 ????????                                            ", 2015-9-28 15:20,3,4,5,微博 weibo.com,CCD6W3Yiq
23,"
                                                                                                    #高速路况午播报#2015年9月28日11:55，目前，S1津蓟高速K9处（天津主线站至津榆路站之间）因双向施工，现场间断放行车辆，请过往车辆耐心等待。我市境内其他各条高速公路均在正常开启。@天津交通 ????????                                            ", 2015-9-28 11:56,1,评论,赞,360安全浏览器,CCBMifzZo
24,"
                                                                                                    #天津高速路况#2015年9月28日11:05，G2京沪高速K114+200处和K116处（独流站与静海站之间）驶往北京方向的交通事故已经处理完毕，现场通行秩序恢复正常。 ????????                                            ", 2015-9-28 11:07,1,评论,1,360安全浏览器,CCBsptvXX
25,"
                                                                                                    #天津高速路况#2015年9月28日08:17，S1津蓟高速K9处（天津站与津榆路站之间）双向拆除施工设施，现场采取间断放行的措施，请过往车辆耐心等待，顺序通行。 ????????                                            ", 2015-9-28 08:20,转发,3,1,360安全浏览器,CCAmIh2np
26,"
                                                                                                    #高速路况早知道#2015年9月28日07:55，目前，G2京沪高速K114+200处和K116处（独流站与静海站之间）驶往北京方向有交通事故，现场各占用一条车道，无压车，目前事故正在处理之中。我市境内的其他各条高速公路路况正常。@天津交通 ????????                                            ", 2015-9-28 07:58,1,评论,1,360安全浏览器,CCAdArFX5
27,"
                                                                                                    #天津高速路况#2015年9月28日06:30，G2京沪高速K116处（独流站与静海站之间）驶往北京方向发生交通事故，现场通行缓慢；另外，之前K114+200处的交通事故仍在处理之中，现场有较长距离压车。建议由九宣闸站驶来的车辆从静海站提前下道或者选择津沧高速行驶。 ????????                                            ", 2015-9-28 06:34,2,评论,1,360安全浏览器,CCzFLhw4f
28,"
                                                                                                    #天津高速路况#2015年9月28日03:28，G2京沪高速K114+200处（独流站与静海站之间）驶往北京方向发生交通事故，现场通行缓慢，请过往车辆小心行驶，注意避让！ ????????                                            ", 2015-9-28 03:31,转发,评论,赞,360安全浏览器,CCyt73r0m
29,"
                                                                                                    #高速路况晚报道#2015年9月27日16:55，目前，我市境内的各条高速公路均在正常开启。 @天津交通 ????????                                            ", 2015-9-27 16:57,1,评论,3,360安全浏览器,CCuk1gQfn
30,"
                                                                                                    #高速路况午播报#2015年9月27日11:55，目前，我市境内各条高速公路均在正常开启。 @天津交通 ????????                                            ", 2015-9-27 11:56,转发,8,1,360安全浏览器,CCslV5Kzd
31,"
                                                                                                    #天津高速路况#2015年9月27日11:42，S40京津塘高速K113+500处（东丽服务区附近）驶往北京方向的交通事故已清理完毕，通行秩序恢复正常。 ????????                                            ", 2015-9-27 11:43,转发,评论,赞,360安全浏览器,CCsgzvofG
32,"
                                                                                                    #天津高速路况#2015年9月27日10:50，S40京津塘高速K113+500处（东丽服务区附近）驶往北京方向发生交通事故，现场临时断交，请过往车辆耐心等待。 ????????                                            ", 2015-9-27 10:52,2,1,3,360安全浏览器,CCrVXvswK
33,"
                                                                                                    #天津高速路况#2015年9月27日08:30，S11海滨高速开放段的海河大桥双向恢复正常通行。 ????????                                            ", 2015-9-27 08:37,1,1,2,360安全浏览器,CCr34ExNO
34,"
                                                                                                    #高速路况早知道# 2015年9月27日07:55，目前，我市境内的各条高速公路均在正常开启。@天津交通 ????????                                            ", 2015-9-27 07:55,转发,3,2,360安全浏览器,CCqM69wpP
35,"
                                                                                                    #高速路况晚报道# 2015年9月26日16:55，目前，我市境内的各条高速公路均在正常开启。 ????????                                            ", 2015-9-26 16:56,转发,评论,赞,360安全浏览器,CCkT2klYr
36,"
                                                                                                    #天津高速路况#2015年9月26日15:08，之前事故已处理完毕，S50津晋高速汉港收费站恢复正常通行秩序。 ????????                                            ", 2015-9-26 15:11,转发,评论,赞,360安全浏览器,CCkcAC4LG
37,"
                                                                                                    #天津高速路况#2015年9月26日13:31，因国道事故，S50津晋高速汉港收费站车辆暂时无法驶出高速，请欲通过此站的车辆，提前选择其它收费站下道或选择其它高速通行。 ????????                                            ", 2015-9-26 13:37,转发,1,赞,360安全浏览器,CCjAbgkBx
38,"
                                                                                                    #天津高速路况#2015年9月26日12:07，S1津蓟高速天津站至田家峪站入口限行货车已解除，全线各站恢复正常开启。 ????????                                            ", 2015-9-26 12:20,转发,评论,1,360安全浏览器,CCj59EriS
39,"
                                                                                                    #高速路况午播报#2015年9月26日11:55，目前，为控制主线车流量，S1津蓟高速天津站至田家峪站入口限行货车（宝坻温泉城站去往天津方向和田家峪站去往北京方向除外），我市境内其他各条高速公路均在正常开启。 @天津交通 ????????                                            ", 2015-9-26 12:03,转发,3,赞,360安全浏览器,CCiYe0FaU
40,"
                                                                                                    #天津高速路况#2015年9月26日09:46，为控制主线车流量，S1津蓟高速天津站至田家峪站入口限行货车（宝坻温泉城站去往天津方向和田家峪站去往北京方向除外） ????????                                            ", 2015-9-26 09:53,1,评论,3,360安全浏览器,CCi7c2SIf
41,"
                                                                                                    #高速路况早知道#2015年9月26日07:55，目前，S1津蓟高速K9处（天津主线站至津榆路站之间）因双向施工，现场间断放行车辆，请过往车辆耐心等待。我市境内其他各条高速公路均在正常开启。@天津交警 ????????                                            ", 2015-9-26 07:56,1,1,赞,360安全浏览器,CChlZwd5X
42,"
                                                                                                    #天津高速路况#2015年9月26日07:07，目前，S30京津高速高村站驶往北京方向的交通恢复正常通行。 ????????                                            ", 2015-9-26 07:12,转发,1,赞,360安全浏览器,CCh41tMoq
43,"
                                                                                                    #天津高速路况#2015年9月26日02:10，目前，S40京津塘高速泗村店出口驶往北京方向的交通恢复正常通行。 ????????                                            ", 2015-9-26 02:15,转发,4,1,360安全浏览器,CCf7fnPi5
