序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #消防提示#【这些情况火上浇水危险！】会“火上浇油”的火情：1.油锅起火，会导致油乱溅。2.电器起火，水能导电，可能导致意外触电。电器被水浇，也可能会因温度突降而爆炸。3.危险化学品场所起火。这些物质会和水发生化学反应，产生热能使火烧得更大，也可能生成可燃气体，增加爆炸风险。 ????????                                            ", 2015-9-30 15:13,11,1,5,微博 weibo.com,CCVVpt2La
2,"
                                                                                                    转发微博                                            ", 2015-9-30 11:11,7,评论,3,微博 weibo.com,CCUkPcSLQ
3,"
                                                                                                    转发微博                                            ", 2015-9-30 11:10,6,评论,1,微博 weibo.com,CCUkoDgar
4,"
                                                                                                    国庆假期消防安全提示 ????????                                            ", 2015-9-30 11:09,25,评论,4,微博 weibo.com,CCUk6iCIt
5,"
                                                                                                    #消防新闻#【住户家烟囱的离奇救援】28日，在安徽淮北某小区，一楼有位户主做饭时，发现自家墙壁的烟筒里不断传出敲打声，吓坏报警。消防到场后成功将一名男子从中救出，其身体多处骨折。原来男子住18楼，不知怎么回事，从顶烟筒口掉到了一楼。（By安徽消防）O 据安徽消防官方微博报道，28日，在安徽淮北... ????????                                            ", 2015-9-30 09:05,9,1,4,微博 weibo.com,CCTvTBmOW
6,"
                                                                                                    #消防宣传#【什么是火灾隐患和重大火灾隐患？】凡存在违反消防法律法规的行为，可能造成火灾危害的，均为火灾隐患。凡存在严重违反消防法律法规的行为，可能造成重大人员伤亡或重大财产损失的，为重大火灾隐患。 ????????                                            ", 2015-9-29 16:47,12,评论,1,微博 weibo.com,CCN6VbPMa
7,"
                                                                                                    #消防漫画# ????????                                            ", 2015-9-29 16:40,5,1,5,微博 weibo.com,CCN41tH6i
8,"
                                                                                                    【宿舍防火六知道】①不使用热得快、电炉、电热毯等大功率电器。②寝室不使用蜡烛等明火、不焚烧信件杂物。③离开宿舍前拔掉电源。④寝室内尽量不吸烟，偶尔吸烟要及时熄灭，不随意乱扔烟头。⑤留意宿舍楼的消防器材，熟悉安全通道。⑥接线板不放在床上，电源不与床架等金属物接触。 ????????                                            ", 2015-9-29 16:39,6,评论,2,微博 weibo.com,CCN3Mp2QR
9,"
                                                                                                    #早安#阴雨天气更要注意室外用电的安全，以及行车安全。意外总在不经意间，切勿大意！ ????????                                            ", 2015-9-29 09:00,8,2,13,微博 weibo.com,CCK38mEdg
10,"
                                                                                                    转发微博                                            ", 2015-9-28 15:50,7,1,2,微博 weibo.com,CCDjn41r6
11,"
                                                                                                    转发微博                                            ", 2015-9-28 15:50,23,评论,2,微博 weibo.com,CCDjk6EBW
12,"
                                                                                                    转发微博                                            ", 2015-9-28 15:50,4,评论,赞,微博 weibo.com,CCDje94AF
13,"
                                                                                                    转发微博                                            ", 2015-9-28 15:50,4,评论,赞,微博 weibo.com,CCDjd14sA
14,"
                                                                                                    转发微博                                            ", 2015-9-28 15:50,2,评论,赞,微博 weibo.com,CCDj6d4I1
15,"
                                                                                                    #消防新闻#【香港维多利亚港发生大火】 据香港电台消息，香港筲箕湾避风塘发生三级火警，涉及至少9艘船，初步知道有5人受轻伤。 现场海面距离岸边约200米，有船只首先起火，再烧到附近的其他船只，冒出大量黑烟，不断传出爆炸声。（中新网） ????????                                            ", 2015-9-27 20:26,4,2,6,微博 weibo.com,CCvGQrQ1A
16,"
                                                                                                    转发微博                                            ", 2015-9-27 18:25,6,评论,赞,iPhone 6,CCuTRFCLD
17,"
                                                                                                    转发微博                                            ", 2015-9-27 18:25,7,评论,赞,iPhone 6,CCuTQtEZ5
18,"
                                                                                                    转发微博                                            ", 2015-9-27 18:25,3,评论,赞,iPhone 6,CCuTJFCjl
19,"
                                                                                                    转发微博                                            ", 2015-9-27 18:24,4,1,6,iPhone 6,CCuTkz5KZ
20,"
                                                                                                    转发微博                                            ", 2015-9-27 18:24,20,1,1715,iPhone 6,CCuTaw3Vl
21,"
                                                                                                    #校园安全##消防宣传#                                            ", 2015-9-26 17:25,3,1,赞,微博 weibo.com,CCl4M4YZv
22,"
                                                                                                    #微关注#【麦加朝觐踩踏造成至少1300人死亡，1中国人罹难】据伊朗法尔斯通讯社，沙特阿拉伯麦加附近的朝觐踩踏已经造成至少1300人死亡，超过2000人受伤。遇难者中有约131名伊朗国籍公民，有约150名伊朗人受伤；1名中国甘肃籍朝觐者在踩踏事故中不幸身亡。这是麦加25年来最严重踩踏事故。 ????????                                            ", 2015-9-26 13:55,13,1,4,微博 weibo.com,CCjHrk8xP
23,"
                                                                                                    不可儿戏啊！                                            ", 2015-9-26 13:52,6,1,1,微博 weibo.com,CCjGssoYQ
24,"
                                                                                                    【孟建柱：全面深化公安改革 提高社会治理效能和服务群众水平】孟建柱9月24日在大连出席全国公安厅局长座谈会时强调，要深入贯彻习近平总书记系列讲话精神，着眼能力建设，创新体制机制，全面深化公安改革，不断提高社会治理效能和服务群众水平。 ????????                                            ", 2015-9-26 13:48,8,评论,4,微博 weibo.com,CCjES4mKt
25,"
                                                                                                    转发微博                                            ", 2015-9-25 14:44,9,2,15,微博 weibo.com,CCaBaxs5R
26,"
                                                                                                    //@中国消防: 【中秋尽点这类孝心】中秋团圆，请为老人检查一下消防安全隐患，看看厨房煤气软管是否老化、松动，抽油烟机的油垢是否该清理；看看电气线路是否是否老化、超负荷；看看室内、阳台的杂物是否该清理......嘱咐老人冬天烤火注意安全，做饭不要离开厨房，遇到险情及时报警并第一时间逃离险境                                            ", 2015-9-25 14:44,4,评论,15,微博 weibo.com,CCaAV9Mt0
27,"
                                                                                                    【假期慎放孔明灯】中秋将至，很多地方有放孔明灯的习俗，表达人们对美好生活的向往。孔明灯浪漫，可缓解心理压力，但放灯同时有一定的隐患，为应对可能在节日期间燃放足以造成火灾的“孔明灯”现象，需了解以下注意事项：风力过大导致热空气流失，孔明灯无法正常升空，风力大于4级以上请不要燃放。 ????????                                            ", 2015-9-25 14:44,2,1,11,微博 weibo.com,CCaAODmsf
28,"
                                                                                                    //@中国消防: 要先关煤气，再灭火！否则，先灭火后，煤气继续泄漏，到达爆炸极限，遇到火源，引发爆炸，危险更大！                                            ", 2015-9-25 14:43,7,3,2902,微博 weibo.com,CCaAHiNew
29,"
                                                                                                    中秋、国庆假期即将到来，商业庆典和促销活动多，各类公共场所人员聚集，火灾风险明显增加。消防提醒广大市民欢度佳节时勿忘消防安全：1、亲友团聚，送祝福莫忘提醒消防安全。教育孩子不要玩火，不要乱扔火... °2015年9月25日 ????????                                            ", 2015-9-25 14:42,2,评论,5,微博 weibo.com,CCaAmCfc6
30,"
                                                                                                    #消防新闻#【天津市委宣传部就加强火场逃生技能宣传报道工作做出部署】为进一步增强全社会消防安全意识，不断强化公众自防自救能力，近日，市委宣传部下发《关于加强火场逃生技能宣传报道的通知》，要求各级新闻媒体加强火场逃生技能宣传报道工作。 ????????                                            ", 2015-9-24 17:58,16,4,2,微博 weibo.com,CC2r90jB8
31,"
                                                                                                    #天津消防# 【总队与市轨道交通集团座谈研究消防工作】近年来，我市加大了地铁建设力度，相继启动了多条线路建设，在建线路137公里。为加强城市轨道交通消防管理工作，确保地铁建设、运营的安全快速发展，市轨道交通集团党委书记、董事长苗玉刚一行来到我总队，与乔旭副总队长、防火部王以革部长座谈。 ????????                                            ", 2015-9-24 17:43,5,评论,5,微博 weibo.com,CC2kZdsoj
32,"
                                                                                                    转发微博                                            ", 2015-9-24 14:35,23,8,515,微博 weibo.com,CC16PxVRQ
33,"
                                                                                                    转发微博                                            ", 2015-9-24 14:23,7,评论,1,微博搜索,CC11Y6soM
34,"
                                                                                                    我分享了@缙云消防 的文章 °中秋将至 缙云消防提醒市民假期慎放孔明灯 ????????                                            ", 2015-9-24 14:12,3,1,赞,微博 weibo.com,CC0Xz6tjA
35,"
                                                                                                    转发微博                                            ", 2015-9-24 14:12,10,1,赞,微博搜索,CC0Xp1TED
36,"
                                                                                                    转发微博                                            ", 2015-9-24 14:12,1,评论,1,微博搜索,CC0Xm4In3
37,"
                                                                                                    #消防知识#可能不少人都知道要小心花露水、香水的易燃性，但您是否了解女士们用的卸甲水（洗甲水）也同样是易燃品？一些便宜的卸甲水主要成分是丙酮和乙酸乙酯。乙酸乙酯俗称香蕉水，属于典型的易燃品，瓶装洗甲水燃烧起来不亚于一颗燃烧弹防范！ ????????                                            ", 2015-9-23 22:10,22,4,8,360安全浏览器,CBUF8mGrl
38,"
                                                                                                    #消防新闻#【全国中小学消防安全宣传教育工作推进会召开】9月22日，部消防局、教育部基础教育一司在重庆市召开推进会，学习贯彻习近平总书记关于安全教育进学校的重要指示精神和公安部、教育部等9部门印发的《关于推进消防安全宣传教育进机关进学校进社区进企业进农村进家庭进网站工作的指导意见》。 ????????                                            ", 2015-9-23 21:44,8,评论,4,360安全浏览器,CBUuB3jZw
39,"
                                                                                                    转发微博                                            ", 2015-9-23 16:54,6,1,赞,微博搜索,CBSAOfVXB
40,"
                                                                                                    转发微博                                            ", 2015-9-23 16:54,8,2,2,微博搜索,CBSAFoSGp
41,"
                                                                                                    转发微博                                            ", 2015-9-23 09:12,8,2,赞,微博 weibo.com,CBPzo3Sd8
42,"
                                                                                                    #晚安#时间才是每个人的终极资源。 ????????                                            ", 2015-9-22 23:27,1,3,24,微博 weibo.com,CBLJGE5OX
43,"
                                                                                                    转发微博                                            ", 2015-9-22 10:30,转发,1,赞,微博搜索,CBGEphdH8
44,"
                                                                                                    请大家留意！谢谢！#微公益#                                            ", 2015-9-22 09:43,29,评论,680,微博 weibo.com,CBGldB2aB
45,"
                                                                                                    #消防知识#（续）【图书馆火灾预防】6.工作人员能熟练使用灭火器具；7.一旦发生火险火情，现场工作人员要立即采取果断措施，迅速切断火源，使用自备灭火器具进行灭火自救，防止火势蔓延扩大；8.稳定现场师生情绪，组织学生有序撤离，防止发生拥挤踩踏。 ????????                                            ", 2015-9-22 09:26,8,1,1,微博 weibo.com,CBGehFpRH
46,"
                                                                                                    【图书馆火灾预防】1.定期检修线路设施，防止电线老化，严禁使用大功率电器，防止超负荷用电造成短路引起火灾；2.严格控制进馆人数，始终保持疏散通道畅通；3.不得携带易燃易爆和危险化学品进人图书馆；4.不得在图书馆吸烟、乱扔烟头或使用明火；5.按规定配备灭火器具和消防设施。（待续..） ????????                                            ", 2015-9-22 09:25,16,1,2,微博 weibo.com,CBGe8uqqI
47,"
                                                                                                    #新的一周#精神百倍去努力吧！就像消防员每次能量满满地出警。 ????????                                            ", 2015-9-21 11:01,3,4,36,微博 weibo.com,CBxqkcMZN
48,"
                                                                                                    出最大耐心，一如几十年前他们照顾我们那样                                            ", 2015-9-21 10:26,5,评论,1085,微博 weibo.com,CBxcqfTJA
49,"
                                                                                                    转发微博                                            ", 2015-9-21 09:27,11,1,13,微博 weibo.com,CBwOip6E0
50,"
                                                                                                    转发微博                                            ", 2015-9-21 09:25,6,2,1,微博 weibo.com,CBwNo0S1n
51,"
                                                                                                    转发微博                                            ", 2015-9-21 08:43,29,1,3,微博 weibo.com,CBwwioPcR
52,"
                                                                                                    【42名驴友被困深山峡谷 消防深夜紧急救援】昨晚青海民和消防接报：42名驴友被困民和县松山峡，被困地点多悬崖峭壁，深夜山里气温低路滑，而驴友中最大的已63岁。消防和民警连夜搜救，经约6小时搜索42人全找到。消防提醒驴友：应选熟悉、适合自己能力的路线，尽量由经验丰富者带领。（央视记者李志超） ????????                                            ", 2015-9-20 21:50,3,3,10,微博 weibo.com,CBsfrhyj1
53,"
                                                                                                    转发微博                                            ", 2015-9-20 21:15,42,评论,6,iPhone 6,CBs1eoqNO
54,"
                                                                                                    转发微博                                            ", 2015-9-20 21:14,11,1,4,iPhone 6,CBs0Jo5B8
55,"
                                                                                                    转发微博                                            ", 2015-9-20 21:14,5,评论,1,iPhone 6,CBs0HiPnr
56,"
                                                                                                    #消防提示#【珍爱生命 远离违规彩钢建筑】彩钢板因外层有一层颜色涂层的铁皮而得名，目前广泛用于厂房及施工现场临时性用房等，芯材多用聚苯乙烯、聚氨酯泡沫等易燃材料，温度一旦超过600℃，外层铁皮就会被烧软。内层是泡沫等易燃材料，易蔓延火情且燃烧产物毒性大，易造成重大财产损失和人员伤亡。 ????????                                            ", 2015-9-20 20:49,19,1,7,微博 weibo.com,CBrQAzzYq
57,"
                                                                                                    不论是多情诗句，漂亮的文章，还是闲暇的欢乐，什么都不能代替无比亲密的友谊。——(俄)普希金。 #晚安#朋友！ ????????                                            ", 2015-9-19 22:24,4,评论,12,微博 weibo.com,CBj2Cc6Hd
58,"
                                                                                                    转发微博                                            ", 2015-9-19 22:16,9,评论,赞,微博搜索,CBiZulB11
59,"
                                                                                                    #安全提示#【十类危险的儿童玩具】不少家长会为孩子购买各种玩具，玩具不但可以刺激孩子大脑发育，还能开发智力。然而，有些玩具中也隐藏着不少安全隐患。父母该如何选择呢？请留意十类可能存在危险的玩具，[推荐]请戳图↓↓ ????????                                            ", 2015-9-19 22:16,45,4,6,微博 weibo.com,CBiZs1Rf1
60,"
                                                                                                    转发微博                                            ", 2015-9-19 22:16,4,评论,赞,微博搜索,CBiZqtN9x
61,"
                                                                                                    转发微博                                            ", 2015-9-19 22:16,3,评论,13,微博搜索,CBiZp1jfC
62,"
                                                                                                    转发微博                                            ", 2015-9-19 22:15,34,5,10633,微博搜索,CBiZfyuDV
63,"
                                                                                                    【秋季家庭防火五注意】1.电器摆放在防潮、防晒、通风处，周围不放易燃、易爆物品；2.液化气灶具注意平时保养，管道破损漏气及时维修；3、教老人和小孩消防常识；4.及时清理楼梯口、阳台等通道的杂物，最好不要安装栅栏式封闭阳台和防盗窗，防止发生火灾时，难以逃生；5.家中配置灭火器。 ????????                                            ", 2015-9-19 22:09,8,评论,2,微博 weibo.com,CBiWspNs3
64,"
                                                                                                    #安全提示#千万不要推着轮椅和推车走自动扶梯，很危险 ！ ↓ ↓ 尤其是人潮拥挤的时候，一旦发生意外，后果不堪设想！转给家人、好友~ ????????                                            ", 2015-9-18 17:50,13,7,12,微博 weibo.com,CB7OUjaDQ
65,"
                                                                                                    转发微博                                            ", 2015-9-18 10:11,19,2,62985,微博 weibo.com,CB4OCbqcB
66,"
                                                                                                    #微提问#楼道内的消火栓箱内都应该有什么？ ????????                                            ", 2015-9-18 10:11,8,18,14,微博 weibo.com,CB4OyB9pW
67,"
                                                                                                    转发微博                                            ", 2015-9-18 09:34,4,评论,赞,微博 weibo.com,CB4zAczk4
68,"
                                                                                                    转发微博                                            ", 2015-9-18 09:32,5,评论,赞,微博 weibo.com,CB4yVoOW9
69,"
                                                                                                    近日，中央综治办、公安部联合下发通知，对北京市海淀区肖家河社区板房村等全国80处区域性火灾隐患予以书面警示，并跟踪督办，以推动火灾隐患整改。通知要求，各级综治组织、公安机关要加强对这些重点地区的... °【曝光台】中央综治办、公安部督办全国80处区... ????????                                            ", 2015-9-17 16:50,11,2,6,微博 weibo.com,CAY08yF1U
70,"
                                                                                                    #微提示#秋季既是凉爽的季节，也是干燥的季节，各类校园内人员集中，实验室多，防火重点部位多，因而很容易发生火灾。校园的防火安全直接关系到师生员工的生命和财产安，因此加强学校师生的消防安全意识尤为重要。 ????????                                            ", 2015-9-17 16:11,6,1,5,微博 weibo.com,CAXKi56VP
71,"
                                                                                                    #消防提示#                                            ", 2015-9-17 16:08,5,评论,1,微博 weibo.com,CAXIW6v47
72,"
                                                                                                    转发微博                                            ", 2015-9-17 14:11,7,评论,1,微博搜索,CAWXxtb5y
73,"
                                                                                                    转发微博                                            ", 2015-9-17 14:11,3,评论,7,微博搜索,CAWXq4VjY
74,"
                                                                                                    我分享了@中国消防 的文章 °幼儿消防安全知识要点 ????????                                            ", 2015-9-17 14:08,5,评论,1,微博 weibo.com,CAWWdzaKp
75,"
                                                                                                    转发微博                                            ", 2015-9-17 14:07,7,评论,17,微博搜索,CAWVVj5ah
76,"
                                                                                                    转发微博                                            ", 2015-9-16 18:35,-1,评论,2,微博 weibo.com,CAPgs5Yvc
77,"
                                                                                                    #消防新闻#【美国大火烧毁近600座住宅 民众无家可归暂居帐篷】当地时间2015年9月15日，美国加州卡利斯托加，已有至少585处住宅被大火烧毁，民众无家可归在一处疏散中心暂居帐篷避难。（综合整理自网络） ????????                                            ", 2015-9-16 18:34,26,8,9,微博 weibo.com,CAPg1tvBZ
78,"
                                                                                                    转发微博                                            ", 2015-9-16 16:19,19,1,3,微博 weibo.com,CAOnf9B4k
