序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    转发微博                                            ", 2015-9-30 15:35,1,1,2,360安全浏览器,CCW4dvMpQ
2,"
                                                                                                    转发微博                                            ", 2015-9-30 15:35,转发,评论,6,360安全浏览器,CCW41pEYa
3,"
                                                                                                    【下月公交开通地铁2号线临时线与地铁接驳】由于10月8日至10月27日期间，地铁二号线曹庄、卞兴、芥园西道3个车站暂时关闭停运，在此期间，公交开通由曹庄花卉公交站至咸阳路地铁站的地铁2号线临时线。 首末班车时间:曹庄花卉公交站:5:55—22:20，咸阳路地铁站:6:30—22:50。 ????????                                            ", 2015-9-30 09:30,6,6,1,360安全浏览器,CCTFObHNA
4,"
                                                                                                    国家发改委的批复的核心意义是待建线路有了合法的准生证，尤其是滨海新区地铁线路开工在望，按照规划，B1线采用6A车型，设计时速80公里，Z2线采用8A车型，Z4线采用6A车型，设计时速达120公里。整体规划总投资高达1794亿元。链接：O网页链接                                            ", 2015-9-29 16:04,4,5,13,360安全浏览器,CCMPB2SLY
5,"
                                                                                                    【重磅：国家发改委批复天津第二轮城市轨道交通建设规划！】今天发改委官网消息，天津市城市轨道交通第二轮建设规划已经获得国家批复，包括7号线，8号线，10号线，11号线，Z2线，Z4线和B1线，其中中心城区线路由天津轨道交通集团建设运营，Z2，B1线由滨投集团建设运营，Z4线由泰达轨道建设，滨投运营。 ????????                                            ", 2015-9-29 15:53,30,38,13,360安全浏览器,CCMKO5JgG
6,"
                                                                                                    多年来的天津去保定石家庄邯郸太原西安方向车慢车少的局面将得到有效缓解。                                            ", 2015-9-29 13:18,7,4,13,360安全浏览器,CCLK0next
7,"
                                                                                                    转发微博                                            ", 2015-9-28 09:29,转发,评论,2,360安全浏览器,CCAOGeWBO
8,"
                                                                                                    转发微博                                            ", 2015-9-27 17:24,转发,评论,6,荣耀6,CCuv2qXaB
9,"
                                                                                                    这马赛克。。。下月天津地铁运营里程又短了～                                            ", 2015-9-27 17:20,3,12,1,荣耀6,CCutf3w7H
10,"
                                                                                                    转发微博                                            ", 2015-9-27 17:19,8,4,2,荣耀6,CCusYtYyu
11,"
                                                                                                    当初发布会上区长说是10月有望，所以等下月看。                                            ", 2015-9-27 17:19,1,8,1,荣耀6,CCusP4w8K
12,"
                                                                                                    各地中秋票！                                            ", 2015-9-27 17:18,2,2,3,荣耀6,CCusrpp2l
13,"
                                                                                                    交通集团太猛了//@电台靳鑫:转发微博                                            ", 2015-9-26 16:16,1,1,5,荣耀6,CCkCSild7
14,"
                                                                                                    转发微博                                            ", 2015-9-26 11:04,4,1,15,荣耀6,CCiA0gvXO
15,"
                                                                                                    事件起始于2014年6月，因地面外力作用区间隧道变形产生安全隐患，曾经有一段时间列车限速通过就是这个原因。区间至今已进行多次维修保护，本次20天的停运可以说是维修复原的最重要或是最后一步。                                            ", 2015-9-26 11:02,5,3,3,荣耀6,CCizltB5Z
16,"
                                                                                                    【快讯：天津地铁2号线将缩线20天维修】运营公司发布公告，10月8日至27日，天津地铁2号线三站关闭维护，线路缩至咸阳路站始发，同时开通接驳专线公交。 ????????                                            ", 2015-9-25 18:36,17,7,3,荣耀6,CCc7ibfUx
17,"
                                                                                                    【天津市9月28日开通三条公交线路】 - 人民网天津视窗 9月25日电：从天津市客管办获悉，为方便市民出行，9月28日，公交223路、369路和373路三条公交线路将开通运营。 O网页链接????????????                                            ", 2015-9-25 16:26,转发,评论,赞,JiaThis分享按钮,CCbgyy6Fr
18,"
                                                                                                    转发微博                                            ", 2015-9-25 15:44,2,评论,赞,360安全浏览器,CCaZpERCU
19,"
                                                                                                    【保定晚报：津保铁路预计12月28日开通 各站进度一览】今天的保定晚报发表头条新闻，津保铁路预计2015年12月28日正式开通运营，并在A07版整版介绍当前进度。目前徐水站进度95%，白沟站99%，白洋淀站99%，预计10月10日联调联试。O保定晚报是全国范围内较早创刊的地市级都市晚... ????????                                            ", 2015-9-24 15:45,6,9,3,360安全浏览器,CC1zqqTHG
20,"
                                                                                                    转发微博                                            ", 2015-9-24 15:26,2,7,1,360安全浏览器,CC1rIm8Be
21,"
                                                                                                    我就看看不说话//@津门巴士网: 现在拍公交比以前好多了 很多车队包括司机都非常支持                                            ", 2015-9-24 09:20,转发,评论,5,360安全浏览器,CBZ2Ze05k
22,"
                                                                                                    转发微博                                            ", 2015-9-24 09:19,1,评论,3,360安全浏览器,CBZ2v4QKi
23,"
                                                                                                    西南角站换乘新的标识                                            ", 2015-9-24 09:19,3,4,11,360安全浏览器,CBZ2pa4Ny
24,"
                                                                                                    【4号线成林道站一期工程主体完成】9月17日，成林道站4号线主体结构东端四个单元最后一块顶板浇筑完成，标志着该标段顺利完成了4号线主体结构一期施工。4号线主体结构明挖段四个单元施工安全顺利完成，为后序主体结构二期暗挖段施工创造了条件。 O4号线成林道站一期工程主体完成 - 规划建设 -... ????????                                            ", 2015-9-24 09:15,3,8,2,360安全浏览器,CBZ0ZFTOE
25,"
                                                                                                    转发微博                                            ", 2015-9-24 09:13,转发,评论,3,360安全浏览器,CBZ07CwkE
26,"
                                                                                                    塘沽站新北广场状况，确实像冰球场……                                            ", 2015-9-23 08:53,2,4,赞,360安全浏览器,CBPrE8TDy
