序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    自2015年10月1日晚23时至10月2日4时，在河北区东河沿大街安排自来水施工，届时金碧园、金辰园影响供水压力。 ????????                                            ", 2015-9-29 19:57,转发,评论,赞,微博 weibo.com,CCOm0u3sr
2,"
                                                                                                    9月29日16:13分在河西区永安道宝轩渔府对面因管道漏水，正在关闸抢修，影响范围：泰达园周边停水。 ????????                                            ", 2015-9-29 16:31,转发,评论,赞,微博 weibo.com,CCN0fsodR
3,"
                                                                                                    29日6：54分在西青区张窝镇杰盛里小区门口物美超市对面因管道漏水关闸抢修，影响杰盛里小区45-74号楼居民用水。 ????????                                            ", 2015-9-29 08:14,转发,评论,赞,微博 weibo.com,CCJKwbTa1
4,"
                                                                                                    自2015年9月30日22时至10月1日6时，在河西区台儿庄路与台儿庄支路交口安排自来水施工，届时台儿庄路（奉化道至光华桥）两侧停水。 ????????                                            ", 2015-9-28 19:17,转发,评论,1,微博 weibo.com,CCEFk9dDz
5,"
                                                                                                    自2015年9月30日晚23时至10月1日4时，在河北区东河沿大街安排自来水施工，届时金碧园、金辰园影响供水压力。 ????????                                            ", 2015-9-28 19:17,转发,评论,赞,微博 weibo.com,CCEF7o5rt
6,"
                                                                                                    #供水资讯#自来水集团公司所属新开河水厂在“两节”前组织开展突发水质状况应急演练。借助演练，完善了大事汇报程序，增强了职工的水质意识、岗位责任意识，使化验、检验工作每个环节更加精细，从而有效确保安全稳定供水。 ????????                                            ", 2015-9-28 16:54,转发,评论,赞,360安全浏览器,CCDJ7fdms
7,"
                                                                                                    #供水资讯#自来水集团公司所属河北营销组织青年团员在万达广场开展“迎双节”志愿者服务供水行活动。 ????????                                            ", 2015-9-28 16:54,转发,评论,赞,360安全浏览器,CCDJ4zpCC
8,"
                                                                                                    #供水资讯#自来水集团公司所属东丽营销到河东区鲁山道俪景园小区开展“迎双节”志愿服务活动。服务内容包括：供水常识宣传、分公司主营业务介绍并现场为居民答疑解惑。现场发放宣传资料30余份，解答了用户关于水表、管道等供水问题10人次。 ????????                                            ", 2015-9-28 16:53,转发,评论,赞,360安全浏览器,CCDJ14Nw9
9,"
                                                                                                    #供水资讯#自来水集团公司所属河东营销开展了“迎双节、服务进社区、方便千万家”为主题的志愿服务供水行活动。志愿者们走进社区，为用户发放用水常识宣传资料，入户维修解决用户反应问题，得到用户好评。 ????????                                            ", 2015-9-28 16:53,转发,评论,赞,360安全浏览器,CCDIYqQRM
10,"
                                                                                                    #供水资讯#自来水集团公司所属北辰营销到致远家园开展“迎双节”志愿服务供水行活动，宣传用水知识、解答供水问题、现场入户维修等。此次活动，共售水2290吨，发放宣传手册60余份，帮助用户解决问题3个，得到了用户的好评。 ????????                                            ", 2015-9-28 16:53,转发,评论,赞,360安全浏览器,CCDIW2UJe
11,"
                                                                                                    #供水资讯#自来水集团公司所属空港水务在空港经济区湖滨社区服务中心开展“弘扬雷锋精神 喜迎佳节”供水青年志愿服务活动。现场宣传节约用水、安全用水知识，并对提出的关于供水方面的问题进行解答，受到了广大用户的好评。 ????????                                            ", 2015-9-28 16:53,转发,评论,赞,360安全浏览器,CCDITEITd
