序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #微提示#【雷雨季三类人要加强防护】夏季雷雨时常来袭，高温、闷热、湿度大的天气让三类病人十分难受。夏季炎热（尤其是雷雨前闷热）会令人睡不安稳，以至于血压也不稳定，第二天出现头晕、心慌。所以，在这种天气里，有高血压、冠心病等心血管病患者一定要注意日常保健，出现不适时，及时就医。????????????????                                            ", 2013-5-31 09:12,1,1,赞,皮皮时光机,zzdOu83Fw
2,"
                                                                                                    【北方晴热蔓延 京津气温创新高】昨天，天津、北京分别为34.8℃、34.1℃，均刷新今年最高气温纪录。今天，北方最高气温在30℃以上的区域将明显增多，哈尔滨、长春气温或创新高。最近几天，北方晴热紫外线辐射很强，明天是“六一”儿童节，父母孩子最好选择在10时前或16时后到户外活动，同时注意补水。 ????????                                            ", 2013-5-31 08:45,3,评论,赞,皮皮时光机,zzdDvABgo
3,"
                                                                                                     【气象局贯彻开展会员卡专项清退活动会议精神】 5月30日，中国气象局召开会议，传达贯彻全国纪检监察系统开展会员卡专项清退活动电视电话会议精神，并对今年后7个月工作提出要求。O网页链接 ????????                                            ", 2013-5-31 08:40,1,评论,赞,皮皮时光机,zzdBvc0YY
4,"
                                                                                                    【气象小姐王蓝一崔莉荣获首届电视主持新星奖】5月28日上午，中国电视艺术家协会召开首届电视主持新星颁奖及研讨会，揭晓了首届电视主持“新星”。中国气象局气象影视中心气象节目主持人王蓝一荣获首届十佳电视主持新星提名奖，崔莉荣获首届百优电视主持新星奖。??????????????                                            ", 2013-5-31 08:31,5,4,3,皮皮时光机,zzdxRrlU3
5,"
                                                                                                    #微科普#【雨天车身需要勤清洗 底盘保养必不可少】不少车主认为下雨天用不着洗车，其实这种观点是错误的，因为雨水里面常会有柏油之类的黏性物质。雨水中的酸性成分对漆面还有腐蚀作用，久而久之也会对车体造成伤害。专家特别提醒，要注意车辆的底部与下部，容易发生锈蚀或者伤及漆面的事。????????????????                                            ", 2013-5-30 09:31,2,评论,1,皮皮时光机,zz4vFjG9a
6,"
                                                                                                    #小微说天气#【江南东部华南西部等地有较强降雨 提醒大家防范注意安全】中央气象台预报，5月30日至6月1日，江南东部华南西部等地有较强降雨。芦山地震灾区，30日，阴有阵雨（1～5毫米）；31日，阴有阵雨（1～5毫米）；6月1日，阴有阵雨（1～3毫米）。 ????????                                            ", 2013-5-30 09:00,转发,评论,赞,皮皮时光机,zz4jkgxfc
7,"
                                                                                                    夏也如四季了                                            ", 2013-5-29 17:04,转发,评论,赞,专业版微博,zyY3o95xH
8,"
                                                                                                    透亮的蓝天！//@小潴仔1983B: 转发微薄                                            ", 2013-5-29 15:26,2,1,赞,专业版微博,zyXppxMwH
9,"
                                                                                                    好诗//@會世龍朝鮮: 倾盆过后虹初挂，姹紫嫣红霓为裳。                                            ", 2013-5-29 10:53,9,2,3,专业版微博,zyVCuzjQa
10,"
                                                                                                    【“火炉”标签宜缓贴】5月21日，石家庄、太原、济南、西安、郑州等城市的日最高温度均超过35℃，石家庄40.1℃。事实上，初夏谈论“火炉城市”为时尚早。尤其是北方早晚温差很大，这也和重庆、南京、武汉等传统“火炉”城市夜间散热困难、睡眠痛苦有所差别。因此，北方“火炉”之说还有待推敲。??????????????????                                            ", 2013-5-29 09:55,2,1,赞,皮皮时光机,zyVeXFm4Z
11,"
                                                                                                    【福建清流县出现罕见“双彩虹”】5月27日下午，“双彩虹”现身清流，持续时间将近8分钟。 这是太阳光与空气中的雨滴产生双反射，并以50~53度角呈现出的图景。里面那层，太阳光在小水珠中经过一次反射，外红内紫，称为“虹”。外面那层，外紫内红，称为“霓”，光线经历两次反射，因而颜色顺序反了。 ????????                                            ", 2013-5-29 09:26,124,32,3,皮皮时光机,zyV3aD6Be
12,"
                                                                                                    【北京地质灾害隐患点新增2000余个】近日，北京市国土资源局公布了各区县地质灾害隐患点的分布情况以及地质灾害隐患避险场地的情况。市民可以登录北京市国土资源局网站，了解其具体位置。点击收看视频：O网页链接????????????                                            ", 2013-5-29 09:05,转发,1,赞,皮皮时光机,zyUUG4PgZ
13,"
                                                                                                    #小微说天气#【黄河以南大部分地区有降雨 四川广西贵州地质灾害风险高】29日～31日，贵州广西等地有较强降雨。重庆、云贵高原东部和南部、湖北南部、江南、华南中西部等地的部分地区有大雨或暴雨，其中，贵州、广西等地局地有大暴雨（100～150毫米）。O网页链接??????????????                                            ", 2013-5-29 08:41,5,评论,赞,皮皮时光机,zyUKU2vun
14,"
                                                                                                    我国首款全球三维数值大气体可视化软件研发成功 O网页链接 ????????                                            ", 2013-5-29 08:36,4,1,2,皮皮时光机,zyUIVp6dX
15,"
                                                                                                    【联合交通部门加强公路交通灾害应急联动建设 大雾高发路段成试点】5月24日，中国气象局应急减灾与公共服务司与公安部交管局、交通运输部公路局召开会议，讨论公路交通气象灾害应急联动机制试点建设工作。据悉，三部门拟选取江苏、安徽、湖北气象灾害尤其是大雾高发路段为试点，6月初启动建设工作。 ????????                                            ", 2013-5-29 08:31,1,评论,赞,皮皮时光机,zyUGQhQ4x
16,"
                                                                                                    【雨后泰山云海】 5月28日，经过一场大雨的洗礼后，泰山出现云海奇观。远处的群山全被云雾吞没，只有几座山头露出云端。 ????????                                            ", 2013-5-28 14:30,4,评论,1,皮皮时光机,zyNCbblEU
17,"
                                                                                                    【广西钦州三娘湾迎大潮“壮观胜钱塘”】三娘湾大潮，与钱塘大潮素有“姊妹”之称，以持续时间长、观赏性强闻名。由于巨石众多，大潮来临时，不断增高的潮波前赴后继拍打奇石，形成浪花飞溅、涛声震天的壮观景象。O网页链接??????????????                                            ", 2013-5-28 14:25,转发,评论,1,皮皮时光机,zyNA2u8lL
18,"
                                                                                                    大黄鸭的妙用                                            ", 2013-5-28 10:22,3,1,1,专业版微博,zyLZHmjX2
19,"
                                                                                                    #组图欣赏#【麦收正火热 气象短信来帮忙】“现在麦收服务很贴心，气象短信里不光有适合收割区域、收割进度、行车路线，还有收割区天气、温度、风力等详细信息，非常管用还免费，有气象科技作‘后台’，不仅丰收在望，一定能‘丰收到手’！”5月24日，湖北省襄阳市襄州区黄集镇襄北农场。??????????????                                            ", 2013-5-28 10:22,1,2,赞,皮皮时光机,zyLZpicMW
20,"
                                                                                                    //@中国气象局团委: 5月26日，2013“根在基层·中国梦”中央国家机关青年基层调研实践活动-走进华山气象站正式启程！来自国家发改委、国防科工委、环保部、国家民委和中国气象局的8名青年将利用一周的时间与华山气象站职工同吃同住同工同勤，亲身体验国家二类艰苦台站的工作和生活！                                            ", 2013-5-28 09:40,2,2,1,专业版微博,zyLIDtCqd
21,"
                                                                                                    【印度天气“高烧”不退 最高气温达45.7℃】2013年5月26日，印度持续高温，新德里民众“全副武装”上街。据报道，印度新德里高温天气已经持续了多日，且最高气温达45.7℃，创10年来同期最高温。 ????????                                            ", 2013-5-28 09:24,1,评论,赞,皮皮时光机,zyLBQnj8S
22,"
                                                                                                    #小微说天气#【我国大部仍有降雨 雨势减弱】今天白天到夜间，雨水依旧霸占我国大部地区，但强降雨范围不大，主要集中在内蒙古，陕西、四川、重庆、广西。其中，陕南川东部分地区有暴雨，芦山震区今天白天也阴有中雨，局地大雨。昨日夜间，芦山震区出现4.2级的较强余震，要注意防范地质灾害。??????????????                                            ", 2013-5-28 09:19,4,评论,赞,皮皮时光机,zyLzOtK26
23,"
                                                                                                    【德国沼泽足球赛变泥地大战】当地时间5月26日，人们在德国Rieste参加第二届德国沼泽足球锦标赛。过去几天的降雨增加了场地的泥泞程度，这场锦标赛几乎变成了泥地大战。??????????????                                            ", 2013-5-28 09:14,1,评论,赞,皮皮时光机,zyLxMle8u
24,"
                                                                                                    【京广高铁昨日遭雷击大面积晚点 最长逾4小时】去年底全线通车的京广高铁，因为雷击昨天遭遇了迄今为止最严重的晚点事故。有列车晚点四个多小时，大批旅客滞留车上。据介绍，造成此次晚点的原因是雷击造成接触网停电。提醒大家以后汛期坐高铁要备好充足食物和饮水。 ????????                                            ", 2013-5-27 09:30,6,4,赞,皮皮时光机,zyCdYDUOZ
25,"
                                                                                                    #小微说天气#【多地降雨突破历史极值】25日起，今年来最大范围强降雨来袭。据统计，河南中部、陕西关中地区和湖北中西部分别有22、17和5个国家气象观测站的日雨量突破建站以来历年5月的日降雨量极值。本轮强降雨仍在持续，今天，山东以及浙江、福建、广东等地还会下起中到大雨，局地暴雨。??????????????                                            ", 2013-5-27 09:25,2,评论,1,皮皮时光机,zyCbN1zmS
26,"
                                                                                                    【黄淮等地强降雨】 中央气象台首席预报员马学款表示：“这次强降水过程影响范围较大，天气系统从四川盆地东部移出，向东北方向发展，移动速度适中，整个过程持续时间较长。将影响到贵州、江南、华南等地。在西南东部、江南、华南会出雷雨大风和冰雹等现强对流天气。”O网页链接 ????????                                            ", 2013-5-26 11:47,2,评论,2,专业版微博,zytH8jfh3
27,"
                                                                                                    【京城中雨 园博会游园需注意】今日北京将有中雨 园博会游园需关注天气变化 O网页链接 ????????                                            ", 2013-5-26 11:20,转发,评论,赞,专业版微博,zytvSl9Ts
28,"
                                                                                                    【新一轮强降雨正继续】我国黄淮江汉等地迎来大范围强降雨，中央气象台继续发布预警提示做好防范。O网页链接 ????????                                            ", 2013-5-26 11:17,5,评论,赞,专业版微博,zytuTrN3B
29,"
                                                                                                    【暴雨黄色预警】预计25日14时至26日14时，山西南部、山东西南部、河南、湖北中东部、安徽中西部、江西西北部、湖南北部和西部、贵州中南部、广西北部和南部、广东南部和西北部、海南南部、云南南部和西南部等地的部分地区有暴雨，其中局地有大暴雨......O网页链接 ????????                                            ", 2013-5-25 15:52,6,1,赞,专业版微博,zylS14jjM
30,"
                                                                                                    #小微说天气#气象资料显示，北京地区今年自进入4月后降水持续偏少。5月23日，在昌平及延庆有零星降雨。本周六夜间到周日，北京还将有一次中雨以上的天气过程。其中周日白天的最高气温将下降到21℃。正值双休日，有外出活动安排的朋友请关注临近的天气预报，适当调整活动安排，注意添加衣服。 ????????                                            ", 2013-5-24 11:59,3,评论,赞,专业版微博,zyaV3y7xq
31,"
                                                                                                    #小微说天气#过去24小时，新一轮的强降雨袭击西北，西南等地。甘肃陇南局地多个站点突破自1951年以来常年同期历史极值。 今天白天到夜间，陕西南部，西南等地将有大到暴雨，四川东南部等地的局部有大暴雨；并伴有短时雷雨大风或冰雹强对流天气。 芦山地震灾区阴有中到大雨，局地暴雨，并伴有雷电。????????????????                                            ", 2013-5-24 09:37,2,评论,赞,皮皮时光机,zy9Z9idhb
32,"
                                                                                                    【美国天气今明将逐步恢复平静】美国中部一带近期多处遭受强降雨和龙卷风的袭击，好在天气终于要恢复平静了。降雨正在向东转移，今天美国东部大部地区都会有降雨，雷雨天气较多。明天将雨过天晴。 ????????                                            ", 2013-5-23 11:38,转发,评论,赞,皮皮时光机,zy1lNfHDE
33,"
                                                                                                    珠海特大暴雨中的行人 ????????                                            ", 2013-5-23 11:21,转发,评论,赞,皮皮时光机,zy1eT5CWi
34,"
                                                                                                    回复@桃子最爱玄玄:目前看江苏的雨水报的不大，具体请关注当地预报。 //@桃子最爱玄玄:江苏没有？                                            ", 2013-5-23 09:28,转发,评论,赞,专业版微博,zy0uZezBF
35,"
                                                                                                    端午节前后民间有赛龙舟风俗，此时也正是早稻抽穗扬花、灌浆、结实关键期，如出现强降水和洪涝灾害，就会严重危害水稻生长等。这种“水害”影响深，所以在江南、华南一带，每年农历五月初五端午节前后（一个月时间内）出现较大降水过程，造成江河水位上涨，甚至出现洪涝的现象，都被称为“龙舟水”。                                            ", 2013-5-23 09:21,2,评论,1,专业版微博,zy0stejHO
36,"
                                                                                                    #小微说天气#【新一轮强降雨即将拉开序幕】25日至27日，南方地区将出现4月28日以来的第五次大范围强降雨过程。此次降水过程影响范围大、降水强度强，部分地区地质灾害气象风险等级偏高。有预报图为证。????????????                                            ", 2013-5-23 09:21,6,3,赞,皮皮时光机,zy0sc3ffx
37,"
                                                                                                    【龙舟水来了！珠海降下特大暴雨 学校停课一天】今天凌晨3点，珠海市暴雨预警升级为红色。昨天08点至今天08点，珠海降雨量超300毫米，达特大暴雨级别。据《珠海市防御气象灾害规定》，暴雨红色预警信号生效时，全市幼儿园、中小学、大专院校停课。气象专家称今年“龙舟水”威力强劲，实属罕见。??????????????                                            ", 2013-5-22 15:49,13,2,1,皮皮时光机,zxTzbpWDY
38,"
                                                                                                    #小微说天气#【华南强降雨持续】虽然暴雨在全国已非主流，但华南地区的强降雨仍在持续。预计未来24小时，福建中南部、广东东部和南部、台湾大部等地仍有大雨，其中，福建东部沿海、广东南部、台湾西部等地的局部地区有暴雨（50～80毫米），上述局部地区并伴有短时雷雨大风。??????????????                                            ", 2013-5-22 08:52,1,评论,1,皮皮时光机,zxQPV30ii
39,"
                                                                                                    【生活提示：进入小满要防晒 如何选择SPF值】防晒霜上标识的SPF表示防晒系数。SPF1表示有效防晒时间为20分钟，SPF5表示有效防晒时间为300分钟。一般来说，在海边、草地等阳光折射率较强的地方或长时间暴露在阳光底下，可选择SPF30-40的防晒护肤品，而一般情况下选择SPF15-20就行了，最多不要超过30。 ????????                                            ", 2013-5-22 08:47,7,评论,赞,皮皮时光机,zxQNU1C1p
40,"
                                                                                                    #小微说天气#【暴雨离场 热浪袭来】南方的暴雨势力减弱，中央气象台撤销暴雨预警。今后三天，我国中东部以升温为主，最高气温30℃的地区迅速增多，高温天气也层出不穷。其中，河南到湖北西部一带未来几天将持续出现高温天气。 ????????                                            ", 2013-5-22 08:40,6,评论,赞,皮皮时光机,zxQL56Q0C
41,"
                                                                                                    //@佳木斯气象: 【普及龙卷风防御知识】龙卷风在黑龙江省也有出现，最近一次是2010年5月15日17点多，受强对流云系影响，绥化市北林区、海伦市、兰西县、庆安县、绥棱县部分乡镇和村屯发生雷雨大风(龙卷风)冰雹自然灾害，造成7人死亡、98人受伤，损坏大量房屋。                                            ", 2013-5-21 15:45,4,评论,赞,专业版微博,zxK7ijHKI
42,"
                                                                                                    【遭遇龙卷风怎么办】每个陆地国家都出现过龙卷风，其中美国最多。中国龙卷风主要发生在华南和华东地区和西沙群岛上。龙卷风来袭时，躲进地下室最安全，在野外遇龙卷风时，应就近寻找低洼地伏于地面，如果开着汽车，应尽快从车中离开，到低洼地躲避。图为2012年8月26日江苏洪泽湖出现“龙吸水”。 ????????                                            ", 2013-5-21 14:24,25,1,赞,皮皮时光机,zxJAajAI9
43,"
                                                                                                    【大气中最强烈的涡旋现象——龙卷风】龙卷风是雷暴巨大能量中的一小部分在很小的区域内集中释放的一种形式。有记录以来美国最致命的龙卷风发生于1925年3月18日，越过了密苏里州东南部、伊利诺伊州南部和印地安那州北部的“三洲大龙卷”（Tri-State Tornado），导致695人死亡。龙卷风的分级详见下图。 ????????                                            ", 2013-5-21 14:14,3,评论,赞,皮皮时光机,zxJw6hFWk
44,"
                                                                                                    【PM2.5浓度与楼层无关】传言9-11层是高层建筑的扬灰层，空气最差，其实不然。街道上的尘土、尾气等污染物基本都集中在1-2米，其浓度随距离增加递减。环境监测表明，1-3层的细颗粒物浓度相对较高。PM2.5的分布也有边界，冬季约有三四百米，夏季则高达1千米。几乎所有建筑都处于这一边界层之下。 ????????                                            ", 2013-5-21 08:33,48,7,赞,皮皮时光机,zxHhGAWVI
45,"
                                                                                                    【小满时节北方冬麦区需防干热风】对华北等地而言，有“小满不满，麦有一险”之说，意思是说北方冬麦区，冬小麦长到小满时，就进入成熟阶段，这时最怕干热风袭击。图为干热风防御漫画~ ????????                                            ", 2013-5-21 08:13,3,评论,赞,皮皮时光机,zxH9zlSi6
46,"
                                                                                                    【今日小满】今天进入小满节气，小满的意思是，夏熟作物籽粒开始灌浆饱满，但还未成熟。全国各地将渐次入夏。农业生产进入三夏大忙时节，需注意防范干热风、烂场雨等灾害。随着气温明显升高且雨量增多，小满养生应除暑湿，苦瓜、薏米、红豆、绿豆、冬瓜、丝瓜、西瓜、山药等都是健脾祛湿的食材。 ????????                                            ", 2013-5-21 08:10,7,评论,赞,皮皮时光机,zxH8toLQN
47,"
                                                                                                    【北京初夏现沙尘几率小但并不异常】历史上北京初夏也出现过沙尘天气,但比春季出现的几率要少得多。沙尘天气产生必须具备两个条件:沙源和大风。从沙源看,一个是就地起沙,另一个是外来沙源。北京5月下旬农田里的庄稼已经出苗,有固沙作用，就地起沙的可能性小。这个季节发生沙尘天气往往是外来沙源。 ????????                                            ", 2013-5-20 09:35,2,评论,赞,皮皮时光机,zxygmw8vK
48,"
                                                                                                    【北京初夏刮沙尘】昨天（5月19日），北京遭遇沙尘天气。图为行人在大风沙尘中艰难行走。中新社吴长青 摄影 ????????                                            ", 2013-5-20 09:30,1,评论,赞,皮皮时光机,zxyeslooj
49,"
                                                                                                    【华南各地“龙舟水”来了！】龙舟水，民间把农历五月初五端午节前后的较大降水过程称为“龙舟水”，端午时节，而这期间南方暖湿空气活跃，北方还时有冷空气南下，在江南和广东，冷暖空气交汇，往往会出现大而集中的降水。 图为5月19日，2013年中华龙舟大赛（福州站）在福州浦下河进行决赛。 ????????                                            ", 2013-5-20 09:22,1,评论,赞,皮皮时光机,zxyb5pRS5
50,"
                                                                                                    【 许小峰副局长在“绿镜头 发现中国”活动启动仪式上给记者提要求】一，采访前准备“功课”要做足；二要以独特视角去观察、思考，做到“留心皆文章”，做出有思想的报道；三要跳出气象看气象，力求通俗易懂、受众喜闻乐见；四要沉下心来做新闻，切忌功利化；五要开阔思路，加强与部门内外媒体合作。 ????????                                            ", 2013-5-20 09:08,3,评论,赞,皮皮时光机,zxy5q65Q8
51,"
                                                                                                    【暴雨黄色预警持续】中央气象台5月20日06时继续发布暴雨黄色预警：????　　预计20日08时至21日08时，江西东南部、福建大部、广东大部、广西中南部、台湾中西部等地有大到暴雨（50～80毫米），局部地区有大暴雨（100～150毫米）；上述局地并伴有短时雷雨大风。??????????????                                            ", 2013-5-20 08:04,1,评论,2,皮皮时光机,zxxFonvAi
52,"
                                                                                                    【中央气象台今日6时发布暴雨蓝色预警】预计19日08时至20日08时，湖南南部、江西南部、福建中南部、广东大部、广西大部、台湾等地有大雨或暴雨（50～80毫米）；其中，广西东北部、广东北部等地的局部地区有大暴雨（100～130毫米）；上述局地并伴有短时雷雨大风或冰雹等强对流天气。????????????                                            ", 2013-5-19 08:39,3,2,1,皮皮时光机,zxot7ieHI
53,"
                                                                                                    【中央气象台发布暴雨蓝色预警】预计18日20时至19日20时，湖南东南部、江西南部、广西中北部、广东北部、福建中北部等地有大雨或暴雨（50～80毫米），其中广西东部等地的局部地区有大暴雨（100～120毫米）；上述局地并伴有短时雷雨大风。 O网页链接 ????????                                            ", 2013-5-18 18:05,1,评论,赞,专业版微博,zxiKzF9Dd
54,"
                                                                                                    #小微说天气#【南方强降雨再度来袭】 18～20日，江南南部、华南等地有中到大雨，部分地区有暴雨（50～80毫米），局地大暴雨（100～130毫米），上述局部地区并伴有短时雷雨大风或冰雹等强对流天气。四川芦山地震灾区，18日阴天，夜间有小阵雨；19日多云转晴；20日，晴间多云。O网页链接 ????????                                            ", 2013-5-18 08:12,5,评论,1,专业版微博,zxeRWi707
55,"
                                                                                                    #暴雨#现在各地都有类似规定，具体可咨询当地气象局。比如北京发布预警之后，各个频道（北京卫视、生活频道、影视频道等）在电视屏幕左上方都会挂上预警标志。                                            ", 2013-5-17 15:59,转发,评论,赞,微访谈-气象专家...,zx8uXkF07
56,"
                                                                                                    #暴雨#北京市最近出台了一项规定，凡是发布暴雨红色预警后，学校会停课。如果暴雨量级不到停课级别，上学路上应小心。比如暴雨时，注意街上的下水道井盖是否盖严。暴雨天气经常伴随雷暴等强对流天气，应对孩子加强防雷方面的科普教育。如需帮助，可与我们联系。                                            ", 2013-5-17 15:52,1,评论,赞,微访谈-气象专家...,zx8s2cQ5D
57,"
                                                                                                    #暴雨#防灾，减灾。灾难我们虽然无法阻止，但可以减少它带来的不利影响。                                            ", 2013-5-17 15:47,转发,评论,赞,微访谈-气象专家...,zx8pOcxEF
58,"
                                                                                                    #暴雨#暴雨来临前注意清沟排水。                                            ", 2013-5-17 15:44,转发,评论,赞,微访谈-气象专家...,zx8oLdjvx
59,"
                                                                                                    #暴雨#防雷分为室外和室内两种。如果在室外，要注意雷雨天气时不要户外空旷处活动、大树下避雨；不要随着携带锄头、雨伞等金属物品；不要接打手机；在室内的话，最好关好门窗和关闭电视、通讯设备，防止天线等引雷。                                            ", 2013-5-17 15:37,转发,评论,赞,微访谈-气象专家...,zx8lT1fyj
60,"
                                                                                                    #暴雨#随着雨季的推进，我国从南到北各地都会陆续进入主汛期。全国是5-9月，但各地主汛期的入汛时间和长短都会有差别。                                            ", 2013-5-17 15:33,2,1,赞,微访谈-气象专家...,zx8kru55K
61,"
                                                                                                    #暴雨#我们一直在做一些相关的气象科普，希望以后能通过各种渠道能够让公众更便捷的获得这些科普知识。                                            ", 2013-5-17 15:26,转发,评论,赞,微访谈-气象专家...,zx8hisLxp
62,"
                                                                                                    #暴雨#很多有关今年汛期降水的报道时提到了南海夏季风，可能很多网友还不太了解，我们请专家为我们解读一下，什么是南海夏季风？ ????????                                            ", 2013-5-17 15:17,转发,评论,赞,微访谈-气象专家...,zx8dNhsp0
63,"
                                                                                                    #暴雨#2012年更换为1981-2010年的数据。                                            ", 2013-5-17 15:11,转发,评论,赞,微访谈-气象专家...,zx8bqqvnM
64,"
                                                                                                    //@柳艳菊: 南海季风的爆发、活跃和中断，对我国天气气候影响比较大。比如季风爆发以后，相当于从印度洋经印度半岛/孟加拉湾、中南半岛以及南海一直到我国中东部地区的水汽通道已经打开，即是我国的雨季正式开始。在爆发后的一到两周内，由于水汽条件很好，在我国西南、华南、江南这些地区多降水发生。                                            ", 2013-5-17 15:09,1,评论,赞,专业版微博,zx8ay2RSA
65,"
                                                                                                    //@气候中心柳艳菊: 从气候中心预测的结果来看，我国北方的降水可能会较常年偏多。因此在北方应注意防汛工作。                                            ", 2013-5-17 15:07,转发,评论,赞,专业版微博,zx89yzIsN
66,"
                                                                                                    #暴雨#我的微访谈""气象专家聊汛期：暴雨何来？""开始啦！今天我和@气候专家柳艳菊 @预报员何立富 会在微访谈跟大家聊天,访谈时间是15:00-16:00,快来提问吧！访谈地址：O网页链接 ????????                                            ", 2013-5-17 15:03,6,2,赞,微访谈-气象专家...,zx884p41K
67,"
                                                                                                    【中国因气象灾害造成损失过去五年明显降低】中国气象局局长郑国光说，近五年来，中国平均每年因气象灾害造成的死亡人数为2260人，较前五年减少396人，平均每年造成的经济损失占国内生产总值比例为0.91%，较前五年明显降低。 ????????                                            ", 2013-5-17 13:54,1,评论,赞,皮皮时光机,zx7FZCAFQ
68,"
                                                                                                    【微访谈预告：#和专家聊聊汛期那些事儿#第一期：暴雨何来？】南方暴雨接踵而至，“看海”再现江湖...... 今年汛期形势如何？今天下午15~16点，中国气象局官方网站@中国气象网 联合新浪天气频道@天气预报 邀请首席@预报员何立富 @气候专家柳艳菊 做客微访谈，欢迎亲们踊跃提问O网页链接 ????????                                            ", 2013-5-17 12:38,19,7,赞,专业版微博,zx7boCULm
69,"
                                                                                                    【去农大听“空间天气”讲座】5月19日，首届空间天气日系列活动将正式启动。中国农业大学被设为主会场，中国科学院院士魏奉思将为广大公众作空间天气科普讲座。与此同时，子午工程科学运行中心和数据中心、国家空间天气监测预警中心空间天气预报台也将免费开放。据悉，类似活动各省也将开展。??????????????                                            ", 2013-5-17 08:56,2,1,赞,皮皮时光机,zx5J2DwJW
70,"
                                                                                                    #小微说天气#【预警虽解除 南方局地仍雨大】未来三天，我国南方地区仍将有较明显降水。17日，四川盆地东部、云南、贵州等地的部分地区有中到大雨，局地暴雨。18～19日，江南南部、华南等地的部分地区有大雨，局部地区有暴雨（50～80毫米）。中央气象台今晨6时解除暴雨蓝色预警。 ????????                                            ", 2013-5-17 08:51,3,2,1,皮皮时光机,zx5GZB1tH
71,"
                                                                                                    【周六中午12点之后可游园博会 天气晴到多云】 5月18日，第九届中国（北京）国际园林博览会开幕式将在北京丰台举行。预计18日上午，园博园地区天气以晴为主，风力不大，气象条件有利于开幕式的顺利进行；中午有3级至4级的南风，最高气温在30℃左右，据悉，12时之后对公众开放，当天门票为半价50元。??????????????                                            ", 2013-5-17 08:46,2,评论,赞,皮皮时光机,zx5EYiksZ
