序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    转发微博                                            ", 2013-5-31 21:46,5,评论,1,iPad客户端,zziKMgNJx
2,"
                                                                                                    #国务院常务会议#李克强今日主持召开国务院常务会议，研究部署进一步加强婴幼儿奶粉质量安全工作，围绕转变政府职能通过一批法律修正案草案和废止、修改部分行政法规的决定。O网页链接 ????????                                            ", 2013-5-31 20:40,2,5,赞,iPad客户端,zzijTEufV
3,"
                                                                                                    “保护种禽生产能力、扶持家禽规模养殖、扶持屠宰加工企业发展、稳定家禽市场流通、加强动物疫病防控、加强正面宣传引导”。近日省政府印发“关于稳定家禽产业发展的通知”。O网页链接 Via@陕西农业 ????????                                            ", 2013-5-31 17:49,2,评论,赞,专业版微博,zzhcfCyEJ
4,"
                                                                                                    小编整理了一下。明天起，《中华人民共和国证券投资基金法》、《司法行政机关强制隔离戒毒工作规定》、《陕西省水上漂流安全管理办法》、《陕西省矿山地质环境治理恢复保证金管理办法》、《陕西省气象灾害监测预警办法》、《西安市配建廉租住房实施细则》等施行。如果您发现还有其他的，欢迎补充。 ????????                                            ", 2013-5-31 17:06,1,1,1,专业版微博,zzgV23PCr
5,"
                                                                                                    【渭南环保局6月3—5日将免费为市民监测室内甲醛！】城区市民报名请拨打电话0913-2158370、0913-2158355。 ????????                                            ", 2013-5-31 16:44,8,3,赞,专业版微博,zzgM1fj15
6,"
                                                                                                    从6月1日起至9月30日，西安市公交总公司将对西安市所有在校中、小学学生使用的IC卡进行年检。年检可个人办理，也可学校集体办理。如学生IC卡未按期进行年检，10月1日后，乘坐西安市公交总公司所属无人售票可刷卡线路将不再享受三折优惠O网页链接。如何年检见下图： ????????                                            ", 2013-5-31 15:39,4,1,赞,专业版微博,zzglJkcqB
7,"
                                                                                                    转发微博                                            ", 2013-5-31 14:37,1,1,1,Android客户端,zzfWuoQ2g
8,"
                                                                                                    【我省新增13个县(区)进入国家贫困地区定向招生计划】今年起，我省铜川市印台区、耀州区、宜君县，咸阳市旬邑县，渭南市合阳县、澄城县、蒲城县、白水县、富平县，延安市延长县、延川县、宜川县，榆林市定边县等13个县（区）进入国家贫困地区定向招生计划 O网页链接。戳图了解报名详情 ????????                                            ", 2013-5-31 14:11,16,9,1,专业版微博,zzfLNklNy
9,"
                                                                                                    参加陕西二级注册建造师考试的考生请注意：打印准考证注意事项看这里O网页链接考点分布看这里O网页链接考试时间及科目为：6月1日9：00—12:00，建设工程施工管理；6月1日14：00—16:00，建设工程法规及相关知识；6月2日9:00—12:00，专业工程管理与实务。Via @陕西建设发布 ????????                                            ", 2013-5-31 11:33,7,8,赞,专业版微博,zzeK09Bmk
10,"
                                                                                                    #新闻发布会#新闻发布会详细情况请登录O网页链接查阅。 ????????                                            ", 2013-5-31 10:51,转发,评论,赞,专业版微博,zzesXt2sn
11,"
                                                                                                    #新闻发布会#田晓东：考试录用工作坚持德才兼备原则，贯彻公开、平等、竞争、择优方针，采取推荐、考试和考察相结合办法进行。 ????????                                            ", 2013-5-31 10:25,1,评论,赞,专业版微博,zzeiibrzM
12,"
                                                                                                    #新闻发布会#田晓东：考试录用公务员按推荐报名、资格审查、笔试、面试、考察、体检、公示录用等步骤组织实施。方法步骤上既坚持了通常公务员录用的程序办法，又针对工人农民特点，在报名和考试考察等环节上有所创新。 ????????                                            ", 2013-5-31 10:24,1,评论,赞,专业版微博,zzehDFjAO
13,"
                                                                                                    #新闻发布会#田晓东：面向基层一线其他人员职位条件:在我省连续任村（社区）党组织书记、主任时间满两届（6年）以上，群众公认，或者获得市级特别是省部级以上劳模称号的，高中（中专、中技）及以上学历，年龄放宽到45周岁。 ????????                                            ", 2013-5-31 10:19,2,评论,赞,专业版微博,zzefGfuaN
14,"
                                                                                                    #新闻发布会#田晓东：面向农民职位条件:在我省农林牧渔等一线直接从事生产经营、进城务工或在当地转移就业从事非农产业的劳动者，工作5年以上，30周岁以下，大专及以上学历，在发展农村产业、服务群众等方面做出突出成绩并受到过乡镇（街道）及以上表彰的。 ????????                                            ", 2013-5-31 10:17,转发,2,赞,专业版微博,zzef6tb5C
15,"
                                                                                                    #新闻发布会#田晓东：面向工人职位条件:在我省境内各类企业生产经营一线直接从事生产经营或从一线选拔到企业管理岗位的劳动者，工作5年以上，30周岁以下，大专及以上学历，在近5年考核中获得过优秀等次并受到过企业（大中型企业所属部门）及以上表彰的。 ????????                                            ", 2013-5-31 10:16,转发,评论,赞,专业版微博,zzeeB9KvI
16,"
                                                                                                    #新闻发布会#田晓东： ????????                                            ", 2013-5-31 10:13,转发,评论,1,专业版微博,zzedo6YW9
17,"
                                                                                                    #新闻发布会#省委组织部副部长田晓东介绍我省今年从优秀工人农民中招录公务员工作有关情况。 ????????                                            ", 2013-5-31 10:08,4,3,1,专业版微博,zzebeep2a
18,"
                                                                                                    【今天是第26个世界无烟日】小编的办公室是无烟办公室，你的呢？ ????????                                            ", 2013-5-31 08:17,11,10,赞,iPad客户端,zzdsikQIz
19,"
                                                                                                    早上好。陕西铁路端午小长假旅客运输方案供参考。                                            ", 2013-5-31 07:09,8,3,1,iPad客户端,zzd0Ed0HS
20,"
                                                                                                    【走进秦岭花谷，畅游美丽宝鸡】为期5天的宝鸡文化旅游节开幕了!走进凤县古羌文化旅游示范园,领略石头羌寨、金沙古城、羌文化博物馆的独特神韵;欣赏大型山水实景原生态舞蹈史诗《凤飞羌舞??古羌新韵》,感受由现代舞美技术、秦岭奇山秀水与古老羌族神秘文化完美结合的视听盛宴. O网页链接 ????????                                            ", 2013-5-30 19:02,18,6,1,专业版微博,zz8fycIoM
21,"
                                                                                                    秦岭南麓户菜路，什么是大美，这里是。云横秦岭家何在，这里真的找不到家了。via:琮钧 ????????                                            ", 2013-5-30 18:54,18,12,4,专业版微博,zz8cwyYWL
22,"
                                                                                                    //@陕西公安:转发微博                                            ", 2013-5-30 17:49,4,3,赞,iPad客户端,zz7M40IqH
23,"
                                                                                                    【《陕西省城市地下管线管理条例》将于今年10月1日起施行】将有效解决因地下管网建设管理缺乏统一的管理监督部门、各专业管网规划之间不协调等问题而导致道路反复开挖造成城市交通拥堵加剧、人民群众正常生活受影响等突出问题。O网页链接 ????????                                            ", 2013-5-30 17:30,8,6,赞,iPad客户端,zz7E4twbA
24,"
                                                                                                    #新闻发布会#【预告】2013年5月31日（星期五）上午10:00， 省新闻办将举行新闻发布会，请中共陕西省委组织部副部长田晓东、省公务员局副局长刘景民发布“2013年陕西省从优秀工人农民中招录公务员工作”有关情况，回答记者提问，敬请关注。 ????????                                            ", 2013-5-30 16:51,9,6,赞,专业版微博,zz7oyBUWz
