序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    本周日（6月2日）不实行“尾号限行”                                            ", 2013-5-31 21:25,-1,15,2,三星Galaxy Note II,zziCa0WXI
2,"
                                                                                                    #成都交管通告#从2013年6月3日起，至2013年11月31日。地铁3号线滨江路站进入第三阶段施工，新南路路段将恢复机动车双向六车道，新南门外侧护河通道路口恢复为机动车双向五车道，按“二进三出”组织交通。待新南路致民路口信号灯启用后，恢复致民路由东向西单向交通。 ????????                                            ", 2013-5-31 18:58,6,2,1,专业版微博,zzhEx6sdl
3,"
                                                                                                    #成都交管通告#从2013年6月3日起，至2013年8月31日。地铁3号线磨子桥站进入第三阶段施工，新南路方向恢复机动车双向六车道， 6月8日起在保障行人、非机动车通行的前提下临时封闭林荫街机动车交通。 ????????                                            ", 2013-5-31 18:58,3,评论,1,专业版微博,zzhEruoBM
4,"
                                                                                                    #成都交管信息#从2013年6月1日起，至2013年11月30日。地铁3号线一号桥站进入第四阶段施工，一号桥路口北口府青路一段将恢复机动车双向六车道，路口东口建设北路一段方向60m范围内因地铁出入口施工，在保留4m人行道保障非机动车、行人通行的前提下临时封闭机动车交通。 ????????                                            ", 2013-5-31 18:58,2,1,1,专业版微博,zzhEjvDkE
5,"
                                                                                                    #成都交管通告#成都市公安局交通管理局关于第十二届《财富》全球论坛期间对中心城区部分地区及道路采取临时交通管理措施的通告 ????????                                            ", 2013-5-31 18:57,93,34,3,分享按钮,zzhDRr9LU
6,"
                                                                                                    #成都交管通告# 成都市公安局交通管理局关于第十二届《财富》全球论坛和2013年全国高考期间在中心城区实施道路交通管理措施的通告 ????????                                            ", 2013-5-31 18:47,18,6,1,分享按钮,zzhzZucwF
7,"
                                                                                                    #成都交通路况# 16:07时，天府大道高管委路口的临时交通管控结束。 ????????                                            ", 2013-5-31 16:11,1,2,赞,专业版微博,zzgyQvaqE
8,"
                                                                                                    #成都交通路况#15:45时，人民南路进城方向车辆排行较长，行驶速度缓慢。交警部门将在高管委路口对进城方向车辆实施临时交通管控，请途经上述路段的广大驾驶员提前绕行。 ????????                                            ", 2013-5-31 15:48,转发,评论,赞,专业版微博,zzgpdCilH
9,"
                                                                                                    #平安童年#成都交警二分局五大队结合“六一”儿童节，以“走进麦鲁小城，小手拉大手”的寓教于乐方式，有针对性地对少年儿童及家长进行了一次交通安全出行常识普及，不断增强监护人对少年儿童交通安全问题的关注和重视。 ????????                                            ", 2013-5-31 12:32,3,3,2,专业版微博,zzf7G9NY7
10,"
                                                                                                    @平安成都                                            ", 2013-5-31 12:05,转发,1,赞,专业版微博,zzeWZnrPW
11,"
                                                                                                    #平安童年#成都交警温江大队民警走进温江东大街一小，隆重举行“关爱生命 礼让小黄帽——温江区迎六一暨学生交通安全教育实践活动”向学校师生宣讲交通安全知识，并现场教授交通手势信号。孩子们，你学会了吗？ ????????                                            ", 2013-5-31 12:05,3,4,赞,专业版微博,zzeWF08yW
