序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    目前，由达州市总投资295万建造的达州市第一艘（川东北片区第一艘）大功率海事救助、执法船舶已完成船舶骨架建造工作。船舶总长：31.00米，型宽：6.00米，型深：2.10米，船舶主机功率：568KW，拖带能力2000吨。 ????????                                            ", 2013-5-31 10:21,6,1,1,专业版微博,zzegrwsa0
2,"
                                                                                                    5月29日，国道317线在“六一”节前组织爱心传递捐助活动，开展了向德格县马尼干戈小学捐赠校服和书籍的爱心传递捐助活动。在此次活动中，国道317线雀儿山隧道Q1标段项目部向马尼干戈小学捐赠校服366套，学习工具书300多本。 ????????                                            ", 2013-5-31 10:20,转发,1,赞,专业版微博,zzeg3gNnT
3,"
                                                                                                    广南高速公路广元连接线工程正式开工建设。广南高速公路广元连接线工程（万源至龙潭项目），是广元连接广南高速的一条快速通道，起于万源新区，途经李家河、范家沟、元山观，止于广南高速公路龙潭互通，估算总投资4.2亿元，预计在2014年12月31日前建成通车。 ????????                                            ", 2013-5-31 10:18,3,1,赞,专业版微博,zzefsCZAy
4,"
                                                                                                    转发微博                                            ", 2013-5-31 09:27,1,评论,赞,专业版微博,zzdUOxXc9
5,"
                                                                                                    转发微博                                            ", 2013-5-31 09:27,转发,评论,赞,专业版微博,zzdUF6Kd5
6,"
                                                                                                    5月25日上午，随着轰隆一声炮响，猴子岩水电站库区S211线淹没复建公路D标段的“季家隧道”顺利贯通。季家隧道全场1205米，地质条件复杂多变，围岩基本为IV级和V级偏压，节理发育，地下水多，施工难度大。 ????????                                            ", 2013-5-31 09:21,转发,评论,赞,专业版微博,zzdSdvm1X
7,"
                                                                                                    四川交职院召开毕业生就业工作推进会 ????????                                            ", 2013-5-31 09:20,转发,评论,1,专业版微博,zzdRQsiWV
8,"
                                                                                                    为感谢广大市民对二环路“双快工程”的建设支持，5月31日至6月10日快速公交试运行期间，实施“刷卡不扣费、购票不付费”的服务方式。乘客进出站操作流程与付费乘车完全一致。试运行期满后， 6月11日早6时起实行收费运营。 ????????                                            ", 2013-5-31 09:19,7,评论,2,专业版微博,zzdRh2x5u
9,"
                                                                                                    5月21日，南充市副市长廖伦志主持召开“南充港都京作业区一期工程项目”专题协调会，研究南充港都京作业区一期工程建设推进相关问题。 ????????                                            ", 2013-5-24 10:11,2,评论,1,专业版微博,zyadd2bMP
10,"
                                                                                                    继4月12日成都地铁2号线龙泉站至保安村站盾构区间左线贯通，5月19日，该区间右线完成掘进。至此，龙泉站至保安村站地下盾构区间全面贯通。该地下段长1356米，从龙泉站沿龙工北路地下向东行进，下穿怡和新城A区后转向龙西路，最后到达保安村站。 ????????                                            ", 2013-5-24 10:09,2,2,1,专业版微博,zyac74T0q
11,"
                                                                                                    泸州市全面升级出租汽车行业管理系统 ????????                                            ", 2013-5-24 10:08,转发,评论,1,专业版微博,zyabWqn9n
12,"
                                                                                                    陌生来电骂不停 关机你就中招了                                            ", 2013-5-24 10:07,-1,5,1,专业版微博,zyabmEGct
