序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #财富论坛#【苏安迪：财富全球论坛选择成都 因为成都体现三大重要趋势】《财富》杂志总编辑苏安迪：第一个大趋势是中国的西部大开发。第二个大趋势是城镇化，中国城镇化发展最快的地方是中国的西部。第三个大趋势是中国经济的转型。中国西部在这三种大趋势的前沿，所以选择了中国的西部，选择了成都。 ????????                                            ", 2013-5-31 17:24,20,4,赞,专业版微博,zzh2n5s16
2,"
                                                                                                    【6月10日至22日 燕子沟门票免费】还记得电影《画壁》中，天堂般清新幽静的红石峡谷吗？她并不远在天涯，就在离成都仅283公里的燕子沟！燕子沟近期发消息：6月10日至22日，无论是参团还是自驾，不再需要购买门票！6月，去贡嘎山脚下享受清凉，邂逅冰川红石吧！机会难得喔！ ????????                                            ", 2013-5-31 15:59,51,12,赞,专业版微博,zzgtKmqGA
3,"
                                                                                                    【四川档案馆7件""国宝级""档案首次与公众见面】昨日，四川省档案馆举办了“媒体开放日”活动，7件“国宝级”档案文献首次揭开神秘面纱。即日起感兴趣的朋友可前往花牌坊街191号省档案馆免费参观。6月8日上午，该馆还将举办“公众开放日活动”，更多精彩节目等您去互动！O网页链接 ????????                                            ", 2013-5-31 15:09,2,1,1,专业版微博,zzg9CtjZD
4,"
                                                                                                    【郫县薰衣草生态旅游节开幕啦】还在为周末出游烦恼吗？近日，以“水润蜀都、绿满鹃城、花香郫县”为主题的第二届郫县薰衣草生态旅游节在郫县唐昌镇隆重开幕啦。旅游节为期一个月，将展示郫县丰富的旅游文化资源、浓郁的乡土风情文化。漫步在迷人的花海，品味唯美与浪漫，赶快去看看吧！ ????????                                            ", 2013-5-31 14:20,54,14,4,专业版微博,zzfPrmYlC
5,"
                                                                                                    #世界无烟日#【拒烟的理由，大家一起补充】①中国“烟民”超3亿，每年近600万人因吸烟丧命；②大约每30秒有一人死于与烟草相关疾病；③易造成孕妇流产、胎儿畸形；④加速女性衰老；⑤令儿童智力变低；⑥若戒烟成功，世上还有事什么能难倒你？⑦明天六一儿童节，请用清新口气迎接孩子……@央视新闻 ????????                                            ", 2013-5-31 12:20,39,13,1,专业版微博,zzf2XjCDb
6,"
                                                                                                    #鸟瞰市州#【6月4-7日 成都地铁2号线西延线邀您试乘】为了让市民提前感受成都地铁2号线西延线通车后的便利和快捷，从6月4日至7日，将邀请市民参加2号线西延线免费观光试乘体验活动。2号线西延线的各个站点，都可以领到免费试乘票。每人每次限领一张，仅限一人使用，一张票可以进出站两次哦。 ????????                                            ", 2013-5-31 10:39,11,1,1,专业版微博,zzenTmlMr
7,"
                                                                                                    【去泰迪熊博物馆给童心放个假】泰迪熊作为童 年纯真记忆的组成部分，受到许多朋友的喜爱。 中国泰迪熊博物馆位于成都温江，是中国首个展 现泰迪熊文化的国际性主题博物馆，里面陈列了 一千余只不同形象的泰迪熊。大小朋友们，这个 六一，和憨态可掬的泰迪熊一起合影、玩耍吧， 给我们的童心放个假！ ????????                                            ", 2013-5-30 20:15,20,14,2,微博手机版,zz8J8BBxu
8,"
                                                                                                    #财富论坛#【600多位商业领袖和全球领导人出席2013成都财富全球论坛】从今日举行的2013成都财富全球论坛新闻发布会上获悉，将会有超过600名嘉宾出席财富全球论坛。其中包括，《财富》500强企业总裁、商界、政界及民间团体的世界领袖。本届论坛系第12届财富全球论坛，首次在中国西部举办。 ????????                                            ", 2013-5-30 16:04,5,2,2,专业版微博,zz75oagIs
9,"
                                                                                                    #鸟瞰市州#【6月1日 去成都金堂看龙舟赛咯！】以“舟连沱江水 龙聚华夏心”为主题的2013年“清凤杯”中国龙舟公开赛（成都金堂站），6月1日-2日将在金堂县官仓镇白马湖举行，届时将有来自广东、江苏、湖北、四川等地16支参赛队在此展开激烈角逐。扣人心弦的龙舟赛即将开赛，同学们，记得去看喔！ ????????                                            ", 2013-5-30 15:12,12,2,1,专业版微博,zz6KbdM8h
10,"
                                                                                                    【为500强们给出您“最成都”的建议】吃火锅、看川剧、探熊猫……哪件事是到成都后最值得参与的体验？6月6日，2013成都财富全球论坛即将启幕，有朋自远方来，您对他们在参加财富全球论坛之余的出行、游览，以及带什么礼物回家、最应该做的一件事等，有什么“最成都”的建议呢？一起来说说吧！ ????????                                            ", 2013-5-30 14:16,5,8,2,专业版微博,zz6nrr1OQ
11,"
                                                                                                    #高考#【高考前十天 少吃桃子和坚果】一年一度的高考即将到来，家长和考生均进入一个高度敏感期，怎样让孩子吃得营养？四川营养专家支招：高考前十天少吃桃子和坚果。没有完全成熟的桃子吃了会引起腹胀或腹泻；坚果油脂含量较高，对肠胃刺激大，不易消化。可将新鲜的荔枝、龙眼、枇杷作为夏日小零食。 ????????                                            ", 2013-5-30 12:46,36,4,赞,专业版微博,zz5N33J89
12,"
                                                                                                    #交通枢纽#【成都新机场高速11月动工】成都新机场高速公路，预计将于今年11月动工建设，建设周期3年，将于2016年11月建成通车。除了新机场高速，今年四川还将建设雅安至康定、绵阳至西充、汶川至马尔康等多条新高速公路，确保开工建设新高速公路项目500公里，力争开工建设1000公里。 ????????                                            ", 2013-5-30 11:02,11,4,1,专业版微博,zz56JoHwl
13,"
                                                                                                    #鸟瞰市州#【成都二环快速公交 31日起免费坐11天】成都二环路快速公交将于5月31日至6月10日，进行为期11天的试运行，每日运行时间为早6:00至晚23:00。为感谢市民对二环路""双快工程""建设的支持，试运行期间将实行""刷卡不扣费,购票不付费""的服务方式，也就是说试运行期间可以免费乘坐。 ????????                                            ", 2013-5-30 10:19,23,5,1,专业版微博,zz4Plrnbl
14,"
                                                                                                    #鸟瞰市州#【尝鲜成都二环 遵守交通法规】昨日，贯通全城的成都新二环高架终于通车了，许多市民迫不及待地上二环路“尝鲜”，产生了诸多“第一”例——限号车蒙混入内、大爷暴走二环、匝道当停车道……交警提醒，市民在“尝鲜”二环同时，要谨记遵守交通法规，二环高架不是想上就能上的。 ????????                                            ", 2013-5-29 16:12,7,2,3,专业版微博,zyXHZ6r36
15,"
                                                                                                    #聚焦天府#【四川：两年消除农村残疾人家庭D级危房】我省近日制定实施《关于优先解决城乡低收入残疾人家庭住房困难的通知》，要求各地把残疾人D级危房户优先纳入“农村危房改造”民生工程安排，确保到2015年全面消除农村残疾人家庭D级危房。O网页链接 ????????                                            ", 2013-5-29 15:02,转发,评论,1,专业版微博,zyXfx1A5p
