序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    不用客气！为您服务！[呵呵]                                            ", 2013-5-31 20:46,8,18,2,360安全浏览器,zzimmbCZ9
2,"
                                                                                                    #平安童年#【打拐大队民警看望被解救少年】成都市公安局刑侦局打拐大队民警前往机投中学看望被解救少年晏某，给他带去了节日礼物，询问了他的学习情况和表现，民警叮嘱晏某要好好学习，自立、自强，学会感恩，以优异的学习成绩回报社会、回报在他成长的道路上关心他的人。真心祝他快乐生活，健康成长！ ????????                                            ", 2013-5-31 15:51,5,1,1,专业版微博,zzgqpdGyd
3,"
                                                                                                    #平安童年#【成都交警二分局民警走进麦鲁小城讲交通安全】结合“六一”儿童节，成都交警二分局五大队民警以“走进麦鲁小城，小手拉大手”寓教于乐的方式，有针对性地对小朋友们及家长进行了一次交通安全出行常识普及，不断增强监护人对少年儿童交通安全问题的关注和重视。via@成都交警 ????????                                            ", 2013-5-31 14:17,3,2,赞,专业版微博,zzfOm0B6F
4,"
                                                                                                    #社会万象#【成都男子替人扣分销罚单 被行政拘留十日】帮朋友处理车辆的交通违法罚单，却连朋友的性别、车牌号都不清楚。前日，@成都交警六分局 民警在大厅挡获了“糊涂”的张某。张某因涉嫌使用虚假信息代替接受违法处理被行政拘留，成为新规实施后，成都被拘首人。via@腾讯视频 O网页链接 ????????                                            ", 2013-5-31 13:46,9,5,1,专业版微博,zzfBSogH8
5,"
                                                                                                    #和谐成都#【市民送高考考车轻微违法 交警将记录并放行】昨日，四川省公安交警部门要求，各级交警的执勤民警在执勤中对载送考生的车辆予以关照，对有轻微和一般违法行为的，应先记录放行，过后再按规定进行处理，对严重违法行为暂不能放行的，应优先考虑帮助考生及时赶赴考场参加考试。via@华西都市报 ????????                                            ", 2013-5-31 13:26,3,3,1,专业版微博,zzftH3UET
6,"
                                                                                                    #和谐成都#【高考禁噪最高罚5万】 为了让广大考生在安静的环境中休息、备考，成都将于6月1日起，出台高考禁噪的相关文件。 禁噪范围为城区三环路以内，可能影响学生高考的工地施工等四类扰民噪声将是整治重点，情节恶劣的可被顶格罚款5万元。市民可拨打城管24小时热线电话12319的举报。via@华西都市报 ????????                                            ", 2013-5-31 13:20,7,1,1,专业版微博,zzfrpdCYu
7,"
                                                                                                    #社会万象#【克隆出租车违反禁令被拦 顶着交警狂奔30米】5月23日中午，梁某驾驶一辆克隆出租车在本市天府广场西单行道违反禁令标志被执勤交警拦下，梁某却突然启动车辆，顶着交警行驶30米后驾车逃逸，致民警从车上摔下受伤。目前，梁某因涉嫌阻碍民警依法执行公务，已被青羊分局刑事拘留。via@成都商报 ????????                                            ", 2013-5-31 11:54,8,6,1,专业版微博,zzeSebf5S
8,"
                                                                                                    成都！早安！动起来！舞起来！（Photo by @舒玲_ ） ????????                                            ", 2013-5-31 08:17,转发,19,1,iPad客户端,zzdsfpgEd
9,"
                                                                                                    #平安童年#【公益行动】@新浪四川 @平安成都 联合发起#平安童年#保障儿童权益关爱行动！快来领取守护者勋章，一起加入平安童年守护者联盟吧！ O网页链接 ????????                                            ", 2013-5-30 16:57,1,6,4,专业版微博,zz7qJEifJ
10,"
                                                                                                    #平安童年##公民警校计划#【武侯分局民警走进科华中路小学讲法制】今天下午，@南站地区派出所 民警走进科华中路小学进行法治教育宣传。小朋友们看到小武在拍照，展现出了过人的“抢镜”能力，都往镜头前凑，咳咳，表演欲旺盛啊！via@平安武侯 ????????                                            ", 2013-5-30 16:54,2,评论,1,专业版微博,zz7pMz3Ij
11,"
                                                                                                    #平安童年##公民警校计划#【成华分局民警走进双语实验学校讲法制】今天上午，猛追湾派出所民警杨斌来到双语实验学校，给小朋友们上了一堂法制教育宣传讲座，旨在教会大家如何自我保护。via@成华公安 ????????                                            ", 2013-5-30 16:31,1,2,2,专业版微博,zz7gm7D2W
12,"
                                                                                                    #平安童年##公民警校计划#【青羊分局民警走进草堂小学讲安全防范】现场互动频繁！戴Sir风趣幽默！小同学们可喜欢戴Sir啦！警察蜀黍祝小朋友们“六一”快乐！via@青羊警方 ????????                                            ", 2013-5-30 15:49,4,2,3,专业版微博,zz6Z9napX
13,"
                                                                                                    #平安童年##公民警校计划#【金牛分局民警走进抚琴小学讲交通安全】今天上午，西安路派出所民警廖海、Vivi姐给抚琴小学的小朋友们上了一堂生动的交通安全教育课！小朋友们相当的热情！相当的踊跃！最后给小朋友们发臂章时，场面失控，热情爆棚啊！那场面！那家伙！节日快乐啊小宝贝们！via@成都金牛公安 ????????                                            ", 2013-5-30 15:13,1,5,2,专业版微博,zz6KJuxMJ
14,"
                                                                                                    #平安童年#【小编宣言】 ????????                                            ", 2013-5-30 12:18,2175,696,120,专业版微博,zz5BspaBH
15,"
                                                                                                    #平安童年#【需要关爱】 ????????                                            ", 2013-5-30 11:52,29,11,3,专业版微博,zz5qYDRqd
16,"
                                                                                                    #平安童年#【我要给你平安童年！】你我不是专业的律师，不是专业的救助人员，不是勇猛的警察，更没有万贯家财可以帮助每一个孩子，但这些孩子的平安童年需要你我的守护！倡议大家提供各种建议和方法，让我们每一个普通人都能成为#平安童年#的守护者！@新浪四川 @平安成都 联合发起公益行动！恳请支持！                                            ", 2013-5-30 11:15,22,22,45,媒体版微博,zz5ccl5gI
