序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【灾区孩子的梦】在龙门乡的一处安置点，一面心愿墙上，孩子们纷纷用稚嫩的笔迹写下各自的心愿和梦想：“希望家乡不再有地震，希望大家都平安”、“谢谢解放军叔叔”、“我的心愿是能考上北京大学”、“我要当兵”、“我要当医生”……@中国青年报 ????????                                            ", 2013-5-31 16:10,13,7,4,专业版微博,zzgyax6nD
2,"
                                                                                                    “六一”儿童节前夕，13集团军驻川某团抗震救灾一连官兵与天全县仁义乡红军村的儿童共度六一，驱散他们对地震灾难的心理阴影！ ????????                                            ", 2013-5-31 08:44,40,23,19,专业版微博,zzdD99f7A
3,"
                                                                                                    37医院定期组织医疗队进村入户为受灾群众巡诊。 ????????                                            ", 2013-5-30 15:43,16,13,11,专业版微博,zz6WK7xhL
4,"
                                                                                                    芦山抗震救灾已进入灾后重建、攻坚克难关键阶段，救灾官兵和民兵预备役人员广泛开展“学人民、爱人民、为人民”活动，鼓励灾区群众树立重建家园的信心，帮助灾区群众修整道路、抢收抢种，尽心尽力帮助群众解难事、做好事、办实事。 ????????                                            ", 2013-5-27 16:41,35,16,14,专业版微博,zyF2LdanC
5,"
                                                                                                    【我们在一起】十几分钟前， 中国地震台网正式测定在四川省雅安市芦山县（北纬30.3度，东经103.0度）发生4.2级地震，震源深度17千米。在雅安庐山7.0级强烈地震1个多月后，灾区仍旧余震频发，在每一个危险时刻，军队依然和人民在一起。 ????????                                            ", 2013-5-26 21:27,68,46,24,三星Galaxy Note II,zyxuktO7T
6,"
                                                                                                    “灾区既是战场，也是考场。”在救援官兵的心中，严格遵守群众纪律与快速高效的救灾行动同等重要。 ????????                                            ", 2013-5-26 10:22,26,13,16,专业版微博,zyt8Fffof
7,"
                                                                                                    5月23日16时，宝兴突降暴雨，冷木沟和教场沟出现山洪。宝兴县人武部第一时间组织民兵应急分队60余人，与县武警水电部队24人、十三军铁拳师先锋团35人，连夜冒雨疏通沟道壅塞体，并在教场沟沟口、冷木沟沟口装防洪沙袋2000余袋。（林远） ????????                                            ", 2013-5-24 16:55,52,21,21,专业版微博,zycR8qTK2
8,"
                                                                                                    #通报#截止22日16时，四川全省灾区完成活动板房搭建101653平方米，在建650平方米；农村受损房屋安全鉴定完成573388户，城镇受损房屋安全鉴定工作结束。灾区省、县道基本畅通，S210线继续双日放行，单日管制禁行；96个应急处治项目完工85个，开工在建11个。 ????????                                            ", 2013-5-24 11:00,24,10,7,专业版微博,zyawXdKKn
9,"
                                                                                                    #通报#受高空气流波动和暖湿气流的共同影响，灾区今天可能出现强降雨天气，伴有雷电、短时阵性大风，可能造成雷电伤人、行车安全等问题，提醒灾区群众和救灾部队，高度关注天气变化，搞好次生灾害防范。 ????????                                            ", 2013-5-24 10:55,3,评论,1,专业版微博,zyauMamz3
10,"
                                                                                                    #通报#5月23日，救灾任务部队共医疗救治和巡诊248人次，抢种抢收23亩，分发卸载和搬运物资1045吨，清理危房63间，搭建帐篷、简易房89顶（间），防疫洗消4.4万平方米，清理土石和垃圾1456立方米。 ????????                                            ", 2013-5-24 10:49,14,2,4,专业版微博,zyasta0Hj
