序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    不同性别、年龄体温略有不同。女性略高于男性，新生儿略高于儿童，年轻人略高于老年人。冬春季节经常流行呼吸道传染病。呼吸道传染病往往有发热症状，而且有传染性。所以在冬春季节有发热症状者，应当在发热门诊就诊。                                            ", 2013-5-31 08:43,25,12,赞,专业版微博,zzdCPFunb
2,"
                                                                                                    #被吸烟 我不干# 今天是第26个世界无烟日。7.4亿中国人在吸二手烟。有些时候，拒绝，是一种责任，权利和关爱。为了自己和大家的健康，请对二手烟说不！ O网页链接 ????????                                            ", 2013-5-31 08:42,183,50,2,新浪视频,zzdCe7aE7
3,"
                                                                                                    高血压是最常见的心血管疾病。在没有情绪激动、紧张和运动等因素刺激下，收缩压≥140毫米汞柱或舒张压≥90毫米汞柱，就应当请医生诊断是否患了高血压。高血压往往悄然起病，发病早期患者常常毫无感觉。因此成年人每年至少应测量1次血压。                                            ", 2013-5-30 08:40,31,6,1,专业版微博,zz4aZtABM
4,"
                                                                                                    #人感染H7N9禽流感# 疫情信息：2013年5月20日16时至5月27日16时，全国内地未报告新增人感染H7N9禽流感病例。新增死亡病例1例，新增康复病例4例。截至目前，我国内地共报告130例人感染H7N9禽流感确诊病例，其中死亡37人，康复76人。目前病例处于散发状态，尚未发现人传人的证据。（卫生计生委网站） ????????                                            ", 2013-5-29 14:29,8,5,1,专业版微博,zyX2jC1id
5,"
                                                                                                    #无偿献血# 能保障医疗临床用血的需要，保证输血安全，达到治病救人的目的。适量献血对身体健康是没有损害的。                                            ", 2013-5-29 14:26,1,7,1,专业版微博,zyX1a7aXk
6,"
                                                                                                    保健食品不能代替药品。                                            ", 2013-5-24 09:09,16,9,2,专业版微博,zy9NStR4u
7,"
                                                                                                    不吸烟的人要敢于对吸烟者说不，以避免被动吸烟的危害。远离烟草，享受健康生活。                                            ", 2013-5-23 09:38,14,5,1,专业版微博,zy0z23Sob
8,"
                                                                                                    要养成良好的学习、工作习惯，经常参加文体活动的习惯和良好的睡眠习惯。                                            ", 2013-5-21 08:16,8,3,1,专业版微博,zxHaJsf3f
9,"
                                                                                                    国家卫生计生委就食品安全标准和风险监测评估等工作专门下发通知，在再次强调要在2013年底前完成食品安全地方标准清理这一时限的同时，要求对已有食品安全国家标准的，应当及时废止相应的地方标准。（京华时报） ????????                                            ", 2013-5-20 14:57,6,9,赞,专业版微博,zxAn6uicZ
10,"
                                                                                                    合理膳食、适量运动、戒烟限酒、心理平衡~~~                                            ", 2013-5-20 14:53,16,4,1,专业版微博,zxAlH3xtT
11,"
                                                                                                    //@新浪健康: 毛群安表示，媒体作为公众接受营养健康信息的首要渠道，应传播科学的营养健康知识。马冠生建议，应引导教育中国居民合理三餐、均衡膳食、积极锻炼，达到能量的收支平衡。宋军指出，今年营养中国行各站活动将重点解读全国数据，针对当地监测结果，有的放矢地为当地居民开出营养处方。                                            ", 2013-5-18 16:15,3,4,1,专业版微博,zxi20ubG4
12,"
                                                                                                    世界卫生组织15日通报，两名医护人员在沙特阿拉伯感染新型冠状病毒，这是首起患者传染医护人员的病例。世卫组织发言人格里高利??黑特尔说：“这是我们首次获得颇为确凿的（患者与医护人员之间传染）证据。”世卫组织提醒医疗部门采取妥善措施，减少医护人员受传染的风险。（新华社） ????????                                            ", 2013-5-17 10:37,12,7,赞,专业版微博,zx6o9AB0o
