序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
70,"
                                                                                                    【阿坝州计划每年安排2亿元用于生态环境保护】为加快我州“三区一中心”建设和岷江—大渡河流域水生态综合治理，阿坝州从2017年开始，每年统筹安排国家重点生态功能区转移支付资金2亿元，重点用于岷江—大渡河流域水生态治理等跨区域、跨流域生态保护与建设。 ????????                                            ", 8月17日 09:02,转发,评论,1,360安全浏览器,FhtIIcixO,0
71,"
                                                                                                    漂亮！//@阿坝旅游:2017年8月12日航拍震后九寨沟                                            ", 8月13日 09:18,9,6,64,vivo X5Pro,FgS79s4hf,0
72,"
                                                                                                    等你""补妆""归来！//@微视评:您从第四纪冰川走来，一路涅槃重生，一路风光无限。您天生就是国际范，我怎能忘记您的倩，待到山花烂漫时，我将归来抚摸您曾受伤的脸。                                            ", 8月12日 17:34,12,5,3554,vivo X5Pro,FgLW3aTGn,0
73,"
                                                                                                    #九寨沟7.0级地震#【知遇知恩 寻找好人】据阿坝州政府应急办，8月11日21时04分，接到江西籍刘丹（同音）女士来电，8月8日晚，九寨沟地震发生后，家人旅游住在九寨天赐藏浴酒店，其女儿被困二楼，2名男子从一楼搭人梯将其救出送至大巴车，刘女士仅知道男子王万军（同音）苏惠平（同音）系仪陇县柴井乡人 ????????...展开全文c                                            ", 8月11日 22:21,10,7,45,微博 weibo.com,FgEocxmL0,1
74,"
                                                                                                    #九寨沟7.0级地震# 22：00接九寨沟县应急办书面报告，截至8月11日21时，经初步核查，九寨沟7.0级地震已造成24人死亡（其中10人身份不明，14人已核实身份）。相关情况续报。via阿坝州政府应急办 ????????                                            ", 8月11日 22:18,6,6,13,微博 weibo.com,FgEmX7rse,1
75,"
                                                                                                    #九寨沟7.0级地震# 【九寨沟地震灾区河谷中发现一辆中巴车 内有3具遗体】8月11日13时许，救援队在漳扎镇上寺寨附近河谷中发现一辆中巴车，车内发现3具遗体。目前，遗体已转移至九寨沟县喜来登国际大酒店停车场，随后将运至县城殡仪馆。截至目前，九寨沟7.0级地震已造成23人死亡、493人受伤（其中 ????????...展开全文c                                            ", 8月11日 18:47,126,46,26,微博 weibo.com,FgCZhiUgG,1
76,"
                                                                                                    #九寨沟7.0级地震# 【九寨沟景区门票车票已退票金额达592.70万元】据阿坝文旅公司统计，8月9日九寨沟共售票29184张，截至8月11日12:00，成都现场及网上已退票21797张，退票金额达592.70万元（不含九寨沟沟口现场退票人数及金额）；截至8月10日，九寨沟景区现场现金退票3362张，退票业务仍在持续。 ????????                                            ", 8月11日 17:46,1,5,15,微博 weibo.com,FgCAzuL9D,1
77,"
                                                                                                    #九寨沟7.0级地震#【截至8月11日11时阿坝州国省干线道路应急抢通保通情况】????????????一、国道213线 　　茂县境内K769+700(石大关旧关楼）处因山体上方存在松散危体，现已抢通应急便道，保障应急救援车辆管制通行。 　　二、国道544线（原省道301线） 　　中断道路已抢通便道，垮塌路段已疏通，现达不 ????????...展开全文c                                            ", 8月11日 12:02,6,2,15,360安全浏览器,FgAkNi3oj,1
78,"
                                                                                                    #九寨沟7.0级地震# 【九寨沟7.0级地震遇难人员名单】　接九寨沟县应急办书面报告，截至目前，九寨沟7.0级地震遇难的20人，其中14名遇难者已确认身份，6名正在核实身份。相关情况续报。（阿坝州人民政府应急管理办公室） ????????                                            ", 8月11日 10:11,116,139,93,360安全浏览器,FgzBYwvfK,1
79,"
                                                                                                    #九寨沟7.0级地震# 接九寨沟县应急办和州卫计委书面报告，截至目前，九寨沟7.0级地震已造成20人死亡、493人受伤（其中重伤45人，较重56人，轻伤392人）。相关情况续报。via 阿坝州政府应急办 ????????                                            ", 8月10日 21:40,9,10,23,微博 weibo.com,FguH5ye43,1
80,"
                                                                                                    转发微博                                            ", 8月10日 16:24,3,3,2,360安全浏览器,FgsCNcB3W,-1
81,"
                                                                                                    #九寨沟7.0级地震# 接九寨沟县应急办书面报告，经初步核查，截至8月10日12时，“8·8”九寨沟7.0级地震已致20人死亡（其中游客6人，本地群众2人，未查明身份12人，新增1人未查明身份），431人受伤(重伤18人，其中17人重症伤员已转移至成都、绵阳救治，1名重伤员暂在松潘县医院救治。注：431名受伤人员中 ????????...展开全文c                                            ", 8月10日 13:00,2706,4528,8490,360安全浏览器,FgrhUk3ax,1
82,"
                                                                                                    #九寨沟7.0级地震# 【“8·8”九寨沟地震已致19人死亡263人受伤】接九寨沟县应急办书面报告，截至8月9日18时25分，经初步核查，“8·8”九寨沟地震已致19人死亡，263人受伤（10人重伤，危重3人，253人轻伤），死亡游客遗体已全部转运至县殡仪馆。相关情况续报。via 阿坝州政府应急办 ????????                                            ", 8月9日 19:47,14,17,25,微博 weibo.com,FgkwwsVo8,1
83,"
                                                                                                    #九寨沟7.0级地震# 【阿坝州慈善总会关于向“8.8”九寨沟地震灾区捐款的倡议书】O网页链接????????????????2017年8月8日21时19分，阿坝州九寨沟县（北纬33.2度，东经103.8度）发生7.0级地震，震源深度20千米。据初步统计,灾害已造成247人受伤，（其中，40人重伤；207人轻伤）19人死亡。为有效做好受 ????????...展开全文c                                            ", 8月9日 18:24,12,5,33,360安全浏览器,FgjZ7FdTb,1
84,"
                                                                                                    #九寨沟7.0级地震# 【阿坝州迅速下拨救灾资金 保障抗震救灾顺利推进】为支持灾区做好应急抢险和群众转移安置工作，阿坝州财政局紧急启动了《阿坝州财政应急保障预案》。同时按照州委、州政府决定州级财政紧急调度0.5亿元救灾资金，截至目前共计向九寨沟县调度应急救灾资金2亿元（中央财政紧急拨付四川 ????????...展开全文c                                            ", 8月9日 17:56,11,13,12,360安全浏览器,FgjNwdnwY,1
85,"
                                                                                                    #九寨沟7.0级地震# 最新应急电话                                            ", 8月9日 17:51,19,2,1544,360安全浏览器,FgjLtoeEI,1
86,"
                                                                                                    #九寨沟7.0级地震# 【九寨沟县财政局关于接受社会爱心捐赠相关事宜的公告】O网页链接九寨沟县抗震救灾指挥部： 　　2017年8月8日21时19分，在九寨沟县发生7.0级地震。灾情发生后，社会众多爱心人士十分关注灾区救援救助工作，并表达了捐款的意愿。为畅通捐款渠道，现将捐款方式公布如下。????????????...展开全文c                                            ", 8月9日 17:34,5,4,13,360安全浏览器,FgjEsaANa,1
87,"
                                                                                                    #九寨沟7.0级地震#接九寨沟县应急办书面报告，九寨沟县漳扎镇M7.0级地震抢险救援工作最新情况如下： 　　一、道路交通情况　　一是县城至漳扎镇、九寨天堂至川主寺道路可通行；二是省道301线九寨沟漳扎镇（沟口）至九寨天堂K79已于凌晨4点抢通便道，K83现持续跨方，正待令，K98孤石断道，现已由松潘 ????????...展开全文c                                            ", 8月9日 16:37,16,7,15,360安全浏览器,Fgjhlkujr,
88,"
                                                                                                    #九寨沟7.0级地震# 【九寨沟县7.0级地震已造成19人死亡247人受伤】截至8月9日13时10分，经初步核查，“8·8”九寨沟地震已致19人死亡，247人受伤（40人重伤，其中7人已转院，4人转至绵阳中心医院，3人转至四川大学华西医院，其余已全部转移到九寨沟县人民医院和县中藏医院；207人轻伤）。死亡和受伤情况 ????????...展开全文c                                            ", 8月9日 15:38,25,25,24,360安全浏览器,FgiTBrKME,1
89,"
                                                                                                    #九寨沟7.0级地震# 截至8月9日9时25分，经初步核查，九寨沟县漳扎镇M7.0级地震已造成13人死亡、175人受伤（28人重伤）。相关情况续报。via阿坝州人民政府应急管理办公室 ????????                                            ", 8月9日 09:40,84,70,68,微博 weibo.com,FggyrnXi2,1
90,"
                                                                                                    #九寨沟县7.0级地震#航拍：从空中俯瞰九寨沟县城，建筑基本完好，秩序井然。社会车辆排队从景区开出。 L成都商报的秒拍视频 ????????                                            ", 8月9日 08:54,48,22,86,分享按钮,FggfF7KBD,1
91,"
                                                                                                    #九寨沟7.0级地震# 【九寨沟正疏散游客】截至8月9日凌晨5时00分，经初步核查，九寨沟县漳扎镇M7.0级地震已造成9人死亡、164人受伤（23人重伤，141人轻伤）。目前，据初步统计，九寨沟县漳扎镇共滞留游客35000余人，旅行团游客和自驾游游客陆续从甘肃省文县方向和绵阳市平武县方向转移疏散，其余散客由 ????????...展开全文c                                            ", 8月9日 08:32,14,26,33,微博 weibo.com,Fgg6vsgQh,1
92,"
                                                                                                    #九寨沟7.0级地震# 接九寨沟县应急办书面报告，截至8月9日凌晨5时00分，经初步核查，九寨沟县漳扎镇M7.0级地震已造成9人死亡、164人受伤。目前各项工作开展情况如下：????????一、道路情况????????一是九寨沟县交通部门投入14台装载机、10辆小车、2辆运料车、90名工作人员开展道路抢险工作；二是九寨沟县出动 ????????...展开全文c                                            ", 8月9日 05:52,6283,8351,15559,360安全浏览器,Fgf3TdP13,1
93,"
                                                                                                    #九寨沟7.0级地震# 接阿坝州交通局书面报告，九寨沟县漳扎镇M7.0级地震发生后， 州交通局立即组织九寨沟、松潘两县交通公路部门以及九绵高速、雪山梁隧道施工单位10余台机械、50余人投入道路抢险保通工作。同时，已组织州公路局、各县交通运输局进一步抓好道路保通保畅工作，并积极配合当地党委政府做 ????????...展开全文c                                            ", 8月9日 03:46,27,20,51,360安全浏览器,FgeeJ7fVf,1
94,"
                                                                                                    #九寨沟7.0级地震#????【最新发布】接九寨沟县应急办电话报告，截至目前，九寨沟县漳扎镇M7.0级地震已造成9人死亡（其中6名游客、2名本地人、1人身份不明）、受伤135人（其中重伤32人、轻伤103人）。 相关情况续报。（阿坝州人民政府应急管理办公室） @四川发布 @新浪四川 @人民日报 ????????                                            ", 8月9日 03:37,579,141,96,360安全浏览器,FgeaYvkrM,1
95,"
                                                                                                    #九寨沟7级地震# 接阿坝州公安局书面报告，九寨沟县漳扎镇M7.0级地震发生后， 州人民政府副州长、公安局局长刘波涛立即率我州公安部门相关人员赶赴九寨沟县。同时，迅速启动以下工作：一是组织松潘、若尔盖、红原、黑水、马尔康等县（市）公安、消防、特警288人，调集“动中通”指挥车携带通讯设备前往 ????????...展开全文c                                            ", 8月9日 03:05,5,5,25,360安全浏览器,FgdY4Dlkp,1
96,"
                                                                                                    #九寨沟7.0级地震# 接阿坝州卫计委书面报告， 截至目前，我州卫生部门已抽排4支医疗队、9辆救护车、39名医务人员赶往震区。其中松潘县派出的5辆救护车、13名医务人员已到达震区，若尔盖县、红原县及州人民医院派出的4辆救护车、26名医务人员正在赶往震区途中。相关情况续报 （阿坝州人民政府应急管理办 ????????...展开全文c                                            ", 8月9日 02:34,12,21,40,360安全浏览器,FgdLtCHRt,1
97,"
                                                                                                    #九寨沟7.0级地震# 接九寨沟县应急办书面报告，截止8月9日1:30，初步统计九寨沟县漳扎镇M7.0级地震造成该县17个乡镇及景区7人死亡、88人受伤（其中重伤21人、轻伤67人）,九寨沟县已组织各方救援力量536人、大型机械46台，积极开展抢险救援工作。 目前，交通方面松潘方向省道301线有断道、落石阻路，正 ????????...展开全文c                                            ", 8月9日 02:26,220,83,109,360安全浏览器,FgdI0etEz,1
98,"
                                                                                                    #九寨沟7.0级地震# 接阿坝州经济和信息化委书面报告，截至8月8日24时，受九寨沟漳扎镇M7.0级地震影响，九寨沟县通讯、电力、油料供应等方面受到一定影响，其中通讯方面：电信退服基站29个，接入网退服15个，IPRAN受损20对，目前九寨沟景区内传输中断，阿坝电信5个干线传输方向的出州电路正常；移动九寨 ????????...展开全文c                                            ", 8月9日 02:11,17,20,39,360安全浏览器,FgdBUiXFA,1
99,"
                                                                                                    #九寨沟7.0级地震# 接阿坝州防震减灾局书面报告，截至8月9日00:23，“四川省九寨沟7.0级地震”共记录余震196次，其中0-0.9级地震3次，1.0-1.9级地震97次，2.0-2.9级地震75次，3.0-3.9级地震21次，未发生4.0级以上余震。最新数据正在统计中。相关情况续报（阿坝州人民政府应急管理办公室） @人民日报????????????...展开全文c                                            ", 8月9日 01:54,18,13,33,360安全浏览器,Fgdv4j09i,1
100,"
                                                                                                    #九寨沟7.0级地震#【阿坝特警火速赶往救援】按阿坝州公安局党委要求，阿坝特警第一时间启动快速应急预案。截至凌晨1点，阿坝公安共出动警力233人，其中25人已在现场开展救援工作（其余人员正在赶往途中）。此外，阿坝公安交警已在通往灾区的松潘、川主寺是、若尔盖、热当坝，红原、安曲，马尔康刷经寺 ????????...展开全文c                                            ", 8月9日 01:49,6,14,30,360安全浏览器,Fgdt5531g,1
101,"
                                                                                                    转发微博                                            ", 8月9日 01:26,7,7,185,360安全浏览器,FgdjV84Q3,-1
102,"
                                                                                                    #九寨沟7.0地震# 【九寨沟管理局公布应急电话 24小时值守】据九寨沟管理局消息，地震发生后，全体在岗领导全部进入九寨沟景区内进行安全排查工作，并对外公布应急电话应急电话0837-7739529，24小时值守。 ????????                                            ", 8月9日 00:38,117,25,61,360安全浏览器,Fgd0a0XoP,1
103,"
                                                                                                    #九寨沟7.0级地震# 续报二 接九寨沟县应急办电话报告，九寨沟漳扎镇M7.0级地震造成九寨沟县黑河、双河、安乐等乡镇部分房屋倒塌；九寨沟景区盆景滩以上、火花海以下形成堰塞湖；县城至漳扎镇道路畅通，县城至青龙桥（与甘肃省文县交界）道路畅通；多诺水电站库区等工程项目平安；详细灾情正在进一步统 ????????...展开全文c                                            ", 8月9日 00:15,73,167,117,360安全浏览器,FgcQOxAs2,1
104,"
                                                                                                    转发微博                                            ", 8月9日 00:13,9,10,31,360安全浏览器,FgcPXkLrn,-1
105,"
                                                                                                    【通告】 2017年8月8日21时19分，九寨沟县境内发生7.0级地震,九寨沟景区接待条件受到严重影响。当前九寨沟管理局正全力开展景区排险工作。??????????????为保证游客游览安全，九寨沟景区从8月9日起停止接待游客。具体接待游客时间另行通告。目前，已经预订了8月9日及以后门车票的游客可到阿坝文旅办理退票。 ????????...展开全文c                                            ", 8月9日 00:07,44,80,82,360安全浏览器,FgcNG9Mxl,1
106,"
                                                                                                    #九寨沟7.0级地震# 【九寨沟发生7.0级地震 阿坝州启动地震灾害一级应急预案】2017年8月8日21时19分49秒，阿坝州九寨沟县（东经103.82、北纬33.20）发生7.0级地震，震源深度约20公里。灾情发生后，阿坝州紧急启动地震灾害一级应急预案，成立州应急前线指挥部，省人大常委会副主任、州委书记刘作明，州委 ????????...展开全文c                                            ", 8月8日 23:50,26,119,80,360安全浏览器,FgcGOkeqj,1
107,"
                                                                                                    #九寨沟7.0地震# 接九寨沟县应急办电话报告，据初步统计，九寨沟县漳扎镇M7.0级地震目前已造成63人受伤、5人死亡（死者均为游客）。事发后，阿坝州立即启动地震应急Ⅰ级响应，州委副书记、州长杨克宁已率州政府相关部门负责人赶赴现场，周边县（市）已组织医疗、消防等救援人员及部分抢险机具赶赴现场 ????????...展开全文c                                            ", 8月8日 23:44,4068,8968,8558,360安全浏览器,FgcEk3SCe,1
108,"
                                                                                                    【九寨沟县发生7.0级地震 震源深度20千米】中国地震台网正式测定：08月08日21时19分在四川阿坝州九寨沟县（北纬33.20度，东经103.82度）发生7.0级地震，震源深度20千米。震中距九寨沟县39公里、距松潘县66公里、距舟曲县83公里、距文县85公里、距若尔盖县90公里，距陇南市105公里，距成都市285公里。 ????????                                            ", 8月8日 22:26,9,8,20,微博 weibo.com,Fgc8vEWtv,1
109,"
                                                                                                    【上半年九寨沟县协议招商引资金额达80亿元】上半年，九寨沟县共签约招商引资项目6个，涉及旅游资源开发、生态农业、基础设施建设等领域，协议资金达80亿元，超额完成州下达招商引资目标任务。 ????????                                            ", 8月4日 10:38,转发,4,6,360安全浏览器,FfvNv9PGd,0
110,"
                                                                                                    【7月黄龙风景区实现游客接待35.87万人次】7月，黄龙风景区正式开启暑期旺季旅游接待模式，共实现游客接待35.87万人次，环比6月增长44.58%，同比去年基本持平。目前，黄龙风景区气候宜人、设施完善、服务优良、秩序井然，各方面呈现良好态势，欢迎广大游客前往避暑、游览。 ????????                                            ", 8月4日 10:38,转发,评论,4,360安全浏览器,FfvNcedpL,0
111,"
                                                                                                    【国道317线薛城隧道恢复通车】经过近4个月的封闭整修，国道317线理县段薛城隧道维修加固工程完毕，全线恢复通车。今年，国道317线理县境内薛城隧道出现位移、变形等病害，致使隧道出现不同程度裂缝、脱落险情。经过专项检测评定，相关部门决定从4月7号至8月5号对薛城隧道进行加固维修施工，薛城隧道实 ????????...展开全文c                                            ", 8月4日 10:37,转发,评论,1,360安全浏览器,FfvMY3pO3,0
112,"
                                                                                                    【阿坝州柔道队在2017年四川省青少年柔道锦标赛上获2金2银7铜】7月27日—8月2日，2017年四川省青少年柔道锦标赛在南充市体育馆举行，阿坝州柔道队斩获2金2银7铜。其中，马尔康籍运动员李珊获乙组+63KG级金牌、马尔康籍运动员格西木初获甲组-57KG级金牌，女子柔道队获女子团体第3名。 ????????                                            ", 8月4日 10:37,转发,评论,2,360安全浏览器,FfvMLlRXk,0
113,"
                                                                                                    【阿坝州稳步推进水资源费改税试点工作】根据四川省开展全国第二批水资源费改税试点工作部署，阿坝州水务系统以开展取水许可清理为切入点，开展取水许可和水资源费征收清理工作，督促取水单位及时办理到期取水许可证延期换证，组织增加水资源费征收频次，强化水资源费征收监管工作。截至7月底，全州完 ????????...展开全文c                                            ", 8月4日 10:36,转发,评论,3,360安全浏览器,FfvMv7XoH,0
114,"
                                                                                                    【成兰铁路（茂县段）累计完成投资73.94亿元】成兰铁路（茂县段）2017年计划完成投资76000万元，1—7月，完成投资59136万元，完成年度投资计划的77.81%。成兰铁路（茂县段）计划总投资775000万元，开工至今已累计完成投资739446万元，完成投资总额的95.41%。 ????????                                            ", 8月4日 10:35,转发,评论,1,360安全浏览器,FfvMdEvLb,0
115,"
                                                                                                    【截至7月底汶马高速累计完成投资141.9亿】截至7月底，汶马高速公路本年度累计完成投资32.2亿元，占交通运输厅下达的年度投资目标60亿元的53.6%，自开工累计完成投资141.9亿，占项目概算总投资287亿元的49.4%。 ????????                                            ", 8月3日 09:28,转发,评论,1,360安全浏览器,FflUycbkT,0
116,"
                                                                                                    【黄龙美景将走进韩国中小学】8月2日，韩国中小学教师摄影团前往黄龙景区参观考察。此次考察团由韩国HANATOUR旅行社发起，黄龙景区支持配合考察行程。摄影团分为地质摄影组、美景图片组、花卉植物组、鸟类动物组、科普环保组、民俗风情组等，拍摄搜集的图片资料将统一由韩国教育部分类编入其中小学教材 ????????...展开全文c                                            ", 8月3日 09:28,1,评论,赞,360安全浏览器,FflUfglkX,0
117,"
                                                                                                    【卧龙圈养大熊猫野外引种实验成功】7月31日凌晨，中国大熊猫保护研究中心圈养大熊猫“草草”在卧龙核桃坪野化基地顺利的产下一只幼崽，幼崽为雄性，重216克。“草草”的顺利产仔意味着全球首例大熊猫野外引种实验成功。专家介绍，野外引种实验是大熊猫保护研究的新突破，能够为大熊猫种群增加新的基 ????????...展开全文c                                            ", 8月3日 09:27,转发,评论,1,360安全浏览器,FflU4Dnvj,0
118,"
                                                                                                    【7月九寨沟景区接待游客62.56万人次】进入7月以来，九寨沟管理局积极行动，通过开展“清凉九寨行 避暑养生旅游”、全域旅游整合营销、“中国醉美黄金旅游走廊2017夏季联合营销系列推介活动”等系列营销工作，充分发挥景区自有平台（官方网站、微博、微信）作用，有效拉动了九寨沟暑期旅游市场。7月， ????????...展开全文c                                            ", 8月2日 11:24,转发,评论,赞,360安全浏览器,FfdeR6Xxt,0
119,"
                                                                                                    【阿坝州青少年校外教育活动中心赴京舞蹈展演获佳绩】“校园时代·我是名星”第十六届全国青少年网络电视艺术大赛，近日在北京清华大学新清华学堂落下帷幕，阿坝州青少年校外教育活动中心少儿舞团在此次大赛中获得佳绩。其中，《古再勒格勒》获得本届展演特别金奖、《绿满羌山》获得金奖、《嘉绒德咪》 ????????...展开全文c                                            ", 8月2日 11:23,转发,评论,1,360安全浏览器,FfdexyYRo,0
120,"
                                                                                                    【阿坝州全面推进“互联网＋政务服务”工作】为持续推进简政放权、放管结合、优化服务，进一步深化商事登记制度改革。进一步促进部门间信息共享，打破信息孤岛，变“群众跑腿”为“信息跑路”，持续深化“审批不见面，最多跑一次”的服务模式，阿坝州各县（市）多措并举，稳步推进“互联网+政务服务” ????????...展开全文c                                            ", 8月1日 09:49,转发,评论,赞,360安全浏览器,Ff3bZf1aQ,0
121,"
                                                                                                    【阿坝州不断深化医疗卫生体制改革工作】一是公立医院综合改革工作加快推进。全州25家县级公立医院、3家城市公立医院继续巩固取消药品加成成果。健全县级公立医院的绩效考核制度、内部管理制度、医院内部决策和制约机制，做强医疗联合体。组织全州29家公立医院开展公立医院综合改革效果评价考核工作。 ????????...展开全文c                                            ", 8月1日 09:49,转发,评论,赞,360安全浏览器,Ff3bPd9Ct,0
122,"
                                                                                                    【阿坝州加强措施做好少数民族语言文字工作】为更好地贯彻落实《国家民委关于做好少数民族语言文字管理工作的意见》精神，阿坝州加强措施，努力做好少数民族语言文字管理工作。一是调整充实少数民族语言文字工作委员会（以下简称：州少语委）成员单位。为满足因人事变动造成的工作需要，阿坝州对州少 ????????...展开全文c                                            ", 8月1日 09:48,转发,评论,2,360安全浏览器,Ff3bzx3yR,0
123,"
                                                                                                    【上半年阿坝州规模以上服务业稳健增长】2017年上半年，阿坝州规模以上服务业企业49户，实现营业收入9.43亿元，比去年同期增加0.55亿元，同比增长6.3%。其中其他营利性服务业实现营业收入3.66亿元，同比增长1.1%。 ????????                                            ", 8月1日 09:47,转发,评论,赞,360安全浏览器,Ff3bjixSd,0
124,"
                                                                                                    【上半年阿坝州规模以上工业企业实现主营业务收入95.05亿元】上半年，阿坝州125户规模以上工业企业实现主营业务收入95.05亿元，同比增长10.1%。分县看：汶川县、理县、茂县和黑水四个县的83户规模以上工业企业合计实现主营业务收入84.35亿元，同比增长14.5%，占全州的比重达到88.7%；分行业大类看：电 ????????...展开全文c                                            ", 8月1日 09:47,转发,评论,赞,360安全浏览器,Ff3b7c409,0
125,"
                                                                                                    【2017年阿坝州住房公积金结息5289.29万元】阿坝州住房公积金管理中心根据《住房公积金管理条例》规定，按照2017年6月30日央行挂牌利率，对全州73558名住房公积金缴存职工账户进行结息，共结息5289.29万元，同比增加9.98%，人均719.06元。 ????????                                            ", 7月31日 08:56,转发,评论,2,360安全浏览器,FeTq54Cbv,0
126,"
                                                                                                    【上半年阿坝州民营经济平稳较快增长】 2017年上半年，阿坝州实现民营经济增加值55.69亿元，比去年同期增加6.16亿元，同比增长8.5%，高于GDP增速0.2个百分点。其中，第一产业民营经济增加值为5.61亿元，增长3%；第二产业民营经济增加值为33.9亿元，增长10.1%；第三产业民营经济增加值为16.18亿元，增长 ????????...展开全文c                                            ", 7月31日 08:56,转发,评论,赞,360安全浏览器,FeTpU6ikR,0
127,"
                                                                                                    【上半年阿坝州城镇居民可支配收入达15223元】经省统计局和国家统计局四川调查总队审核认定，阿坝州2017年上半年城镇居民可支配收入达15223元，同比增长8.4%。 O网页链接 ????????                                            ", 7月26日 16:55,转发,评论,赞,bShare分享,FebpRCCMh,0
128,"
                                                                                                    【阿坝州退休人员基本养老金调整】 阿坝州从2017年1月1日起，为全州企业及机关事业单位退休人员调整基本养老金。本次调整的人员范围为2016年12月31日前已按规定办理退休手续并领取基本养老金的退休人员。政策惠及全州55260名企业及机关事业单位退休人员。 O网页链接 ????????                                            ", 7月26日 16:54,1,1,赞,bShare分享,Febpvtns8,0
129,"
                                                                                                    【上半年阿坝州共归集住房公积金7.63亿元 】 1至6月，阿坝州共归集住房公积金7.63亿元，新增缴存人数1872人，办理个人住房贷款1369笔5.25亿元，办理个人提取18314笔4.35亿元。 O网页链接 ????????                                            ", 7月26日 16:53,转发,评论,赞,bShare分享,FeboXdfOk,0
130,"
                                                                                                    【2017第二届松潘古城花灯会盛大开幕】7月22日，第二届松潘古城花灯会开幕，“大美松州”“松潘印象”“茶马情”等80组花灯点亮松潘。本次灯会将持续到10月，期间还将举行国际特色美食狂欢节、少数民族非遗作品展、4+2房车自驾露营游、大学生山地车挑战赛、“汉唐月映·影动松州”摄影展等主题活动。 ????????                                            ", 7月26日 16:52,1,1,2,360安全浏览器,FebowjOd8,0
131,"
                                                                                                    【上半年 阿坝州规模以上工业6成行业实现增长】上半年，阿坝州125户规模以上工业企业共涉及15个大类行业和22个中类行业，22个中类行业中“14增8降”，其中10个行业增速高于州内平均水平。累计增速高于州内平均水平的10个行业分别是：电力生产增长9.0%，基础化学原料制造增长11.0 %，塑料制品业增长13.2 ????????...展开全文c                                            ", 7月24日 10:58,转发,评论,赞,360安全浏览器,FdQeabDTE,0
132,"
                                                                                                    【上半年 阿坝州规模以上电力生产和供应行业支撑作用明显】从行业门类看，占阿坝州规模以上工业增加值比重最高的是电力、热力、燃气及水生产和供应业。上半年，该行业实现的现价工业增加值占州内实现的现价工业增加值总量比重达71.2%，同比增长8.0%，对州内规模以上工业增加值增长的贡献率达67.9%，拉 ????????...展开全文c                                            ", 7月24日 10:58,转发,评论,1,360安全浏览器,FdQe09jtW,0
133,"
                                                                                                    【阿坝州持续加大水土流失治理力度】为积极构建生态文明新阿坝，阿坝州按照“政府搭台、水务为主、部门合力、社会参与”的总格局，持续加大水土流失治理力度，截止目前，全州累计完成投资2273万元，完成全年计划投资的75.8%，完成水土流失治理面积45.46平方公里。 ????????                                            ", 7月21日 09:57,转发,评论,1,360安全浏览器,FdnxJkSMA,0
134,"
                                                                                                    【上半年阿坝州第二产业蓬勃发展 拉动经济快速增长】上半年，阿坝州第二产业实现增加值69.24亿元，增长9.8%，对经济增长的贡献率为62.6%，拉动经济增长5.2个百分点。其中，全部工业实现增加值56.58亿元，增长8.5%，对经济增长的贡献率为45.0%，拉动经济增长3.7个百分点；建筑业实现增加值12.66亿元，增 ????????...展开全文c                                            ", 7月21日 09:56,转发,评论,1,360安全浏览器,FdnxtmoQX,0
135,"
                                                                                                    【上半年阿坝州GDP增速8.3%】上半年，阿坝州实现地区生产总值131.27亿元，按可比价比上年增长8.3%，高于全省.01个百分点，高于全国1.4个百分点。其中，第一产业增加值10.45亿元，增长3.4%；第二产业增加值69.24亿元，增长9.8%；第三产业增加值51.58亿元，增长7.2%。 ????????                                            ", 7月21日 09:56,转发,评论,1,360安全浏览器,FdnxmjiNd,0
136,"
                                                                                                    【上半年阿坝州外贸进出口实现1.23亿元】据海关数据统计：1—6月，阿坝州外贸进出口实现1.23亿元，同比增长10.2%，完成全年进出口目标任务的61.5%。其中，出口0.96亿元，同比增长11.9%，进口0.27亿元，同比增长4.4%。 ????????                                            ", 7月21日 09:56,转发,评论,1,360安全浏览器,FdnxeixGV,0
137,"
                                                                                                    【阿坝州完成重点项目中期调整工作】近日，阿坝州根据上半年重点项目推进情况，深入研究分析项目下一步进展和预期投资情况，对2017年全州78个重点项目进行了中期调整。此次调整调减了4个年内无法开工项目，调增了2个已开工或具备开工条件项目，对7个项目年度计划投资进行了调整。调整后，阿坝州重点项 ????????...展开全文c                                            ", 7月20日 11:15,转发,评论,赞,360安全浏览器,FdeD0wr9G,0
138,"
                                                                                                    【上半年阿坝州实现电子商务网络交易34.54亿元】据省电子商务大数据中心显示，今年1-6月，阿坝州电子商务发展迅猛，电子商务网络交易额达到34.54亿元，同比增长57.50%，高出全省平均水平27.94个百分点，增速全省排名第4。其中网络零售额达到29.50亿元，同比增长74.94%，同比增速全省排名第一。 ????????                                            ", 7月20日 11:14,转发,评论,赞,360安全浏览器,FdeCC1H8P,0
139,"
                                                                                                    【阿坝州新增一处国家级自然保护区】近日，经国务院审定通过，四川白河由省级自然保护区晋升为国家级自然保护区。保护区建立于1963年，属首批五个省级自然保护区之一，保护区位于阿坝州九寨沟县境内，总面积16204.3公顷。保护区属野生动物类型，保护区内生活有国家I级重点保护野生动物川金丝猴1600只左 ????????...展开全文c                                            ", 7月19日 09:29,转发,评论,1,360安全浏览器,Fd4vsvuNE,0
