序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    采取健康的生活方式可以使高血压减少55％，脑卒中减少75％，糖尿病减少50％，肿瘤减少30％，平均寿命延长10年以上。赶快行动吧！我健康，我快乐！ ????????                                            ",是,无, 2012-8-31 09:35,转发,评论,赞,微博 weibo.com,yzFKTqKTS
2,"
                                                                                                    健康生活方式是指有益于健康的习惯化的行为方式，具体表现为：健康饮食、适量运动、不吸烟、不酗酒、保持心理平衡、充足的睡眠、讲究日常卫生等。 ????????                                            ",是,无, 2012-8-31 09:33,转发,评论,赞,微博 weibo.com,yzFJJkbfr
3,"
                                                                                                    明天是9月1日，是全民健康生活方式日。大家赶快行动吧，做到合理膳食、适量运动、戒烟限酒、心理平衡。 ????????                                            ",是,无, 2012-8-31 09:30,2,评论,赞,微博 weibo.com,yzFIMwwkj
4,"
                                                                                                    有能力、能忍耐才叫“能耐”！                                            ",否,"
                                                                                                    所谓能耐，就是既有能力又能忍耐。没有能力的人做不了事，没有忍耐的人成不了事！种下能力，不一定会结果；种下忍耐，常常会有意外的收获。能力是锻炼出来的，忍耐是磨炼出来的。能力与忍耐相辅相成，没有能力的忍耐是一种懦弱，没有忍耐的能力是一种危险。人生想要有所成就，就必须有“能”有“耐”。 ????????                                                            ", 2012-8-31 08:46,转发,评论,4,微博 weibo.com,yzFqYxe1G
5,"
                                                                                                    四句真言                                            ",否,"
                                                                                                    【一生受益的四句话】 1、健康是最高的利益。 2、满足是最好的财产。 3、信赖是最佳的缘分。4、心安是最大的幸福。 ????????                                                            ", 2012-8-31 08:30,1,评论,赞,微博 weibo.com,yzFkcmTLM
6,"
                                                                                                    好！及时有效！                                            ",否,"
                                                                                                    手机的几大隐密功能大普及~~~ ????????                                                            ", 2012-8-30 17:31,转发,评论,赞,微博 weibo.com,yzzreb5AU
7,"
                                                                                                    健康小屋真不错，社区群众参与多，身高体重和血压，知己健康莫耽搁。 ????????                                            ",是,无, 2012-8-30 17:08,2,评论,1,微博 weibo.com,yzzifsI5A
8,"
                                                                                                    8月30日，房山区健康教育所在良乡伟业嘉园进行健康知识讲座。高长山老师以他自己健康的生活方式所获得的收益向居民讲解了什么是健康的生活方式，如何预防慢性病等。 ????????                                            ",是,无, 2012-8-30 16:29,转发,评论,1,微博 weibo.com,yzz2l74UM
9,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #电脑族护肤四部曲#①隔离保湿，每天涂隔离霜，电脑旁放一个保湿的喷雾随时补水；②每半个小时起来运动五分钟，可改善血液循环使皮肤透亮；③备一杯胡萝卜汁，常喝抗氧化使肤色红润；④上网后尽快用温水和洗面奶洗脸。普通隔离霜用洗面奶就足够了，不需要用卸妆产品。 ????????                                                            ", 2012-8-29 09:51,转发,评论,赞,微博 weibo.com,yzn04nz8s
10,"
                                                                                                    吸毒者的结局！恐怖啊！                                            ",否,"
                                                                                                    这是我在其他网站上看到了，太震惊了，照片来源于美国联邦警局。他们均是服用了可卡因海洛因以及冰毒者。有些人仅仅是服用了12个星期之后，面孔就开始变化。这就是由人变成鬼的过程，这就是吸毒者的结局。太可怕了！ ????????                                                            ", 2012-8-29 09:49,1,评论,赞,微博 weibo.com,yzmZytqee
