序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    //@海曙疾控:坚持慎用抗生素，反对滥用抗生素！                                            ",否,"
                                                                                                    【切记！九成感冒患者不需要用抗生素】邵逸夫医院副院长俞云松：90%的感冒患者是病毒性感染，并不需要用抗生素。咳嗽时，如果痰从白色变成黄色，那有可能是细菌性的，才需考虑要不要用抗生素；我国三成多的聋儿因乱用抗生素失聪；存放温度超过20℃，抗生素会变质，易致人体过敏。O网页链接 ????????                                                            ", 2012-8-28 08:32,1,评论,赞,政府版微博,yzd3Is2BC
2,"
                                                                                                    抗艾之路，你我连心                                            ",否,"
                                                                                                    【我国共有艾滋病感染者和患者78万】中国疾控中心性病艾滋病防控中心发布《2011年中国艾滋病疫情估计》报告，截至2011年底，我国存活艾滋病病毒感染者和艾滋病病人预计在78万人，当年新发病毒感染者4.8万人，死于艾滋病相关疾病者达2.8万人。详情见下图： ????????                                                            ", 2012-8-28 08:32,转发,评论,赞,政府版微博,yzd3E3PLN
3,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    我国胃癌“发病率高、早期发现率低”，专家建议“六种人”应定期做胃镜：1、45岁以上人群；2、老胃病患者，或感染过幽门螺杆菌者；3、经常食用腌制食物和烟熏、烧烤食物者；4、有胃息肉或做过胃部手术者；5、有胃癌家族史；6、经常应酬、烟酒过多、暴饮暴食者。 ????????                                                            ", 2012-8-28 08:31,1,评论,赞,政府版微博,yzd390wxO
4,"
                                                                                                    男性腰围<90厘米（2.7尺），女性<80厘米（2.4尺） 男性腰围不宜超过90厘米，女性不宜超过80厘米，否则就意味着脂肪在腹部堆积的增加，就可能造成与腹围增加相关的慢性病危险增加，包括部分恶性肿瘤、糖尿病、心脑血管疾病、脂肪肝、胆囊炎等。腰围管理、脂肪分布应该成为今后体重管理一个重要的方面。 ????????                                            ",是,无, 2012-8-28 08:29,1,评论,赞,微博 weibo.com,yzd2t1rr0
5,"
                                                                                                    您的BMI正常吗？BMI计算方法：BMI=体重（千克）/身高的平方（平方米） 体重指数BMI（body mass index）是目前国际上常用的衡量人体胖瘦程度以及是否健康的一个标准。我国以BMI为基础的评判标准为：正常体重：18.5~23.9；体重过低：低于18.5；超重：24.0~28.0；肥胖：高于28.0。 ????????                                            ",是,无, 2012-8-28 08:26,1,1,赞,微博 weibo.com,yzd1hqtIW
6,"
                                                                                                    生吃蔬菜瓜果要洗净 蔬菜水果的表面，可能黏附有寄生虫的虫卵或致病菌、病毒，以及残留的农药、化肥等，所以在加工前，务必用干净的水洗净。去除污染物的基本方法是：先清洗后浸泡，浸泡时间不少于10分钟，然后再用清水冲洗1次。 ????????                                            ",是,无, 2012-8-28 08:24,转发,评论,赞,微博 weibo.com,yzd0fk2Jr
7,"
                                                                                                    8.不要用药酒作宴会用酒 某些药物成分可能跟食物中一些成分发生矛盾，或者起化学变化，喝了后会令人恶心、呕吐和不适。 9.最好的醒酒物不是茶水，更不是雪碧与可乐，而是果汁。 果汁，特别是橙汁、苹果汁能起到很好的解酒作用，因为它们含有果糖，可以帮助酒精更好地燃烧。 ????????                                            ",是,无, 2012-8-20 09:14,转发,1,赞,微博 weibo.com,yxZUAdAAb
8,"
                                                                                                    6.喝酒时多吃绿叶蔬菜和豆制品。绿叶蔬菜中的抗氧化剂和维生素可保护肝脏；豆制品中的卵磷脂也有保护肝脏的作用。7酒后不要急于洗澡，饮酒后体内贮存的葡萄糖在洗澡时会被体力活动消耗掉，引起血糖含量减少，体温急剧下降，而酒精抑制了肝脏正常的活动，阻碍体内葡萄糖贮存的恢复，以致危及生命 ????????                                            ",是,无, 2012-8-20 09:13,转发,评论,赞,微博 weibo.com,yxZUswszl
9,"
                                                                                                    4.不要大口猛喝 要慢慢喝酒，不时地停顿一下，喝酒时不要喝碳酸饮料，如可乐、汽水等，以免加快身体吸收酒精的速度。 5.白酒、啤酒应注意 喝白酒时，要多喝白开水，以利于酒精尽快随尿排出体外；喝啤酒时，要勤上厕所；喝烈酒时最好加冰块。 ????????                                            ",是,无, 2012-8-20 09:12,转发,评论,赞,微博 weibo.com,yxZTTDfzi
10,"
                                                                                                    2.空腹时不要饮酒 一面饮酒，一面进食，酒在胃内停留时间长，酒精受胃酸的干扰，吸收缓慢，就不易酒醉。 3.不要多种酒混合饮 因为各种酒成分、含量不同，互相混杂，会起变化，使人饮后不舒适，甚至头痛、易醉。 ????????                                            ",是,无, 2012-8-20 09:12,转发,评论,赞,微博 weibo.com,yxZTKuEF2
11,"
                                                                                                    教你喝酒不伤身的九个方法(一）现代交际中，难免会有退却不了的酒局，除了需要注意饮酒适量之外，在这里教大家几点喝酒不伤身的小方法： 1.尽可能饮热酒 不管是白酒、黄酒，加温后饮用：一是芳香适口；二是可挥发掉一些沸点低的醛类有害物质，减少有害成分。 ????????                                            ",是,无, 2012-8-20 09:11,1,评论,赞,微博 weibo.com,yxZTAqScv
12,"
                                                                                                    //@海曙疾控:预防红眼病，不要忽视鼠标、键盘这些物品。如果身边有人得了红眼病，要尽量避免直接与其接触或是直接接触其使用过的物品，如果接触了，要记得及时洗手。当然，隔空看看红眼病人，是不会被传染的哦！                                            ",否,"
                                                                                                    #健康知识#【夏季当心红眼病】在办公室里，尽量不要乱用别人的鼠标、键盘等公共用品，使用公共物品过后，记得不要揉眼睛，要养成勤洗手的习惯。 ????????                                                            ", 2012-8-15 09:09,转发,评论,赞,政府版微博,yxeKnkCpu
13,"
                                                                                                    我刚发现了一张美图，推荐大家也来看看。O海曙疾控 ????????                                            ",是,无, 2012-8-15 09:09,转发,评论,赞,政府版微博,yxeKesC3p
14,"
                                                                                                    英国一项最新研究称，少吃有助于延年益寿，每顿饭到六分饱，可以使人的寿命延长20年。研究人员发现，将实验鼠的食量减少40%，其寿命可延长20-30%，这一理论也适用于宠物狗等其他动物。而放在人类身上，相当于可以延长寿命20年 ????????                                            ",是,无, 2012-8-15 08:42,2,2,赞,微博 weibo.com,yxezgcSj4
15,"
                                                                                                    日本一项研究报告称，运动前和运动后喝纯西红柿汁，有减轻运动疲劳的效果。因为西红柿中含有抗氧化物质番茄红素以及多种维生素、矿物质和有机酸等营养成分，具有抗疲劳的效果，但是并不能消除疲劳 ????????                                            ",是,无, 2012-8-15 08:38,1,1,赞,微博 weibo.com,yxext6p0R
16,"
                                                                                                    研究人员称，每天看电视超过两小时有损健康，甚至减少人的寿命。研究发现。每天看两个小时电视，人们就要承担患20%的2型糖尿病、15%的心脏病甚至13%的意外死亡风险。因为长时间看电视，就意味着缺少运动，而且大部分人在看电视的时候喜欢吃零食，这就在无意中增加了患病的风险 ????????                                            ",是,无, 2012-8-14 11:08,转发,1,赞,微博 weibo.com,yx662FGD6
17,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    娃娃菜是早晨切的，鸡蛋和豆沙烧饼一起蒸3、5分钟，不丰富，但清爽[呵呵] ????????                                                            ", 2012-8-13 09:35,1,1,赞,微博 weibo.com,ywW3PiwIA
18,"
                                                                                                    我也想借助健康教育的微博平台表达对刘翔伤退比赛的个人观点:请让我们健康的去看待这个问题.刘翔无疑是生命的强者,是祖国的骄傲,他用背后的辛酸一次次给我们带来了欢乐,所以真的请您用更多的爱去关心他,帮祝他再次站起来,享受他应有的幸福生活!我想说不以成败论英雄，刘翔你永远是中国的好男儿 ????????                                            ",是,无, 2012-8-8 16:48,转发,评论,赞,微博 weibo.com,ywdL24LcQ
19,"
                                                                                                    如何预防跟腱撕(断)裂:对于长期从事站立人群也要特别关爱自己的跟腱，因为他们的跟腱容易出现跟腱慢性损伤性病变。大家应注意提高小腿和踝关节处的肌肉、肌腱和韧带的力量，养成良好的运动习惯，一定要热身，运动后也要做适当放松。另外，平时穿鞋的大小要合适，以免跟腱部的反复磨擦引发跟腱炎。 ????????                                            ",是,无, 2012-8-8 16:36,1,评论,赞,微博 weibo.com,ywdG532EE
20,"
                                                                                                    (续)跟腱是肌肉的延续，从小腿肌延续到脚后跟，肌腱逐渐变窄，供血逐渐变差。当我们在运动，特别是剧烈运动时，由于强烈的急停、变向或劳累过度就容易引起断裂。另外随着年龄的增加，局部血液循环较差，如不注意身体保养，抽烟、喝酒以及跟腱慢性损伤也会致使足跟部血液循环变差，导致跟腱断裂。 ????????                                            ",是,无, 2012-8-8 16:33,1,1,赞,微博 weibo.com,ywdF4o4Ks
21,"
                                                                                                    通过刘翔的受伤让我们一起认识跟腱撕断(裂):跟腱撕(断)裂在临床上是一种比较常见的运动性疾病。跟腱是人体最大的肌腱，又被称为脚后跟上的一根“橡皮筋”。当人们脚跟离地用脚尖站立时，可以明显看到在脚后跟和小腿之间有一条粗壮结实、绷得很紧的肌腱，它就是跟腱。 ????????                                            ",是,无, 2012-8-8 16:32,转发,评论,赞,微博 weibo.com,ywdEw7uqx
22,"
                                                                                                    为加大食品安全科普宣传工作力度，广泛普及食品安全知识，密云县疾控中心组织各社区（村）居民积极参加全国食品安全科普知识竞赛活动，目的是把食品安全科普知识与公众生活紧密结合，用比赛的方式拉近食品安全科学知识与公众之间的距离。活动共发放答题卡6000份，回收有效答卷6000份，回收率为100%。 ????????                                            ",是,无, 2012-8-8 16:24,1,评论,赞,微博 weibo.com,ywdB6yIB0
23,"
                                                                                                    舌苔太厚：舌头上的舌苔就像豆腐渣一样很容易被刮去，可能是肠胃功能不良或饮食过量。如果这样的舌苔一直都有，最好去消化科，让医生帮你降降胃火。 ????????                                            ",是,无, 2012-8-6 08:04,2,评论,赞,微博 weibo.com,yvRtkyFkt
24,"
                                                                                                    舌头发紫：当血液中含有大量废物、体内水分供应不足时，缺氧血和含氧血就会混在一起，使得血管变成紫色。如果除了舌头发紫，你还会感觉肩膀僵硬和腰痛，只能说明你体内的毒素已经沉积太多！不妨坚持一周清淡饮食，做做桑拿，保持规律、轻度的有氧运动，毒素很快就能排出。 ????????                                            ",是,无, 2012-8-6 08:04,1,评论,赞,微博 weibo.com,yvRtcilDI
25,"
                                                                                                    舌头振颤：对着镜子吐舌头，如果舌头微微颤动，很可能是精神紧张、体力衰退的征兆。日本医学专家在一项调查研究中发现，七成以上的人都不会在振颤初期意识到，等发现的时候，往往已经晚了。建议你尽快调整作息时间，不要熬夜，合理饮食，否则很快会面临神经衰弱的危险！ ????????                                            ",是,无, 2012-8-6 08:03,1,评论,赞,微博 weibo.com,yvRt3qodS
26,"
                                                                                                    流口水：早晨醒来后，嘴角是不是总挂着口水？流口水是由唾液分泌过多引起，可能是你的胃肠功能虚弱，无法充分吸收水分，造成水分滞留，唾液被稀释，因而才流到嘴边。如果你还感到肠鸣、胃鸣，最好去看消化科医生。 ????????                                            ",是,无, 2012-8-4 10:31,2,1,赞,微博 weibo.com,yvzzUcZEX
27,"
                                                                                                    “口气”大：对着镜子大呼一口气，如果闻到重重的“口气”，可要注意了！六成以上“口气”由牙齿疾病引起。当细菌侵入牙根与牙龈间的缝隙，繁殖后将引发牙龈炎，生出讨厌的“口气”。另外，如果口腔清洁不彻底，食物残渣形成的齿垢，也将让你呼出难闻的气味。建议彻底洗一次牙。 ????????                                            ",是,无, 2012-8-4 10:30,转发,评论,赞,微博 weibo.com,yvzzMvRUU
28,"
                                                                                                    嘴角破裂：如果你感觉嘴角刺痛，甚至红肿破裂，很可能是早期胃炎的预警。当胃壁黏膜处于疲劳状态时，会引发内热，导致嘴角红肿。不要怕，80%的早期胃炎都能被治愈。建议吃饭时多咀嚼几下，给胃一点时间，充分吸收和消化食物。胃壁温度降低后，嘴角红肿很快就会消失。 ????????                                            ",是,无, 2012-8-4 10:30,1,评论,赞,微博 weibo.com,yvzzEx8Uj
29,"
                                                                                                    8月3日，密云县疾病预防控制中心在中心多功能厅举办“密云县全民健康行动演讲比赛”，共有18个社区卫生服务中心的18名选手参加此次比赛，通过比赛展现了密云卫生人良好的精神面貌。 ????????                                            ",是,无, 2012-8-3 14:49,转发,评论,赞,微博 weibo.com,yvrQluNuF
30,"
                                                                                                    拥有好心情，健康长寿的第一步 ????????                                            ",是,无, 2012-8-3 14:17,2,评论,赞,微博 weibo.com,yvrDbmcGv
31,"
                                                                                                    关爱牙齿，从今天做起 ????????                                            ",是,无, 2012-8-3 14:16,3,评论,赞,微博 weibo.com,yvrCPu6Vd
32,"
                                                                                                    老年人要注意自己的心脏 ????????                                            ",是,无, 2012-8-3 14:15,5,评论,赞,微博 weibo.com,yvrCtCY8e
33,"
                                                                                                    今天我们有了353名优良粉儿，如果真的可以达到353粉儿的平方=124609粉儿，那我们的健康教育事业真的就可以发扬光大了，童鞋们加油啊！ ????????                                            ",是,无, 2012-8-2 09:41,1,1,赞,微博 weibo.com,yvgoz4IdH
34,"
                                                                                                    看着痛心，这就是我们健康教育人前行的动力，也许有些人不理解，但为使更多人摆脱或者避免疾病的困扰，让我们健康教育阵线联盟一起努力，抵制烟草，呵护健康                                            ",否,"
                                                                                                    为万宝路香烟作广告的美国牛仔已患肺癌而死，死前在电视中对大家发出了忠告：“为烟而死不值得”这是血泪凝成的忠告。“鲍勃，我得癌症了”和患肺癌吸烟患者肺切除图片，5幅组合动画效果，#吸烟如同温水煮青蛙# #吸烟有害健康猛如虎#，看后烟民不想吸烟，家人劝阻吸烟者不要吸烟，悬崖勒马，早戒烟。 ????????                                                            ", 2012-8-2 09:36,3,评论,赞,微博 weibo.com,yvgmQnsep
35,"
                                                                                                    //@葫芦岛市健康教育: 争取挽救更多人的生命吧。                                            ",否,"
                                                                                                    【控烟办官员：烟价加1元挽救3百万生命】中国疾控中心控烟办公室副主任姜垣今日表示，这些年我国控烟效果并不理想，杭州从2009年3月开始控烟，但如今并未听说有任何相关疾病下降趋势。此外姜垣认为中国烟草制品价格太低，“如果，中国的香烟价格提升1元，可挽救300万人的生命。”O网页链接 ????????                                                            ", 2012-8-2 09:34,转发,评论,53,微博 weibo.com,yvglIECe4
36,"
                                                                                                    今日肠道传染病健康小贴士3：为奥运健儿加油 ????????                                            ",是,无, 2012-8-2 09:30,1,评论,赞,微博 weibo.com,yvgkjb5sF
37,"
                                                                                                    今日肠道传染病健康小贴士2：为奥运健儿加油 ????????                                            ",是,无, 2012-8-2 09:30,1,评论,赞,微博 weibo.com,yvgkaAIRC
38,"
                                                                                                    今日肠道传染病健康小贴士1：为奥运健儿加油 ????????                                            ",是,无, 2012-8-2 09:29,2,1,赞,微博 weibo.com,yvgjZEG4e
39,"
                                                                                                    凉爽的天气和大家分享一下《心理健康歌》，祝大家一天都有不错的心情 ????????                                            ",是,无, 2012-8-1 08:56,转发,评论,赞,微博 weibo.com,yv6FMp5bG
40,"
                                                                                                    夏季高血压病人饮食注意事项3 ????????                                            ",是,无, 2012-8-1 08:52,1,1,赞,微博 weibo.com,yv6Em52Mg
41,"
                                                                                                    夏季高血压病人饮食注意事项2 ????????                                            ",是,无, 2012-8-1 08:52,1,评论,赞,微博 weibo.com,yv6Ee6k0n
42,"
                                                                                                    夏季高血压病人饮食注意事项1 ????????                                            ",是,无, 2012-8-1 08:51,1,评论,赞,微博 weibo.com,yv6E5emjB
43,"
                                                                                                    //@北京西城南健康教育: 经过验证此种做法基本只适用于日系车                                            ",否,微博已被原作者删除, 2012-7-31 11:17,-1,评论,赞,微博 weibo.com,yuYaH4SrW
44,"
                                                                                                    安全饮水小贴士4 ????????                                            ",是,无, 2012-7-31 10:41,转发,评论,赞,微博 weibo.com,yuXW7akKj
45,"
                                                                                                    安全饮水小贴士3加油 O网页链接 ????????                                            ",是,无, 2012-7-31 10:41,转发,评论,赞,微博 weibo.com,yuXVYyoHf
46,"
                                                                                                    安全饮水小贴士2温暖围巾 O网页链接 ????????                                            ",是,无, 2012-7-31 10:40,转发,评论,赞,微博 weibo.com,yuXVHa4OP
47,"
                                                                                                    安全饮水小贴士1 ????????                                            ",是,无, 2012-7-31 10:39,转发,评论,赞,微博 weibo.com,yuXVn4sOg
48,"
                                                                                                    灾后健康小贴士 ????????                                            ",是,无, 2012-7-30 10:52,转发,评论,赞,微博 weibo.com,yuOzStawa
49,"
                                                                                                    7.30健康小贴士3 ????????                                            ",是,无, 2012-7-30 08:43,转发,评论,赞,微博 weibo.com,yuNJSm0zn
50,"
                                                                                                    7.30健康小贴士2 ????????                                            ",是,无, 2012-7-30 08:43,转发,评论,赞,微博 weibo.com,yuNJJbjMW
51,"
                                                                                                    7.30健康小贴士1 ????????                                            ",是,无, 2012-7-30 08:43,转发,评论,赞,微博 weibo.com,yuNJzrfAp
52,"
                                                                                                    今日健康小贴士3 ????????                                            ",是,无, 2012-7-29 14:26,1,评论,赞,微博 weibo.com,yuGym40Jq
53,"
                                                                                                    今日健康小贴士2 ????????                                            ",是,无, 2012-7-29 14:25,转发,评论,赞,微博 weibo.com,yuGyczQJr
54,"
                                                                                                    今日健康小贴士1 ????????                                            ",是,无, 2012-7-29 14:25,转发,评论,赞,微博 weibo.com,yuGxY7hHg
55,"
                                                                                                    健康小贴士3 ????????                                            ",是,无, 2012-7-28 08:33,转发,评论,赞,微博 weibo.com,yuuOMweAO
56,"
                                                                                                    健康小贴士2 ????????                                            ",是,无, 2012-7-28 08:30,转发,评论,赞,微博 weibo.com,yuuNmti8M
57,"
                                                                                                    健康小贴士 ????????                                            ",是,无, 2012-7-28 08:26,转发,评论,赞,微博 weibo.com,yuuLFhvHy
58,"
                                                                                                    预防肠道传染病小贴士 ????????                                            ",是,无, 2012-7-27 08:37,转发,评论,赞,微博 weibo.com,yulpF5M3e
59,"
                                                                                                    灾后防病小贴士 问：怎样预防伤寒？ 答：伤寒是由伤寒杆菌经消化道感染引起的急性传染病。传染源是伤寒患者和带菌者。伤寒杆菌排出后，直接或间接地污染食物、水、食具及其他日常生活用品，然后经口传染。苍蝇是重要的传播媒介。伤寒病人需住院隔离治疗，没有条件时也可在家隔离治疗。 ????????                                            ",是,无, 2012-7-27 08:23,1,1,赞,微博 weibo.com,yulk30SKh
60,"
                                                                                                    分享一下水灾逃生常识 ????????                                            ",是,无, 2012-7-27 08:22,1,评论,赞,微博 weibo.com,yuljGwcRu
61,"
                                                                                                    分享图片 ????????                                            ",是,无, 2012-7-27 08:21,1,评论,赞,微博 weibo.com,yuljmqBPp
62,"
                                                                                                    分享图片 ????????                                            ",是,无, 2012-7-27 08:21,1,评论,赞,微博 weibo.com,yuljhqaal
63,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    健康素养：广东增加部分——学会水灾应急技能，做好灾后防病 ????????                                                            ", 2012-7-26 14:39,转发,评论,赞,微博搜索,yuem30gNU
64,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    水灾后防病要点：1.注意饮食卫生，不食用受污染食品，建议饮用开水或瓶装水。2.养成良好的个人卫生习惯，多洗手，防止肠道传染病病原微生物繁殖和传播。3.保持生活有规律，预防感冒。4.注意经常清理居室周边雨水、垃圾，减少蚊虫滋生，做好厕所、粪便等关键环节的卫生，确保“大灾后无大疫”。 ????????                                                            ", 2012-7-26 14:38,转发,评论,赞,微博搜索,yuelWtZ5W
65,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    水灾后防病基本知识：水灾后由于卫生条件差，特别是饮用水的卫生难以得到保障，首先要预防的是肠道传染病，如霍乱、伤寒、痢疾、甲型肝炎等。另外，人畜共患疾病和自然疫源性疾病也是洪涝期间极易发生的，如鼠媒传染病：钩端螺旋体病、流行性出血热、疟疾、流行性乙型脑炎、登革热等。 ????????                                                            ", 2012-7-26 14:38,转发,评论,赞,微博搜索,yuelGeW15
66,"
                                                                                                    灾后防疫小贴士：一 （1）养成用流动的水勤洗手的好习惯； （2）生熟食物要分开放置和储存，避免熟食受到污染； （3）食用毛蚶、牡蛎、螃蟹等水产品，须加工至熟透再吃； （4）生吃瓜果蔬菜要洗净。不喝生水。 ????????                                            ",是,无, 2012-7-26 13:35,转发,评论,赞,微博 weibo.com,yudW4gQ0x
67,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    #灾害后居民饮食“十不”#1 注意饮水卫生，不喝生水。2 不吃未洗净的瓜果蔬菜。3 不吃凉拌菜，不吃卤菜。4 不吃馊饭菜。5 不吃毒死、病死、淹死和死因不明的家禽、家畜、鱼虾。6 不吃过期食品。7 不吃发芽的土豆，腐烂的瓜果。8 不吃霉米面。9 不购买制作、销售不卫生的食品。10 不举办大型聚餐。 ????????                                                            ", 2012-7-26 08:55,1,评论,赞,政府版微博,yuc6CFnnf
68,"
                                                                                                    八、 遭遇突发山洪怎么办 1. 一定要保持冷静迅速判断周边环境尽快向山上或较高地方转移如一时躲避不了应选择一个相对安全的地方避洪。 2. 山洪暴发时不要沿着行洪道方向跑而要向两侧快速躲避。 3. 山洪暴发时千万不要轻易涉水过河。 4. 被山洪困在山中应及时与当地政府防汛部门取得联系寻求救援。 ????????                                            ",是,无, 2012-7-26 08:30,转发,评论,赞,微博 weibo.com,yubWwwjQB
69,"
                                                                                                    5. 发现高压线铁塔倾斜或者电线断头下垂时一定要迅速远避防止直接触电或因地面“跨步电压”触电。 6. 洪水过后要做好各项卫生防疫工作预防疫病的流行。 ????????                                            ",是,无, 2012-7-26 08:30,转发,评论,赞,微博 weibo.com,yubWfo257
70,"
                                                                                                    3. 如果已被洪水包围要设法尽快与当地政府防汛部门取得联系报告自己的方位和险情积极寻求救援。 注意千万不要游泳逃生不可攀爬带电的电线杆、铁塔也不要 4 爬到泥坯房的屋顶。4. 如已被卷入洪水中一定要尽可能抓住固定的或能漂浮的东西寻找机会逃生。 ????????                                            ",是,无, 2012-7-26 08:29,转发,评论,赞,微博 weibo.com,yubW5jVYK
