序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    在忙也不能忘了方向盘！                                            ",否,"
                                                                                                    #一只蚊子毁了一部车？#今天上午6时许，王某驾车从邵阳回江西。高速公路上，不知哪里飞来的一只蚊子不停“骚扰”。王某单手扶着方向盘，另只手挥舞拍打蚊子。不料蚊子竟直飞到鼻子上来，急恼之下王某两手出击…失去操纵的汽车方向跑偏撞上护栏受损严重。#清洲提醒#行车安全，千万莫麻痹呀！@今日话题 ????????                                                            ", 2012-8-31 20:16,87,38,赞,微博 weibo.com,yzJWNqYRr
2,"
                                                                                                    #高校防范盗窃提示#各高校已经陆续开学了，在学生返校和新生报到的高峰时段，校园里人多而杂，有些不法分子就趁机浑水摸鱼。咱就来说说这段时间如何防范盗窃： ????????                                            ",是,无, 2012-8-31 15:26,50,13,赞,微博 weibo.com,yzI3gAKth
3,"
                                                                                                    #防范诈骗提示#新学期已经开学，学生们也已返回校园，找来【七种学生易受骗上当的骗术】，希望广大学生提高警惕，加强防范，自己遇到上述情况时，切莫惊慌，保持冷静头脑，迅速做出正确的分析和判断，切勿上当！如已经被骗了，要及时拨打110报警。 ????????                                            ",是,无, 2012-8-31 14:47,161,42,赞,微博 weibo.com,yzHNirexH
4,"
                                                                                                    #平安北京微广播#【走近警院生活】转眼间，半个小时的节目时间很快就过去了，感谢各位网友、各位听众朋友们的支持！欢迎大家通过转发、评论微博的方式，提出宝贵的意见、建议，告知我们您希望在直播中设置的话题，促进我们做好节目。咱们下期节目再见！@北京广播网 @北京交通广播 @FM1039吴勇 ????????                                            ",是,无, 2012-8-31 11:28,9,19,赞,微博 weibo.com,yzGuqdB3l
5,"
                                                                                                    #平安北京微广播#【走近警院生活】北京警察学院坚持德、智、体全面考核，择优录取的原则。凡高考成绩达到本科二批录取控制分数线和专科录取最低控制分数线的考生，经政审、面试、体检复查、体能测试、符合条件的，根据专业要求，德智体全面衡量，择优录取。（图为北京警院的学生宿舍） ????????                                            ",是,无, 2012-8-31 11:22,36,28,赞,微博 weibo.com,yzGs06Ew0
6,"
                                                                                                    #平安北京微广播#【走近警院生活】北京警察学院拥有完备的教学设备和现代化教学手段，可实现情景教学、模拟教学及远程教学。DNA检验、痕迹比对、情报分析的实验室在国内公安院校中处于领先地位；体能、警务技战术训练场馆设施齐全，图书馆藏书丰富，可直接为教学、科研和警务实战提供服务。 ????????                                            ",是,无, 2012-8-31 11:18,31,26,赞,微博 weibo.com,yzGquq0SO
7,"
                                                                                                    #平安北京微广播#【走近警院生活】学院专业设置上紧贴公安工作的实际，今年我院在京招生的计划为600人，其中本科360人，专科240人，其中本科包含五个专业侦查学和侦查学（公安情报方向）、刑事科学技术和刑事科学技术（网络安全与执法方向）和治安学；专科专业包括：治安管理和道路交通管理。 ????????                                            ",是,无, 2012-8-31 11:06,22,29,赞,微博 weibo.com,yzGltzQtP
8,"
                                                                                                    #平安北京微广播#【走近警院生活】北京警察学院是隶属于北京市公安局的一所全日制普通本科院校，它的前身是北平市人民政府公安局公安学校。建校以来已为各级公安机关培养和输送了近4万名毕业生，在他们当中涌现了一批英雄模范人物、领域专家，被誉为“首都警官的摇篮，育警铸剑的熔炉”。 ????????                                            ",是,无, 2012-8-31 11:01,48,23,赞,微博 weibo.com,yzGjKkXyb
9,"
                                                                                                    各位网友、各位听众朋友们，大家好！我们与@北京交通广播 合作推出#平安北京微广播#节目，在网上收听的链接为（O网页链接），本期话题为【走近警院生活】，您可以通过多种方式与主持人@FM1039吴勇 、平安北京博主武晶，节目嘉宾：北京警察学院学生处张剑锋沟通交流。@北京广播网 ????????                                            ",是,无, 2012-8-31 10:55,18,7,赞,微博 weibo.com,yzGh7upaI
10,"
                                                                                                    #微提示#8月31日20时至9月1日20时综合应用平台升级，交管局对外办公服务窗口暂停办理业务一天。 ????????                                            ",是,无, 2012-8-31 10:10,38,7,赞,微博 weibo.com,yzFYRatd2
11,"
                                                                                                    昨日,本市首条驾考模拟路段投入使用。今后初学或增驾大中型客车、大货车等重点车型的机动车驾驶人,将在场地考试中增考模拟高速公路、连续急弯路、积水路面、雨雪天湿滑路等10个项目,从而提高驾驶人在复杂、紧急情况下的行车应急操作技能。今年10月1日前,本市所有驾校须增此类考试场地,进行训练和考试。 ????????                                            ",是,无, 2012-8-30 20:26,176,62,赞,微博 weibo.com,yzAAm4Tlg
12,"
                                                                                                    海淀区某停车场岗亭1个月内3次被盗,保安队长特意对钱柜内每张百元和50元的钞票都做上记号。第2天下午,队长发现又少了1张百元纸币,原来是保安员肖某在附近使用那张做了记号的100元钱购买了彩票,队长报警将肖某抓获。在派出所,肖某供述了自己前后4次从岗亭内盗窃2100余元的事实,目前已被检察院批准逮捕。 ????????                                            ",是,无, 2012-8-30 18:10,32,29,赞,微博 weibo.com,yzzHk2KTs
13,"
                                                                                                    曾在老东家宿舍住过的娄某溜门进入集体宿舍后,先在宿舍床上睡了三个小时,醒来后见同屋3名男子已经睡着,便将3人枕边的手机、挎包等财物偷走,宿舍内始终无人察觉,第二天员工们醒来通过监控录像锁定了娄某。几天后娄某再次出现在该宿舍,被3名事主送交公安机关,目前,已被朝阳检察院以涉嫌盗窃罪批准逮捕。 ????????                                            ",是,无, 2012-8-30 16:50,26,15,赞,微博 weibo.com,yzzaFAXwb
14,"
                                                                                                    刘某吸毒后产生幻觉,把女友当作""妖怪"",不仅棍打刀砍,在女友躲进卫生间后,他又放火准备烧死女友,后被民警抓获。近日,刘某被通州法院以故意杀人罪(未遂),判处有期徒刑4年6个月。法院审理认为刘某吸毒后出现幻觉实施了非法剥夺他人生命行为并致人受伤,已构成故意杀人罪,但属于犯罪未遂,于是做上述判决。 ????????                                            ",是,无, 2012-8-30 15:38,108,66,1,微博 weibo.com,yzyHIbxSn
15,"
                                                                                                    #交通出行提示#自9月4日起全市将有50条道路调整交通管控措施,其中46条道路由部分时段单行禁行改为全天单向禁行;4条道路新调整为全天单行禁行。50条道路中涉及东城42条;西城5条;亦庄3条。按照禁行方向划分,其中【禁止机动车由南向北方向行驶的6条】【禁止机动车由北向南方向行驶的4条】，具体情况如下： ????????                                            ",是,无, 2012-8-30 14:37,245,77,1,微博 weibo.com,yzyiH9fde
16,"
                                                                                                    #交通出行提示#自9月4日起，全市将有50条道路调整交通管控措施，其中46条道路原为部分时段单行禁行，现改为全天单向禁行；4条道路为新调整为全天单行禁行。50条道路中涉及东城区42条、西城区5条、亦庄地区3条。按照禁行方向划分，其中【禁止机动车由西向东方向行驶的22条】，具体情况如下： ????????                                            ",是,无, 2012-8-30 14:33,80,31,赞,微博 weibo.com,yzyhm8b9h
17,"
                                                                                                    #交通出行提示#自9月4日起，全市将有50条道路调整交通管控措施，其中46条道路原为部分时段单行禁行，现改为全天单向禁行；4条道路为新调整为全天单行禁行。50条道路中涉及东城区42条、西城区5条、亦庄地区3条。按照禁行方向划分，其中【禁止机动车由东向西方向行驶的18条】，具体情况如下： ????????                                            ",是,无, 2012-8-30 14:25,114,52,1,微博 weibo.com,yzye5q9Ur
