序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    721暴雨，全村半数以上蔬菜大棚坍塌受损，菜苗埋没。村党支部第一时间召开全体党员大会，要求先从党员干部开始转变等、靠、要的观念，党员包户，及时上报所包户受灾及困难情况，积极组织村民生产自救。同时成立了灾后生产自救领导小组，恢复受损农业设施，从重新育苗、定植进行技术指导和资源协调。 ????????                                            ",是,无, 2012-8-30 15:09,转发,评论,赞,微博 weibo.com,yzyvO6SPg
2,"
                                                                                                    为农民增收、农业发展、农村进步。//@未来的农场主-建设中-王辉: 很高兴认识你，也很欣慰还有像你这样的人士为农民着想，本地由我引起失地农民如何解决生活也是我正在考虑的问题，希望您多给建议，谢谢您~                                            ",否,"
                                                                                                    农村土地流转合同签订现场,就是在村口的大马路上集会,各家各户来一个代表,村主任把合同细节解释清楚,会写字的直接签名,不会写的让村委会会计代签然后当事人按手印确认.(前期工作做了近两个月) ????????                                                            ", 2012-8-29 11:30,转发,评论,赞,微博 weibo.com,yznEoxB9r
3,"
                                                                                                    721洪水后，村内近300栋蔬菜大棚不同程度的受损。在大棚中抢栽菜苗后，村民开始修复受损大棚，不等不靠进行生产自救。图为：村民丁兴生正在修复自家的西红柿大棚，从他们的笑脸可以感受到他们对生活充满信心。 ????????                                            ",是,无, 2012-8-25 20:37,1,1,赞,微博 weibo.com,yyPwhbePi
4,"
                                                                                                    两条到对岸的路已经完成。 ????????                                            ",是,无, 2012-8-22 06:10,转发,评论,赞,微博 weibo.com,yyhyZuFh7
5,"
                                                                                                    别急，过些日子老母鸡会带回一群小鸡。                                            ",否,"
                                                                                                    刚又听见有鸡在山林里打鸣，可是进去看却找不到，气死我了，希望哪位资深养鸡户能给我一个好意见吗，让我的鸡自觉的进我设计好的窝内产蛋，在下在此谢过了 ????????                                                            ", 2012-8-17 10:44,转发,评论,赞,联想乐Phone_P700,yxydH5laV
6,"
                                                                                                    拒马河上的第二条路正在准备贯通.721洪水后过河的路全冲没了,河对岸几百亩庄稼要收获没路不行啊!过去河的人回来说对岸的玉米上粘虫了!急呀! ????????                                            ",是,无, 2012-8-14 19:27,转发,评论,赞,微博 weibo.com,yx9mEF3ca
7,"
                                                                                                    上午9点30分，拒马河拦河成功。修成就这样一座简易漫水桥用于村民收割对岸几百亩地的庄稼。在这座河上要修两道这样的桥。这只是其中之一。 ????????                                            ",是,无, 2012-8-12 12:01,转发,评论,赞,微博 weibo.com,ywNAAk0Z6
8,"
                                                                                                    今天的进度.天又在下雨了,希望明天拒马河别涨水. ????????                                            ",是,无, 2012-8-11 22:03,转发,评论,赞,微博 weibo.com,ywI6czLXk
9,"
                                                                                                    南河村,成了北方水乡. ????????                                            ",是,无, 2012-8-10 19:30,1,2,赞,微博 weibo.com,ywxFBtu7n
10,"
                                                                                                    到拒马河对岸，路已经修了3天了，进展不大。水深有14米呢。 ????????                                            ",是,无, 2012-8-10 19:22,转发,评论,赞,微博 weibo.com,ywxCxtbhg
11,"
                                                                                                    【从这里修条路过去】721后村南的拒马河波光粼粼，但对岸的庄稼快熟了，为了让几百亩地的收获顺利回家村支部、村委会要在流经村子4.5公里的拒马河上修两条路到对岸，难度不小啊！ ????????                                            ",是,无, 2012-8-8 20:17,转发,评论,赞,微博 weibo.com,ywf7T2w48
12,"
                                                                                                    谢谢关心，提前把排水沟渠都清理了，村内没进水，只是村民的250多栋蔬菜大棚有不同程度的坍塌，几个坍塌严重的需要重建。 //@笑容可亲818:请问,721洪水南河村有无受灾?现在情况如何?                                            ",否,"
                                                                                                    今天@房山水务 巡查员在本村拒马河各个险段进行了查看,并发放限期拆除河道内障碍物的通知,并对前期部署的工作进行了检查督导. ????????                                                            ", 2012-8-8 06:50,转发,评论,赞,微博 weibo.com,yw9Qrh1oC
13,"
                                                                                                    今天@房山水务 巡查员在本村拒马河各个险段进行了查看,并发放限期拆除河道内障碍物的通知,并对前期部署的工作进行了检查督导. ????????                                            ",是,无, 2012-8-7 20:45,5,3,赞,微博 weibo.com,yw5Szpnge
14,"
                                                                                                    安静的拒马河 ????????                                            ",是,无, 2012-8-7 08:06,转发,2,赞,微博 weibo.com,yw0UO0Yvi
15,"
                                                                                                    收获的季节越来越近了 ????????                                            ",是,无, 2012-8-7 08:05,转发,评论,赞,微博 weibo.com,yw0Ua8N1H
16,"
                                                                                                    昨天下午，按照@房山水务 的要求和防汛指挥部的统一部署，由村支部书记带队对拒马河河道内建筑物进行拆除，保障河道畅通。并对未来防汛的新形势新问题提出了重要意见和建议。@Funhill房山 ????????                                            ",是,无, 2012-8-7 08:02,转发,2,赞,微博 weibo.com,yw0SU7yzx
