序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #高校防范盗窃提示#各高校已经陆续开学了，在学生返校和新生报到的高峰时段，校园里人多而杂，有些不法分子就趁机浑水摸鱼。咱就来说说这段时间如何防范盗窃： ????????                                                            ", 2012-8-31 17:09,转发,评论,赞,微博 weibo.com,yzIJ1qN50
2,"
                                                                                                    大雨到暴雨将袭京城 请大家注意防范                                            ",否,"
                                                                                                    【大雨到暴雨将袭京城 注意防范】31日17时北京气象信息：今夜阴云雾气遮蔽京城，最低气温24℃。明天下午到夜间有大雨到暴雨，并伴有雷电，降雨明显，市民请尽量减少外出，如若外出避开低洼积水路段，山区发生地质灾害气象风险较高，注意防范。明天最高气温29℃。@北京联通@北京移动@北京电信@北京发布 ????????                                                            ", 2012-8-31 16:58,8,2,4,微博 weibo.com,yzIECn3Z6
3,"
                                                                                                    今天是中元节，也被称之为“鬼节”，是市民祭奠逝者的传统节日。一些居民在路边随意烧纸祭祀，不仅导致烟雾弥漫，污染空气，也极易引发火灾。小编在提醒大家，要强化火灾防范和环境保护意识，告别陋习，文明祭祀，共同营造一个安全、整洁、文明、健康的生活环境。 ????????                                            ",是,无, 2012-8-31 12:33,3,2,赞,微博 weibo.com,yzGV4BH1m
4,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #出行提示# 今日11时，@气象北京 继续发布大雾黄色预警信号。[雾]目前，本市大部分路段能见度都在2公里左右，下午依然有雾，能见度不会有明显好转，请驾车的朋友减速慢行，注意雾天出行安全。 ????????                                                            ", 2012-8-31 12:06,转发,1,赞,微博 weibo.com,yzGJWl7TL
5,"
                                                                                                    司机朋友们注意啦！[汽车]                                            ",否,"
                                                                                                    #微提示#8月31日20时至9月1日20时综合应用平台升级，交管局对外办公服务窗口暂停办理业务一天。 ????????                                                            ", 2012-8-31 11:02,转发,评论,赞,政府版微博,yzGk3yKTd
6,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【明早高峰出行注意交通安全】30日17时北京气象信息：今夜多云，有雾，最低气温24℃，预计明天早高峰时仍然是雾气蒙蒙，部分路段能见度不足1公里，出行随时关注路况，谨慎驾驶，注意交通安全。明天白天多云转阴，最高气温32℃，天气依然较闷热，注意补充水分，多吃果蔬，减少剧烈运动。 ????????                                                            ", 2012-8-30 21:36,转发,3,赞,微博 weibo.com,yzB2YdNSo
7,"
                                                                                                    //@传说中的女网警: #暑期上网安全#最近很多家长和同学都需要通过银行卡来缴学费，大家可要注意啦                                            ",否,"
                                                                                                    【银行交易凭条没撕碎就丢 可能被盗刷】广州警方通报，近期盗刷银行卡诈骗警情上升，提醒注意四大被盗刷途径。其中，很多人在ATM机、柜台办完业务后，凭条撕了就扔或者撕都没撕就丢，贼人可能通过小小凭条查到你的信息！因此一定要把交易凭条彻底粉碎或者收好！ ????????                                                            ", 2012-8-30 21:22,1,评论,赞,微博 weibo.com,yzAWYtVte
8,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    火灾逃生自救十二招，大家都来看看，多学习一点总是好的，大家可以[收藏]一下。 ????????                                                            ", 2012-8-30 09:48,1,评论,赞,微博 weibo.com,yzwpvjh4u
9,"
                                                                                                    请家长们尽到监护人的责任                                            ",否,"
                                                                                                    近日张女士带着7岁的儿子到小区里的健身器材区做健身运动，不料儿子踩在漫步机上玩耍时因荡得太高导致重心不稳摔了下来，来回晃荡的漫步机脚踏砸在孩子脸上，致使孩子脸部被缝3针。这里提示家长朋友，儿童使用户外健身器材时必须有成人看护，并给予适当指导，动作幅度不宜过大，以免造成意外。 ????????                                                            ", 2012-8-29 18:03,6,评论,赞,微博 weibo.com,yzqe2BKlM
10,"
                                                                                                    //@北京地铁:#爱心接力棒# 经过多方联系，失主邵先生已经找到地铁工作人员，将money和证件认领回家了。据了解，邵先生在下车时将背包遗落在车厢上，被土桥站清车的地铁员工捡到，经值班站长与民警联系，终于找到失主并将背包物归原主。小编在这里也提示大家，出行时贵重物品一定要拿好哦。                                            ",否,"
                                                                                                    @北京地铁????今早在土桥站清车，捡到一个黄色背包，内有现金2200元及身份证和活期存折... ????????                                                            ", 2012-8-29 17:56,1,1,赞,政府版微博,yzqaYlskI
11,"
                                                                                                    非京户籍人员出入境证件办理地点和办理业务范畴                                            ",否,"
                                                                                                    #非京户籍人员在京办理出入境证件提示#【办理地点及办理业务范畴】可在本市各出入境接待大厅（西城区梁家园胡同接待大厅除外）办理护照、往来港澳通行证和往来台湾通行证及各类签注。 ????????                                                            ", 2012-8-29 12:12,6,5,赞,微博 weibo.com,yznVsDjnW
12,"
                                                                                                    钓鱼要注意地点，不是什么地方都让垂钓的                                            ",否,"
                                                                                                    #小白播报#今天蜀黍处理了一个纠纷。郑和公园内一钓鱼者与公园管理人员发生了矛盾。钓鱼者想随意钓鱼，公园管理人员不让，为此双方争吵了起来，小白想说，钓鱼本来是修身养性的好事，但也要注意好地点，不是什么地方都能让你垂钓的哦。（图文无关） ????????                                                            ", 2012-8-29 12:07,2,2,赞,微博 weibo.com,yznTp1fED
13,"
                                                                                                    微博送健康                                            ",否,"
                                                                                                    #微博送健康#【工作中10个征兆暗示身心需要解压】1周末头痛（应保持平时的饮食和睡眠模式）。2痛经（应健身）。3夜间磨牙的口腔疼痛（戴牙套）。4怪梦（睡前避免咖啡酒精）。5牙龈出血（充足的锻炼和睡眠）。6突然有痤疮。7长期偏爱甜食。8长期皮肤瘙痒（焦虑紧张会加剧）。9过敏加重。10肚子痛。 ????????                                                            ", 2012-8-29 12:04,转发,评论,赞,微博 weibo.com,yznSgFaiG
14,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【微博“招兼职” 小心是骗局】“X购物网站招聘兼职,轻松在家赚钱…”正在寻求兼职的小王发现微博上有人发布招聘信息.联系客服、“申请成功”后,小王拍下该购物网站的购物链接,并满怀期待等待对方支付“兼职佣金”.第二天佣金未到,自己账户上的钱却已转移给卖家,小王发现被骗.O网页链接 ????????                                                            ", 2012-8-28 18:44,1,评论,1,微博 weibo.com,yzh405bjx
15,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【评论：慎用“随手拍”】近日，一则疑似被拐女童的微博流传，现已证实是虚惊一场。在去年微博发起的“随手拍解救乞讨儿童”行动中，被拍的基本没有被拐儿童。网上如潮般的公益热心感人肺腑，但发起人一定要谨慎从事，不能让爱心廉价支付，更不能让无辜者心灵受伤。社会需要爱心，同样也需要尊重。 ????????                                                            ", 2012-8-28 18:38,4,3,4,微博 weibo.com,yzh1x25Jq
16,"
                                                                                                    //@天气预报: 据说明天要到34℃，女生防晒霜抹起来，伞撑起来，男人嘛，就没什么可注意的了                                            ",否,"
                                                                                                    【天气晴热注意防晒补充水分】28日17时北京气象信息：今天白天城区大部分地方最高气温33℃左右，夜间晴间多云，最低气温22℃，早晚还是较舒适的。明天白天晴，最高气温可达到34度上下，紫外线很强，户外一定要采取有效防晒措施，同时还要及时补充水分。 ????????                                                            ", 2012-8-28 17:22,1,1,赞,微博 weibo.com,yzgwN7rZC
17,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【第18届世界食用菌大会开幕 】 外形各不同、颜色有差异、高矮肥瘦的蘑菇聚集一起，堪称“蘑菇奥运会”，昨天，由通州区主办的第18届世界食用菌大会开幕，来自世界60多个国家及联合国粮农组织、世界银行的数百位专业人士参会。本次共有69家中外企业参展，内容包括食用菌菌种、加工产品、栽培设备等。 ????????                                                            ", 2012-8-28 15:35,3,评论,赞,微博 weibo.com,yzfPuxGvJ
18,"
                                                                                                    //@北京发布: #转发发布厅#汽车上的安全措施如安全带、安全气囊几乎是依据成人的身材、体重设计的，若儿童系上安全带坐在前座，由于儿童的身材、体重不同于成人，非但无法降低伤害相反的反而会增加儿童的伤害。所以，请各位家长为了孩子的安全一定要安装儿童安全座椅。[呵呵]                                            ",否,"
                                                                                                    #惠提醒#大家还记得有个家长把孩子放在副驾上，结果孩子拉开车门掉下去的事吗？最近中消协发布《儿童安全座椅消费指引》，强调儿童安全座的重要。提醒家长朋友，开车带孩子出去要把孩子放在安全的位置，根据孩子的年龄、身高、体重选购规范的安全座椅。 ????????                                                            ", 2012-8-28 11:59,2,评论,赞,微博 weibo.com,yzepB5PBy
19,"
                                                                                                    遇可疑情况要及时拨打110报警。[电话]                                            ",否,"
                                                                                                    【公交车上发现疑似被拐女童警情查否】感谢网友的关注，同时提醒大家，如发现可疑情况，请立即拨打110报警，以便警方开展工作。 ????????                                                            ", 2012-8-27 14:41,3,评论,赞,政府版微博,yz63024YE
20,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #雨天行车请注意#在高速公路上行车，要特别注意“滑水现象”：在路面积水较深，车速过快时，轮胎与路面的水来不及排出，导致轮胎与路面彻底失去接触，这就是滑水现象。行驶中万一遇到“滑水现象”，可放松加速踏板，利用发动机的“牵阻作用”减速，切不可用制动器制动，以免发生侧滑和甩尾造成事故。 ????????                                                            ", 2012-8-27 10:28,1,评论,赞,微博 weibo.com,yz4oq8r2w
21,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #雨天行车请注意#注意加大行车间距。路面情况瞬息万变，车辆转向、制动性能降低，制动距离延长，驾驶人视线受到一定程度影响，因此，一定要与前车保持足够的安全距离。还应注意开启警示灯。雨天在高速公路上行驶，驾驶人对路面的观察受限，加上路面湿度较大，雾气充盈，严重影响驾驶人的视线。 ????????                                                            ", 2012-8-27 10:28,转发,评论,赞,微博 weibo.com,yz4o6D35E
22,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #雨天行车请注意#注意谨慎超车。由于车辆使用性能和道路安全系数降低，道路交通安全情况复杂多变，超车的危险性加大，要求驾驶人要注意观察道路情况，在确保安全的前提下稳妥、谨慎超车，不可强行超车，更不可从右侧超车。另外，遇到车站或行至路边时，应减速，避免溅起水花打湿行人。 ????????                                                            ", 2012-8-27 10:27,转发,评论,赞,微博 weibo.com,yz4nV7NIq
23,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #雨天行车请注意#注意降低车速，平稳转向。路面上的积水起着“润滑剂”的作用，使路面与车轮之间形成一 “滑油面层”，让路面附着系数大大降低。路面上的水越深，车速越快，这种现象越严重。路面变滑，将使制动距离延长，速度越快，制动距离越长。雨天车速一定要至少比平时降低20%，并注意平稳转向。 ????????                                                            ", 2012-8-27 10:27,1,评论,赞,微博 weibo.com,yz4nHdpdl
24,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #雨天行车请注意#注意集中精力。雨天行车，公路情况复杂，驾驶人驾驭车辆的难度加大，容易产生焦躁情绪，同时需要处置的突发情况增多，危险性大，驾驶人要加倍小心谨慎，高度集中精力。当遇到暴雨时，严重影响道路安全和行车驾驶人视线，最好不要出车，在高速公路上时，最好到服务区休息。 ????????                                                            ", 2012-8-27 10:26,转发,评论,赞,微博 weibo.com,yz4ntBDtU
25,"
                                                                                                    市气象台发布暴雨蓝色预警信号，请大家在出行时带好雨具，注意安全。                                            ",否,"
                                                                                                    【预警信息】市气象台9时55分发布暴雨蓝色预警信号：受较强降雨云团影响，预计未来3小时本市城区的南部将出现小时雨量达到20毫米的短时强降水。请注意防范。 ????????                                                            ", 2012-8-27 10:14,2,1,1,微博 weibo.com,yz4ivqc2T
26,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    高校返校高峰、中小学开学临近??????????????细解暑假最后一周交通热点区域一 ????????                                                            ", 2012-8-26 09:59,转发,评论,赞,微博 weibo.com,yyULW7Yko
27,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    高校返校高峰、中小学开学临近??????????????细解暑假最后一周交通热点区域二 ????????                                                            ", 2012-8-26 09:59,转发,评论,赞,微博 weibo.com,yyULR7aZV
28,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    高校返校高峰、中小学开学临近??????????????细解暑假最后一周交通热点区域三 ????????                                                            ", 2012-8-26 09:58,转发,评论,赞,微博 weibo.com,yyULKiGND
