序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                     首届全国卫生监督技能大赛今天起在京举行，来自全国32支代表队将进行复赛和决赛。由5名选手组成的北京代表队参加比赛，预祝好成绩，选手加油！ ????????                                            ",是,无, 2012-8-31 20:21,6,1,赞,政府版微博,yzJYW9X7w
2,"
                                                                                                    转发                                            ",否,"
                                                                                                    【提示】#市人力社保局提醒大家#2013年城镇居民医疗保险的缴费期为9月1日至11月30日.9月3日开始（1日、2日为公休日）,本市城镇居民可以办理明年的基本医疗保险参保缴费手续.个人缴费标准保持不变。请点击下图查看详情 ????????                                                            ", 2012-8-31 15:46,2,评论,赞,微博 weibo.com,yzIb6obOW
3,"
                                                                                                    转发                                            ",否,"
                                                                                                    【明起婴幼儿食品禁加牛初乳】根据卫生部明确要求，从今年9月1日开始，婴幼儿配方食品中不得添加牛初乳以及用牛初乳为原料生产的乳制品。在普通食品中添加牛初乳为原料的乳制品，应当按照相关食品标准执行。 ????????                                                            ", 2012-8-31 14:33,5,1,赞,微博 weibo.com,yzHHQmQ6l
4,"
                                                                                                    由中国医学科学院肿瘤医院主办，中国癌症基金会、加拿大驻华使馆、朝阳区卫生局等单位协办的 “第十四届北京希望马拉松——为癌症患者及癌症防治研究募捐义跑 ”，将于2012年11 月3日上午9时在朝阳公园万人广场集中， 10时鸣枪起跑。O网页链接 本届马拉松的口号是“你我双手，共托希望 ”。 ????????                                            ",是,无, 2012-8-31 14:33,22,13,赞,微博 weibo.com,yzHHJyXgu
5,"
                                                                                                    在“7·21”特大自然灾害中，北京因供水设施污染、损坏，影响人口约99万，目前超八成供水单位已修复，灾区均已恢复水源供应。O网页链接 ????????                                            ",是,无, 2012-8-31 14:05,转发,评论,赞,微博 weibo.com,yzHwkbayW
6,"
                                                                                                    转发                                            ",否,"
                                                                                                    今年截至目前为止，北京又有7人被狂犬咬伤丧生。狂犬病一旦确诊，完全没救，死前痛苦不堪。养犬要按时给狗注射疫苗，人被咬伤，不知狗是否是健康（因为有些狗带狂犬病毒、并不表现狂犬症状），一定先用肥皂水、清水冲洗伤口，然后去打疫苗，切不可存侥幸心理。@新浪健康@首都健康 ????????                                                            ", 2012-8-31 10:25,19,4,赞,微博 weibo.com,yzG4X7ry9
7,"
                                                                                                    据报载：昨日，国家发改委、卫生部、财政部、人社部、民政部、保险监督管理委员会等6部门公布《关于开展城乡居民大病保险工作的指导意见。针对一些特别贵的大病，我国将建立补充医保报销制度，在基本医保报销的基础上，再次给予报销，要求实际报销比例不低于50%。O网页链接 ????????                                            ",是,无, 2012-8-31 08:57,8,评论,赞,微博 weibo.com,yzFvr6mvv
8,"
                                                                                                    心血管病危害大，防治窍门须牢记：膳食要合理，低盐又低脂;高胆固醇食物要留意,动物内脏、蛋黄、蟹黄限量吃；体重要控制,运动健身体;戒烟并限酒,避免坏情绪; 睡眠要保障,避免过度劳；血压、血脂、血糖监控好；努力就会显成效。 ????????                                            ",是,无, 2012-8-31 08:51,12,2,赞,微博 weibo.com,yzFsRvTfg
9,"
                                                                                                    “三四五”助健康                                            ",否,"
                                                                                                    【每天吃够“三四五”】三个核桃健脑润肺、四个桂圆开胃安神、 五颗红枣益气养血。 ????????                                                            ", 2012-8-30 15:29,8,评论,赞,政府版微博,yzyDKnAF3
10,"
                                                                                                    九月份本市部分医院健康讲座通知：北医三院????　　时间：2012年9月1日（周六）上午8：30-11：30????　　内容：哮喘监控与自我管理(伍蕊副主任医师)????　　哮喘装置的使用（盖晓燕主治医师）????　　现... O网页链接 （使用新浪长微博工具发布 O网页链接） ????????                                            ",是,无, 2012-8-30 15:20,1,评论,赞,新浪博客,yzyA9yqSN
