序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【如何辨别搀假蜂蜜】①将蜂蜜滴在白纸上,如果蜂蜜渐渐渗开,说明搀有蔗糖和水;②搀有面粉,淀粉或玉米粉的蜂蜜,色泽较混浊,味道也不够甜;③用烧红的铁丝插入蜂蜜中,如果铁丝上附有黏物,说明蜂蜜中有杂质;④筷子挑起蜂蜜能拉成长丝的,且丝断会自动回缩呈球状为上品。 ????????                                            ",是,无, 2012-8-31 15:50,3,评论,赞,皮皮时光机,yzIcKFUFY
2,"
                                                                                                    【请记住这8个健康的生活习惯】1、每天喝杯绿茶。2、最少开窗半小时。3、常吃葱和蒜。4、每天晒15分钟太阳。5、每天散步。6、吃饭细嚼慢咽。7、每天睡够7小时。8、少吃糖和加工肉制品。 ????????                                            ",是,无, 2012-8-31 14:10,4,评论,赞,皮皮时光机,yzHybbcQa
3,"
                                                                                                    【怎么样食用含草酸多的食物】草酸多的蔬菜（菠菜、苋菜、冬笋、荷兰芹和绿菜花）应在沸水中焯一下再炒，以除去草酸，避免草酸同钙结合成一种不溶性的草酸钙，提高钙的吸收利用率。 ????????                                            ",是,无, 2012-8-31 10:30,2,评论,赞,皮皮时光机,yzG6Wm66v
4,"
                                                                                                    【鸡蛋吃法多样吸收不同】就营养的吸收和消化率来讲，煮蛋为100%，炒蛋为97%，嫩炸为98%，老炸为81.1%，开水、牛奶冲蛋为92.5%，生吃为30%～50%。由此来说，煮鸡蛋是最佳的吃法，但要注意细嚼慢咽，否则会影响吸收和消化。不过，对儿童和老年人来说，还是蒸蛋羹蛋花汤最适合。 ????????                                            ",是,无, 2012-8-30 14:50,2,评论,赞,皮皮时光机,yzynVl53r
5,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【经期暖宫纤腿秘方】材料：姜片、陈皮、干柠檬片，可乐。效果:暖身、温宫、消脂，坚持食用3周以上手脚冰冷的症状明显改善或消失，体重开始下降，下半身变得纤瘦，特别是腿部，效果明显者能瘦腿3cm哦！??????????????                                                            ", 2012-8-30 14:02,1,评论,赞,微博 weibo.com,yzy4Ds9Rj
6,"
                                                                                                    【豆芽并非越长越好】在大豆发芽过程中植酸酶活性不断升高，不断地水解植酸，致使植酸——这一妨碍钙、锌、铁吸收的主要抑制因子呈现下降趋势，比大豆或豆腐中植酸含量下降40%，进而大大地提高了发芽大豆中钙、锌、铁的生物利用率，而且以发3～4天（长约4～5厘米）的豆芽营养为最好。 ????????                                            ",是,无, 2012-8-30 11:10,2,评论,赞,皮皮时光机,yzwWA59Fa
7,"
                                                                                                    【为中老年人多补枣】红枣中富含钙和铁，它们对防治骨质疏松和贫血有重要作用。中老年人更年期经常会有骨质疏松，正在生长发育高峰的青少年和女性容易发生贫血，红枣对他们会有十分理想的食疗作用，其效果通常是药物不能比拟的。对病后体虚的人也有良好的滋补作用。 ????????                                            ",是,无, 2012-8-30 09:30,转发,1,赞,皮皮时光机,yzwi8vxmw
8,"
                                                                                                    甜蜜之时勿忘婚检                                            ",否,"
                                                                                                    #健康知识#【甜蜜之时勿忘婚检】亲们，早上好！和自己知心的爱人携手走进婚姻殿堂，过着执子之手与子偕老的甜蜜生活是每个人都向往和期待的。对于那些即将拿到结婚证的朋友们，要提醒大家，甜蜜之余不要忽视了婚检。 ????????                                                            ", 2012-8-30 08:51,转发,评论,赞,微博 weibo.com,yzw2mFIHV
9,"
                                                                                                    不系安全带？后果很严重！                                            ",否,微博已被原作者删除, 2012-8-30 08:49,-1,评论,赞,微博 weibo.com,yzw1tqiVk
10,"
                                                                                                    【生吃胡萝卜不吸收】生吃胡萝卜很不科学。将胡萝卜分别生食、用微量的油脂烹调、用足量的油脂烹调，测胡萝卜素的消化吸收率分别为10%、30%、90%。可见，胡萝卜素在体内消化吸收率与油脂配比成正比；胡萝卜用食油烹制后食用比生的食用营养价值高。 ????????                                            ",是,无, 2012-8-29 14:50,1,评论,赞,皮皮时光机,yzoXqcfsK
11,"
                                                                                                    【梨的好处】能生津、润燥、清热、化痰。古代医家多用之于食道癌、贲门癌和胃癌。如《滇南本草》云：治胃中痞块食积。《本草求原》也曾介绍：治学业衰少，渐成噎嗝;梨汁同人乳、蔗汁、芦根汁、童便、竹沥服之。 ????????                                            ",是,无, 2012-8-29 11:10,1,评论,赞,皮皮时光机,yznw5dtY8
12,"
                                                                                                    【空腹喝牛奶为什么不好】有人喜欢清晨空腹喝杯牛奶就当早餐了，殊不知这种做法很不好。食物经过了一晚上的消化吸收，胃肠道里几乎空空的了，如果早晨起来空肚子喝牛奶，就使牛奶还未等被机体充分的吸收，就顺着空空的胃肠道排了出去，造成营养的极大浪费。所以喝牛奶时最好吃些饼干面包或花卷馒头等。 ????????                                            ",是,无, 2012-8-29 09:30,8,2,赞,皮皮时光机,yzmRF8Zrw
13,"
                                                                                                    【山楂的作用】能活血化瘀、化滞消积、开胃消食，同时还含有丰富的维生素C。中医认为，癌瘤为实性肿块，往往具有气滞血瘀征象，由于山楂能活血化淤、善消肉积，又能抑制癌细胞的生长，所以适宜多种癌瘤患者的治疗。 ????????                                            ",是,无, 2012-8-28 15:50,2,评论,赞,皮皮时光机,yzfVfx38B
14,"
                                                                                                    【碳酸饮料不可多饮】现在的孩子们吃饭时，都喜欢拿饮料当水喝，什么可乐啦、果汁饮料等，这些碳酸饮料中的碳酸会与体内的钙形成不溶性的碳酸钙，会夺走您所吃进去的食物中的钙质，造成钙流失，引起钙缺乏的症状。 ????????                                            ",是,无, 2012-8-28 14:10,2,1,赞,皮皮时光机,yzfgIENkm
15,"
                                                                                                    #健康大课堂#                                            ",否,"
                                                                                                    #健康大课堂#《急救常识跟我学》是今天的题目，授课专家是朱华栋，来自协和医院课堂现场照片 ????????                                                            ", 2012-8-28 10:59,转发,评论,赞,微博 weibo.com,yze1lkPiu
16,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    北京市作为首批“城市癌症早诊早治项目”9个试点省市之一，今年将在5万高危人群中免费开展肺癌、乳腺癌、大肠癌、上消化道癌和肝癌筛查。5万个免费筛查指标将平均分配给每一种癌症，即各筛查一万人，同时将根据每个区县不同癌症高发的情况来指定区县。详见O网页链接 ????????                                                            ", 2012-8-28 10:58,转发,评论,赞,微博 weibo.com,yze0LgGTc
17,"
                                                                                                    【别让5件事伤害肾】1、不爱喝水：肾脏负责代谢生理活动需要足够水分来辅助；2、喝饮料比喝白开水还多：饮料中所含的咖啡因往往会导致血压上升，而血压过高就会伤到肾；3、口太重：摄入太多盐肾脏的负担就会加重；4、爱喝啤酒经常大量喝啤酒，会使尿酸沉积导致肾小管阻塞，造成肾脏衰竭；5、吃太多肉。 ????????                                            ",是,无, 2012-8-28 10:52,转发,评论,赞,皮皮时光机,yzdYnzom9
18,"
                                                                                                    【牛奶与巧克力不要同吃】牛奶含有丰富的钙和蛋白质，而巧克力中含有草酸，牛奶和巧克力一起吃时，牛奶中的钙易于巧克力中的草酸形成不溶于水沉淀物——草酸钙。人不但无法吸收，时间长了，还会出现头发干枯、腹泻、缺钙和生长发育迟缓等现象。所以，喝牛奶和吃巧克力的时间要分开。 ????????                                            ",是,无, 2012-8-27 16:37,转发,评论,赞,皮皮时光机,yz6NPxcps
19,"
                                                                                                    【红枣抗癌】红枣中还含有抑制癌细胞，甚至可使癌细胞向正常细胞转化的物质。经常食用鲜枣的人很少患胆结石。这是因为鲜枣中丰富的维生素C，使体内多余的胆固醇转变为胆汁酸。胆固醇少了，结石形成的概率也就随之减少。 ????????                                            ",是,无, 2012-8-27 14:57,转发,评论,赞,皮皮时光机,yz69exbGr
20,"
                                                                                                    【6个习惯让你年轻二十岁】1、清晨醒来多吃食物。早餐在饮食计划中起着决定性的作用。醒来后越快吃早餐，新陈代谢速度就提高地越快。2、和孩子一样喝奶。一天喝三杯酸奶的女人会比没喝酸奶的人多消耗60%的脂肪。3、睡不好会发胖。4、蜂蜜是人体细胞忠实的捍卫者。5、不停地运动。6、饮食宜粗不宜细。 ????????                                            ",是,无, 2012-8-27 14:18,2,评论,赞,皮皮时光机,yz5Tr1jwc
21,"
                                                                                                    【吃一根炭烤羊肉串相当于吸50根香烟！】华科大同济医学院姚平教授介绍，烧烤多是肉类食物，其蛋白质和油脂在木炭的直接烘烤燃烧下，会分解成苯并芘、杂环胺类物质等多种有毒成分，均是高活性的致癌物。有调查显示，一根肉串在烤制过程中产生的苯并芘，相当于一支香烟的500倍。 ????????                                            ",是,无, 2012-8-24 15:46,3,评论,赞,皮皮时光机,yyEbDmRrL
22,"
                                                                                                    【每天吃葡萄干可改善贫血和手脚冰凉症状】葡萄干含铁丰富，还含有多种矿物质、维生素和氨基酸，是体虚贫血者的佳品。每天吃一把葡萄干，30~40克，坚持15天，对改善体虚贫血有一定作用。 ????????                                            ",是,无, 2012-8-24 11:06,转发,评论,赞,皮皮时光机,yyCm2lGPo
23,"
                                                                                                    【10个行动让你保持永久快乐】1.学会留心；2.大声欢笑；3.去睡觉吧；4.消除杂乱；5.列张清单；6.只做一件事；7.散散步，做做冥想；8.去安静的地方；9.做志愿者；10.有亲近的人。 ????????                                            ",是,无, 2012-8-24 09:26,转发,评论,赞,皮皮时光机,yyBHoEePc
