序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    进餐馆，选“笑脸”，有不满，请投诉，拨12320，我们时刻守候您 ????????                                            ",是,无, 2012-8-23 11:19,13,1,赞,微博 weibo.com,yyt17e4wI
2,"
                                                                                                    2012年8月17日，大兴区卫生监督所在首届北京市卫生监督技能竞赛中，表现突出，取得团体第一名的优异成绩。其中郑渊同志获得食品专业第一名，王明杰同志获得医疗卫生专业第二名，并将代表北京市全体卫生监督员参加全国卫生监督技能竞赛。 ????????                                            ",是,无, 2012-8-23 11:18,2,评论,赞,微博 weibo.com,yyt0lCUMK
3,"
                                                                                                    2012年8月9日，大兴区卫生监督所黄村监督站联合大兴区教委和大兴区黄村镇医院，对辖区内所有托幼机构负责人统一进行卫生安全培训，共有31家托幼机构（含无证托幼机构）单位负责人参加本次培训活动。 ????????                                            ",是,无, 2012-8-10 13:53,3,评论,赞,微博 weibo.com,ywvsUaCCZ
4,"
                                                                                                    8月2日，大兴区卫生局副局长马燕珠带队，区卫生监督所所长张树旺等相关人员陪同下，与清源街道办事处工委书记王志敏、主任赵永兴及相关负责人，就清源街道辖区内突出存在的餐饮服务环节的食品安全问题进行深入研究，共同寻求解决办法。@大兴卫生 ????????                                            ",是,无, 2012-8-3 11:27,转发,2,赞,新浪邮箱,yvqwma53m
5,"
                                                                                                    预防食源性疾患的十项建议：6、不食用来历不明的食品；7、不饮用不洁净的水或者未煮熟的自来水；8、直接食用的瓜果应用洁净的水彻底清洗并可去皮；9、进食前或便后应将双手洗净；10、在进食的过程中如发现异常，应立即停止进食。@大兴卫生 ????????                                            ",是,无, 2012-8-1 16:21,6,评论,赞,政府版微博,yv9AC1WDJ
6,"
                                                                                                    预防食源性疾患的十项建议：1、不买腐败变质及其它含有物质的食品；2、不购买无厂名厂址和保质期等标示不全的定型食品；3、不光顾无证无照的流动摊档和卫生不佳的饮食店；4、不食用在室温条件下放置过夜的食物；5、不私自采食瓜果蔬菜和野生食物；@大兴卫生 ????????                                            ",是,无, 2012-8-1 16:16,2,1,赞,政府版微博,yv9yBi6iP
7,"
                                                                                                    为有效防控暴雨洪涝后食源性疾患的发生，保障亦庄辖区人民群众的饮食安全，2012年7月27日，亦庄卫生监督站召开了辖区内餐饮单位卫生安全培训会。 ????????                                            ",是,无, 2012-7-27 15:22,4,评论,赞,微博 weibo.com,yuo3XBvwU
8,"
                                                                                                    集中消毒餐具在餐饮服务中使用越来越广泛，消毒餐具卫生质量的好坏一直备受社会关注，近期，大兴区卫生监督所将陆续对在我区注册的全部13家集中餐具消毒企业餐具消毒效果开展检查。 ????????                                            ",是,无, 2012-7-27 14:00,转发,评论,赞,微博 weibo.com,yunx5j5Rw
9,"
                                                                                                    大兴区卫生监督所向全区餐饮业经营者和普通市民发布预警提示，1、不使用被雨水浸泡过的食品，不吃霉变米面。2、不吃淹死、呛死、病死的畜禽和水产品。3、食物生熟要分开。4、碗筷餐饮具要煮沸或清洗消毒后使用。同时大兴区卫生监督所加大对全区餐饮单位的巡查力度，确保汛期群众的饮食安全。 ????????                                            ",是,无, 2012-7-27 13:34,14,评论,赞,微博 weibo.com,yunmma4dx
10,"
                                                                                                    7.21日，一场61年未遇的罕见暴雨袭击京城，造成重大人员伤亡及财产经济损失。暴雨过后，为有效预防和控制食物中毒、生活饮用水污染等突发公共卫生事件，保障公众身体健康和生命财产安全，确保灾后无大疫，大兴区卫生监督所周密部署全力应对，迅速开展暴雨灾后卫生监督检查工作。 ????????                                            ",是,无, 2012-7-26 11:09,转发,评论,赞,微博 weibo.com,yucYRpDiM
