序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    高血压患者如出现下列情况应立即到医院就诊：①剧烈头痛，视力模糊，恶心呕吐，食欲减退，腹痛；②头痛，眼球震颤，肢体活动不利，或言语不利，流口水；③呼吸困难，不能平卧，咳嗽，吐咯大量泡沫痰。 ????????                                            ",是,无, 2012-8-31 13:05,转发,评论,赞,微博 weibo.com,yzH7ZnEJJ
2,"
                                                                                                    【捏耳可以美容】恰当地揉动双耳垂，能收到抗衰美容的效果，其重点是运用拇指、食指轻巧而有节奏的捏压耳垂的正中区域，每日2-3次，每次1分钟，持之以恒地做下去，既美容，又能增添双目的神采。 ????????                                            ",是,无, 2012-8-30 17:04,转发,评论,赞,微博 weibo.com,yzzgCppDD
3,"
                                                                                                    //@北京妇产医院:                                             ",否,"
                                                                                                    #重视糖尿病低血糖#【自我识别低血糖及应急处理】当糖尿病患者出现饥饿感、心慌、出汗、乏力等症状时，应高度怀疑低血糖。如果身边有血糖仪，应马上验血糖，血糖值低于2.8mmol/L即可明确诊断。如果没有血糖仪，可采取一种简便的试验方法：立即喝一杯... ????????                                                            ", 2012-8-30 12:57,转发,评论,赞,微博 weibo.com,yzxE7krKp
4,"
                                                                                                    //@北京石景山健康教育: //@健康时报: 好事，上班族们有福啦                                            ",否,"
                                                                                                    白天上班忙，晚上看病哪里去？中日友好医院今年8月22日起启动了夜间门诊和夜间医技检查。夜门诊从早7点到晚上19点30分都可以挂号。目前由于选择夜门诊的病人还不太多，号源相对充足。据介绍，17点以后很多科室还可以挂到号。@健康时报 （郭丽萍） ????????                                                            ", 2012-8-30 12:54,转发,评论,赞,微博 weibo.com,yzxD4jMH3
5,"
                                                                                                                                                ",否,"
                                                                                                    【锻炼孩子胆量的几个小方法】1.多跟同龄人交往。“胆量是在交往中锻炼出来的”，家长从小要为孩子提供与小伙伴交往的机会。2.带孩子多参加户外活动，从小磨练他的毅力。2. 倾听孩子的心声，不要自己想当然。3. 摆正父母的心态，千万不要把自己的压力转嫁到孩子身上。????????????                                                            ", 2012-8-30 12:53,转发,评论,赞,微博 weibo.com,yzxCG60dZ
6,"
                                                                                                    //@北京海淀健康教育: 支持                                            ",否,"
                                                                                                    【如何让宝宝爱吃菜】1、孕期每天保证一斤蔬菜半斤果，多选择深颜色蔬菜。对宝宝将来可能不太喜欢的蔬菜（如胡萝卜、苦瓜等）也要经常食用。2、宝宝六个月以后用蔬菜熬粥做辅食。3、宝宝一岁后准备好可以生吃的蔬菜条让其磨牙用，能满足他们牙痒想咀嚼的感觉，还可让他爱吃蔬菜。O网页链接 ????????                                                            ", 2012-8-30 12:53,转发,评论,赞,微博 weibo.com,yzxCqq9eV
7,"
                                                                                                    //@辽宁健康教育与促进: 倡导“日行一万步，吃动两平衡，健康一辈子”，                                            ",否,"
                                                                                                    #全民健康生活方式日#活动号召全体民众不吸烟、不酗酒，注意合理搭配膳食结构，讲究营养平衡，规律用餐，维持健康体重；养成和保持良好的心理状态，自信乐观，喜怒有度；以科学的态度和精神，传播科学的健康知识。倡导“日行一万步，吃动两平衡，健康一辈子”，以此提高全民的健康体魄和综合素养。 ????????                                                            ", 2012-8-30 12:50,转发,评论,赞,微博 weibo.com,yzxBlnpZX
8,"
                                                                                                    【中医养生“四少”】中医养生的“四少”主要是指口中言少，心中事少，肚中食少，自然睡少，是说饮食、睡眠要适度，精神状态要好，少积存烦恼、少说话，以免费神。 ????????                                            ",是,无, 2012-8-29 12:38,转发,评论,赞,微博 weibo.com,yzo5VhFVl
9,"
                                                                                                    【产后抑郁需要治疗吗】产后抑郁的产妇由于睡眠问题、厌食等原因无法及时调整产后虚弱的身体，不但影响产后身体的恢复，而且身体的疲劳和营养的缺乏也直接影响了母乳的分泌。产妇的不良情绪变现也常常会影响夫妻关系和家庭和睦。因此，产后抑郁要根据情绪的不同程度进行及时、相应的治疗。 ????????                                            ",是,无, 2012-8-28 14:39,1,评论,赞,微博 weibo.com,yzfsAoUU4
10,"
                                                                                                    //@健康教育何超: //@林麗雅LiYa: 大家来做运动吧，不然肌肉都松弛了。                                            ",否,微博已被原作者删除, 2012-8-28 11:52,-1,评论,赞,微博 weibo.com,yzemH85k1
11,"
                                                                                                    【老年人饮酒建议】①有节制地适量饮酒，每日50g为宜②饮低度、高营养的酒类为宜③不饮烈性酒、劣质酒④不空腹饮酒，不过饱饮酒⑤不借酒消愁⑥患病期间不饮酒，服药前后、服药时不饮酒⑦有心血管病，肝、胃、肺等器官疾病者应戒酒。 ????????                                            ",是,无, 2012-8-27 14:20,1,评论,赞,微博 weibo.com,yz5Umi1gV
12,"
                                                                                                    //@北京怀柔健康教育: //@健康教育何超: //@快乐是一棵树: 给研究生讲授创伤时，就要求掌握压迫止血点。很多失血性休克甚至死亡的病例，实在太遗憾，其实只要简单的有效压迫即可避免大失血。掌握压迫点，不仅可以救人、还能救己，尤其是头面颈部的压迫点。                                            ",否,微博已被原作者删除, 2012-8-26 11:22,-1,评论,赞,微博 weibo.com,yyVjC4Mez
13,"
                                                                                                    【健康“四个最好”】最好的医生是自己，最好药物是时间，最好的心情是宁静，最好的运动是步行。 ????????                                            ",是,无, 2012-8-24 14:09,转发,评论,赞,微博 weibo.com,yyDyf66V7
14,"
                                                                                                    【秋季如何预防感冒】①早晨用冷水洗脸，晚上用热水泡脚②早晨到室外散步、爬山或做操，进行适当锻炼③早晨起床后，两手伸开，以掌相搓30次，并向迎香穴按摩10次④注意居室通风和消毒，早晚用食醋在房内个熏蒸一次，每次不少于15分钟⑤衣服不要穿得过多，出汗时不要马上脱衣摘帽。你不来试试吗？ ????????                                            ",是,无, 2012-8-23 12:10,转发,评论,赞,微博 weibo.com,yytltwc6x
15,"
                                                                                                    【莫把时尚泡花水当茶喝】一些人把玫瑰花、梅花、菊花、康乃馨、勿忘我、苦丁、大麦拿来泡水喝，起名叫这个茶那个茶，据说有这样那样的好处，其实至今并无一点儿科学依据。以上说的各种花都不属于茶。请不要把泡花水当茶喝。如一定要喝，出现什么不良反应，可要及时到医院去救治。 ????????                                            ",是,无, 2012-8-22 11:40,转发,评论,赞,微博 weibo.com,yyjIZcqZl
16,"
                                                                                                    #人到夕阳 身心共养#老年人的心理养生可概括为四个字，即“动”、“仁”、“智”、“乐”。“动”就是多运动；“仁”就是心地善良，待人宽厚；“智”就是勤于学习，科学用脑，尤其要善于用科学的知识指导养生保健；“乐”就是保持乐观情绪，保持好奇心，时刻保持积极向上的心理状态。 ????????                                            ",是,无, 2012-8-21 08:46,转发,评论,赞,微博 weibo.com,yy9a054Oa
17,"
                                                                                                    #秋季中医养生#秋季低血糖患者为什么不能多食柚子：柚子，又名柚、雷柚、胡柚，为秋季时令果品之一，主要含有糖水化合物、无机盐等成分。中医认为，柚子甘酸，消食化积，含有能够降低血糖的成分，如果低血糖患者多食柚子，病情就会加重。所以，秋季低血糖患者忌多食柚子。 ????????                                            ",是,无, 2012-8-20 10:34,转发,评论,赞,微博 weibo.com,yy0re53fW
18,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【蛮子早报】8月19日#生活精选#：卫生部发布健康报告，15年间，我国的患病人次数增加了20%；18岁以上居民，83.8%从不参加业余锻炼，其中城市为73.2%。（图：@插画家园）PS：你有多久没有去体育锻炼了？？O网页链接 ????????                                                            ", 2012-8-19 08:41,1,评论,赞,微博 weibo.com,yxQgU1b50
19,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #健康知识#【溺水如何自救】第五，如因小腿抽筋（腓肠肌痉挛）而致溺水者，此时应深呼吸后屏气，同时将痉挛下肢的拇指持续用力向前上方拉，使拇指跷起来，直到痉挛停止。对于其他部位的抽筋，要充分按摩和伸展患处，同时要找机会上浮，充分呼吸。 ????????                                                            ", 2012-8-18 10:52,1,评论,赞,微博 weibo.com,yxHHr715S
20,"
                                                                                                    #生活起居#立秋之后如何调整作息时间：立秋之季已是天高气爽之时，应开始“早卧早起，与鸡俱兴”，早卧以顺应阳气之收敛，早起舒展阳气，以侯阳光，顺应自然。 ????????                                            ",是,无, 2012-8-17 11:28,转发,评论,赞,微博 weibo.com,yxyvxDkXS
21,"
                                                                                                    #夏季中医养生#盛夏酷暑蒸灼，人容易烦躁不安，生气易怒。所以首先要使自己的心情平静下来，切忌烦躁不能自制，因燥生热，从而心火内生。要使心情像清澈平静的湖水一样，正如古人所说要“静养勿燥”，这样才能避免因情志不畅诱发疾病。 ????????                                            ",是,无, 2012-8-16 13:53,转发,评论,赞,微博 weibo.com,yxq1U96NB
22,"
                                                                                                    #最美夕阳红#近期，在主管领导的带领下我中心正在为辖区离退休老干部进行健康巡诊活动：为辖区内老干部逐一建立了个人健康档案并提供医疗保健服务；将其全部列入规范管理；发放服务联系卡；定期健康随访；离休干部到我社区卫生服务中心（站）就诊时享受三优先：优先就诊、优先出诊、优先建立家庭病床。 ????????                                            ",是,无, 2012-8-15 16:55,转发,评论,赞,微博 weibo.com,yxhNjtsfD
23,"
                                                                                                    #健康大课堂#肠道传染病一年四季均可发病，但主要集中在每年4-10月。35-37℃是细菌繁殖最快的温度，夏秋季节又闷又热，是病原体繁殖最旺盛的时候，所以容易形成发病高峰。8月14日龙山社区卫生服务中心联合疾控中心为望怀居委会居民讲授肠道传染病防治知识：预防肠道传染病九字经—吃熟食喝开水勤洗手。 ????????                                            ",是,无, 2012-8-14 15:50,转发,评论,赞,微博 weibo.com,yx7WsfVdt
24,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【我们常提到“黑米”有营养,那么你知道是哪些营养吗？】1、富含蛋白质、脂肪、碳水化合物、B族维生素、维E、钙、磷、钾、镁、铁、锌等营养元素,营养丰富；2、清除自由基、改善缺铁性贫血；3、黑米中的黄铜类化合物能预防心血管疾病；4、能抗菌，降低血压；5、黑米还具有改善心肌营养,降低心肌耗氧量。 ????????                                                            ", 2012-8-14 11:19,转发,评论,赞,微博 weibo.com,yx6am6GG5
25,"
                                                                                                    #中医夏季养生#夏季气候炎热，出汗多，最容易丢失津液，需适当食用酸性食物。一方面多食如西红柿、柠檬、草莓、乌梅、葡萄、山楂、芒果之类果品，其酸味能敛汗止泻祛湿，既可以预防因流汗过多而耗气伤阴，又能生津解渴，健胃消食。另一方面在菜肴中加点醋，醋酸还可以杀菌消毒，防止胃肠道疾病的发生。 ????????                                            ",是,无, 2012-8-13 08:37,转发,评论,赞,微博 weibo.com,ywVGmj02d
26,"
                                                                                                    #爱护眼睛 预防近视#目前我国已成为世界第一近视大国，近视平均患病率33.6%。近视已经成为影响青少年健康成长的严重社会问题。2012-8-6龙山社区卫生服务中心联合西园居委会为辖区青少年开展“爱护眼睛 预防近视”的讲座，关注青少年健康成长。 ????????                                            ",是,无, 2012-8-7 10:02,转发,1,赞,微博 weibo.com,yw1FOpB7I
27,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #健康知识#【世界#母乳喂养#周】十天左右的宝宝吃母乳的时候，吃一会就睡着了，放下就哭，还要吃，怎么知道他吃好了呢？其实孩子刚生下来时胃较小且吃奶费劲，所以吃几口后就休息一会，休息并不表明他睡着了，专家提倡按需喂奶，只要孩子想吃，请继续喂，一般可能需要2-3次才能喂饱。 ????????                                                            ", 2012-8-7 09:54,转发,评论,赞,微博 weibo.com,yw1Cqjtam
28,"
                                                                                                    //@葫芦岛市健康教育: //@营养科普赵之德: 【高血压常见致病因素】①吸烟②腹性肥胖③缺乏运动④糖尿病⑤高胆固醇血症⑥高同型半胱氨酸血症（注意叶酸、VB6、VB12补充）⑦酗酒⑧压力过大（记住三乐:知足常乐、自得其乐、助人为乐）⑧红肉摄入过多⑨油盐摄入过多⑩慢性炎症（应及时控制）11.饮食少蔬果                                            ",否,微博已被原作者删除, 2012-8-7 09:52,-1,评论,赞,微博 weibo.com,yw1BRsLwz
29,"
                                                                                                    //@为健康控烟: @中国慢病管理大会:                                            ",否,"
                                                                                                    2012年“世界无烟日”控烟宣传广告视频 O网页链接????（2012年世界无烟日的主题是“烟草业干扰控烟”，口号是“生命与烟草的对抗”。我国每年归因于吸烟死亡人数120万人，超过艾滋病、结核病、交通事故和自杀人数的总和。预计到2030年，每年将因此致死两百万人，还是呈直线上升态势。 ） ????????                                                            ", 2012-8-7 09:51,转发,评论,赞,微博 weibo.com,yw1Bf2vfW
30,"
                                                                                                    //@健康教育何超: //@丁香医生: 慢性病患者尤其注意哦。                                            ",否,微博已被原作者删除, 2012-8-6 21:34,-1,评论,赞,微博 weibo.com,yvWM7EvZA
31,"
                                                                                                                                                ",否,"
                                                                                                    2012年8月6日下午，为了提高我乡居民对高血压病的认识，对高血压病预防和及时合理的治疗。我们来到中榆树店村为居民举办“高血压病的防治”专题讲座。对此讲座社区居民非常欢迎，有42名居民参加听讲。 ????????                                                            ", 2012-8-6 21:32,转发,评论,赞,微博 weibo.com,yvWLigCvW
32,"
                                                                                                    //@北京怀柔健康教育: //@北京大兴健康教育: 地铁乘客中途遇险情怎么办                                            ",否,"
                                                                                                    【地铁乘客中途遇险情怎么办】地铁遇高水位积水停止行驶时,乘客千万不要自行跳车以免触电。应该依照司机或救援人员指示疏散。疏散时大件物品应留在车上，以免阻碍疏散。切勿擅自跳下以防触电，穿高跟鞋的乘客需脱鞋以免扭伤。在指定线路行走，不可走到其他线路上或隧道内；沿站台末端梯级进入站台。 ????????                                                            ", 2012-8-3 08:24,转发,评论,赞,微博 weibo.com,yvpjVt0BZ
33,"
                                                                                                                                                ",否,微博已被原作者删除, 2012-8-3 08:23,-1,评论,赞,微博 weibo.com,yvpjDqmwF
34,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    日前，怀柔有人爬野长城时突发急病。120急救人员赶赴现场。途中医生与患者家属联系，在电话中指导其现场救治。到达后，争分夺秒徒步赶往患者所在位置。随即为其检查，量血压、测心电图，展开急救。随后，消防人员赶到，在急救人员的监护下，被成功搬运下山送往医院。户外活动量力而行，不要爬野长城。 ????????                                                            ", 2012-8-2 09:01,转发,评论,赞,微博 weibo.com,yvg8tbC0x
35,"
                                                                                                    //@胡大一: 感谢大家转播。倡导健康生活方式，做好心血管疾病预防。                                            ",否,微博已被原作者删除, 2012-8-2 08:58,-1,评论,赞,微博 weibo.com,yvg76F1kl
36,"
                                                                                                    //@北京怀柔怀柔镇健康教育: //@北京怀柔宝山健康教育: 每年8月份的第一周是母乳喂养周，今年的宣传主题“回顾过去，展望未来”。母乳喂养好处多多：经济、易得、安全、营养，增进母子感情，促进恶露排出和产伤恢复等等//@威海健康公益电话12320:                                            ",否,"
                                                                                                    #微直播#【 2012年母乳喂养周媒体倡导会】温春梅指出，儿童营养不良是导致5岁以下儿童死亡的根本原因，每年有2百万以上5岁以下儿童死于营养不良。35%的5岁以下儿童死亡与营养不良有关，而母乳喂养是预防肺炎、腹泻等疾病最常见的干预措施。同时，她也详细介绍了《国际母乳代用品销售守则》。 ????????                                                            ", 2012-8-2 08:55,转发,评论,赞,微博 weibo.com,yvg6g4Tpo
37,"
                                                                                                    骨折的紧急处理                                            ",否,"
                                                                                                    摔倒时，人们惯性会用手、胳膊支撑，容易造成上肢骨折，包括手腕部及前臂骨折、上臂骨折。骨折后，会出现疼痛、肿胀、畸形等症状。上肢骨折时如有开放性伤口，应止血包扎后再固定。前臂骨折，可用三角巾、夹板、书本等将前臂悬吊在胸前；上臂骨折时，不可猛力牵拉伤肢，以免加重伤情。将伤者尽快送医。 ????????                                                            ", 2012-8-1 11:48,1,评论,赞,微博 weibo.com,yv7NFtD7J
38,"
                                                                                                    防病从小抓起很重要啊！                                            ",否,微博已被原作者删除, 2012-8-1 11:47,-1,评论,赞,微博 weibo.com,yv7Njl27d
39,"
                                                                                                    //@北京怀柔健康教育: 辛苦了健教同仁，好及时的调查啊，致敬！                                            ",否,"
                                                                                                    在大课堂的兄弟姐妹，我们在12320现场，正在进行北京特大自然灾害防病调查。大家最近应急工作很多，都要注意身体呀。如果有市民接到调查电话，请麻烦您支持下北京的灾害防病工作，多谢您 我在:O网页链接 ????????                                                            ", 2012-7-31 12:25,转发,评论,赞,微博 weibo.com,yuYCu57N8
40,"
                                                                                                                                                ",否,"
                                                                                                    食物餐具被水淹怎么办？对于被水淹过的餐具、茶具等食用器具，要采用煮沸方式进行消毒，最好煮沸半小时以上。被水浸泡过的食品，以及变质和霉变的食品是绝对不能吃的。不要喝生水，不吃生冷食品。由于水淹过后污染的机会较多，因此一定不要用手直接抓食品吃，防止病从“手”入。 ????????                                                            ", 2012-7-31 12:25,转发,评论,赞,微博 weibo.com,yuYCcCNyV
41,"
                                                                                                    //@姚晨: 暴雨又来了。 //@新京报:【北京地质灾害黄色预警】北京市国土资源局与气象局18时20分联合发布地质灾害黄色预警：今日夜间北京平谷房山门头沟山区和密云怀柔的部分地区及丰台海淀石景山等浅山地带发生泥石流崩塌滑坡地面塌陷等地质灾害的可能性较大，请有关部门加强监测，注意防范。                                            ",否,"
                                                                                                    【暴雨蓝色预警】中央气象台今晨发布暴雨蓝色预警：预计30日14时至31日14时，陕西北部、山西中南部、河北中南部和东部、北京东部、天津、辽宁西部部分地区有大到暴雨，其中河北中部、天津局部地区有大暴雨；上述局部地区并将有短时雷暴大风等强对流天气。提醒相关地区注意好防雨措施。 ????????                                                            ", 2012-7-30 19:55,转发,评论,5,微博 weibo.com,yuS8lD5jJ
42,"
                                                                                                    //@为健康控烟: 全民控烟//@溪缘控烟战线: 活生生的烟害体验者，用生命的代价在唤醒人们远离烟害，烟民们的自我控烟以及他人“被吸烟我不干”的人性理性约束氛围环境的助控烟会对整个控烟行动起到很好的助力作用！没有齐心合力，办不成事情。全民动员，一起控烟！                                            ",否,"
                                                                                                    美国牛仔韦恩·麦克拉伦，以策马飞奔的矫健身手为“万宝路”卷烟拍广告,吸烟患了肺癌，于1992年7月沦为烟下亡魂，年仅51岁。患病期间投入到反吸烟运动中，去世前说：“我要告诉你们，#为烟死不值得#”。 这是血泪凝成的忠告，值得吸烟者和不吸烟者深思。L万宝路美国牛仔忠告：“为烟而死不值得” ??????????查看图片                                                            ", 2012-7-30 19:53,转发,评论,赞,微博 weibo.com,yuS7y0GPN
43,"
                                                                                                    //@北京怀柔健康教育: @北京健康教育                                            ",否,"
                                                                                                    怀柔区举办“2012年北京市健康教育人力资源调查培训”，来自全区19家医疗机构的25位健康教育科长及部分专兼职人员参加了培训，健康教育科科长孙娅娟及郑维华大夫分别就调查的目的、意义，调查问卷的填写进行了细致培训，下一步怀柔区的调查工作将拉开序幕。 ????????                                                            ", 2012-7-27 17:19,转发,评论,赞,微博 weibo.com,yuoPy4HQo
44,"
                                                                                                    病毒性肝炎是由多种肝炎病毒引起的传染病，具有传染性强、传播途径复杂、流行面广泛，发病率较高等特点。临床上表现为乏力、食欲减退、恶心、呕吐、肝肿大肝功能损害，部分病人有黄疸和发热。7月28日是第二个“世界肝炎日”，龙山中心今天在普法公园开展以“积极行动，共抗肝炎”为主题的宣传活动。 ????????                                            ",是,无, 2012-7-27 16:59,转发,评论,赞,微博 weibo.com,yuoHldsLI
45,"
                                                                                                    //@中国健康教育官方微博: 有车的朋友自己都备一下~！                                            ",否,"
                                                                                                    【汽车内必备的急救药品和器械】对于普通家庭来说，即使不能拥有一个专业的急救箱，也至少应备齐下列物品：⑴ 酒精棉 ⑵ 棉花棒 ⑶ 手套、口罩 ⑷ 0.9%生理盐水 ⑸ 消毒纱布 ⑹ 三角巾 ⑺ 安全扣针 ⑻ 胶布 ⑼ 创口贴 ⑽ 圆头剪刀 ⑾ 钳子 ⑿ 手电筒 ⒀ 哨子等 ????????                                                            ", 2012-7-27 11:37,转发,评论,赞,微博 weibo.com,yumAQ4rxf
46,"
                                                                                                    很及时、很受用。//@北京健康教育刘秀荣: 真长，不过真有用。必须转                                            ",否,"
                                                                                                    暴雨天气平安避险全攻略： 1.如何防御暴雨？（1）特别关注天气变化，采取防御措施。（2）暂停户外作业，人员应停留室内或安全场所避雨；学校、幼儿园等单位应采取专门保护措施。（3）山区和地质... O网页链接 （使用新浪长微博工具发布 O网页链接） ????????                                                            ", 2012-7-26 08:16,转发,评论,赞,微博 weibo.com,yubQTfi4Q
47,"
                                                                                                                                                ",否,"
                                                                                                    #百科·自救知识#新一轮强降水将再袭京城。北京今日发布暴雨蓝色预警，及地质灾害黄色预警。今日午后到明天白天，北京将有明显降雨。附图为北京积水地图，及北京地区应急避难所分布图。应急避难所是应对火灾、洪水、地震等重大突发事件的安全避难所。北京已有应急避难所33处。O网页链接 ????????                                                            ", 2012-7-25 15:36,转发,评论,赞,微博 weibo.com,yu5iUCX1R
48,"
                                                                                                    //@北京延庆健康教育: 汽车玻璃正确的砸开方式                                            ",否,"
                                                                                                    汽车玻璃正确的砸开方式。 ????????                                                            ", 2012-7-25 15:29,转发,评论,赞,微博 weibo.com,yu5fQ4XGk
49,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    分享图片 ????????                                                            ", 2012-7-25 13:37,转发,评论,赞,微博 weibo.com,yu4wvCstf
50,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    分享图片 ????????                                                            ", 2012-7-25 13:37,转发,评论,赞,微博 weibo.com,yu4ws5vK7
51,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    分享图片 ????????                                                            ", 2012-7-25 13:37,转发,评论,赞,微博 weibo.com,yu4wowYhg
52,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    分享图片 ????????                                                            ", 2012-7-25 13:36,转发,评论,赞,微博 weibo.com,yu4wkoO1t
53,"
                                                                                                    //@北京房山健康教育: 灾后居民饮食“十不”                                            ",否,"
                                                                                                    #灾害后居民饮食“十不”#1 注意饮水卫生，不喝生水。2 不吃未洗净的瓜果蔬菜。3 不吃凉拌菜，不吃卤菜。4 不吃馊饭菜。5 不吃毒死、病死、淹死和死因不明的家禽、家畜、鱼虾。6 不吃过期食品。7 不吃发芽的土豆，腐烂的瓜果。8 不吃霉米面。9 不购买制作、销售不卫生的食品。10 不举办大型聚餐。 ????????                                                            ", 2012-7-25 11:26,转发,评论,赞,微博 weibo.com,yu3Fvbzvf
54,"
                                                                                                    #体温#测量体温通常是使用体温表测量腋下温度。所以一般所说的体温，是指腋下体温。低温指体温在37-37.5℃；中度发热体温为37.5-39℃；高热为39-41℃；在过高热时，体温在41℃以上。 ????????                                            ",是,无, 2012-7-25 09:13,转发,评论,赞,微博 weibo.com,yu2NulzKA
55,"
                                                                                                    〖孕妇在怀孕期间不能吃的禁忌 ！〗非常重要，为老婆、亲戚朋友收藏起来～????--摘录自@厨房达人????O网页链接 ????????                                            ",是,无, 2012-7-25 08:51,转发,评论,赞,微刊,yu2ElinhO
56,"
                                                                                                    刚刚创建了一本微刊《紫云木屋-孕育》????O网页链接 ????????                                            ",是,无, 2012-7-25 08:51,转发,评论,赞,微刊,yu2Ekp8ln
57,"
                                                                                                    好可爱的面包啊！！！！！！！！????--摘录自@厨房达人????O网页链接 ????????                                            ",是,无, 2012-7-25 08:21,转发,评论,赞,微刊,yu2siBfIZ
58,"
                                                                                                    【香蕉吃法大全】微博上最全的香蕉新奇吃法，香蕉控们福利来啦！！！????--摘录自@厨房达人????O网页链接 ????????                                            ",是,无, 2012-7-25 08:20,转发,评论,赞,微刊,yu2rSjpBE
59,"
                                                                                                    【香蕉吃法大全】微博上最全的香蕉新奇吃法，香蕉控们福利来啦！！！????--喜欢@厨房达人 的文章 O网页链接 ????????                                            ",是,无, 2012-7-25 08:19,转发,评论,赞,微刊,yu2rs49dD
