序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【空腹喝牛奶为什么不好】有人喜欢清晨空腹喝杯牛奶就当早餐了，殊不知这种做法很不好。食物经过了一晚上的消化吸收，胃肠道里几乎空空的了，如果早晨起来空肚子喝牛奶，就使牛奶还未等被机体充分的吸收，就顺着空空的胃肠道排了出去，造成营养的极大浪费。所以喝牛奶时最好吃些饼干面包或花卷馒头等。 ????????                                                            ", 2012-8-29 11:15,转发,评论,赞,微博 weibo.com,yznyflTpC
2,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #母婴健康#怎么知道母乳不足？（1）喂奶前目前没有乳房胀的感觉，喂养前后乳房变化不明显。（2）孩子吃奶时间较长，用力吸吮乳头，却听不到连续吞咽声。（3）喂完奶后孩子仍哭闹，活不久又哭闹，孩子吃完奶后睡眠时间短，往往少于一个小时。（4）孩子大小便量少，次数也少。（5）孩子体质增减缓慢。 ????????                                                            ", 2012-8-29 10:51,转发,评论,赞,微博 weibo.com,yznoF7Afc
3,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #孕婴健康#母乳喂养的正确姿势是什么？以舒服的姿势坐着或躺着，哺乳时用抱枕或被子来支撑自己或宝宝。宝宝脸贴妈妈乳房，鼻子正对着乳头，头、脖子与身体成一直线，宝宝肚子紧贴妈妈肚子。妈妈托着宝宝的头、肩膀及臀部。宝宝含住乳晕与乳头，慢慢、深深地吸吮，有吞咽声。喂完后，宝宝放松而饱足。 ????????                                                            ", 2012-8-29 10:51,1,评论,赞,微博 weibo.com,yznoCaeRk
4,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #婚前保健#服务还是新人接受正规生殖健康教育的最佳途径，通过婚前保健可以使男女青年掌握预防生殖道感染及性传播性疾病、优生优育、避孕等卫生保健知识，提高自我保健能力，在控制性传播疾病及传染性疾病的发生、减少出生缺陷等方面起到至关重要的作用,对构建幸福新家庭意义重大。 ????????                                                            ", 2012-8-29 10:51,转发,评论,赞,微博 weibo.com,yznonpk03
5,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    2003年后，全国#婚检#率急剧下降，但在近几年，全国#婚检#率已经呈现明显上升趋势，特别是福建、广西、宁夏等地达到95%以上。北京市在2003年前#婚检#率远远高于全国平均水平，但目前北京市#婚检#率低于10%，处于全国最低水平。 ????????                                                            ", 2012-8-29 10:50,转发,评论,赞,微博 weibo.com,yznolB1WV
6,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    #婚前保健#服务是在结婚登记前，对准备结婚的男女双方提供的婚前医学检查、婚前卫生指导和婚前卫生咨询服务。婚前保健不同于一般体检，更侧重使双方相互了解彼此的生殖健康状况，为今后的和谐家庭生活及孕育健康后代打下基础。 ????????                                                            ", 2012-8-29 10:50,转发,评论,赞,微博 weibo.com,yznojyJc4
7,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【6个习惯让你年轻二十岁】1、清晨醒来多吃食物。早餐在饮食计划中起着决定性的作用。醒来后越快吃早餐，新陈代谢速度就提高地越快。2、和孩子一样喝奶。一天喝三杯酸奶的女人会比没喝酸奶的人多消耗60%的脂肪。3、睡不好会发胖。4、蜂蜜是人体细胞忠实的捍卫者。5、不停地运动。6、饮食宜粗不宜细。 ????????                                                            ", 2012-8-27 16:25,转发,评论,赞,微博 weibo.com,yz6JgpFkM
8,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【该不该让孩子吃零食】--- 适当食用：低甜度、以鲜奶和水果为主的雪糕、冰激凌类冷饮，添加糖的鲜果蔬汁，中等量脂肪、盐、糖的薯类、豆类、肉类或海鲜类制品，点心等中等量脂肪、盐、糖的谷类制品，盐焗或裹糖的坚果类，奶酪或奶片，低盐、低糖的果蔬干，坚果类和巧克力等…… ????????                                                            ", 2012-8-27 11:27,转发,评论,赞,微博 weibo.com,yz4M0xWhx
9,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【胃食管反流病健康教育讲座】胃食管反流病是由于胃内容物反流而引起的不适症状。主要表现为“烧心”、“反酸”，或伴胸痛、嗳气、睡眠障碍、反流性哮喘、咽部异物感、吞咽困难等。我院消化科2012年9月1日 (周六) 上午举行胃食管反流病健康教育讲座咨询活动，为您讲解该病的防治内容。详情见下图海报： ????????                                                            ", 2012-8-27 11:26,转发,评论,赞,微博 weibo.com,yz4LNg6Nn
10,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【最短命的活法】1.长时间对着电脑2.晚上十一点以后睡觉3.不能保证睡眠时间4.极度缺乏体育锻炼 5.有病不求医6.吃饭口味偏重,特别喜食咸的和辣的 7.不饿不吃，不困不睡，不累不息 8.与家人缺少交流 9.长时间用手机打电话，享受近距离辐射 10.三餐饮食无规律。赶紧转给自己在乎的人吧![群体围观] ????????                                                            ", 2012-8-22 15:35,1,评论,赞,微博 weibo.com,yylgj6SST
11,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【老年人膳食指导】 ????????                                                            ", 2012-8-22 14:13,转发,评论,赞,微博 weibo.com,yykJ94xR3
12,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【初秋宜食4类美食】1、梨润燥镇咳止喘，清心降火，脾胃较弱的人可以喝冰糖炖梨水。2、大枣宁心安神、益智健脑、增强食欲抗过敏。3、百合养阴润肺、清心安神、润肺解渴、开胃安神。4、菊花风平肝，祛燥润喉，生津明目，解酒毒，对感冒、头痛都有一定的辅助治疗作用。详见：O网页链接 ????????                                                            ", 2012-8-22 14:10,转发,评论,6,微博 weibo.com,yykHFqQGN
13,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【处暑后驱“秋乏”多睡1小时】8月23日就是“处暑”，意味暑气逐渐消退、天气逐渐转凉。其间天气由热转凉，早晚温凉，中午气温仍然很高，很多人感到懒洋洋的，就是常说的“秋乏”，要减缓“秋乏”，睡眠尤其要充足，最好比平时多增加1小时睡眠。还要加强锻炼，如早晚跑步、打拳、做操、爬山等. ????????                                                            ", 2012-8-22 14:08,转发,评论,赞,微博 weibo.com,yykGY21uY
14,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    2012年北京妇产医院女性生殖健康公益大讲堂日程表。@北京妇产医院 ????????                                                            ", 2012-8-21 13:21,转发,评论,赞,微博 weibo.com,yyaXy4bii
15,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    红薯（地瓜）是个好东西，日本曾经是得癌症最多的国家，为了把癌症减少，日本人想了很多办法，没有效果，最后慢慢找到了，他们把所有蔬菜做了筛选，选出20种抗癌蔬菜，熟红薯、生红薯是第一号、第二号抗癌蔬菜。抗癌、保护心脏、软化血管、通便，都离不开红薯。 ????????                                                            ", 2012-8-21 13:20,转发,评论,赞,微博 weibo.com,yyaXg2wof
16,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    应对蚊虫叮咬小常识：蚊虫的叮咬使人难以入眠，而且还会传播疾病。蚊虫叮咬时，其口器中分泌出一种有机酸--蚁酸，有机酸是外来物质，有些人便会产生痒、肿等过敏现象。在家庭中用浓肥皂涂抹可迅... O网页链接 （使用新浪长微博工具发布 O网页链接） ????????                                                            ", 2012-8-21 11:24,1,评论,赞,微博 weibo.com,yyac7yZzJ
17,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    【如何正确清洗筷子】许多中国家庭洗筷子都很“豪爽”，整把的筷子放在水龙头下搓，之后往筷子筒里一插就算洗好了。这样筷子很容易滋生细菌，并随食物进入人体危害健康。正确的洗法：用洗洁精仔细搓洗筷子，沥干水后，再放进筷子筒。而且，筷子筒应该选择镂空、底部不积水的，并做到经常清洗、消毒。 ????????                                                            ", 2012-8-17 16:08,1,评论,赞,微博 weibo.com,yxAlqsRK5
18,"
                                                                                                    转发微博                                            ",否,"
                                                                                                    ：（1）预防居民住房发生内涝，可因地制宜，在家门口放置挡水板或者堆砌土坎；（2）室外积水漫入室内时，应立即切断电源，防止积水带电伤人；（3）在户外积水中行走时，要注意观察，贴近建筑物行走，防止掉入地坑、沙井等；（4）驾车经过深积水区，应尽量绕行。 ????????                                                            ", 2012-8-17 16:08,1,评论,赞,微博 weibo.com,yxAljEVxv
19,"
                                                                                                    体重超重可以明显增加心脑血管病、肿瘤和糖尿病的发病的危险性，肥胖的人还易患骨关节病、脂肪肝、胆石症、痛风、阻塞性睡眠呼吸暂停综合征、内分泌紊乱等多种疾病。 ????????                                            ",是,无, 2012-8-17 13:40,转发,1,赞,微博 weibo.com,yxznnfSL9
20,"
                                                                                                    体重过低或过高都是不健康的表现，都会缩短寿命。体重过低说明身体的营养不良，可以影响未成年人身体和智力的正常发育；成年人体重过低可出现劳动能力下降、骨量丢失和骨折、胃肠功能紊乱、免疫力低下、女性月经不调和闭经、贫血和抑郁症等。 ????????                                            ",是,无, 2012-8-17 13:40,转发,评论,赞,微博 weibo.com,yxzniw34q
