序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    市气象台提示：1日下午到夜间，本市将有大雨到暴雨并有雷电，大部分地区雨量30-60毫米，西部超过70毫米，请尽量减少外出和山区旅游，远离泥石流易发区。@北京旅游网官方微博@北京旅游咨询服务中心 ????????                                            ",是,无, 2012-8-31 21:37,486,84,1,政府版微博,yzKtQrFPU
2,"
                                                                                                    【大雨到暴雨将袭京城 注意防范】31日17时北京气象信息：今夜阴云雾气遮蔽京城，最低气温24℃。明天下午到夜间有大雨到暴雨，并伴有雷电，降雨明显，市民请尽量减少外出，如若外出避开低洼积水路段，山区发生地质灾害气象风险较高，注意防范。明天最高气温29℃。@北京联通@北京移动@北京电信@北京发布 ????????                                            ",是,无, 2012-8-31 16:56,2582,369,4,微博 weibo.com,yzIDF37wt
3,"
                                                                                                    【雾气笼罩京城 闷热依然难消】8月31日11时北京气象信息：上午雾气笼罩京城，目前大部分路段的能见度都在2公里左右。午后依然有雾，能见度不会有明显好转，驾车请减速慢行，保持适当车距，注意交通安全，傍晚还有弱雷阵雨，但降雨对交通影响不大。下午最高气温32℃，夜间阴天间多云，最低气温24℃。 ????????                                            ",是,无, 2012-8-31 11:19,49,9,赞,微博 weibo.com,yzGqTgv7b
4,"
                                                                                                    【大雾预警信息】市气象台11时继续发布大雾黄色预警信号：目前本市大部分地区能见度在2公里左右，入夜后能见度降低，本市东部南部将出现能见度小于500米的雾。注意防范。 ????????                                            ",是,无, 2012-8-31 11:09,11,4,赞,微博 weibo.com,yzGmHdTFv
5,"
                                                                                                    【天气快报】市气象台31日5时50分发布天气快报：未来2小时内，海淀朝阳大兴通州丰台将出现雷电。 ????????                                            ",是,无, 2012-8-31 06:44,53,22,赞,微博 weibo.com,yzEDanCQ5
6,"
                                                                                                    【31日早晨6点北京天气预报】目前处于大雾黄色预警中，能见度差，早高峰驾驶要谨慎，注意交通安全；白天雾转阴有雷阵雨，北转南风2、3级，最高气温31℃，注意防雨防雷电；夜间阴天间多云，南转北风1、2级，最低气温24℃。 ????????                                            ",是,无, 2012-8-31 06:32,57,14,赞,微博 weibo.com,yzEygkzaJ
7,"
                                                                                                    【大雾黄色预警信号】市气象台30日22时30分发布大雾黄色预警信号: 未来12小时内本市平原地区可能出现能见度低于1000米的大雾天气，东部和南部的部分地区能见度可能小于500米，请注意交通安全。 ????????                                            ",是,无, 2012-8-30 22:39,316,35,2,微博 weibo.com,yzBstmwIq
8,"
                                                                                                    【明早高峰出行注意交通安全】30日17时北京气象信息：今夜多云，有雾，最低气温24℃，预计明天早高峰时仍然是雾气蒙蒙，部分路段能见度不足1公里，出行随时关注路况，谨慎驾驶，注意交通安全。明天白天多云转阴，最高气温32℃，天气依然较闷热，注意补充水分，多吃果蔬，减少剧烈运动。 ????????                                            ",是,无, 2012-8-30 16:57,19,10,赞,微博 weibo.com,yzzdy53YL
9,"
                                                                                                    【午后天气逐渐转晴 天气闷热需要补水】8月30日11时北京气象信息：早晨天空云量较多，雾气笼罩京城，大部分路段能见度为1公里左右，个别路段不足1公里，能见度较差，驾车注意安全。午后天气逐渐转晴，最高气温达33℃，天气较闷热，请大家及时补充水分。夜间晴间多云，最低气温22℃。 ????????                                            ",是,无, 2012-8-30 10:56,7,2,赞,微博 weibo.com,yzwR5mCO6
10,"
                                                                                                    【30日早晨6点北京天气预报】：今天白天晴间多云，早晨有雾，早高峰出行注意交通安全，北转南风二三级，最高气温34℃。今天夜间晴间多云，南转北风一二级，最低气温22℃。天气炎热多喝水，户外活动要防晒。 ????????                                            ",是,无, 2012-8-30 06:09,39,7,赞,微博 weibo.com,yzuYyw6AZ
11,"
                                                                                                    【今日阳光威力十足 明日天空热情不减】8月29日17时北京气象信息：今天又是一个大热天儿，官园、天坛、龙潭湖等处最高气温都超过了37℃。预计夜间晴，最低气温22℃。明天白天晴间多云，最高气温仍然可达34℃。明天天气依然炎热，请大家及时补充水分，户外活动注意遮阳防晒。 ????????                                            ",是,无, 2012-8-29 17:05,13,3,赞,微博 weibo.com,yzpQml1FO
12,"
                                                                                                    【最高气温35℃ 炎热天儿卷土重来】29日11时北京气象信息：在高空偏北气流的控制下，今天下午晴空万里，烈日高照，紫外线很强，城区及大部分地区最高气温将达35℃，炎热天儿卷土重来，上班族午间最好小憩一会儿，多吃瓜果多喝水，户外活动选在傍晚以后；夜间晴间多云，最低气温22℃。 ????????                                            ",是,无, 2012-8-29 10:57,27,8,1,微博 weibo.com,yznr7gsgo
