序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    家住西二环官园桥附近的童鞋们注意了，明天开始至9月20日地铁车公庄站将封站，请选择其他交通方式，或安排好绕行路线提前出行。                                            ",否,微博已被原作者删除, 2012-8-31 23:39,-1,8,赞,微博 weibo.com,yzLhoChTN
2,"
                                                                                                     #文化西城#【西城讲坛（公益讲座）预告】9月1日（周六）上午9：30，西城区文化中心一层小剧场将举办讲座《新时期如何做家长》，北京市和平门幼儿园高级教师张静主讲。孩子家长们不容错过哦~~ ????????                                            ",是,无, 2012-8-31 17:33,2,评论,赞,政府版微博,yzISTpkwG
3,"
                                                                                                     #文化西城#【西城讲坛（公益讲座）预告】9月1日（周六）上午9：30，西城区图书馆二层集体视听室将举办讲座《改变我们生活的生物技术》，中科院老科学家演讲团团长、博士生导师孙万儒主讲，欢迎大家来参加。 ????????                                            ",是,无, 2012-8-31 17:32,1,1,赞,政府版微博,yzISujeGQ
4,"
                                                                                                     #文化西城#【西城讲坛（公益讲座）预告】9月1日（周六）上午9：30，西城区宣武图书馆东报告厅将举办讲座《上世纪五十年代北京十大建筑命名揭秘》，将邀请北京市档案学会原副秘书长、北京电台《茶余饭后话北京》特邀嘉宾杨玉昆主讲，感兴趣的童鞋去听听吧！ ????????                                            ",是,无, 2012-8-31 17:30,2,1,赞,政府版微博,yzIRtn1Yd
5,"
                                                                                                    #廉政西城#西城区多种方式加强对窗口单位政务服务工作运行监管，对区行政服务大厅窗口工作人员在岗状况、工作效率和服务态度等情况的监督检查。投诉监督电话66056789 ????????                                            ",是,无, 2012-8-31 17:14,5,1,赞,政府版微博,yzILbkyLo
6,"
                                                                                                    #文化西城#【2012景山合唱节即日起开始报名】本届合唱节采取各区县文化馆推荐和面向全市群众合唱团接受报名两种方式。决赛将于10月下旬隆重举行。景山合唱节是北京市广大热爱合唱艺术的百姓共同打造的公益文化品牌项目，已成功举办八届。 温馨提示：报名将于9月10日结束，联系电话62269831。 ????????                                            ",是,无, 2012-8-31 16:34,3,评论,赞,政府版微博,yzIuO1EIc
7,"
                                                                                                    #文化西城#昨天，“2012年天桥民俗体育运动会开幕式暨民俗体育项目展演”在天桥市民广场举行，二鬼摔跤、罐操、盘扛等老北京民间“绝活儿”让观众们目不暇接。图中老艺人展示的绝活儿有知道的童鞋吗？猜猜看吧 ????????                                            ",是,无, 2012-8-31 16:06,3,4,赞,政府版微博,yzIjtBOoy
8,"
                                                                                                    转发微博。                                            ",否,"
                                                                                                    【西城区七个街道居民可就近办理事务】从9月份开始，西城区的居民在办理老年证、残疾人生活补助、志愿者申请等事务时，不用再回户籍地所在的街道办理了。西城区在德胜、什刹海等7个街道已试点全区通办。居住在这7个试点街道的居民，只要户口在西城区，大小30项行政事务可在家门口完成办理。 ????????                                                            ", 2012-8-31 15:45,1,1,赞,政府版微博,yzIaLsHyd
9,"
                                                                                                    西城区有13所百年学校光荣上榜，大家来找找有没有自己的母校呢~                                            ",否,"
                                                                                                    【本市首次为百年学校授牌】昨天，本市首次为百年学校授牌。据初步调查，目前本市有百年历史的学校约有100所。此次评选经学校报名、区县教委推荐、初审、专家论证、市教委批准，共有33所学校首批获得“百年学校”称号。这其中有没有你的母校呢？祝贺呦~ ????????                                                            ", 2012-8-31 15:43,25,3,1,政府版微博,yzIafxBuT
10,"
                                                                                                    //@大栅栏: @北京市西城区旅游发展委员会 @北京琉璃厂 @北京西城 @宣南文化博物馆                                            ",否,"
                                                                                                    【体验活动第二十四站预告】9月4日（周二）上午9：00-11:30，“同仁堂药店健康行”体验活动将在大栅栏街24号同仁堂药店一层文化展室举行。内容包括“中医治未病”专题讲座，中药包药包和搓蜜丸等体验活动。免费预约电话：63032871 （8:00-19:00）,限前20名。 ????????                                                            ", 2012-8-31 15:18,3,1,赞,微博 weibo.com,yzHZMCPgQ
