序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【京白梨熟了】自驾路线：沿109国道经龙泉宾馆至军庄路口右转，直行过军温路，六环路西杨坨桥向东500米可到达；乘车路线：从苹果园地铁乘坐961直达各梨园采摘；餐饮：孟悟生态园，东山天乐园，东山梨花园等农家乐可接待住宿。；咨询电话：60810784/60813947（孟悟） 60810659（东山）这个周末，走起吧~ ????????                                            ",是,无, 2012-8-31 17:02,14,3,赞,皮皮时光机,yzIFYmaDQ
2,"
                                                                                                    #我是徒步达人#【100公里 极限挑战徒步路线（2012-09-15）】斋堂镇文化广场—爨底下—柏峪—天津关—黄草梁—实心楼—马鞍梁—向阳水—榆树湾—八里石堂—龙门大裂谷—沿河口—幽州大峡谷北京界（折返）—沿河古城—珍珠湖—沿河古城—沿河口—王龙口—林子台—牛战—白虎头—高铺—斋堂镇文化广场。 ????????                                            ",是,无, 2012-8-31 14:22,114,31,赞,皮皮时光机,yzHD2xma4
3,"
                                                                                                    【抗辐射武器】1：番茄红素，食物代表：番茄、南瓜、胡萝卜等；抗辐射武器2：维生素E、C食物代表：各种豆类、芥菜、卷心菜、萝卜等十字花科蔬菜；鲜枣、橘子、猕猴桃等新鲜水果；抗辐射武器3：白绿色蔬果，食物代表：大蒜、洋葱、芦笋等；抗辐射武器4：胶原物质，食物代表：海带、紫菜、海参。 ????????                                            ",是,无, 2012-8-31 12:18,4,评论,赞,皮皮时光机,yzGOG70fZ
4,"
                                                                                                    【京白梨熟了】当下，军庄镇将迎来了京白梨采摘季。具有400年历史的京白梨今年穿上防伪衣：作为唯一性京字牌果品，京白梨在今年被国家质检总局批准为地理标志保护产品，这也是门头沟第一个获得国家地理标志保护的农产品。今后，市民在购买京白梨时，只要看一看上面有没有防伪二维码，就能一辨真伪了。 ????????                                            ",是,无, 2012-8-31 10:55,20,17,赞,皮皮时光机,yzGh1lrEp
5,"
                                                                                                    【京白梨熟了】京白梨又称北京白梨，是京郊果品中唯一带“京”字的特色品种，也是国家质检总局评定的地理标志保护产品。通俗地说，京白梨是咱北京土生土长且独有的水果。京白梨就诞生在门头沟军庄镇，大约400年前这里已开始种植，目前200岁以上的老梨树还存活着200多株。 ????????                                            ",是,无, 2012-8-31 09:50,11,评论,赞,皮皮时光机,yzFQFfw2K
6,"
                                                                                                    【美丽人生】①不是青春的容颜，而是绽放的心灵；②不是俏丽的服饰，而是内在的自信；③不是台前的舞姿，而是幕后的执著；④不是表面的谄媚，而是内心的真诚；⑤不是物质的附庸，而是知识的光芒。——人生因追求而精彩，生命因坚强而美丽。 ????????                                            ",是,无, 2012-8-31 09:00,2,评论,赞,皮皮时光机,yzFwl0dNT
7,"
                                                                                                    两天的活动，累并快乐着，沿途欣赏美景的同时，也在挑战个人的体力与毅力极限。自豪滴是，大家全部坚持了下来，一路欢声笑语，同心向前~我是徒步达人，我很棒！                                            ",否,"
                                                                                                    #我是徒步达人#8月25日26日，有幸参加了@京西门头沟 发起的“京煤杯第三届北京国际山地徒步大会”线路提前探活动！同时游览了门头沟的山水美景。 ????????                                                            ", 2012-8-30 17:45,5,6,赞,微博 weibo.com,yzzxcnmEL
8,"
                                                                                                    马栏村，一个古老、静谧的村落，除封尘已久的抗战旧址外，无处不在的花朵更像是一个天然大花园。徜徉其中，闲适、悠然……                                            ",否,"
                                                                                                    #我是徒步达人#@京西门头沟????美丽的马栏村 地址：O网页链接 ????????                                                            ", 2012-8-30 16:57,6,1,赞,微博 weibo.com,yzzdq9iX8
9,"
                                                                                                    倡导绿色出行，享受低碳生活，门头沟区义工联，京西一道亮丽风景！                                            ",否,"
                                                                                                    [阳光]25日下午，门头沟区义工联开展青年文化季系列活动之一“骑行门城，公益先锋”正是揭开序幕，[自行车]10多名穿着统一印有义工联团支部标识的黄色上衣的义工，从石景山区奥特莱斯开启了今天的骑行之旅---莲石湖。[印迹]金黄色的车队在街道中穿梭，边欣赏景色，边践行文明，俨然一支亮丽的风景线。 ????????                                                            ", 2012-8-30 15:01,3,4,赞,微博 weibo.com,yzysv2Nl0
10,"
                                                                                                                                                ",否,"
                                                                                                    【门头沟工商分局开展食品安全进军营活动 】近日，门头沟分局走进军营开展食品安全宣传活动，现场向部队官兵赠送了《食品安全宣传手册》、《食品添加剂整顿宣传手册》等系列丛书及食品安全相关宣传材料200余份。丰富多彩的教育形式，受到镇政府、部队领导及部队官兵的一致好评。 ????????                                                            ", 2012-8-30 14:40,2,1,赞,微城市,yzyk0rgGi
