序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                                                                ",否,"
                                                                                                    #石景山微新闻# 近日，鲁谷社区惠民乐园正式开园，这个面积达1000平方米的乐园是利用民防地下空间改造而成的，今后，居民可以在其中的生命乐园、妇女之家、益民书屋、科技趣味园、警钟长鸣、文化活动中心等“五园一中心”享受各项服务功能，感受惠民乐园“快乐、健康、和谐”主题理念。????????????                                                            ", 2012-8-31 12:44,转发,评论,赞,微博 weibo.com,yzGZfaPx9
2,"
                                                                                                    哈哈哈 饭后给大家娱乐一下                                            ",否,"
                                                                                                    今天鬼节，朋友前去祭祀店买祭品，看到居然还有纸糊的iPhone 4s，问：烧苹果手机怕老祖先不会用啊。祭祀店老板白了一眼，说：乔布斯已经下去教了，你还瞎操心啥？老板停顿了下，补充道：上坟烧苹果4s时别忘了烧充电器，小心回来找你要就不好了，回来还是小事，叫你送过去就麻烦了…[bed凌乱] via@医聊 ????????                                                            ", 2012-8-31 12:43,转发,1,赞,微博 weibo.com,yzGYTiJ6y
3,"
                                                                                                    啤酒存储小窍门                                            ",否,"
                                                                                                    #生活窍门#啤酒是人们消夏的常见饮料，很多家庭成箱买啤酒，不可能都放进冰箱里。如果把啤酒瓶倒放就能收到很好的保鲜效果。因为瓶中的气体都是往上跑，倒放的话就很难外逸，啤酒更易保鲜。 ????????                                                            ", 2012-8-31 12:40,转发,评论,赞,微博 weibo.com,yzGXGgjcK
4,"
                                                                                                    今天好闷热 大家还是要注意防中暑                                            ",否,"
                                                                                                    在我国大部分地区，立秋后很长一段时间，气温通常较高，空气湿度也较大。在这样的气候条件下，调理脾胃须侧重于清热、利湿、健脾，不妨多吃一点绿豆、扁豆、薏米等，以使体内的湿热之邪从小便排出，促进脾胃功能的恢复。其次，调理脾胃还要因人而异_北京社区卫生服务网 O网页链接 ????????                                                            ", 2012-8-31 12:17,转发,评论,赞,微博 weibo.com,yzGOo2sNq
5,"
                                                                                                    低血糖了怎么办//@北京市社区卫生服务管理中心: 正确判断低血糖                                            ",否,"
                                                                                                    【判断低血糖】低血糖发作会出现虚汗、心跳加快、身体颤抖、手足发麻，甚至癫痫发作、昏迷。应给予含糖食品，一刻钟不缓解应去医院。糖尿病患者不要随意改变降糖药药量，除了预防低血糖昏迷，也要预防血糖显著升高引起的酮症酸中毒及高渗性昏迷。如果糖尿病患者发生昏迷，应先测血糖，不要盲目喂甜食。 ????????                                                            ", 2012-8-31 12:16,转发,评论,赞,微博 weibo.com,yzGO2rY6k
6,"
                                                                                                    还是煮蛋最好呀                                            ",否,"
                                                                                                    【鸡蛋吃法多样吸收不同】就营养的吸收和消化率来讲，煮蛋为100%，炒蛋为97%，嫩炸为98%，老炸为81.1%，开水、牛奶冲蛋为92.5%，生吃为30%～50%。由此来说，煮鸡蛋是最佳的吃法，但要注意细嚼慢咽，否则会影响吸收和消化。不过，对儿童和老年人来说，还是蒸蛋羹蛋花汤最适合。 ????????                                                            ", 2012-8-30 17:03,转发,评论,赞,微博 weibo.com,yzzfRFGiN
7,"
                                                                                                    千万注意了                                            ",否,"
                                                                                                    【碳酸饮料为何不能冷冻】碳酸饮料放在0℃以下环境中存在爆炸可能。碳酸饮料饮料结冰后体积会膨胀，二氧化碳在冰里面的溶解度低于在液体中的，结冰后在液态溶解的二氧化碳会释放出来，导致体积膨胀，使易拉罐变形甚至被撑爆。听装碳酸饮料都明确标明不可冷冻，但字体较小难发现。O网页链接 ????????                                                            ", 2012-8-30 16:56,转发,评论,赞,微博 weibo.com,yzzdhfySG
8,"
                                                                                                    学会做父母//@首都儿科研究所: 尊重孩子                                            ",否,"
                                                                                                    【在外请给孩子留面子】一次排队时突然听到训斥声，一位母亲对她的孩子大喊大叫，用手拧孩子的胳膊，并对孩子推推搡搡。想想：孩子不懂事犯了错，一棍子打下去就能把问题解决了吗？不是的，这是对孩子的双重伤害，还会让她对父母产生抵触情绪。在公众场合，请一定要尊重孩子，给孩子留面子。via@杨澜 ????????                                                            ", 2012-8-30 16:56,转发,评论,赞,微博 weibo.com,yzzdb27VY
9,"
                                                                                                    //@健康时报: 好事，上班族们有福啦                                            ",否,"
                                                                                                    白天上班忙，晚上看病哪里去？中日友好医院今年8月22日起启动了夜间门诊和夜间医技检查。夜门诊从早7点到晚上19点30分都可以挂号。目前由于选择夜门诊的病人还不太多，号源相对充足。据介绍，17点以后很多科室还可以挂到号。@健康时报 （郭丽萍） ????????                                                            ", 2012-8-30 12:26,1,1,赞,微博 weibo.com,yzxrr3lQ6
10,"
                                                                                                    合格率还蛮高的嘛                                            ",否,"
                                                                                                    #关爱婴幼儿健康#2006年-2011年，北京市卫生监督所对婴幼儿纸尿裤、尿片、湿巾、卫生湿巾等4类产品进行了卫生监督抽检，累计抽检各类样品300余种，3600余件。婴幼儿纸尿裤（片）合格率98.28%，婴幼儿湿巾、卫生湿巾为93.33%，婴幼儿消毒液为98.76%。??????????????                                                            ", 2012-8-30 12:22,转发,评论,赞,微博 weibo.com,yzxpYjaci
