序号,微博内容,是否原创,转发内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    好事，上班族们有福啦                                            ",否,"
                                                                                                    白天上班忙，晚上看病哪里去？中日友好医院今年8月22日起启动了夜间门诊和夜间医技检查。夜门诊从早7点到晚上19点30分都可以挂号。目前由于选择夜门诊的病人还不太多，号源相对充足。据介绍，17点以后很多科室还可以挂到号。@健康时报 （郭丽萍） ????????                                                            ", 2012-8-30 10:17,转发,评论,赞,微博桌面,yzwBdF6rS
2,"
                                                                                                    婚检还是有必要的                                             ",否,"
                                                                                                    #健康知识#【甜蜜之时勿忘婚检】影响婚育的疾病主要有：1.严重遗传性疾病；2.指定传染病及一些性传播疾病：艾滋病、淋病、梅毒、麻风病等；3.有关精神病：指精神分裂症、躁狂抑郁型精神病及其他重型精神病；4.其他疾病：指影响结婚和生育的心、肝、肺、肾等重要脏器疾病及生殖系统发育障碍或畸形等。 ????????                                                            ", 2012-8-30 10:17,转发,评论,赞,微博桌面,yzwB4cZH7
3,"
                                                                                                    慢病管理大会                                            ",否,"
                                                                                                    慢病造成负担专家建议加大慢病经费投入 - 我国慢病造成的疾病负担已达到69%，而目前我国慢性防控经费只占整个疾控经费的1.7%至2.3%“这是非常低的，与慢性病带来的疾病负担很不相符”中国疾控中心慢病处处长施小明近日在“中国疾控中心慢性病防控媒体交流论坛”上发出这样的感概 O网页链接 ????????                                                            ", 2012-8-30 10:16,转发,评论,赞,微博桌面,yzwAEu9GM
4,"
                                                                                                    爱护孩子                                            ",否,"
                                                                                                    “关爱婴儿健康 正确选购卫生用品”微放谈开始啦! 访谈嘉宾@消毒级帅哥????。访谈进行时间。大家赶紧去提问吧。O网页链接 ????????                                                            ", 2012-8-30 10:15,转发,评论,赞,微博桌面,yzwAppQb7
5,"
                                                                                                    安全行车                                            ",否,微博已被原作者删除, 2012-8-30 10:15,-1,评论,赞,微博桌面,yzwAggdhK
6,"
                                                                                                    #北京健康教育#，#健康大课堂#                                            ",否,"
                                                                                                    现在主页左栏有健康大课堂的现场部分视频链接啦 #健康大课堂# #健康大课堂 往期回顾# ????????                                                            ", 2012-8-30 10:14,转发,评论,赞,微博桌面,yzwzRqDce
7,"
                                                                                                    不仅是有脂肪肝的，健康人群也不能大量进食                                            ",否,"
                                                                                                    【有脂肪肝，少吃香酥水煮】脂肪肝患者在外就餐，最好远离油炸、油煎、香酥、干锅、水煮类菜式，它们都脂肪太高，而且脂肪经过长时间加热，脂肪氧化产物特别多，对心血管特别有害。大块的油腻肉类，如蒜香骨、烤羊肉等，也要少吃。可多点些蒸、煮、炖、凉拌的菜肴。via@范志红_原创营养信息 ????????                                                            ", 2012-8-30 09:22,转发,评论,赞,微博桌面,yzweWvQl6
8,"
                                                                                                    吃这些抗癌食物也有吃的方法，比如打算要切片在空气中放置一段时间再吃//@北京大兴健康教育:八大癌症“免死金牌                                            ",否,"
                                                                                                    【八大癌症“免死金牌”】1.胃癌“免死金牌”——大蒜。2.肝癌“免死金牌”——蘑菇。3.胰腺癌“免死金牌”——菜花。4.肺癌“免死金牌”——菠菜。5.肠癌“免死金牌”——茭白。6.乳腺癌免死金牌——海带。7.皮肤癌“免死金牌”——芦笋。8.宫颈癌“免死金牌”——黄豆。 ????????                                                            ", 2012-8-30 09:20,1,评论,赞,微博桌面,yzwdX5fD8
9,"
                                                                                                    止泻药 寒湿泻泄的，可选配藿香正气水之类；湿热泻泄者，可选用葛根芩连片、香连丸等。腹泻后容易引起脱水，因而注意补充水分，维持水盐平衡等，可有效地改善腹泻诸症。 ????????                                            ",是,无, 2012-8-30 09:18,转发,评论,赞,微博桌面,yzwd8gnPP
10,"
                                                                                                    马桶内的瞬间气旋最高可以将病菌或微生物带到6米高的空中，并悬浮在空气中长达几小时，进而落在墙壁和牙刷上。所以，牙刷最好放入抽屉或柜子里。 ????????                                            ",是,无, 2012-8-30 09:15,转发,评论,赞,微博桌面,yzwch3kHn
11,"
                                                                                                    上完厕所冲马桶时，我们总习惯一按下水闸就完事了，其实这样是不对的，这时候的细菌可能会趁机进入空气中，所以最好先放下盖子再冲。 ????????                                            ",是,无, 2012-8-30 09:15,转发,评论,赞,微博桌面,yzwc9maeY
12,"
                                                                                                    霉菌最爱生活在阴暗潮湿的地方，而被浴帘遮住的洗浴房就是它的“爱巢”。因此，我们在洗浴后，最好拉开浴帘，打开排气扇，让它可以通风换气，保持干燥。 ????????                                            ",是,无, 2012-8-30 09:15,转发,评论,赞,微博桌面,yzwc20qIi
13,"
                                                                                                    淋浴喷头其实是病菌的温床，热水器也是最多细菌藏匿的场所。所以，在冲洗头部时，最好闭上嘴巴，以免细菌通过水流进入体内。 ????????                                            ",是,无, 2012-8-30 09:15,1,1,赞,微博桌面,yzwbT71GJ
14,"
                                                                                                    专家提醒大家，吃完饭后静坐休息10~30分钟的时间，再去睡午觉、散步或是做别的事情。这对人们肝脏的保养，尤其是有肝病的人来说是非常必要的。 ????????                                            ",是,无, 2012-8-28 14:12,转发,评论,赞,微博桌面,yzfhMhyoy
15,"
                                                                                                    肝病后，为维持肝细胞的代谢和细胞修复、再生，必须供给足够的能量和营养物质，但必须适量，俗语说“物极必反”，如果饮食过量，不仅增加了肝脏及其他脏器的负担，而且导致物质吸收过剩，出现脂肪肝、高血脂等并发症，久则会出现肝硬化，因此肝病患者应忌饱餐。 ????????                                            ",是,无, 2012-8-28 14:12,转发,评论,赞,微博桌面,yzfhD8TN4
16,"
                                                                                                    天气转凉，人们食欲大增，饮食会不知不觉地过量。这对于本身就肥胖的人来说更是一种威胁，肥胖者秋季更应注意减肥。秋季容易出现口干唇焦等秋燥症候，进补应选用防燥不腻的平补之品，这类食品有银耳、百合等。而脾胃虚弱、消化不良的患者，进补前不妨吃点健脾和胃的食物，如莲子、茯苓饼、山药等。 ????????                                            ",是,无, 2012-8-28 14:11,1,评论,赞,微博桌面,yzfhlFsBP
17,"
                                                                                                    贴秋膘也要讲究科学搭配。经历了漫长的酷热夏季，人们由于频饮冷饮，常食冻品，多有脾胃功能减弱的现象，如果吃太多的肉类等高蛋白食品，会增加脾胃负担，导致消化器官功能紊乱。因此吃肉要适当，最好等到天真正凉下来以后。 ????????                                            ",是,无, 2012-8-28 14:10,转发,评论,赞,微博桌面,yzfgT1IaY
18,"
                                                                                                    立秋之后，民间素有“贴秋膘”一说，以补偿入夏以来的亏空，其中首选吃肉，“以肉贴膘”，所以叫“贴秋膘”。 ????????                                            ",是,无, 2012-8-28 14:10,转发,评论,赞,微博桌面,yzfgInbKo
19,"
                                                                                                    生姜属辛辣之品，属于热性，又在烹饪中失去了不少水分，食后容易上火。秋天气候干燥、燥气伤肺，再加上吃辛辣的生姜，更容易伤害肺部，加剧人体失水、干燥，加重秋燥对身体的危害。所以秋天以少吃姜为宜。 ????????                                            ",是,无, 2012-8-28 14:09,转发,评论,赞,微博桌面,yzfgApnnI
20,"
                                                                                                    根据中医理论，生姜辛温无毒，归五脏，益脾胃，除风邪寒热，伤寒头痛鼻塞，咳逆上气，止呕吐，去痰下气，散烦闷等等。现代医学认为，生姜含挥发油，可加速血液循环；同时含有姜辣素，具有刺激胃液分泌、兴奋肠道、促进消化的功能，还有抗菌作用;生姜还含有姜酚，可减少胆结石的发生。 ????????                                            ",是,无, 2012-8-28 14:09,转发,评论,赞,微博桌面,yzfgex7pw
21,"
                                                                                                    注意食品卫生//@北京房山健康教育:转发微博                                            ",否,"
                                                                                                    【该不该让孩子吃零食---怎么吃零食】①吃零食要选择时间。最好在两餐之间进行，晚上尽量少吃或者最好不吃。②零食要控制量。少量、不影响正餐的进食量为时宜。父母们也应当控制给孩子的零花钱，有效地阻止孩子购买零食。③重视食品安全，不要吃色彩鲜艳的彩色食品，挑选质量过关的零食。 ????????                                                            ", 2012-8-28 09:13,转发,评论,赞,微博桌面,yzdkcy71R
22,"
                                                                                                    要去除黑痣一定要先就医//@北京房山健康教育://@健康时报: [lb嗯]为了安全，不管是不是黑痣，痣不要随便点。//@北京大学肿瘤医院: 有些痣不是黑色的！同样要引起注意！//@玉璞2011:简单的说就是痣不能随便乱点，只有排除了黑色素瘤才能点。爱美的都要注意了                                            ",否,"
                                                                                                    【什么是黑色素瘤】#黑色素瘤#在欧美是一种常见肿瘤，但在中国及亚洲国家发病率较低，约1/10万。黑色素瘤起源于黑色素细胞，黑色素细胞在我们皮肤下面正常情况下是均匀分布的，如果过度分裂增殖聚集成团，就成为黑色素痣，就是我们常说的“痦子“，当这种分裂增殖失去控制时，就演变成为黑色素瘤。 ????????                                                            ", 2012-8-28 09:12,转发,评论,赞,微博桌面,yzdjGELbi
23,"
                                                                                                    晚上睡不好可以尝试吃点水果                                            ",否,"
                                                                                                    【有助治疗失眠的水果】1.奇异果:稳定情绪，每天吃两颗，睡眠质量提高40%；2.葡萄:促进睡意，调节睡眠周期；3.香蕉:远离抑郁，对抑郁产生的失眠很有效；4.苹果:镇静作用，而且苹果的芳香能催人入眠。 ????????                                                            ", 2012-8-27 09:57,2,评论,赞,微博桌面,yz4bFrr0n
24,"
                                                                                                    专家介绍                                            ",否,"
                                                                                                    #专家推荐#胡瑾：副主任医师，小儿皮科。参与刘晓雁主任主持的“女童外阴阴道炎主要病原体的监测及研究”课题的研究工作；《疑难皮肤病彩色图谱》、《临床皮肤病学彩色图谱》、《儿童皮肤病学》的编写和翻译工作。共发表学术论文10篇。 ????????                                                            ", 2012-8-27 09:57,转发,评论,赞,微博桌面,yz4bw0d9Y
25,"
                                                                                                    烫伤后紧急处理//@北京大兴健康教育:烫伤后                                            ",否,"
                                                                                                    烫伤后，立即冷却烫伤部位，用冷水冲洗或浸泡降温，冷却后再剪开或脱去衣裤，如黏连，可在冷水中浸泡除去。妥善保护创面，不建议自行挑破水泡，如果水疱过大，可用缝衣针（用火灼烧几秒钟或用60度白酒、75%酒精消毒）刺破水疱底部放出疱液，切忌剪除表皮。不要乱涂牙膏、酱油等，伤情严重及时就医。 ????????                                                            ", 2012-8-27 09:44,转发,评论,2,微博桌面,yz46mxBMH
26,"
                                                                                                    8.28#健康大课堂#                                            ",否,"
                                                                                                    #健康大课堂#8月28日又开讲啦协和医院朱华栋医生将带领大家学习急救常识，听课地点：东城区交道口东大街85号东城区图书馆会议中心，地铁5号线北新桥站A口向西200米，上午9点入场哦 ????????                                                            ", 2012-8-27 09:44,1,评论,赞,微博桌面,yz46cd99k
27,"
                                                                                                    现在正在下雨，出行需谨慎//@我在120上班:雨天行车，注意安全哦~                                            ",否,"
                                                                                                    #雨天行车请注意#在高速公路上行车，要特别注意“滑水现象”：在路面积水较深，车速过快时，轮胎与路面的水来不及排出，导致轮胎与路面彻底失去接触，这就是滑水现象。行驶中万一遇到“滑水现象”，可放松加速踏板，利用发动机的“牵阻作用”减速，切不可用制动器制动，以免发生侧滑和甩尾造成事故。 ????????                                                            ", 2012-8-27 09:43,1,评论,赞,微博桌面,yz461yDMC
28,"
                                                                                                    增强体质                                            ",否,"
                                                                                                    骨质疏松是以骨量减少和骨脆性增加为特征的骨骼系统疾病。成年人维持骨骼健康的运动方案重点在于骨量的保持。模式有负重耐力练习（如打网球、爬楼梯）、间隙慢跑、练习有氧健身操、有跳跃动作的活动如羽毛球、排球、篮球等及抗阻运动如举重。负重耐力运动每周3-5次，每天30-60分钟。抗阻运动每周2-3次 ????????                                                            ", 2012-8-27 09:43,转发,评论,赞,微博桌面,yz45S7qyl
