序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #夜已深#防患于未然，有备才无患，消防安全是一种意识，更是一种习惯。#希望你永远不必经历这些灾难，但万一真遇上了，你将会有所准备。#                                            ", 2015-1-31 23:54,29,2,8,360安全浏览器,C2bUlsyV9
2,"
                                                                                                    【使用浴霸时的消防安全】                                            ", 2015-1-31 23:33,9,3,赞,360安全浏览器,C2bM3iTEp
3,"
                                                                                                    为正能量转起#放假了，家长对孩子的安全要多上心#                                            ", 2015-1-31 23:11,9,5,16,360安全浏览器,C2bD7wgIm
4,"
                                                                                                    【居委会上门装报警器？假的！】近日部分金山居民反映称小区内有人自称居委工作人员上门安装报警器，机器免费，安装费60元，不少居民信以为真，@山阳小警 赶到现场拆穿骗局，原来是商家推销，机器成本低廉。提醒：年终岁末，一定要多留个心眼，必要时可与物业或警方联系。 ????????                                            ", 2015-1-31 22:20,44,22,15,微博 weibo.com,C2bicju5c
5,"
                                                                                                    【2015春运自驾出行攻略！】包括上海至南京、苏州、无锡、南通等往江苏方向和上海至湖州、嘉兴、杭州、宁波等往浙江方向的常规线路和推荐线路，有需要的收藏吧。@上海发布 ????????                                            ", 2015-1-31 20:10,27,4,13,微博 weibo.com,C2arqBASa
6,"
                                                                                                    【湖南：事故现场，民警脱下大衣守护伤者】                                            ", 2015-1-31 19:01,12,5,418,360安全浏览器,C29ZutPB0
7,"
                                                                                                    【大片教你超全火场逃生知识与示范】希望你永远不必经历这些灾难，但万一真遇上了，你将会有所准备。                                            ", 2015-1-31 17:33,54,2,8,360安全浏览器,C29pHmiFz
8,"
                                                                                                    【黑龙江：8龄童溺亡冰窟 事前救起11岁落水玩伴】进入寒假，学生安全防范须重视。                                            ", 2015-1-31 15:50,7,1,52,360安全浏览器,C28K823oV
9,"
                                                                                                    信用不可忽视，失去方知可贵。试图以违法方式建立所谓“信用”就更不可取。//@略有感悟：信用虽然看不见，却是无形的力量和财富之源。                                            ", 2015-1-31 14:44,8,评论,2,360安全浏览器,C28jqmUgy
10,"
                                                                                                    【代删信用卡不良记录？诈骗！】 个人信用记录无论是查询和修改都有严格步骤。如果在个人信用记录存在与事实不符的情况下，当事人可以向人民银行征信管理部门提出异议处理申请，经过征信中心和报送改信用记录的金融机构共同核查属实后依法进行修正。提醒：网上声称可代删不良记录的都是骗子！@上海网警 ????????                                            ", 2015-1-31 13:20,35,8,2,微博 weibo.com,C27L0CA8S
11,"
                                                                                                    远离赌博，珍爱生活。[最右]//@Jonny-Hsia：我来说个笑话——“赌博机能赢钱”                                            ", 2015-1-31 11:16,14,6,8,360安全浏览器,C26WUs5KE
12,"
                                                                                                    【如此少年】16岁少年田某沉迷赌博机，为弄钱铤而走险，佯装买手机，趁老板不备拿起手机就跑。还自作聪明，特意“迂回”返回家中以为“万事大吉”。第二天，还没来得及把手机卖掉的田某，被@金卫所小倪 抓获归案。 ????????                                            ", 2015-1-31 09:54,17,6,8,360安全浏览器,C26pnEUey
13,"
                                                                                                    【戴在手上的戒指摘不下来怎么办？！】平时经常有朋友向蜀黍求助戒指卡手怎么办？[bm抓狂]有用锯子的...也有用大力钳的...[bm震惊]今天教给大家一个实用的小妙招，赶快学习起来啦 ↓↓↓ @警民直通车-静安 ????????                                            ", 2015-1-31 09:00,40,11,26,微博 weibo.com,C263twYaM
14,"
                                                                                                    人流来来往往，或是回家，或是旅行；我，站在这儿，哪儿也不去，愿成为您平安来去的背景[lm警察] 各位早安，@警民直通车-上海 永远和你在一起！ ????????                                            ", 2015-1-31 07:30,26,12,56,微博 weibo.com,C25sWCa9c
15,"
                                                                                                    #夜已深#【陪伴】如果图里在老人一旁的是子女，而不是警察阿姨，老人抱怨的同时会更听子女的话吧大家常回家看看，陪陪父母，多关照几句，让老人心暖，平安，快乐                                            ", 2015-1-30 23:31,11,5,13,微博 weibo.com,C22kDqgqq
16,"
                                                                                                    #网友关注#【警方快速侦破一起抢劫案】今日下午，长宁天山西路上一家金店内，一名男子抢走两根金项链后逃离，案发后，警方迅速反应开展布控。18时20分许，嫌疑人向警方投案自首。目前，被抢的两根金项链已追回，犯罪嫌疑人朱某已被警方依法刑事拘留，案件正在进一步审理中。详情见长微博。 ????????                                            ", 2015-1-30 22:21,27,13,19,微博 weibo.com,C21Sl547P
17,"
                                                                                                    #警方提醒#【车衣虽好 防火再穿】为给爱车防寒挡灰，很多车主买了车罩覆盖车辆。可每年因燃放烟花爆竹引燃车衣导致车辆着火的事件时有发生。春节将至，蜀黍提醒：春节期间，私家车最好别盖车衣；如需覆盖，请先确认其材质是否阻燃（纳米阻燃和拉金阻燃材质较好）。@警民直通车-徐汇站 ????????                                            ", 2015-1-30 21:02,17,6,5,微博 weibo.com,C21m2upgH
18,"
                                                                                                    #网友关注#【人已到案！】18时20分许，犯罪嫌疑人落网，目前案件正在进一步侦查中。@警民直通车-上海 将继续关注。                                            ", 2015-1-30 19:57,67,13,6,微博 weibo.com,C20VMnxJp
19,"
                                                                                                    #警方提醒#蜀黍发现不少老人对旧家电都有着不舍情结呢，自制的拖线板、“超期服役”的电热毯，还有用完煤气灶不及时关闭煤气阀门的老习惯，都有着不小的安全隐患。建议大家回家后帮老人查找一下，看看身边还有哪些隐患哦@社区民警谢明萱 ????????                                            ", 2015-1-30 19:02,24,5,13,微博 weibo.com,C20zkz2dF
20,"
                                                                                                    #警察故事#地图、沙发、投影仪、书……有些东西，费海东永远缺不了。@警民直通车-松江 ????????                                            ", 2015-1-30 17:30,转发,评论,5,微博 weibo.com,C1ZY5DZvT
21,"
                                                                                                    #警察故事#今天@浦东交警五大队 收获一封表扬信，蜀黍看后也是“虎躯一震”。。。从字里行间以及其描述屡次遗失身份证的经过，蜀黍认为，这位失主定是一位大大咧咧、不拘小节的萌版女汉纸 ????????                                            ", 2015-1-30 16:29,4,9,23,微博 weibo.com,C1Zzj68U5
22,"
                                                                                                    孩子6，7个月大，身体健康，大家若有线索请及时和@嵊州公安 联系。只是最后一张照片。。。                                            ", 2015-1-30 15:29,49,35,608,微博 weibo.com,C1ZaY2cRy
23,"
                                                                                                    #巡逻路上# @彭浦新村派出所巡警队 根据居民反映线索，在辖区内查获了一个违法储存、贩卖烟花爆竹的烟杂店，依法收缴烟花爆竹40余箱。这家店销售许可证已过期一年，前几年滞销的大量囤货都堆在店内，带来严重的消防隐患。春节将至，大家一起努力，过一个低碳环保的春节 同时欢迎大家提供线索 ????????                                            ", 2015-1-30 15:00,24,1,7,微博 weibo.com,C1YZ6tz1e
