序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【宝鸡一男子自称为""老婆""街头裸奔】近日网传宝鸡市区有一男子裸奔，据该男子说媳妇要求他裸奔三圈才不和他离婚，他就照做了。金陵派出所接报警后，联系男子家人将其带回。其家人说，该男子今年25岁，未婚…根据治安处罚法，在公共场所故意裸露身体，情节恶劣的，处五日以上十日以下拘留。 ????????                                            ", 2015-1-31 21:06,183,102,145,小米手机2,C2aOdoIMe
2,"
                                                                                                    不能同意再多//@警民直通车-上海机场:相信每位警察遇到这样的情况，都会毫不犹豫去做                                            ", 2015-1-31 20:33,105,44,418,小米手机2,C2aAWrQWX
3,"
                                                                                                    收到航班取消短信，可以从“114”查航空公司客服电话，再电话联系官方客服获取准确航班信息哦                                            ", 2015-1-31 20:08,154,30,77,360安全浏览器,C2aqKoruH
4,"
                                                                                                    【一图解读】[不要]别中招！“航班取消”短信是私人定制的骗局↓↓↓@央视评论员 ????????                                            ", 2015-1-31 19:48,296,32,77,360安全浏览器,C2aiNwcDo
5,"
                                                                                                    【反恐处突“小快灵”！和田警方“猎豹突击队”凸显尖刀作用】在新疆和田各主干道、人员密集场所，随处可见“猎豹突击队”两人一组、驾驶警用摩托车持枪巡逻，其主要担负社会面巡控，街面警情、重大案事件的先期处置，以及对嫌犯追击、拦截、围堵、抓捕等任务，业已成为反恐处突、服务群众的重要力量。 ????????                                            ", 2015-1-31 18:55,133,32,132,政务直通車,C29X1Fw2p
6,"
                                                                                                    【#广西淡定姐#横穿马路撞飞摩托 爬起来继续赶公交】近日，广西一位“淡定”大姐，横穿马路赶公交，撞上了正在行驶的摩托车，致司机当场飞出几米远，昏倒路边。而这位淡定姐起来拍拍身上的泥土，头也不回的走上了公交车。先不说违反交规这茬，再着急的事儿，也不能忘了人命关天。 ????????                                            ", 2015-1-31 18:18,240,138,122,360安全浏览器,C29I0B6sP
7,"
                                                                                                    #警察蜀黍是暖男#【湖南：事故现场，民警脱下大衣守护伤者】今天早上，包茂高速上一辆货车发生事故撞上护栏，司机被甩出驾驶室后跌落到五米高的桥下。天寒地冻，赶来的@湖南高速交警????保靖大队民警张璐毫不犹豫脱下警服大衣，盖在伤者身上，并且不断与他喊话，防止其昏迷，直至救护车赶到。 ????????                                            ", 2015-1-31 17:08,254,66,418,小米手机2,C29fSjJSX
8,"
                                                                                                    【太拼了！电话接通就喊“爸妈” 5年骗了近千万】 近日四川破获特大通讯诈骗案，嫌犯每天拨打400多个电话，利用空巢老人心理，电话一接通，是女的就喊妈，是男的就喊爸，5年诈骗近千万。O一天打400个电话 接通就喊“爸妈” 治安局提醒：快过年了，骗子蠢蠢欲动，莫轻信，也得提醒身边老人。(图@人民日报) ????????                                            ", 2015-1-31 16:32,428,67,85,小米手机2,C290Xs8eN
9,"
                                                                                                    【新骗局！银行卡内12.2万元被转走？！】近日，浙江温州赵先生接到“010”开头的固话来电称银行卡被盗刷12.2万，一查账户钱真！不！见！了！①骗子打提醒电话为套取信息；②制造支出假象为增加可信度；③盗网银密码转移账户资金；④钱只是被转到另一个子账户。↓↓扩散提醒！                                            ", 2015-1-31 15:30,231,42,31,小米手机2,C28C6a6et
10,"
                                                                                                    【黑龙江：8龄童溺亡冰窟 事前救起11岁落水玩伴】近日，兰西县8岁男孩小棋在鱼池旁玩耍时，不慎掉进冰窟窿内溺亡。事发前小棋曾将1名玩伴救出。据初步调查，此事系意外事故。治安局提醒：溺水是中国儿童非正常死亡头号杀手！正值寒假，家长一定注意孩子安全，教其发现危险抓紧报警或向大人求助。 ????????                                            ", 2015-1-31 15:02,154,23,52,小米手机2,C28qHkIqK
11,"
                                                                                                    【两位古稀老人见义勇为 协助警方抓获抢劫嫌犯】25日，武昌区第一幼儿园，一男子盗窃电动车时，被两位70岁的董爹爹、陈爹爹发现，男子逃跑时摔倒并掏出水果刀威胁，两位老人奋不顾身将其按住，陈爹爹的左手还被割伤。随后警方赶到制服男子。宝刀未老，集赞！                                            ", 2015-1-31 14:19,131,51,56,小米手机2,C289adImt
12,"
                                                                                                    【江西“夺刀少年”被评为“2014中华儿女年度特别推荐人物”】在今天2014#中华儿女#发布仪式上，柳艳兵、易政勇被评为2014中华儿女年度特别推荐人物。[好棒]当时为江西宜春三中高三学生的柳艳兵、易政勇，在奔赴高考途中见义勇为勇斗歹徒，被全国人民所称道。                                            ", 2015-1-31 13:59,77,17,911,小米手机2,C280QA1av
13,"
                                                                                                    【定兴烧杀案嫌疑人已被抓获】今天上午，定兴县通报，11岁少女被烧杀一案已经破案，犯罪嫌疑人已被抓获。具体原因还在调查中。                                            ", 2015-1-31 13:37,144,75,259,小米手机2,C27SeCKR4
14,"
                                                                                                    昨天，宝应县见义勇为基金会给亚森发了2000元见义勇为奖金。正能量，走起！                                            ", 2015-1-31 13:35,376,48,2557,小米手机2,C27RfsHGa
15,"
                                                                                                    【跳入刺骨河水救人 维族小伙棒棒哒】29日18时许，江苏宝应的天空还在下着雪，雍女士骑经窑河时不慎落入水中。正在路边摊馕饼的新疆英吉沙县维吾尔族小伙亚森·如则，来不及脱衣服，扑通跳入寒冷刺骨的河水中，把雍女士用力往上托举，在附近群众的帮助下将雍女士安全救上了岸。@超级微警务-宝应 ????????                                            ", 2015-1-31 13:20,1042,395,2557,小米手机2,C27LgkylV
16,"
                                                                                                    #治安局安全风险提示#1月28日，河北保定11岁女孩静静从妈妈上班工厂单独回家做饭，在途经的村外果园被残忍地杀害并遭焚烧。此案性质极其恶劣，当地警方正在全力抓捕凶手。治安局提醒：保护好孩子安全，一定要教会他们以下10个问题，不让坏人有机可乘！ ????????                                            ", 2015-1-31 13:06,685,121,259,小米手机2,C27FI6z6b
17,"
                                                                                                    【脚踹交警下体 脱衣吻路人女司机：对不起，请大家原谅我】28日晚，成都一疑似酒驾宝马车女司机撞上一辆出租车后，街头撒野，大骂路人，处理事故的交警在向她询问情况时，对方突然不由分说，飞脚直击他的下体…女司机刘某被罚款2000元、吊销驾照且五年内不能申领，或还将面临拘役。O网页链接 ????????                                            ", 2015-1-31 11:02,336,284,281,小米手机4,C26R0lU8i
18,"
                                                                                                    【孩子考试成绩太差 被父罚寒风中下跪】 英语9分、数学37分、语文20分，父亲看到儿子的期末成绩单，怒把儿子赶下楼，让其在寒风中下跪。视频显示：孩子拉都拉不起来，一言不发，在寒风中跪了几个小时。L实拍孩子考试成绩不理想 被父亲罚寒风中下跪暴力教育，真能解决问题？一旦对孩子造成安全伤害，家长将承担法律责任。 ??????????查看图片                                            ", 2015-1-31 10:05,474,868,363,小米手机4,C26tYvyS2
19,"
                                                                                                    【震撼！监拍民警徒手与歹徒搏斗 被捅16刀殉职】28日晚，湖北监利县民警刘勇下班路经某停车场时，发现数人因琐事斗殴上前制止，徒手与持刀歹徒搏斗被捅，为防止歹徒伤及无辜群众，满身是血的刘勇死死拽住歹徒，又遭捅数刀身亡，年仅35岁。L民警下班路上徒手与歹徒搏斗 被捅16刀殉职英雄本色，可歌可泣！再致敬！ ????????                                            ", 2015-1-31 09:35,406,325,1194,小米手机4,C26hRFxY6
20,"
                                                                                                    【为这位洋协勤点个赞】1月29日上午，在沈阳文化路三好街岗，俄罗斯女子阿夏身着协勤服，站在寒风中指导行人文明过马路。在执勤过程中，阿夏手拿红色小旗，每个动作都很标准，指导着行人有序通行。阿夏是东北大学一名留学生，来沈阳有8年了，有感情，热心公益。第四图中的大叔，你在看啥捏？ ????????                                            ", 2015-1-31 09:08,193,88,348,微博 weibo.com,C266J5GWT
21,"
                                                                                                    有一种人，能在两驱和四驱之间自由切换 ????????                                            ", 2015-1-31 08:35,897,188,523,微博 weibo.com,C25TkqVqo
22,"
                                                                                                    【你愿为她转发愿望吗？环卫工的孩子：叔叔阿姨少放点炮 爸妈能早回家】季妮雪，父母是环卫工，被问新年愿望，她说：“大家新年都少放点鞭炮吧！那样爸爸妈妈就能早点回家…”你知道吗？春节，当你享受团圆，不少环卫工只能在路边过年。 为环卫工回家，过年少放鞭炮，支持转！@人民日报 ????????                                            ", 2015-1-31 08:01,801,174,570,微博 weibo.com,C25Fx1tPB
23,"
                                                                                                    【请让所有女孩知道！#那些机智的脱险#】四川女研究生晨跑时遭遇持刀抢劫，机智撒钱逃生；杭州王姑娘路遇口罩男持刀抢劫，突吻劫匪并哭喊“我失恋了，带我走吧”，最终逃脱…那些斗智斗勇的姑凉们，平时可能也是萌妹纸！治安局提醒：智取胜于强攻，防范强于迎战。戳图看看，万一用到了呢？扩散！ ????????                                            ", 2015-1-31 07:21,1599,287,339,微博 weibo.com,C25pifIHn
24,"
                                                                                                    所以大多数民警胃不好//@石家庄公安网络发言人:不知你们今晚的晚餐吃得是否顺利，许多时候，警察蜀黍刚吃上几口，警情来了，放下饭碗就去出警，等处理完警情回来，饭早就凉了......                                            ", 2015-1-30 22:01,183,167,27,小米手机2,C21JZoE5a
25,"
                                                                                                                                                ", 2015-1-30 21:50,48,21,18,小米手机2,C21FEsiEe
26,"
                                                                                                    为你们加油！                                            ", 2015-1-30 20:54,26,50,7,小米手机2,C21iR7vQs
27,"
                                                                                                    祝各位周末愉快//@战斗力只有0点5的渣渣:公安部的官微好无节操                                            ", 2015-1-30 20:18,214,89,328,小米手机2,C214y4UBG
28,"
                                                                                                    【福建：2岁幼女惨遭老乡猥亵】白某到福建打工一直没找到工作。困境中，老乡许某收留他在自己工地打杂，可他竟猥亵人家2岁女儿！现白某被批捕。O2岁幼女惨遭猥亵色魔竟是老乡 好意收留却引狼...治安局提醒：未成年性侵案多为熟人作案，手段主要有暴力、胁迫、社交、诱惑、滋扰，地点常在公共场所和僻静处。家长注意！ ????????                                            ", 2015-1-30 18:49,167,96,77,政务直通車,C20ufisrH
29,"
                                                                                                    论微信、微博的正确使用                                            ", 2015-1-30 17:54,137,27,31,小米手机2,C207O8CkZ
30,"
                                                                                                    萌蜀黍是新疆伊犁州的伊犁夏提。视频是26号在车里吃午饭时拍的，当时为了调节一下紧张疲惫的情绪，不料被“插刀教”同事放网上了。咳咳，平时他严谨、认真、负责，没想到第一次跟网友见面就彻底颠覆了形象…                                            ", 2015-1-30 17:15,-1,146,291,小米手机2,C1ZSh7hOu
31,"
                                                                                                    【乌鲁木齐：5家商户上缴2100余把管制刀具】29日，乌鲁木齐五家商户主动上缴刀身长度超过22厘米以上管制刀具2100余把。根据统一部署，乌市警方还将加大对刀具生产、销售环节的检查整治，落实刀具销售实名登记、刀具激光打码、人刀分离（购买的刀具必须邮寄）等制度，实现刀具销售完整的流向监控。 ????????                                            ", 2015-1-30 16:55,88,42,77,小米手机2,C1ZK6C7Oo
32,"
                                                                                                    经济适用男一枚O网页链接 ????????                                            ", 2015-1-30 16:24,764,268,328,微博 weibo.com,C1ZxlAWUX
33,"
                                                                                                    忠诚??勇敢??酷炫——新疆伊宁市公安局汉宾派出所的警察蜀黍 ????????                                            ", 2015-1-30 16:01,190,180,559,微博 weibo.com,C1Zoe2sPi
34,"
                                                                                                    【成都：一疯牛城中撒野连伤4人 民警上演“西班牙斗牛”】29日下午，一头待屠宰的公牛突然跳车，“任性”的跑在郫县城区，横冲直撞逼停车辆并连伤四人，街面乱作一团。最终巡逻民警连开4枪，再用车撞，合力制服疯牛。其中一名民警腿部网球大伤口。警察蜀黍专治各种“任性”…O网页链接 ????????                                            ", 2015-1-30 15:44,244,282,148,小米手机2,C1ZgYAkb3
35,"
                                                                                                    【孟建柱会见泰国司法部长派汶 郭声琨参加会见】孟建柱说，中方愿同泰方深化各领域交流，提升合作规模和水平。孟建柱指出，法治交流与司法合作是中泰关系的重要组成部分。中泰应深入开展法律和司法领域交流与合作，为两国关系的全面发展提供更为有效的法律服务和保障。O网页链接 ????????                                            ", 2015-1-30 15:26,112,9,25,微博 weibo.com,C1Z9F1v9T
36,"
                                                                                                    萌萌哒~这些霸气十足的机器战警，是新疆公安边防总队官兵用射击训练的弹壳，制作的“擒敌能手”模型。不仅废物利用，还能在动手过程中精修擒敌技能。必须点30多个赞！ ????????                                            ", 2015-1-30 15:14,131,37,181,微博 weibo.com,C1Z4WbGGd
