序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【地铁微课堂——道岔】道岔是使列车由一组轨道转到另一组轨道上去的装置。每一组道岔由转辙机、尖轨、岔心、护轨和岔枕组成，由长柄以杠杆原理拨动两根活动轨道，使车辆轮缘依开通方向驶入预定进路。via杭州地铁官方 ????????                                            ", 2015-1-31 22:00,10,3,6,皮皮时光机,C2baj14Dg
2,"
                                                                                                    【地铁眼—地铁心理学】请躲开地铁里的六种人。地铁是座舞台，每个乘客都是演员。通过舞台的表演不仅能看出演技，更可察出人品。最近几位专家把地铁里行为古怪的乘客分成六类，并对其性格缺陷做了点评。这里不妨介绍一下，如果你遇到，最好离他们远点儿，这可是专家的建议哟。via北京地铁 ????????                                            ", 2015-1-31 20:30,17,13,8,皮皮时光机,C2azHBN8M
3,"
                                                                                                    【地铁正能量】让我们一起为这位好医生喝彩！                                            ", 2015-1-31 20:05,109,16,100,微博 weibo.com,C2apCFcFs
4,"
                                                                                                    【地铁眼】巴西圣保罗地铁大客流 （来自@看图 ） ????????                                            ", 2015-1-31 19:00,3,1,8,皮皮时光机,C29Z9ubel
5,"
                                                                                                    【地铁正能量：6万现金完璧归赵】昨晚9时许，10号线虹桥火车站站的工作人员如往常一样对终到列车进行清客作业，发现座位上有一黑色单肩包，立即通知站长一同清点，内有现金6万8千余元和一台相机。车站一边报备服务热线一边在站内寻找，经多方努力，终于找到失主，一位年过七旬的老人，归还他的血汗钱。 ????????                                            ", 2015-1-31 17:51,8,6,44,小米手机2,C29x5lAiW
6,"
                                                                                                    【地铁眼】世界上迷恋火车的人不少，骨灰级玩家会在自家寓所里专门腾出一个房间，作为放置心爱火车模型之处，但像68岁的艾瑞克·马歇尔一样，把整个后花园打造成迷你铁道王国的，大概是绝无仅有。火车迷们，快来围观啊~~ ????????                                            ", 2015-1-31 17:30,7,4,11,皮皮时光机,C29oMjBvc
7,"
                                                                                                    【地铁执法在行动：小广告】近日，在11号线车厢内对3名散发小广告人员进行执法，并依法开展行政处罚。 ????????                                            ", 2015-1-31 16:13,8,16,18,iPhone 5s,C28TBvJLQ
8,"
                                                                                                    【地铁安全提示：下了扶梯快步走 “老虎口”勿停留】少数乘客下自动扶梯后，在扶梯口“犹豫”几秒种，导致后面的乘客“手忙脚乱”。下扶梯后停留在“老虎口”，既容易发生拥挤推搡，也会造成人流堵塞，十分不安全。【切记】下了扶梯，快步走、离开“老虎口”、莫停留！ ????????                                            ", 2015-1-31 16:00,8,4,1,皮皮时光机,C28OgfrXJ
9,"
                                                                                                    【地铁爱美图：英国人眼中的魔都】英国摄影师Rob Smith 他在上海生活和工作超过16年，喜欢尝试和捕捉普通百姓的日常生活，喜欢上海这座迷人的城市。令人着迷的画面，星星点点的灯光印证了城市的喧嚣，犹如童话般的神秘。（转载于微信） ????????                                            ", 2015-1-31 14:30,10,1,13,皮皮时光机,C28dvp0fR
10,"
                                                                                                    【地铁春运提示：三座火车站勿混淆】上海有三大火车站：上海站、上海南站和虹桥火车站。乘车前请看清火车票票面字样。而地铁对应的车站分别是1、3、4号线上海火车站，1、3号线上海南站，2、10号线虹桥火车站，千万不要混淆。若弄错了，请及时联系工作人员，重新购票进站，并按工作人员指引乘坐地铁。 ????????                                            ", 2015-1-31 13:00,5,3,5,皮皮时光机,C27Dfk0nA
