序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【2014年全国财政收入逾14万亿元】1-12月，全国一般公共财政收入140350亿元，比上年增加11140亿元，增长8.6%。中央一般公共财政收入64490亿元，比上年增加4292亿元；地方一般公共财政收入（本级）75860亿元，比上年增加6849亿元。一般公共财政收入中的税收收入119158亿元。 O2014年财政收支情况 ????????                                            ", 2015-1-31 11:17,291,评论,71,360安全浏览器,C26Xs6R4f
2,"
                                                                                                    【卫生计生委：做好卫生计生综合监督工作】充分认识做好卫生计生综合监督工作的有利条件，充分认识做好卫生计生综合监督工作的艰巨性、复杂性，创新工作方法，改进工作作风，提高工作效率，积极推进卫生计生综合监督工作取得新的成效，为保障人民群众健康作出新的贡献。 O2015年全国卫生计生综合监督工作会议召开 ????????                                            ", 2015-1-31 11:04,25,评论,17,360安全浏览器,C26RZbxzi
3,"
                                                                                                    【程凯：调动社会力量、发挥市场机制作用发展残疾人服务产业】中国残疾人联合会副理事长程凯表示，根本改善残疾人状况，关键还是扩大公共服务的供给。调动社会力量，发挥市场机制作用，发展残疾人慈善事业、服务产业，包括为残疾人服务的托养等一系列产业，改善他们的生活品质。 O调动社会力量、发挥市场机制作用发展残疾人服... ????????                                            ", 2015-1-31 10:58,16,评论,22,360安全浏览器,C26PAePxv
4,"
                                                                                                    【洪天云：引导贫困县扶贫开发 约束“戴帽炫富”不正常现象】国务院扶贫办副主任洪天云表示，2014年重点改革建立了贫困县考核约束机制，对贫困县考核办法等做出明确明确要求，必须作为、提倡作为和禁止作为的事项，对贫困县的行为做出限制，确保贫困县把更多资源投入扶贫开发。 O引导贫困县抓扶贫开发 约束“戴帽炫富”不正常... ????????                                            ", 2015-1-31 10:53,29,评论,24,360安全浏览器,C26NCx6Yr
5,"
                                                                                                    【窦玉沛：对贪污挪用低保资金的发现一起查处一起】民政部副部长窦玉沛表示，尽快推动居民家庭经济状况核对系统的建立，并且和相关部门对接；加强基层经办能力的建设；进一步加大追责力度，对依法不履行职责，特别是优亲厚友、贪污挪用低保资金的，实行“零容忍”，发现一起查处一起，绝不姑息迁就。 ????????                                            ", 2015-1-31 10:50,45,评论,23,360安全浏览器,C26MfpTYj
6,"
                                                                                                    【鲁昕：贫困地区儿童发展规划取得了显著成就】教育部副部长鲁昕表示，4个方面取得重要进展：国家免费孕前优生健康检查项目实现对680个贫困县覆盖。新生儿疾病筛查项目惠及182万新生儿。儿童营养改善项目到目前已覆盖341个县。农村义务教育学生营养改善计划惠及3200万农村学生。 O贫困地区儿童发展规划取得了显著成就 ????????                                            ", 2015-1-31 10:38,38,评论,15,360安全浏览器,C26HqEqVD
7,"
                                                                                                    【交通运输部：未来收费公路将基本为高速公路】交通运输部新闻发言人近日表示，将进一步深化收费公路改革，加快调整和完善收费公路政策，加快《收费公路管理条例》修订，未来收费公路将基本为高速公路。一些规定不能满足公路建设加快成网和高速公路网络化运营管理的实际要求。 O交通运输部新闻发言人：未来收费公路将基本为... ????????                                            ", 2015-1-31 10:20,30,评论,21,360安全浏览器,C26A4tg6z
8,"
                                                                                                    【农科院加大科技成果转化力度支撑现代农业发展】2014年，农科院加强科技成果转化与技术集成生产模式示范，推进种业科技成果权益比例改革试点和全院科技产业发展，为我国现代农业发展提供了有力技术支撑。六大作物增产增效技术集成生产模式研究与示范取得明显成效。 O中国农科院加大科技成果转化力度有力支撑现代... ????????                                            ", 2015-1-31 09:46,18,评论,21,360安全浏览器,C26mt5Rxj
9,"
                                                                                                    【我国农产品质量总体安全可靠】近日，农业部新闻发言人表示，目前我国农产品质量总体是安全可靠的，老百姓的消费是有保障的。根据农业部监测，在2014年监测范围扩大、参数增加的情况下，主要农产品监测合格率在96%以上，表明中国农产品质量处于较高水平，总体是平稳向好。 O我国农产品质量总体安全可靠 ????????                                            ", 2015-1-31 09:25,33,评论,20,360安全浏览器,C26dCnyP0
10,"
                                                                                                    【上海自贸试验区可复制改革试点经验将向全国推广—好经验好做法要“开枝散叶”】??将推广工作作为全面深化改革的重要举措，有助于转变政府管理理念，以开放促改革，着力解决市场体系不完善、政府干预过多和监管不到位等问题，更好地发挥市场在资源配置中的决定性作用和政府作用。 O好经验好做法要“开枝散叶” ????????                                            ", 2015-1-31 08:50,30,评论,22,360安全浏览器,C25ZI8Xlk
11,"
                                                                                                    【中法总理见证建交活动收官】李克强总理与法国总理瓦尔斯30日到国家博物馆，出席中法建交50周年纪念活动闭幕式并参观收官之展—罗丹雕塑艺术展。李克强说，800多场精彩活动加深了两国人民了解和友谊，坚定了发展中法友好信心。相信中法关系将继续蓬勃发展，开拓更广阔空间，缔造下一个辉煌的50年。 ????????                                            ", 2015-1-30 20:29,32,评论,34,360安全浏览器,C218RaAsx
12,"
                                                                                                    【中央和地方政府的政策措施积极推动了服务外包产业发展】中央和地方政府在完善服务外包产业发展环境方面做了大量工作，产生了积极效果，一是规划引导。二是实力提升。三是产业集聚度不断提高。四是促进就业方面，服务外包企业已经成为知识型人才就业的重要容纳器。                                            ", 2015-1-30 16:59,20,评论,14,360安全浏览器,C1ZLKBoHm
