序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【用餐误区知多少】#健康提示#年末降至，无论是应酬还是同学聚会，我们在外面就餐的机会是越来越多了。但是外出点餐选择什么，大多只会考虑到口腹之快，却忽略了营养需求。下面就来看看用餐中的一些误区，请戳长微博。 ????????                                            ", 2015-1-31 15:25,3,1,赞,皮皮时光机,C28zPuYDO
2,"
                                                                                                    【选好姿势再午睡】#健康提示#长期趴在桌子上睡觉对脊椎危害非常大，容易造成椎间盘退变，继而出现颈、腰背部疼痛和上肢运动功能障碍，甚至导致部分肌肉瘫痪。若条件有限，可选择U型枕，靠在带有靠背的椅子上，让眼睛得到放松，使颈椎有所依靠，睡醒后可适当做些伸展运动，缓解肌肉紧张。 ????????                                            ", 2015-1-31 13:20,3,评论,2,皮皮时光机,C27LmeicN
3,"
                                                                                                    【如何预防羽毛球运动损伤？】#健康提示#羽毛球运动中，下肢静力练习和腰腹肌力量训练是预防下肢关节和下腰痛的最佳方法。打球之前多做热身牵拉运动和运动中佩戴矫正鞋垫是防止运动伤的正确做法。另外，如果有条件尽量选择木地板或塑胶场地，着装尽量宽松大方，特别是肩肘部要能舒展开，衣料要吸汗。 ????????                                            ", 2015-1-31 10:15,5,评论,1,皮皮时光机,C26yhE9Lv
4,"
                                                                                                    【预防麻疹我们能做些什么？】#健康提示#接种疫苗是预防麻疹最有效的措施。未感染过麻疹、且既往无含麻疹成分疫苗免疫史或麻疹疫苗免疫史不详的其他人群，推荐接种1剂麻疹-风疹联合疫苗。发现麻疹疫情后，患者周围密切接触者应按照卫生防疫人员的建议，及时接种麻疹疫苗。 ????????                                            ", 2015-1-30 17:21,3,1,2,360安全浏览器,C1ZUwjriZ
5,"
                                                                                                    【了解疾病，尊重生命】#微直播#本次讲堂第二讲由上海市健康教育所张璇副主任医师主讲，她的主讲题目是：《中华传统文化孕育的健康观》。 ????????                                            ", 2015-1-30 14:28,2,评论,1,360安全浏览器,C1YMj9Jxx
6,"
                                                                                                    【了解疾病，尊重生命】#微直播#于文说，自然医学也是吻合未来中国健康产业发展方向的，伴随中国社会发展的成熟，以及消费者健康意识的科学理性，国人会将最大的精神价值回归到自身，这和自然医学背后的哲学支撑完全一致，他们的健康需求也会在自然医学上得到最终解答。 ????????                                            ", 2015-1-30 14:27,1,评论,赞,360安全浏览器,C1YLT8AHG
7,"
                                                                                                    【了解疾病，尊重生命】#微直播#于文主任还指出，长久以来，我们诊疗的目光始终盯着疾病本身，却忽视对病因的专业检测和处理；我们始终忽视和缺乏调动自身天然的治愈能力（自愈力）的科技手段，却频频采用伤害性极大的药物治疗，体内存积更多的化学毒素而使体质更差。 ????????                                            ", 2015-1-30 14:24,转发,评论,1,360安全浏览器,C1YKSbt7S
8,"
                                                                                                    【了解疾病，尊重生命】#微直播#于文指出，一般人认为健康就是没病，就是医院体检指标的正常，但是医院检查指标反映的是生命功能而非生理功能。生命价值，首要是关注人的身心整体，而不是仅仅关注人的脏腑结构和生理机能，更要看决定生命价值的心灵状况是否健康和谐，以及相应的变化规律。 ????????                                            ", 2015-1-30 14:22,1,评论,赞,360安全浏览器,C1YJNq7bB
9,"
                                                                                                    【了解疾病，尊重生命】#微直播# 本次讲堂第一讲由上海天坛普华医院(St. Michael Hospital)中西医结合科于文主任开讲，他的主讲题目是《了解疾病，尊重生命》。 ????????                                            ", 2015-1-30 14:18,转发,评论,赞,360安全浏览器,C1YIm9WYn
10,"
                                                                                                    【了解疾病，尊重生命】#微直播#上海市健康大讲堂于1月30日（今天）下午13:30举办健康讲座，特邀上海天坛普华医院中西医结合科主任于文教授、上海市健康教育所张璇副主任医师亲临现场分享一种全新的健康理念，指导我们在面临疾病时，应该如何尊重生命、恢复健康，下面小编为大家全程微直播，敬请关注～ ????????                                            ", 2015-1-30 13:48,转发,评论,赞,360安全浏览器,C1Yw6aQeI
