序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #晚安越秀# Life can never be perfect, but the good things is, you can always improve it to be better than before. 生活永远不可能完美，但你能让今天比昨天过得更美好。 ????????                                            ", 2014-6-30 22:30,2,评论,赞,微博 weibo.com,BbrVP1K76
2,"
                                                                                                    @再战江湖8888 @古粤秀色 @广州城堡堡主 @中国广州发布 @越秀青年 @越秀网e @越秀志愿者 @劳毅波广州大波波 @吃喝玩乐IN广州 @廣州街坊情 @新浪广东 看世界杯前，先来看MV赢奖品~                                            ", 2014-6-30 21:27,5,1,3,三星GalaxyCamera,Bbrwnn9LI
3,"
                                                                                                    #微知识#【准妈妈孕期必须的营养素: 叶酸】叶酸是一种水溶性B族维生素，孕妇对叶酸的需求量比正常人高。孕早期是胎儿器官系统分化、胎盘形成的关键时期，此时叶酸缺乏可导致胎儿神经管畸形。建议育龄妇女从计划怀孕前三个月起至怀孕后三个月末适当补充叶酸。具体补充剂量请咨询医生。via@广州越秀人口 ????????                                            ", 2014-6-30 20:34,转发,评论,赞,微博 weibo.com,BbraJwgAn
4,"
                                                                                                    #微活动#【看MV赢奖品：最炫广府风第二波来袭】《说唱越秀》MV=说唱音乐+越秀区特色景观+“数白榄”+粤剧+……特别的方式展现越秀广府风情人文景观。转发本微博并@ 三位好友，将MV中任意三个景点名私信@广州越秀发布 ，7月3日前回答正确的前十位粉丝，每位将获得《游走越秀》一本！O网页链接 ????????                                            ", 2014-6-30 18:46,60,30,3,微博 weibo.com,BbqsYBntU
5,"
                                                                                                    #微提醒#【即将调整东风路(东濠涌高架段)交通方案】                                            ", 2014-6-30 18:05,2,评论,1,政府版微博,Bbqcqpjwy
6,"
                                                                                                    #环保漫画作品展播#【绿色世界梦】这个地球为什么这么绿呢？原来是一个个绿色家园构成了绿色的地球。每个孩子心中都有这样一个绿色的梦。（作者：越秀区东东川路小学刘晓艺） ????????                                            ", 2014-6-30 17:04,1,评论,赞,微博 weibo.com,BbpNu4cC9
7,"
                                                                                                    #微活动#【海丝史迹连连看的标准答案来啦~】A+图2+c，B+图3+d，C+图4+a，D+图5+b，E+图1+e。您连对了吗？[礼花]恭喜@苎清苓 @我喜欢杯子 @赋赋_得正 @海丰莲花山茶 @愿记起 @青头仔在祈祷 @月之_子 @梅花控 @水云仙子王 @詹蓁蓁蓁 ，获得我们送出的大礼包!领奖方式将私信通知。                                            ", 2014-6-30 16:28,5,5,3,政府版微博,Bbpz583A5
8,"
                                                                                                    #招聘信息#【东山街公开选拔专职社区工作者】东山街拟向全区各街道专职社区工作者公开选拔文化站及流动人员和出租屋管理服务中心工作人员各1名。本次选拔采取现场报名方式，报名地址：越秀区寺贝通津17号，东山街道办事处三楼党政办公室。详细请戳O网页链接 ????????                                            ", 2014-6-30 15:55,2,评论,赞,微博 weibo.com,Bbplx1HGB
9,"
                                                                                                    #街道社区#【健康约惠 施医赠药】日前，六榕街联合市关工委、广州医科大学在凉亭坊社区举办“健康约惠 送医送药进六榕——爱心义诊心理咨询活动”。广州医科大学附属医院的20多位专家为来到现场的300多名居民进行免费初诊及咨询，还提供免费的血糖、骨密度测试、推拿按摩服务和非处方药的免费发放。 ????????                                            ", 2014-6-30 14:46,3,评论,赞,微博 weibo.com,BboTHlmKI
10,"
                                                                                                    #街道社区#【法政社区开展登革热预防工作】近期广州降雨较多，容易滋生蚊子。针对此情况，法政社区消防站工作人员开展登革热防控工作，对辖内滋生蚊子的地方进行消杀。同时给出预防小贴士：家内水生植物要勤换水，定时清除积水、清理蚊虫孳生地，搞好室内外环境卫生。预防登革热，你记住了吗？ ????????                                            ", 2014-6-30 11:16,2,评论,赞,微博 weibo.com,Bbnww26yN
11,"
                                                                                                    【40条公交线今起开通运营】看看有没有经过您家门口或工作地点的~                                            ", 2014-6-30 10:28,1,评论,17,政府版微博,Bbnd5AutA
12,"
                                                                                                    #早安越秀#街坊们早上好！新的一周又开始啦，今天继续是艳阳高照！天气晴到多云，局部有雷阵雨，26-35℃。 ????????                                            ", 2014-6-30 08:35,转发,评论,赞,三星GalaxyCamera,Bbmtc0Cor
13,"
                                                                                                    #晚安越秀#Hold the person you love in arms, and grasp the things you want in hands, then the life is perfect. 能把爱的人儿圈在怀里，能把想的事儿握在手里，生活已然足够。 ????????                                            ", 2014-6-29 22:30,2,3,赞,微博 weibo.com,Bbivk8zqq
14,"
                                                                                                    #微知识#【健康世界杯：降胃火，有秘诀】在连续熬夜几天后，有人会出现胃火旺，表现为牙齿痛、牙龈肿，此时可选择麦冬、金银花、竹叶、生甘草泡水喝来降胃火。via@广州越秀卫生 ????????                                            ", 2014-6-29 20:37,2,1,1,微博 weibo.com,BbhLskvUS
15,"
                                                                                                    #广府俗信文化#【梦兆】为释梦附会人事吉凶。广府人认为，日有所思，夜有所梦，梦中之事，预兆吉凶。民间多以《周公解梦吉凶书》释梦，书中内容详尽，分天文类、地理类、屋宇类、神鬼类、身体人事类、哀乐打骂类、鸟兽鱼虫类、衣饰器皿类共八大类细分各种梦兆情形及其对应征兆，以此判断吉凶祸福。 ????????                                            ", 2014-6-29 17:35,3,评论,1,微博 weibo.com,BbgzAe24g
16,"
                                                                                                    #环保漫画作品展播#【花之城】望着孩子们灿烂的笑容、湛蓝的天空，世间万物都变得那么的美，这不就是我们向往的城市吗？花之城、梦之城、环保之城，我们来啦！（作者：越秀区少年宫程鑫雨） ????????                                            ", 2014-6-29 14:35,5,1,1,微博 weibo.com,BbfowkrMl
17,"
                                                                                                    #越秀播报#【“探访海上丝绸之路”海外联合报道今日启动】两千多年前，早在南越国时期，中国已开启了海上对外交往的历史。今天，在越秀区这一“海丝”发源地的心脏区域，“探访海上丝绸之路”全景式报道正式启动。天字码头，南海神号，再出发，我们一起探访那段历史与记忆。 ????????                                            ", 2014-6-29 13:19,5,1,1,三星Galaxy NOTE III,BbeTGbvsz
