序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #晚安广州#过完今天，2014年有一半已经离我们而去了。问问自己，年初计划进展是否顺利？工作学习是否尽力？如果您事事努力，请继续加油；如果还有遗憾，请迎头赶上。不要总用“明天做也来得及”敷衍自己，时间的钟上，只有两个字：现在。抓住当下，不迟疑，不拖延，为自己加油！祝您晚安。[玫瑰] ????????                                            ", 2014-6-30 22:30,79,11,38,微博 weibo.com,BbrVSwerM
2,"
                                                                                                    #微健康#【等公交、地铁时也能做健身运动哦！】等公交或地铁时，与其低头玩手机，不妨利用这段时间做做运动~1.举臂，两手拿包，边呼气边抬高手肘。2.吸气收腹，默数到5再慢慢呼气并放松腹肌。3.单足站立，提腿要低，动作要小，交换腿要频繁。4.握拳，用力握拳再张开，使手臂肌肉部有紧张感。@生命时报 ????????                                            ", 2014-6-30 21:58,32,7,5,微博 weibo.com,BbrIV6myw
3,"
                                                                                                    #广州城事#【从化“糯米糍”成熟啦！】吃货们注意！“糯米糍”荔枝故乡——从化太平镇钱岗村今年荔枝大丰收，本周已经成熟啦，味道十分鲜甜！快get√挑选靓糯米糍方法：形状呈心形，挂的树枝柄要歪的！从现在起两周内是最佳摘果期，不要错过了！沿105国道到太平镇，参考“广裕祠”指示牌↓↓@乐游广东 ????????                                            ", 2014-6-30 21:19,104,27,21,微博 weibo.com,BbrsZ00xl
4,"
                                                                                                    #便民信息#【明日起市民可上网查询案件状态】@广州公安 7月1日起推出案（事）件状态查询系统，市民群众可上广州金盾网查询今年以来相关案（事）件状态进展、结果等信息。详细操作流程，请点击长微博，简单便捷，快点告诉小伙伴们吧~案（事）件状态查询系统入口：O网页链接 ????????                                            ", 2014-6-30 20:32,39,4,7,微博 weibo.com,Bbrac9GCd
5,"
                                                                                                    【世界杯期间 广州交警继续严查酒驾】司机球迷注意啦！世界杯开赛半个月,全市已查处醉酒驾驶66宗。世界杯16强战昨起开赛,广州交警将继续采用定点检查、流动巡逻等方式,严查酒后驾驶。警方提醒:不要酒后驾驶,尤其喝了酒的球迷更要提防“隔夜醉”;熬夜看球后第二天尽量别开车,避免疲劳驾驶。 ????????                                            ", 2014-6-30 19:45,23,1,3,微博 weibo.com,BbqR70w0F
6,"
                                                                                                    #食在广州#【糖水樱桃】又有当季水果新鲜食法介绍啦！樱桃酸酸甜甜，沾满糖水，再冰镇起来，吃起来特别过瘾！每颗樱桃都含着饱满的汁水，一口咬下去，果汁爆满整个口腔。像蜜般划过喉咙，流入心田！绝对是一种夏季一级棒的甜蜜享受！做法十分简单，快戳图学起来吧~via新浪广东美食 ????????                                            ", 2014-6-30 18:59,14,5,7,微博 weibo.com,Bbqyrgt2d
7,"
                                                                                                    #对话市政府# 14届121次市政府常务会议新闻发布会到此结束，感谢关注。 ????????                                            ", 2014-6-30 18:25,1,评论,3,微博 weibo.com,Bbqku3SkI
8,"
                                                                                                    #对话市政府#【广州将新建粤剧院、打造粤剧红船】广州计划在珠江新城地段、红线女艺术中心旁新建一个粤剧院，打造成具国际影响力的粤剧院。而粤剧红船项目，初步设想以珠江夜游的表演形式，吸引本地或外来游客观赏粤剧；另外或打造另一艘红船去附近的城市演出，推广粤剧。O14届121次广州市政府常务会议新闻发布会 ????????                                            ", 2014-6-30 18:24,27,19,19,微博 weibo.com,Bbqk94YQU
9,"
                                                                                                    #对话市政府#【我市将针对性布局超高层建筑防火】市消防局表示，针对一些高层建筑比较集中的地方，除在平时履行好监管职责外，还通过针对性的消防站布局，包括在消防装备上，配备高层建筑火灾扑救需要的装备设施，同时也在整体消防力量调配布局方面制订方案，做到快速处置。O14届121次广州市政府常务会议新闻发布会 ????????                                            ", 2014-6-30 18:15,3,3,4,微博 weibo.com,Bbqgx6789
10,"
                                                                                                    #对话市政府#【打造精品粤剧剧目，培养年轻人才】粤剧的编剧是目前面临的比较大的问题，昆剧《牡丹亭》的打造值得借鉴，下一步我们将打造一批精品剧目，并且在精品剧目中打造精品中的精品，选出一出大家耳熟能详、同时又以现代技术手段，让大家接受和传承。@HebeLalala O14届121次广州市政府常务会议新闻发布会 ????????                                            ", 2014-6-30 18:03,9,1,6,微博 weibo.com,BbqbztZ2v
11,"
                                                                                                    #对话市政府#【近三年做好振兴粤剧十项工作】广州将成立振兴粤剧事业工作领导小组，负责振兴粤剧中长远规划和近期主要工作。中长远规划包括打造人才培养、精品创作、市场培育、粤剧研究、场馆建设五大工程。近三年做好以下十项重点工作：O14届121次广州市政府常务会议新闻发布会 ????????                                            ", 2014-6-30 17:38,18,6,2,微博 weibo.com,Bbq1ojHl1
12,"
                                                                                                    #对话市政府#【我市推进城市社区网格化服务管理】广州要建立统一的基础网格,结合地理空间布局,原则上按每网格200户左右的统一标准划分基础网格。将公共服务基础设施等涉及居民切身利益的事项优先纳入网格服务管理范畴,逐步增加内容;并将组建专职网格员队伍,建立共享的信息系统等。O14届121次广州市政府常务会议新闻发布会 ????????                                            ", 2014-6-30 17:32,15,3,2,微博 weibo.com,BbpYR8ed8
13,"
                                                                                                    #对话市政府#【广州城市消防规划出炉】“广州市城市消防规划”获审议通过，其中提出消防站体系建设，除普通公安消防站外,将完善水上、地铁、高速公路、航空等消防站。在城市仓储区、易燃易爆危险化学品区、旧城区、高层建筑密集区、地下建筑密集区除给予消防装备标配外，增加相对应的消防装备配置。 ????????                                            ", 2014-6-30 17:20,5,2,2,微博 weibo.com,BbpU1cF64
