序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【图解：2014上半年18次国务院常务会议扫描】O网页链接 ????????                                            ", 2014-6-30 20:40,265,评论,29,微博 weibo.com,Bbrdgs6DI
2,"
                                                                                                    【图解：2014上半年国务院常务会议上的“强”声音】O网页链接 ????????                                            ", 2014-6-30 20:37,333,评论,28,微博 weibo.com,Bbrc3nJkF
3,"
                                                                                                    中共中央政治局6月30日召开会议，审议通过了《深化财税体制改革总体方案》、《关于进一步推进户籍制度改革的意见》、《党的纪律检查体制改革实施方案》。O网页链接 ????????                                            ", 2014-6-30 18:32,235,评论,28,微博 weibo.com,BbqnozVAP
4,"
                                                                                                    【王永春严重违纪违法被开除党籍】经中共中央批准,中共中央纪委对第十八届中央候补委员,中国石油天然气集团公司原副总经理、党组成员兼大庆油田有限责任公司原总经理、党委副书记王永春严重违纪违法问题进行立案审查。经查,王永春利用职务上的便利为他人谋取利益,收受巨额贿赂。O网页链接 ????????                                            ", 2014-6-30 18:31,142,评论,37,微博 weibo.com,BbqmUbHXD
5,"
                                                                                                    【李东生严重违纪违法被开除党籍】经中共中央批准,中共中央纪委对第十八届中央委员,中央防范和处理邪教问题领导小组原副组长、办公室主任,公安部原党委副书记、副部长李东生严重违纪违法问题进行了立案审查。经查,李东生利用职务上的便利为他人谋取利益,索取、收受巨额贿赂。O网页链接 ????????                                            ", 2014-6-30 18:29,171,评论,41,微博 weibo.com,Bbqm9u81Y
6,"
                                                                                                    【蒋洁敏严重违纪违法被开除党籍】日前，经中共中央批准，中共中央纪委对第十八届中央委员，国务院国资委原主任、党委副书记蒋洁敏严重违纪违法问题进行了立案审查。经查，蒋洁敏利用职务上的便利为他人谋取利益，索取、收受巨额贿赂。O网页链接 ????????                                            ", 2014-6-30 18:27,161,评论,48,微博 weibo.com,BbqlxmVzD
7,"
                                                                                                    【中共中央决定给予徐才厚开除党籍处分】中央政治局会议决定给予徐才厚开除党籍处分，对其涉嫌受贿犯罪问题及问题线索移送最高人民检察院授权军事检察机关依法处理。2014年3月15日，中共中央依照党的纪律条例，决定对徐才厚涉嫌违纪问题进行组织调查。O网页链接 ????????                                            ", 2014-6-30 18:24,429,1,101,微博 weibo.com,Bbqk94YVJ
8,"
                                                                                                    【我国首个电商快递班列7月开始运行】从中国快递协会获悉，中国快递协会与中国铁路总公司合作，将陆续开通运送快递的特快专列，首列电商快递班列将于7月1日正式在上海与深圳之间运行。2013年，全国快递企业累计完成业务量92亿件，市场规模升至世界第二，同比增速超过60％。O网页链接 ????????                                            ", 2014-6-30 11:27,77,评论,15,360安全浏览器,BbnAYiJ2S
9,"
                                                                                                    【从夏粮“十一连丰”看全年粮情走势】农业丰，天下安。夏粮的稳产对于稳增长、稳经济具有重要意义。当前夏粮丰收对于全年粮食增产是一个良好的开端。据气候专家分析，今年可能会发生厄尔尼诺现象，这对秋粮增收将构成一定的威胁，因此此时夏粮的丰收显得尤其珍贵。O网页链接 ????????                                            ", 2014-6-30 10:10,97,评论,19,360安全浏览器,Bbn5Jkxyh
10,"
                                                                                                    【织密铁路网更要织密安全网】7月1日起，中国铁路将迎来自2007年以来最大幅度的一次列车运行图调整。调整之后，每天将有近5000列列车在密如蛛网的10万公里铁路线上穿梭运行。今年底还将有约7000公里铁路线投入运营，更多、更快的列车将在祖国大地上奔跑。O网页链接 ????????                                            ", 2014-6-30 09:44,72,评论,37,360安全浏览器,BbmUUzFki
