序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    万万没想到啊                                            ", 2014-6-30 11:28,5,2,204,360安全浏览器,BbnB9eOPz
2,"
                                                                                                    给小师弟们                                            ", 2014-6-30 10:11,转发,2,1421,360安全浏览器,Bbn666TdL
3,"
                                                                                                    近期朋友圈出现的9大谣言！圈里的朋友别上当哦[不要]                                            ", 2014-6-30 08:53,1,评论,619,360安全浏览器,BbmAtunUX
4,"
                                                                                                    #警方通报#经初步调查：持刀男子为李某某，39岁，云南人。目前，越秀警方正在对该案作进一步调查。                                            ", 2014-6-28 15:14,2,评论,546,360安全浏览器,Bb6eeqLiB
5,"
                                                                                                    严打暴恐//@平安南粤: #严打暴恐#【可通过6种方式举报暴恐线索】●“110”报警；●向执勤民警举报；●到公安机关举报；●“12110”短信报警；●信件举报；●电子邮件举报                                            ", 2014-6-27 16:41,转发,评论,68,360安全浏览器,BaXmMlnld
6,"
                                                                                                                                                ", 2014-6-27 14:30,1,评论,50,360安全浏览器,BaWvBwCkz
7,"
                                                                                                    暑期来临，儿童溺水事件多发。儿童安全警示教育片《孩子请不要私自下水》，各位老师家长多加注意！                                            ", 2014-6-27 11:35,转发,评论,36,360安全浏览器,BaVmO1hY4
8,"
                                                                                                    //@广州消防: 【加完油，别忘拔“枪”！】太危险了，大家一定要扩散提醒身边的朋友！                                            ", 2014-6-27 10:54,1,评论,5,360安全浏览器,BaV5YCioL
9,"
                                                                                                    【警方演练提醒】今天（27日）上午10时，越秀公安联合@广州地铁公安 在@广州地铁 纪念堂站开展突发事件演练，9时50分至10时40分临时封闭连新路（东风路以北至应元路段）双向车道（持科学馆停车证的车辆可由东风路转入科学馆）。演练期间给市民带来的不便深表歉意，同时提醒过往群众无需惊慌@广州公安 ????????                                            ", 2014-6-27 08:54,14,4,1,360安全浏览器,BaUjacF2g
10,"
                                                                                                    北京警方通报：陈某某涉嫌吸毒被公安机关查获                                            ", 2014-6-26 17:23,转发,1,3558,360安全浏览器,BaOdyDXqV
11,"
                                                                                                    广州警方将重奖举报涉恐暴力线索有功群众                                            ", 2014-6-26 16:53,1,评论,19,360安全浏览器,BaO1q22hd
12,"
                                                                                                    千万[不要]别吸第一口。。。                                            ", 2014-6-26 10:59,1,评论,8,政府版微博,BaLHDE0gv
13,"
                                                                                                    致敬，英雄！                                            ", 2014-6-26 10:48,转发,评论,1313,360安全浏览器,BaLD1ijc0
14,"
                                                                                                    涨姿势，你造吗？                                            ", 2014-6-26 09:08,转发,评论,251,360安全浏览器,BaKYv1xcE
15,"
                                                                                                    【626国际禁毒日】希望的信息：药物使用障碍是可以预防和治疗的                                            ", 2014-6-26 08:49,1,评论,22,360安全浏览器,BaKQH1A00
16,"
                                                                                                    为了你和你的家人 请远离赌博                                            ", 2014-6-24 14:59,3,评论,22,360安全浏览器,Bauq7jshG
17,"
                                                                                                    红灯亮能否右转[挖鼻屎]                                            ", 2014-6-24 10:12,转发,评论,8,360安全浏览器,BasxB80BD
18,"
                                                                                                    提醒                                            ", 2014-6-23 17:22,转发,评论,39,360安全浏览器,BalVzEDKn
19,"
                                                                                                    幸亏只是冰激凌                                            ", 2014-6-23 16:58,7,评论,107,360安全浏览器,BalLAia8N
20,"
                                                                                                    珍爱生命，拒绝酒驾！[汽车]                                            ", 2014-6-23 16:18,转发,1,130,360安全浏览器,BalvppqoI
21,"
                                                                                                    近期，微信朋友圈、微博里出现各地各种版本的“高考志愿书忘在柜子里导致无法录取”假消息，大家不要再转发了，别让热心被利用！                                            ", 2014-6-23 12:44,转发,评论,50,360安全浏览器,Bak6Fb7hX
22,"
                                                                                                    国信办启动铲除网上暴恐音视频专项行动【举报电话12377，最高奖励10万元】                                            ", 2014-6-23 10:45,转发,评论,38,360安全浏览器,Bajkfx2nX
23,"
                                                                                                    #警方通报#【容留“非法居留”外国人 越秀警方依法对一名出租屋主行政拘留】 近日，广州越秀警方依法对一名容留“非法居留”外国人的出租屋主梁某行政拘留，并处罚款五千元。详见O网页链接 ????????                                            ", 2014-6-23 10:25,转发,评论,赞,皮皮时光机,Bajc583Ec
24,"
                                                                                                    【辟谣：“杀伤性望远镜”是谣言！】近日，网络传言，有假军人街头兜售望远镜，并唆使人试用，一旦望远镜聚焦便弹针伤人，假军人再趁机将人带走偷肾或眼角膜。经核实，此消息纯属谣言！警方曾抓获冒充军人的团伙，其兜售的望远镜为“三无望远镜”而非“杀伤性望远镜”转起辟谣！别被骗！@江宁公安在线????????????                                            ", 2014-6-23 09:56,转发,1,赞,皮皮时光机,Baj0mdKOW
25,"
                                                                                                                                                ", 2014-6-22 20:06,1,评论,15,政府版微博,BadzLnXqm
26,"
                                                                                                    [闪电][闪电][闪电]//@GDTV新闻最前线: 转发微博                                            ", 2014-6-20 15:43,转发,评论,6,360安全浏览器,B9SZJtAt4
27,"
                                                                                                    手机安全专家提醒安卓用户下载应用前，一定要开启实时防护及时扫描检测木马及恶意软件，提升手机安全系数。                                            ", 2014-6-20 14:42,转发,1,6,360安全浏览器,B9SBeDuuo
28,"
                                                                                                    回复@小桥流水LH:“千滚水”不能喝？这也是谣言！ //@小桥流水LH:千滚水呢？ //@广州越秀公安:这些年，这些谣言，你上当了没？                                            ", 2014-6-20 12:37,1,评论,74,360安全浏览器,B9RMuffBz
29,"
                                                                                                    【吃10粒荔枝可导致酒驾！ 怎么破？漱口！】吃荔枝真的会导致酒驾吗？交警测试得知，实验者食用10粒荔枝后马上测试，体内酒精含量已远超最低酒驾标准。科普专家表示，因为荔枝含糖量大，发酵后容易产生酒精。不过，吃完荔枝后马上漱口，可能就“吹”不出酒精了。O吃10粒荔枝可导致酒驾 ????????                                            ", 2014-6-20 10:05,1,评论,赞,皮皮时光机,B9QMv8kNX
30,"
                                                                                                    这些年，这些谣言，你上当了没？                                            ", 2014-6-20 09:09,7,2,74,360安全浏览器,B9QpOvAVS
31,"
                                                                                                    通缉//@广州番禺公安: 扩散 //@广州公安:【通缉令】一起有预谋的报复政法干警的恶性持枪杀人案件，50万元缉凶。紧急扩散~~！                                            ", 2014-6-19 15:20,2,评论,20,360安全浏览器,B9JpYufZS
32,"
                                                                                                    这样的结局让人痛心！                                            ", 2014-6-19 13:18,1,评论,35,360安全浏览器,B9ICCnljn
33,"
                                                                                                    欣赏艺术不仅需要眼光，还需要一点点科学的质疑精神……                                            ", 2014-6-19 13:09,转发,评论,33,360安全浏览器,B9IyZtT03
34,"
                                                                                                    打击食品犯罪主题宣传日活动 诚邀您参加                                            ", 2014-6-19 11:31,转发,评论,6,政府版微博,B9HV8kLX0
35,"
                                                                                                    警方通报                                            ", 2014-6-18 15:39,2,评论,35,360安全浏览器,B9A78c9iY
36,"
                                                                                                    【孕妇连续4天熬夜看世界杯 兴奋过度流产】重庆一女球迷怀孕1个多月，世界杯开始后，她已连续看了三个通宵。作为德国死忠，她更是买了零食和饮料，守着德国和葡萄牙焦点大战。看到穆勒连入三球后，她激动地在沙发上跳来跳去，还没蹦几下，腹部一阵剧痛…O网页链接看球请注意身体# ????????                                            ", 2014-6-18 09:36,转发,评论,赞,皮皮时光机,B9xJLCdtv
37,"
                                                                                                    晚饭怎么吃                                            ", 2014-6-17 17:28,转发,评论,15,360安全浏览器,B9roTgGWG
38,"
                                                                                                    加油@广州公安 微博#小编羡慕嫉妒呀#                                            ", 2014-6-17 15:53,转发,3,130,360安全浏览器,B9qMiobGm
39,"
                                                                                                    [挖鼻屎]同情//@江宁公安在线: [挖鼻屎]同情C罗。。。                                            ", 2014-6-17 11:56,4,1,1669,360安全浏览器,B9penAL3X
40,"
                                                                                                    横渡珠江，等你来挑战                                            ", 2014-6-17 11:23,转发,评论,赞,360安全浏览器,B9p0YFTyY
41,"
                                                                                                    小编小时候也这样做过想起来还是有点害怕。暑假马上就到了，家长要对孩子多做一些安全教育                                            ", 2014-6-17 11:07,转发,评论,7,360安全浏览器,B9oUrgojt
42,"
                                                                                                    不要将药物说成是糖果来诱哄孩子服药，他们会相信的。家长朋友，你这样哄过孩子吃药吗？[不要]                                            ", 2014-6-17 10:12,4,7,赞,360安全浏览器,B9oyaa1kd
43,"
                                                                                                                                                ", 2014-6-16 11:40,转发,评论,2,360安全浏览器,B9fHkt6LJ
44,"
                                                                                                    世界杯期间广州交警严查交通违法行为[汽车]                                            ", 2014-6-16 09:44,转发,评论,5,360安全浏览器,B9eWbrN4k
45,"
                                                                                                    适度看球，别透支身体                                            ", 2014-6-16 08:49,转发,评论,12,政府版微博,B9ezXjvTU
46,"
                                                                                                                                                ", 2014-6-13 14:58,转发,3,435,360安全浏览器,B8OI1fYGh
47,"
                                                                                                    【高速路驾驶请谨慎变道】昨日，杭州绕城高速一匝道口附近发生一起半挂车与轿车相撞事故，半挂车上的木材倾覆将轿车压住，轿车司机身亡。经确认，死者是浙江大学副校长吴平。监控视频显示，事发时轿车在内车道行驶，突然变道，与外车道的半挂车发生碰撞。高速路驾驶请谨慎变道，切记！ ????????                                            ", 2014-6-13 11:48,13,4,3,皮皮时光机,B8NsOl5Gl
48,"
                                                                                                    【公安部交管局提醒：享受快乐足球 勿忘交通安全】今天凌晨你看球了吗？早上开车时精神可好？2010年南非世界杯期间，全国公安交管部门共查处酒后驾驶违法行为33580起，其中，醉酒驾驶4521起，酒后驾驶造成交通事故225起，死亡91人、受伤247人。安全提示：别让绿茵场上激情，阻碍道路交通安全↓ ????????                                            ", 2014-6-13 09:05,1,1,赞,皮皮时光机,B8MoVa33t
49,"
                                                                                                                                                ", 2014-6-13 08:44,1,评论,594,360安全浏览器,B8Mglx7uF
