序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    抗震防病，严防疫情。                                            ", 2013-4-27 18:48,4,1,赞,专业版微博,zu73oopxP
2,"
                                                                                                    为普及抗灾防病科学知识，提高灾区群众健康防护意识和能力，引导灾区群众形成健康行为和生活方式，确保大灾后无大疫，国家卫计委办公厅4月26日发布《关于加强四川省芦山“4??20”7.0级强烈地震灾区健康教育工作的通知》，要求利用多种形式开展健康教育，为特殊人群提供健康教育服务，做好督导评估。 ????????                                            ", 2013-4-27 18:35,6,1,赞,专业版微博,zu6YlurAS
3,"
                                                                                                    请关注灾区公众抗震救灾健康教育核心信息。                                            ", 2013-4-25 16:52,3,1,赞,专业版微博,ztNrlkbBE
4,"
                                                                                                    转发微博                                            ", 2013-4-25 16:51,1,1,赞,专业版微博,ztNr6fT3V
5,"
                                                                                                    #人感染H7N9禽流感# 4月23日16时至4月24日16时，全国内地未报告新增人感染H7N9禽流感病例。截至目前，全国内地共报告108例确诊病例，其中死亡23人，康复14人。根据突发公共卫生事件信息发布的有关规定，从4月24日起，人感染H7N9禽流感疫情信息由日发布改为周发布。（人民日报） ????????                                            ", 2013-4-25 16:15,12,3,赞,专业版微博,ztNcwBnk5
6,"
                                                                                                    请灾区人民注意个人和环境卫生，增强防病意识和能力。 O网页链接 ????????                                            ", 2013-4-25 09:41,7,1,赞,微电视,ztKCD8kTq
7,"
                                                                                                    搞好环境卫生，避免蚊虫鼠害。                                            ", 2013-4-24 15:32,1,评论,赞,专业版微博,ztDupklSQ
8,"
                                                                                                    注意饮水安全，预防肠道疾病。                                            ", 2013-4-24 15:31,5,评论,赞,专业版微博,ztDugaJSt
9,"
                                                                                                    讲究饮食卫生，防止病从口入。                                            ", 2013-4-24 15:31,3,评论,赞,专业版微博,ztDu72te9
10,"
                                                                                                    灾后防疫提示信息已通过10086平台发送。信息覆盖137.33万用户，其中包括雅安用户90万，甘孜沪定（四川省甘孜藏族自治州泸定县）用户9.2万，漫游客户38.13万。                                            ", 2013-4-24 15:06,4,1,赞,专业版微博,ztDjM70uu
11,"
                                                                                                    【中国-世卫人感染H7N9禽流感防控联合考察组通报会】梁万年:中医药是中华民族的瑰宝。国家卫生计生委下发的“关于人感染H7N9的诊疗方案”第一版和第二版都有关于中医药如何诊治的内容。中医药管理局组织了中医药相关专家深入基层和各级各类医疗卫生机构，开展和指导相应的中医药服务工作。【直播结束】 ????????                                            ", 2013-4-24 12:07,17,5,赞,专业版微博,ztC97kaIh
12,"
                                                                                                    【中国-世卫人感染H7N9禽流感防控联合考察组通报会】杨维中:我们坚持与所有的医疗机构共同监测报告不明原因肺炎，并与全国的流感监测定点医院、有条件做流感样病例监测的医疗机构，对出现流感样病例的病人进行监测、报告。在发生了疾病或者发现了病毒的地区，对发热并伴有呼吸道症状的病人加强监测。 ????????                                            ", 2013-4-24 12:00,2,评论,赞,专业版微博,ztC6xaYii
13,"
                                                                                                    【中国-世卫人感染H7N9禽流感防控联合考察组通报会】蓝睿明:世卫组织对中国的禽流感防控措施感到满意和欣慰。中国政府展现出了透明和公开的做法，拥有高超的技术能力，及时向世卫组织及其他相关国家和地区通报现场调查情况及病毒的信息。随着人类对该病毒和疫情更多了解，能够有效做好禽流感防控工作。 ????????                                            ", 2013-4-24 11:57,4,1,赞,专业版微博,ztC5prgGA
14,"
                                                                                                    【中国-世卫人感染H7N9禽流感防控联合考察组通报会】Anne Kelso: 上海市政府以及相关部门采取了关闭活禽市场的措施，这有助于疫情防控。我们将密切关注关闭活禽交易市场的举措是否能产生长期、积极的影响。卫生部门和农业部门将协同作战，希望能重振大家对于鸡肉类饮食的信心，让大家获得安全的食品。 ????????                                            ", 2013-4-24 11:46,1,2,赞,专业版微博,ztC0EvZ34
15,"
                                                                                                    【中国-世卫人感染H7N9禽流感防控联合考察组通报会】梁万年：20多天来，疫情发生地逐渐扩大，已经有7个省市出现了人感染H7N9禽流感病例。现有的病例来源于感染病毒的禽类，或被病毒污染的环境。在传染来源没有查明及传染源没有得到有效控制前，有可能进一步出现散发病例，疫情发生地扩大也是有可能的。 ????????                                            ", 2013-4-24 11:39,1,1,赞,专业版微博,ztBXPzS8X
16,"
                                                                                                    【中国-世卫人感染H7N9禽流感防控联合考察组通报会】Nancy Cox:人类对该病毒的了解处于早期阶段。农业、林业部门采集了很多份禽类样本，阳性样本来自活禽市场的鸡鸭和鸽子身上，但阳性率较低。在迁徙的候鸟及候鸟栖息地中没发现H7N9阳性样本。目前来说，这个病毒来自禽类，主要出现在活禽市场。 ????????                                            ", 2013-4-24 11:32,2,评论,1,专业版微博,ztBVbieMJ
17,"
                                                                                                    【中国-世卫人感染H7N9禽流感防控联合考察组通报会】梁万年介绍联合考察组成立的原因：H7N9禽流感病毒以及人感染H7N9禽流感的疾病，对人类来说是第一次发现，有很多问题需要研究。中国政府防控策略和措施是否适宜有效，也需要分析和评判。要弄清楚病毒和疾病潜在的公共卫生风险以及未来如何应对。 ????????                                            ", 2013-4-24 11:15,2,评论,赞,专业版微博,ztBO2mAeR
18,"
                                                                                                    【中国-世卫人感染H7N9禽流感防控联合考察组通报会】福田敬二：联合考察组建议1、采取调查研究和防止病毒继续传播的紧急措施。2、保持高度警觉。3、加强对人和动物的流行病学与实验室监测。4、需卫生、农业、林业部门间联合应对。5、继续保持与世卫组织和国际伙伴的合作。6、开展流行病学科学研究。 ????????                                            ", 2013-4-24 11:06,1,评论,赞,专业版微博,ztBKv6LnY
19,"
                                                                                                    【中国-世卫人感染H7N9禽流感防控联合考察组工作情况通报会】福田敬二：根据现有证据，病毒所感染的鸟类、特别是禽类，以及病毒污染的环境是最可能的传染来源。感染风险主要集中在活禽市场。几乎所有的病例属于散发，不能确定个别家庭聚集病例是共同暴露或者是有限的人传人所致。 ????????                                            ", 2013-4-24 10:53,4,1,赞,专业版微博,ztBFmhhV2
