序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #晚安心语#生活不想故意刁难谁，只要心中有不灭的诗意，就会永远活在葱茏的意境之中。在这样的人心里，即便山穷水尽，也不过是意境苍凉些，只要不置心于绝境，这个世界，也就不会有绝境。晚安。 ????????                                            ", 2013-4-30 21:55,8,2,1,Android客户端,zuAyS08gq
2,"
                                                                                                    #江淮之子#【皖籍军人叶乃阳候选“中国武警十大忠诚卫士”】叶乃阳，上海武警总队五支队某部班长代理排长，六安市裕安区人。2008年入伍以来，先后参加过上海世博会、广州大运会执勤和抗洪抢险、处突等重大任务，屡次立功。其爱心唤醒植物人事迹在军地内外广为传颂，被誉为“当代雷锋”、“最美武警”。 ????????                                            ", 2013-4-30 21:45,16,6,4,专业版微博,zuAv0DpsZ
3,"
                                                                                                    #生活贴士#【夏天快到了，赶紧学学挑西瓜】第一，西瓜底部的圈圈，越小越好，相反的，底部圈圈越大，皮越厚，越难吃：第二，颜色最好挑青绿色，不要雾雾白白的。第三，西瓜纹路整齐就是好瓜：第四，西瓜头，就是所谓的蒂头，若是直直的一条线，就不要，但若是卷曲圈起来的，就很甜。 ????????                                            ", 2013-4-30 17:57,47,14,2,专业版微博,zuz0tmIp6
4,"
                                                                                                    #温馨提示#【45岁前戒烟可赚回9年寿命！】研究人员发现，如果35-44岁戒烟，可以挽回9年寿命；45-54岁戒烟能挽回6年寿命，55-64岁戒烟也能延长4年生命。此外，无论烟龄长短，如能在34岁前戒烟，则对寿命影响不大，就如同从未吸过烟一样。放下手中的烟吧，为你和家人赢来宝贵的相聚时光！via@人民日报 ????????                                            ", 2013-4-30 17:24,19,3,赞,专业版微博,zuyMJsCn5
5,"
                                                                                                    #微播江淮#【合肥有支“月亮部队”】合肥市政工程管理处有一支“月亮部队”，他们承担着全市8座高架桥、49座重要桥梁、一环二环快速环道、23000多盏路灯、16万盏景观照明等的快速养护维修。由于他们施工时选择在夜间，尽力降低施工对城市交通和市民的影响，被形象地称为“月亮部队”。 ????????                                            ", 2013-4-30 16:39,5,2,赞,专业版微博,zuyuHkDQa
6,"
                                                                                                    #微播江淮#【黄山“电子眼”保游客安全】黄山风景区近年投入1.5亿元，建成了覆盖全山的数字化保护管理指挥调度中心。“五一”前夕，又对该系统升级，再新装11个摄像头，目前景区共有104个摄像头，对热点地区和主要路段实现监控全覆盖，一旦发现情况，工作人员可在8分钟内赶到现场处置。 ????????                                            ", 2013-4-30 16:11,3,4,1,专业版微博,zuyjpiLNQ
7,"
                                                                                                    #民生连线#【太阳能肥水机下巢湖】日前，一种新型太阳能肥水机在巢湖市组装完成并投入试验应用。该机由中国水科院渔业机械研究所研发，以太阳能发电为动力，搅动水层，培肥水质，加速浮游生物生长繁殖，加快鱼类生长速度，达到增产增效的目的。 ????????                                            ", 2013-4-30 15:25,5,4,赞,专业版微博,zuy0rdW1K
8,"
                                                                                                    #微播江淮#【合肥武警举行反恐大演练】昨天，武警安徽总队合肥支队在训练基地举行了以“反袭击、反爆炸、反劫持、反破坏”为主要内容的综合演练。演练包括快速封锁、特殊侦察、合力歼敌等课目，旨在检验反恐特战队员战斗力，提高部队处置不同情况、不同环境、不同规模恐怖事件的能力。 ????????                                            ", 2013-4-30 14:38,4,4,赞,专业版微博,zuxHDeiRG
9,"
                                                                                                    #微播江淮#【中国-庐江第三届风筝文化节昨开幕】昨日，来自北京、天津、潍坊、太原、合肥、芜湖等省内外的15支知名风筝代表队带着近千只风筝，放飞对美好生活的祝愿，其中不乏一些风筝大师的身影。此次风筝节还将开展“写风筝、画风筝”诗、书、画征集及网络风筝图片、摄影征集展览评选活动。 ????????                                            ", 2013-4-30 12:06,7,2,赞,专业版微博,zuwHRDDfo
10,"
                                                                                                    #温馨提示#【环巢湖观光巴士推出短线游】“五一”想去巢湖玩的朋友注意啦，环巢湖旅游观光巴士推出滨湖时代广场到中庙的短线游，往返价格30元/人。路线为：滨湖时代广场—“滨湖两馆”―滨湖湿地森林公园―南淝河大桥―长临河古镇―中庙(姥山)。原有从合肥旅游集散中心到巢湖国际饭店的线路继续运行。 ????????                                            ", 2013-4-30 11:38,6,2,赞,专业版微博,zuwwxggFZ
11,"
                                                                                                    #微播江淮#【省部共建合肥工业大学】近日，教育部、工业和信息化部、省政府签署协议，共建合肥工业大学，省部联手推进该校“211工程”建设、“985工程”优势学科创新平台建设和高等学校创新能力提升计划，支持该校电动汽车与分布式能源协同创新中心项目建设。O网页链接 ????????                                            ", 2013-4-30 10:29,12,3,赞,专业版微博,zuw4qb1I0
12,"
                                                                                                    #微播江淮#【各地开展小麦赤霉病防控】沿淮麦区、江淮中北部麦区、淮北部分麦区小麦正处于抽穗开花易感赤霉病时期。为减轻损失，各地农业部门开展小麦赤霉病防控。截止25日，全省小麦主要病虫害发生面积3750万亩次，已开展防治面积7735万亩次，其中赤霉病预防面积2650万亩次，占预计发生面积的132.5% ????????                                            ", 2013-4-30 09:45,转发,1,赞,专业版微博,zuvMCuPPM
13,"
                                                                                                    #微播江淮#【全国首批餐饮安全示范县出炉 我省五地上榜】近日，经地方推荐、专家审评、网站公示等程序，国家食品药品监督管理总局日前评定首批85个餐饮安全示范县，我省池州市贵池区、歙县、天长市、和县、潜山县五县市区严格餐饮服务许可，实施餐饮服务单位量化分级管理，成功跻身国家示范县。 ????????                                            ", 2013-4-30 09:09,4,3,赞,专业版微博,zuvy68QiA
14,"
                                                                                                    #您好安徽#【国际不打小孩日】今天是“国际不打小孩日”，最早由美国民间反体罚组织""有效管理中心""发起，目的是为了宣传反体罚的儿童人权观念，引起社会的重视。后来逐渐得到了国际响应，每年欧洲、美洲、非洲和亚洲的多数国家也在这一天举办活动，倡议终止体罚，推广正面管教方式。 ????????                                            ", 2013-4-30 07:57,12,4,赞,专业版微博,zuv4QoNvI
15,"
                                                                                                    #晚安心语#【妥协的智慧】和命运较劲，是一种智慧；与生活妥协，是另一种智慧。这又是怎样的一种智慧呢？看起来你与生活讲和了，却最终赢了他。“我们与世界，互相而已”。亲，晚安。 ????????                                            ", 2013-4-29 21:59,4,2,赞,Android客户端,zura0bruB
16,"
                                                                                                    #山水安徽#【白崖寨】白崖寨位于宿松县，东峰、西峰、夕阳尖、雁恋坡、大印坡五大山峰，壁立千仞，傲然挺拔，被长长的寨墙包围，蜿蜒起伏，有“南国小长城”美誉。寨城四周5座城门，相传曾是史可法点将台，易守难攻，为兵家必争之地。山上奇松怪石、溪流飞瀑，自然风光和人文景观相互辉映，相得益彰。 ????????                                            ", 2013-4-29 17:21,10,3,赞,专业版微博,zupleh3RO
17,"
                                                                                                    #微播江淮#【我省紧跟时代步伐 推动“巾帼建功”】昨天，省“巾帼建功”活动领导小组会议明确我省要提升“巾帼建功”时代内涵，融入同心共筑“中国梦”伟大实践，紧扣“建小康、立新功”主题，鼓励和支持广大妇女创业创新，树立妇女典型，激励和带动广大妇女群众在推动安徽经济社会发展中建功立业。 ????????                                            ", 2013-4-29 16:55,5,评论,1,专业版微博,zupauvnfw
18,"
                                                                                                    #安徽好人#【孝老爱亲 七旬夫妇细心照料百岁母亲】太和县大新镇禅堂村有这样一个特殊的三口之家：77岁的徐怀清老人和77岁的妻子康秀琴，共同照顾着102岁高龄的母亲周玉华，用行动证明了久病床前也有孝子。愿这三位老人身体健康生活幸福，愿这样的孝心大爱在我们的社会弘扬开来！O网页链接 ????????                                            ", 2013-4-29 16:03,4,2,1,专业版微博,zuoPHypwx
19,"
                                                                                                    #敬请关注#【5月1日新式军车号牌正式启用】根据中央军委部署和四总部通知要求，2013年5月1日起，全军将统一启用新式军车号牌，“2004式”军车号牌自4月30日废止并收缴作废号牌，28日至30日为新旧号牌更换过渡期。点击图片看看新旧军车号牌有啥不同吧！ ????????                                            ", 2013-4-29 15:06,10,9,赞,专业版微博,zuost3QRZ
20,"
                                                                                                    #四川雅安地震#【80名芦山幼儿将在德阳复课】雅安因灾失学的80名幼儿将转移至德阳市旌阳区安琪儿幼儿园进行2-3个月过渡复课。预计五一后，这些孩子将前往德阳开始学习生活。该幼儿园已准备好可供80名幼儿、教师使用的教室、床位，还安排了二名幼儿心理辅导员，将对幼儿进行心理抚慰和引导via@四川发布 ????????                                            ", 2013-4-29 14:15,转发,评论,赞,专业版微博,zuo7DsNB9
21,"
                                                                                                    #敬请关注#【合肥市今年再招773名教师】日前，合肥市人社局公布今年第二批教师招聘公告，包括肥东、肥西、长丰在内6个县区，共招聘中小学、幼儿园教师773人。此次教师招聘，实行统一报名和考试，5月9日开始，考生可在网上进行报名。详情请登录合肥市人社局网站通知公告栏O网页链接 ????????                                            ", 2013-4-29 11:39,20,7,赞,专业版微博,zun6efnAi
22,"
                                                                                                    #敬请关注#【鼓书“淮军故事”今起巡回上演】五一小长假期间，肥西县旅游局将肥西大鼓和“淮军故事”相结合，针对小长假游客推出极具地方特色的现场演绎项目。由7位鼓书非遗传人组成的表演队伍将给我们带来精彩绝伦的表演。爱好鼓书这种传统艺术形式的朋友们可不要错过哦~具体演出时间地点请戳下图。 ????????                                            ", 2013-4-29 10:33,转发,评论,赞,专业版微博,zumFKuf3n
23,"
                                                                                                    #微播江淮#【岩寺新四军军部旧址纪念馆开馆】岩寺是新四军的集结地、整编地、成军地和抗日誓师出征地。去年12月底，黄山市徽州区投资1.2亿元，完成了岩寺新四军军部旧址红色文化提升项目，建成旧址保护、纪念陈展、接待服务等功能区。目前该馆已列为全国国防教育基地，并于昨日正式该馆。 ????????                                            ", 2013-4-29 09:37,3,3,赞,专业版微博,zumj1ywma
24,"
                                                                                                    #民生连线#【我省今年计划近10亿元用于城乡养老服务体系建设】其中，省级安排6.91亿，市县安排2.93亿。农村五保供养提标将投入资金7.86亿元，补助标准从年人均1540元增加到1700元。五保供养服务机构建设投入1.68亿元，新建2万张床位各补助8400元。此外，省级还将安排3000万元用于社办养老机构补贴。 ????????                                            ", 2013-4-29 08:59,4,3,赞,专业版微博,zum3wDnI5
25,"
                                                                                                    #历史上的今天#【化学战受害者纪念日】1997年4月29日，《禁止化学武器公约》生效，其核心内容是在全球范围内尽早彻底销毁化学武器及其相关设施。为悼念化学战受害者并增强国际社会对化学武器危害的认识，2006年，禁止化学武器组织决定将每年的4月29日定为“化学战受害者纪念日”。 ????????                                            ", 2013-4-29 08:22,1,评论,赞,专业版微博,zulOfzejv
26,"
                                                                                                    #您好安徽#【江淮天气】小长假第一天，天公似乎不太作美，前两天那样艳阳高照的天气要告一段落了。今天淮北和江淮之间北部阴天，江淮之间南部和江南多云转阴，淮北南部和淮河以南大部分地区阵雨或雷雨，大别山区和江南部分地区大到暴雨。全省最高气温26℃，最低11℃。有出行安排的朋友一定要做好应对。 ????????                                            ", 2013-4-29 07:23,7,2,1,专业版微博,zulqCvz3K
27,"
                                                                                                    #晚安心语#人生有两样东西是无法挽留的：生命和时间。离开的人，我们等不回来；失去的时间，我们找不回来；当一切已成过去，我们就得朝前看，因为生命不会走回头路。晚安，朋友们！ ????????                                            ", 2013-4-28 22:41,1,评论,赞,三星Galaxy Note II,zui0soetv
28,"
                                                                                                    “拥抱春天随手拍”活动到5月1日就要截止啦！大家赶紧利用难得的假期多拍点作品，让大家分享吧！                                            ", 2013-4-28 21:37,1,3,3,专业版微博,zuhAMzbJo
29,"
                                                                                                    尽管下降不多，但总比不降甚至还上升要好！                                            ", 2013-4-28 21:12,2,评论,11,专业版微博,zuhqhCjPF
30,"
                                                                                                    劳动最美最光荣！                                            ", 2013-4-28 21:09,3,3,101,微博 weibo.com,zuhp9xIej
31,"
                                                                                                    #生活贴士#【睡觉抖腿或是心理病】若晚上睡觉腿时不时会抖动一阵又痛又痒，有可能是患了“不宁腿综合症”。这是一种与心理密切相关的疾病。轻症者应避免疲劳、受凉，若同时患有贫血、糖尿病等应积极治疗。此外患者要避免睡前读悬疑小说或看战争类影视剧。可在睡前适当锻炼，特别是腿部锻炼，但要适度。 ????????                                            ", 2013-4-28 17:35,3,评论,赞,专业版微博,zug0m5UCH
32,"
                                                                                                    #山水安徽#【山水双绝——濮塘风景区】濮塘自然风景区位于马鞍山东部濮塘山，景区内峰峦叠嶂、沟谷纵横，山上林木葱茏、遮天盖地，山间小道密布、蜿蜒曲折。竹海、古树、清泉、钟鼓并称濮塘四绝。还有剑湖画舫、绣帘鸟语、钟鼓奇观等奇特景观。假期和家人、朋友去走一走一定别有一番味道。 ????????                                            ", 2013-4-28 17:17,11,5,赞,专业版微博,zufSY5wwg
33,"
                                                                                                    #敬请关注#【2013届贫困应届毕业生可获500元求职补贴】2013届高校毕业生将在这个夏天走出校门，没有找到工作，家庭又十分困难的毕业生们该怎么办？我省将针对该人群发放就业补贴金，补贴为一次性500元，下月起即可进行申报。预计6月10日前补贴资金有望发放到毕业生手中。 ????????                                            ", 2013-4-28 16:53,9,8,2,专业版微博,zufJfyoGY
34,"
                                                                                                    #开心一刻#【爆笑小学生造句】连续工作七天，上班工作的亲们有木有辛苦的感觉？不管有木有，让你看看小学生造的这些天真无邪、幽默有趣的句子，肯定会乐的放松一下。 ????????                                            ", 2013-4-28 16:26,15,6,赞,专业版微博,zufykzXxc
35,"
                                                                                                    #微播江淮#【岳西首次发现成片银缕梅】近日，岳西县林业站农技员在考察银缕梅分布情况。日前，林业部门在大别山腹地黄尾镇境内发现826株国家一级重点保护野生植物、国宝级濒危物种——银缕梅。银缕梅对生长条件要求极高，分布范围狭窄，这次成片发现较为罕见。 ????????                                            ", 2013-4-28 15:47,5,5,赞,专业版微博,zufildg2b
