序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    合肥市今年再招773名教师                                            ", 2013-4-29 15:52,10,4,赞,专业版微博,zuoL2z5of
2,"
                                                                                                    【合肥滨湖湿地森林公园二期正式开园】“空气闻着有淡淡的香味”、“天然氧吧”……远离城市喧嚣，漫步林间绿道，人生好不惬意。今天，滨湖湿地森林公园二期正式开园，成为众多市民“五一”假期好去处。入园永久免费，游客还可以刷卡坐电瓶车、租自行车，畅享绿色“慢生活”。 ????????                                            ", 2013-4-29 15:48,36,7,赞,专业版微博,zuoJAt4Lq
3,"
                                                                                                    【史上最强免费景点攻略强势出炉！】去年曾在微博上大红大紫的史上最强免费景点攻略又出新版，汇总的免费景点从原来99个增加到了198个，其中包括各省市的一些热门景点。强力推荐，一起来琢磨琢磨去哪吧~ via 人民日报 ????????                                            ", 2013-4-29 15:46,19,2,赞,专业版微博,zuoItiXFg
4,"
                                                                                                    【合肥科技馆五一精彩呈现】五一小长假干吗去，合肥科技馆或许可以去瞧一瞧。五一期间，合肥科技馆精彩节目不断。如科学小站、眼力大PK、旋转之美等科普剧，增强现实表演剧《未来合肥》也将在五一假期与广大观众一一见面。另外，穹幕新片《塔希提巨浪》，带领你感受一把“冲浪”的刺激。 ????????                                            ", 2013-4-28 16:59,1,2,赞,专业版微博,zufLVCDio
5,"
                                                                                                    【合肥火车站小长假增开13.5对临客】随着火车西站停办客运业务后，现在合肥坐火车外出只有到合肥火车站了。为方便大量旅客外出，五一小长假期间，合肥火车站站将加开临客13.5对，其中高速列车4对、动车2.5对、普速列车7对。 ????????                                            ", 2013-4-28 10:35,3,评论,赞,专业版微博,zudfI1gtS
6,"
                                                                                                    【台湾名品博览会开幕】安徽(合肥)台湾名品博览会在安徽国际会展中心开幕,来自宝岛台湾的约500家参展企业2000多名客商带来了自己的新技术、新产品,在六大形象区及九大产业区集中展示。本次博览会将持续至4月30日。亲们，你去了么～～ ????????                                            ", 2013-4-28 09:51,7,3,1,专业版微博,zucXSz0bR
7,"
                                                                                                    “旅游二号”明日首航                                            ", 2013-4-26 10:21,4,2,赞,专业版微博,ztUjaCQJy
8,"
                                                                                                    滨湖湿地森林公园内的“草浪闻莺”能供市民举办浪漫的室外婚礼                                            ", 2013-4-26 10:19,10,6,赞,专业版微博,ztUik2Q8c
9,"
                                                                                                    合肥中院近日公布了2012年合肥知识产权司法保护十大典型案例。其中包括微软公司在皖提起的首例起诉商业用户使用盗版软件的案件，以及轩尼诗起诉“被冒牌”案件。 ps: 今天是世界知识产权日，今年的主题是“创造力：下一代”，设立该主题日旨在增强各界尊重知识、崇尚科学、保护知识产权的意识。 ????????                                            ", 2013-4-26 10:15,1,评论,赞,专业版微博,ztUgL94ZP
10,"
                                                                                                    《安徽省幼儿园收费管理暂行办法实施细则》近日出台，规定幼儿园不得以开办实验班、特色班、兴趣班、课后培训班和亲子班等特色教育为名另行收费，不得以任何名义收取赞助费、捐资助学费、建校费、教育成本补偿等费用，幼儿因病休假享受退费，进城务工人员随迁幼儿享同等政策。《细则》今年7月1日实施。 ????????                                            ", 2013-4-25 16:32,4,4,1,专业版微博,ztNjpj7Jb
11,"
                                                                                                    【合肥一企业率先研制智能手表】该智能手表，专供老人和幼儿使用，除了满足电话功能，还能准确定位，自动推送地址，查看活动轨迹。O网页链接                                            ", 2013-4-25 11:03,9,6,2,专业版微博,ztL9OEpca
12,"
                                                                                                    【全国儿童预防接种宣传日】今天是第28个“全国儿童预防接种宣传日”，每年的这一天，既是广大儿童的节日，也是全国计划免疫工作者的节日。儿童免疫预防接种，为保护儿童健康、造福子孙后代，提高我国的人口素质做出了重要的贡献。今年的主题是：“宝宝健康——从接种疫苗开始”。                                            ", 2013-4-25 11:00,转发,评论,赞,专业版微博,ztL8CuQWe
13,"
                                                                                                    理性是对灾区人民最好的救援                                            ", 2013-4-24 16:59,1,2,1,专业版微博,ztE3DBsik
14,"
                                                                                                    【“五一”惠民菜篮子启动】23日，合肥市启动“五一”惠民菜篮子工程。 4月23日至5月1日，全市100家定点超市门店推出“惠民菜”：14种蔬菜以市场平均价格为基准下调15%以上，猪后座肉、洋鸡蛋、仔鸡、鲫鱼等价格下调5%以上，同时，每天推出不少于5个品种的1元菜。 ????????                                            ", 2013-4-24 11:13,1,评论,赞,专业版微博,ztBNgtXKS
15,"
                                                                                                    【巢湖岸边观景台均以花为名 玉兰台迎春台五一迎客】环巢湖旅游大道的功能定位以防洪、旅游为主，兼顾区域交通，是条景观大道也是城市快速路。考虑到游客观光，巢湖沿岸将建设多个观景台，每个都将以花命名，在相应观景台只以命名的花为主景。其中，玉兰台和迎春台五一可接待游客。 ????????                                            ", 2013-4-24 10:18,5,2,赞,专业版微博,ztBqRnOp1
16,"
                                                                                                    【那些转发过万的地震“常识”竟然都是错的！】云彩动物显征兆、地震生命金三角、处理伤口靠土豆、凉水扑面复苏术…一张图粉碎六条流言。赶紧戳图！via 人民日报 ????????                                            ", 2013-4-24 09:40,13,5,赞,专业版微博,ztBbq0hQG
17,"
                                                                                                    【合肥滨湖湿地森林公园“五一”盛装待客】“五一”期间，历史人文和自然生态“气质”的滨湖湿地森林公园将盛装迎客。历史人文景观游览区位于焦姥河以南，包括焦姥春色、荷塘落玉、鹊桥相会等景点；自然生态景观游览区，在焦姥河以北区域，有彩林叠翠、樱花谷等多个景点。 ????????                                            ", 2013-4-23 15:29,17,7,赞,专业版微博,ztu2LAgjb
18,"
                                                                                                    #四川雅安地震#【“大爱新郎”——卓佳】原定于4月21日结婚的成都军区某部队军人卓佳，在20日地震发生后归队待命。婚礼按计划照常举行，美丽新娘陈静和双方父母一起完成了仪式。十桌亲朋好友到了现场，为两人祝福。陈静红着眼眶还保持着微笑，“他好好在前线救灾，我会在后面把家里照顾好。” ????????                                            ", 2013-4-22 17:30,1,1,2,专业版微博,ztlpvs5Ks
19,"
                                                                                                    #四川雅安地震#【微笑女孩：她的微笑让人瞬间坚强】""你一笑便是整个沧海，美了这个人间""，这条来自雅安市一位交警的微博，一下午转发即过万。照片中车上的小女孩头似乎被砸伤了，头顶绑满了绷带，衣服上后背还有不少血迹。然而女孩告诉李渊：""叔叔，我没事，我不哭，我很坚强的”O网页链接 ????????                                            ", 2013-4-22 17:29,3,评论,2,专业版微博,ztloO2OfN
20,"
                                                                                                    #四川雅安地震#【“新娘主播”——陈莹】4月20日，是四川雅安电视台主持人陈莹按计划举行婚礼的日子。地震发生后，正在婚纱影楼化妆的陈莹穿着婚纱逃到楼下。惊魂初定后，出于职业本能，她在第一时间举起话筒对逃出屋外的市民进行现场采访报道，被众多网友赞为“最美新娘”。向她致敬！ ????????                                            ", 2013-4-22 17:25,5,10,2,专业版微博,ztlnv3fe1
21,"
                                                                                                    【守望相助送去安徽人的温暖】昨日，在蜀山区荷叶地街道红四方社区广场，市民正在为芦山地震灾区捐款。 昨晚，安徽大学的学生们点燃蜡烛为芦山地震灾区同胞祈福。 ????????                                            ", 2013-4-22 17:22,2,1,1,专业版微博,ztlm9r8fd
22,"
                                                                                                    【一张图看震后防病常识 转给震区的人们】震后可能引发的疾病：霍乱、甲肝、伤寒、痢疾、腹泻、肠炎等；乙脑、黑热病、疟疾等；鼠疫、流行性出血热、炭疽、狂犬病等；以及破伤风、钩端螺旋体病等；常见传染病，包括流脑、麻疹、流感等呼吸道传染病等。防疫重点是水与接触物。via CCTV ????????                                            ", 2013-4-22 08:40,3,1,1,专业版微博,zthW5cCT4
23,"
                                                                                                    据央视报道，截至今日7点40分,雅安地震造成遇难者人数增至188人，失踪25人，受伤11460人。 愿逝者安息，生者坚强！ ????????                                            ", 2013-4-22 08:29,10,评论,赞,专业版微博,zthRBrGvi
