序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                                                                ", 2013-4-30 17:38,14,评论,1,HTC 新渴望V,zuySBs86B
2,"
                                                                                                    //@长宁食药监:转发微博                                            ", 2013-4-30 08:43,2,评论,21,HTC 新渴望V,zuvnlbLtE
3,"
                                                                                                                                                ", 2013-4-29 14:30,11,1,3,HTC 新渴望V,zuodYaxms
4,"
                                                                                                                                                ", 2013-4-29 08:18,4,评论,26,HTC 新渴望V,zulMHeooZ
5,"
                                                                                                                                                ", 2013-4-28 12:45,8,1,赞,专业版微博,zue6L7OWE
6,"
                                                                                                    要让食品安全系数提高，具体该采取什么措施呢？ 其实基本要求是一直不变的，在食药监局网站有详细的指导哦，请大家参考~ O网页链接 @上海发布 @上海科普 ????????                                            ", 2013-4-28 11:18,1,评论,赞,专业版微博,zudxjy3XR
7,"
                                                                                                                                                ", 2013-4-28 10:37,6,1,1,专业版微博,zudgyBhwX
8,"
                                                                                                    提示：“五一”小长假即将来临，节日期间本市客流量及餐饮服务单位的经营负荷量明显升高，郊区自办酒席也会比较集中。而近期本市气温逐渐升高，雨水增多，气温和湿度适宜细菌生长繁殖。希望餐饮服务单位、家庭办酒户和广大市民增强食品安全意识，落实各项措施，努力防范细菌性食物中毒的发生~~ ????????                                            ", 2013-4-28 09:23,17,评论,1,专业版微博,zucMvwEkE
9,"
                                                                                                    【食药监崇明分局迁址公告】2013年5月2日起，上海市食品药品监督管理局崇明分局（包括下属的崇明分局食品药品监督所、崇明食品药品检验所）办公场所由崇明县城桥镇东门路298号搬迁至崇明县城桥镇人民路128号（原崇明县文广局、图书馆旧址）。@上海崇明 ????????                                            ", 2013-4-28 09:16,7,1,赞,专业版微博,zucJMdEbN
10,"
                                                                                                    【健康，从早晨开始】1.洗：早晨冷水洗脸，晚上热水洗脚；2.漱：早晚淡盐水漱口；3.动：早晨散步、做操；4.搓：两手对掌相搓30次；5.开：经常打开门窗，通风换气；6.饮：早晨饮白开水一杯；7.呼：早晨作深呼吸20次；8.穿：穿衣服根据天气情况注意增减。 via@全国卫生12320 ????????                                            ", 2013-4-28 08:21,17,5,赞,专业版微博,zucnjfRYa
11,"
                                                                                                    今天晴到多云，明天27度夜里有雷雨，后天气温猛降12度.....                                            ", 2013-4-28 08:18,5,评论,27,专业版微博,zucmflj0H
12,"
                                                                                                                                                ", 2013-4-27 14:41,5,评论,8,专业版微博,zu5r9BYHa
13,"
                                                                                                    市食药监部门提醒网民盆友们：人情不会白白送，免费旅游是幌子，推销产品才是真。遇到打着旅游的幌子推销保健品或者医疗器械的，请拨打12331热线举报！ ????????                                            ", 2013-4-27 13:32,13,1,1,专业版微博,zu4Zd9XL2
14,"
                                                                                                                                                ", 2013-4-27 13:10,2,评论,赞,专业版微博,zu4Qu72aT
15,"
                                                                                                                                                ", 2013-4-27 10:27,2,评论,1,专业版微博,zu3MdzQxq
16,"
                                                                                                    【谨防生冷食物藏细菌】平日做饭准备冷冻鸡肉、牛肉的时候，记得及时洗手并清洗相关厨房用具哦，而且吃的时候也要尽量做到彻底加热。因为有一种叫“空肠弯曲菌”的细菌很喜欢藏在其中，若惹上它，会让我们在2到5天内出现腹泻、痉挛、发烧症状，并可能伴有恶心呕吐。via@全国卫生12320 @上海健康促进 ????????                                            ", 2013-4-27 10:00,11,评论,赞,专业版微博,zu3Bk6wqF
17,"
                                                                                                                                                ", 2013-4-27 08:44,7,评论,6,专业版微博,zu369gwNL
18,"
                                                                                                    灾难面前，要拥有的不光是坚强，还有责任；悲伤痛苦，要铭记的不只是逝者，更有教训。再渺小的生命都是伟大的，都有着疼爱他的人和他在乎的人。即使不舍，已然分离，与其追悔不已，不如从现在起，学会珍惜。看看还在身边的人，说声“谢谢，我爱你”。via@我在120上班 ????????                                            ", 2013-4-27 08:29,7,评论,1,专业版微博,zu30o2DQv
19,"
                                                                                                    路边“秘药”要当心！                                            ", 2013-4-26 16:40,4,评论,2,专业版微博,ztWMTarad
20,"
                                                                                                                                                ", 2013-4-26 15:03,8,评论,10,专业版微博,ztW9EErUe
21,"
                                                                                                    【饮用牛奶七忌】一忌文火煮，二忌煮奶时间过长，三忌阳光晒，四忌加糖煮，五忌与橘子同食，六忌加巧克力，七忌加钙粉。 ????????                                            ", 2013-4-26 14:23,50,3,赞,专业版微博,ztVTpB2gU
22,"
                                                                                                    【医疗器械召回】由于收到医生报告的炎症或眼内炎的发生率高于预期等原因，HOYA CORPORATION公司对其生产的非球面后房人工晶体（注册号：国食药监械（进）字2010第3223383号）和预装式非球面后房人工晶体（注册号：国食药监械（进）字2011第3224320号）进行主动召回,请使用者关注相关召回信息。 ????????                                            ", 2013-4-26 13:19,5,评论,赞,专业版微博,ztVtvlbRT
23,"
                                                                                                    【医疗器械召回】由于测试结果与病人记录可能发生错配等原因，美国bioMerieux.Inc公司主动召回其生产的部分型号编号的全自动微生物鉴定及药敏分析（仪）系统（注册号：国食药监械（进）字2011第2403275号、国食药监械（进）字2009第2402809号）,请使用者关注相关召回信息。 ????????                                            ", 2013-4-26 13:19,转发,评论,赞,专业版微博,ztVtk7tlJ
24,"
                                                                                                    【医疗器械召回】由于部分培养瓶感应器未固化，可能会导致检测结果出现假阳性和假阴性等原因，美国bioMerieux.Inc公司对其生产的部分型号批次的成人需氧培养瓶（注册号：国食药监械（进）字2010第2402070号）进行主动召回,请使用者关注相关召回信息。 ????????                                            ", 2013-4-26 13:17,4,评论,赞,专业版微博,ztVsyeOOC
