序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #夜已深#明天就是小长假最后一天，无论是出门一日游还是返程，都要体力充沛，注意安全。所以呢，今晚早点睡哦！啊!明天是劳动节，在这里，先预祝仍坚守岗位的筒子们，节日快乐！                                            ", 2013-4-30 23:20,18,16,4,专业版微博,zuB7p8V1R
2,"
                                                                                                    #轻松一刻#“请问庄主牛肉有没？”“莫有牛肉。”“那拉面有没？”“莫有拉面。”“那wifi有没？”“wife?不用问，有的，我己横幅广而告之。”“”（PS：庄主，您这英语是哪门课老师教滴?） ????????                                            ", 2013-4-30 22:16,168,33,5,专业版微博,zuAHv77EQ
3,"
                                                                                                    #今日微信#【金山警方成功阻止一起50万元金额电讯诈骗案件】甘女士接到自称湖北省公安厅的电话，告知她涉嫌卷入了一起金额高达200多万元的洗钱案件对方工作人员振振有词使得甘女士心急如焚，准备将自己银行卡上的50多万元现金转给对方......（更多详情，请关注上海市公安局微信“警民直通车上海”） ????????                                            ", 2013-4-30 21:49,31,25,2,专业版微博,zuAwqFjSC
4,"
                                                                                                    #网友关注#【我要跟着你一辈子】2013年5月1日起《机动车强制报废标准规定》将正式施行，车辆连续3次不年审或连续3次年审不通过，会被强制报废；私家轿车将没有使用年限限制，也就是说，你的爱车可以“陪你一起慢慢变老”，“老爷车”不再是神话！好消息一定要告诉身边的朋友哦！ ????????                                            ", 2013-4-30 21:11,96,18,8,专业版微博,zuAh9mnk0
5,"
                                                                                                    #你知道么#【“驴友”户外安全须知】野外旅游不可避免会遇到一些紧急问题，如需紧急求救可以：1、空旷处点燃火堆并在上面放置产生浓烟的物品；2、声音求救，如木棍敲打树木；3、利用眼镜、玻璃等反光物品反射信号；4、在开阔地面拼成如SOS等标志。“驴友”们外出，知晓些必备求生知识方能备无患哦。 ????????                                            ", 2013-4-30 20:27,50,5,1,专业版微博,zuzZaaYLp
6,"
                                                                                                    #五一安全出行#【预防车辆追尾教程】1.不跟出租车；2.不跟外地车；3.不跟大货车或公交车；4.不跟""急先锋""；5.不跟""新车""；6.不跟刹车灯有故障的车。（详见大图）@警民直通车-徐汇站 ????????                                            ", 2013-4-30 20:04,279,52,4,专业版微博,zuzPWouxA
7,"
                                                                                                    #警方提醒#【女童鞋假期安全出游指引】广大开车的女童鞋们共勉：1、遇到陌生人问话，车窗只摇下1/3。2、尽量选择光线明亮处停车。3、车边如有可疑人员张望，观察一会再上下车。4、上车后锁上所有车门。5、告诉家人外出路线及行车时间。7、车上尽量不要放置贵重物品和大量现金，时刻保持警惕心。 ????????                                            ", 2013-4-30 19:05,72,20,1,专业版微博,zuzs4fOcz
8,"
                                                                                                    #五一安全出行#【高速公路上来不得半点马虎，不然...】如图...@朱家角警民聊天室 ????????                                            ", 2013-4-30 18:25,37,9,3,专业版微博,zuzbQpdwN
9,"
                                                                                                    用假军牌还如此嚣张，到底是谁不想混了？                                            ", 2013-4-30 17:24,69,31,24,专业版微博,zuyMHFjxx
10,"
                                                                                                    #警方提醒#【合理安排出行，享受“唯一的爱”】今晚八万人体育场将举行王力宏演唱会，请各位“宏亲”们留意上海体育馆及上海体育场站的末班车时间，集中散场时请看好自己的随身物品，有序进站候车，注意安全。via @衡山路交警 ????????                                            ", 2013-4-30 16:50,38,5,3,专业版微博,zuyz2ekxS
11,"
                                                                                                    #警方提醒#【“免费大餐”也不好吃】如图……宅们出行在外使用公用wifi吃“免费大餐”时要特别注意保护好个人隐私  @上海网安-SHW ????????                                            ", 2013-4-30 15:13,29,5,2,专业版微博,zuxVy5kEX
12,"
                                                                                                    #警方提醒#【用了这个办法，想蹭网，是不可能的】如图……宅们，看过来@上海网安-SHWA ????????                                            ", 2013-4-30 14:13,60,19,3,专业版微博,zuxxlgUbI
13,"
                                                                                                    #警察故事#喝酒误事啊民警很无奈                                            ", 2013-4-30 12:01,41,14,21,微博 weibo.com,zuwFRdG1p
14,"
                                                                                                    #网友关注#【小朋友，下趟伐给侬“吃生活”】今天是“国际不打小孩日”，也称“拒绝体罚日”。这个特殊的节日最早由国外一个反体罚组织发起，旨在宣传正面管教方法。多点耐心与倾听，多点赞誉与引导，孩子就会多一点快乐！侬屋里厢小宁“吃过生活”吗？ ????????                                            ", 2013-4-30 11:18,73,16,3,专业版微博,zuwoqDaSS
15,"
                                                                                                    #警方提醒#【谨防小偷“五一”劳动】五一不少市民外出游玩，小偷们也要瞅准机会劳动一下。不过，便衣警察也没休息。昨日，@申城小小兵 @Police-CC 反扒队员们就奔赴全市各条公交线路，先后在浦东、宝山等区公交车上抓获扒手6人。图为宝山一公交车上抓获一扒手，为当事人追回赃物皮夹。 @轨交幺幺零 ????????                                            ", 2013-4-30 10:08,50,26,4,专业版微博,zuvVWbRzK
16,"
                                                                                                    #五一安全出行#据@上海市天气 ，今天白天可能有阵雨，到下午雨止云开。今天出门游玩，请注意雨天行车安全。@快乐的小公仆 给大家几个建议：1、行车前检查雨刷器；2、涉水前注意观察水的深度；3、降低和控制车速；4、一旦失控保持镇定，切勿踩刹车，利用离合器控制车速。 ????????                                            ", 2013-4-30 09:10,34,7,赞,专业版微博,zuvyfA2S0
17,"
                                                                                                    假期驾车出门游，交通安全记心头！今日最高气温17℃，空气清新，适宜外出游玩。各位早安，@警民直通车-上海 永远和你在一起！ ????????                                            ", 2013-4-30 08:01,21,5,5,专业版微博,zuv6t7FWl
18,"
                                                                                                    #夜已深#反恐怖斗争具有长期性、艰巨性！取得反恐怖斗争的最终胜利，不仅要依靠公安等专业部门，也需要全国各族人民团结起来，同仇敌忾，共同向恐怖分裂势力宣战！//@PPS寒冰随风 :在中国的土地上绝不允许恐怖主义、恐怖活动、恐怖分子的存在！！！支持党中央，支持国家反恐办！！！一定要严惩这些人！                                            ", 2013-4-29 22:39,15,12,2,专业版微博,zurqhhn6P
19,"
                                                                                                    →_→//@烧饼馒头包子麻花 ：敢在我大珠峰上撒野，虽远必诛！！！！！！//@领航员林肯 ：珠峰论剑//@小兵拽拽 ：决战世界之颠！//@倪阿哥 ：巅峰之战//@平安肇庆：到珠穆朗玛峰上设个派出所吧                                            ", 2013-4-29 21:28,47,18,2,专业版微博,zuqXoCahy
20,"
                                                                                                    这，这事儿会是真的吗要是真的？这个“110”警情可怎么个接法呢？各位，你怎么看？                                            ", 2013-4-29 20:16,51,37,2,专业版微博,zuqun20yO
21,"
                                                                                                    #五一安全出行#【触目惊心！高速发生车祸后不能留在高速上】高速车祸后应第一时间打开汽车双闪灯，放置发光或者反光三角警告标志，人员要迅速撤到高速公路护栏外安全位置，之后再报警或做下一步协商，否则..五一出行，请大家千万注意安全。@央视新闻 ????????                                            ", 2013-4-29 19:34,112,23,4,专业版微博,zuqd52Cor
22,"
                                                                                                    这预告写的自己看节目吧//@上海电视台案件聚焦: 一个躺在地上、手上满是鲜血的女人；一辆深夜停在路边，没有熄火的轿车；一个坐骑布满机关的“快递员”。。。这都是我们跟拍巡逻民警所遇到的真人真事。4月29日、4月30日和5月2日每晚19:13，我们将播出三集案件聚焦特别节目《巡逻现场实录》                                            ", 2013-4-29 19:02,20,8,2,专业版微博,zuq041re8
23,"
                                                                                                    说得好！节日期间，本市交警部门将加大查处酒驾的力度，司机朋友们千万不要心存侥幸//@漕河泾POLICE: 长假难免喝点酒吃个饭[拍手]，但是千万记住一句话：开车不喝酒，喝酒不开车啊！[呵呵]                                            ", 2013-4-29 18:38,22,9,2,专业版微博,zupQtbEyj
24,"
                                                                                                    #五一安全出行#【小心身边的“被酒后”饮料】还记得去年的“被酒后”主角——蛋黄派吗？这次，@追寻80后的回忆 为大家试验了一个新的“被酒后”角色——“格瓦斯”，不看不知道，一看心一跳哦！ ????????                                            ", 2013-4-29 17:40,109,15,2,专业版微博,zupsTqgUn
