序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #微~心语#【每天吃葡萄干可改善贫血和手脚冰凉症状】葡萄干含铁丰富，还含有多种矿物质、维生素和氨基酸，是体虚贫血者的佳品。专家建议，人们可以每天吃一把葡萄干，约30~40克，坚持15天，对改善体虚贫血有一定作用。不过，葡萄干含糖量较高，糖尿病患者不宜多吃，肥胖之人也不宜多食。 ????????                                            ", 2013-4-30 20:30,67,14,5,皮皮时光机,zuA0g6Mhq
2,"
                                                                                                    新疆恐怖案暴徒持长刀斧头砍民警现场，曝光残无人道的暴徒，要坚决坚决打击暴力恐怖犯罪，向死去的烈士致哀。O网页链接 ????????                                            ", 2013-4-30 15:04,34,9,2,微博 weibo.com,zuxSciUV9
3,"
                                                                                                    大家帮助大家，希望失主可以找回物品。                                            ", 2013-4-30 10:37,17,8,赞,微博 weibo.com,zuw7ykWHn
4,"
                                                                                                    29日，新疆警方发布消息：巴楚县“4·23”严重暴力恐怖犯罪案件告破，以喀斯木·买买提、艾比布拉·巴拉提为首的25名暴恐团伙成员全部归案，逃往喀什、巴音郭楞蒙古自治州和乌鲁木齐等地的11名犯罪嫌疑人先后落网，查获20枚爆炸装置，3面“圣战”旗帜，以及大量作案工具。O网页链接 ????????                                            ", 2013-4-30 08:30,38,12,3,专业版微博,zuvicEP3j
5,"
                                                                                                    #早安~说说#别人拥有的你不必羡慕，只要努力，你也会拥有，自己拥有的，你不必炫耀，因为别人也在奋斗，也会拥有，多一点快乐，少一点烦恼，不论富或穷，地位高或低，只是深或浅，每年开心笑，累了就睡觉，醒了就微笑。早安~????????????                                            ", 2013-4-30 07:31,104,9,5,皮皮时光机,zuuU5rFli
6,"
                                                                                                    #微~心语#【可增高的七种食物】1.每天3杯牛奶，不喜欢牛奶就喝酸奶吃奶酪；2.每天吃一两个鸡蛋，不喜欢鸡蛋可多吃豆腐；3. 黑大豆，可用花生替代；4.沙丁鱼，更易消化吸收；5.菠菜，不喜欢可用青椒替代；6.橘子，利于钙吸收；7.胡萝卜，可与苹果一起榨汁喝。想长高的童鞋们可以记一下。 ????????                                            ", 2013-4-29 20:30,87,9,3,皮皮时光机,zuqA1tvhZ
7,"
                                                                                                    【他们，在“4.23”严重暴力恐怖案件中牺牲】15人中，1978年后出生的13人，最小的刚满24，有10个月大巴郎的母亲，有参加工作还不到两年的古丽，还有两位准新郎…今日头七，送别，安息。愿悲剧不再发生，愿恐怖势力得以铲除，让所有人都在没有暴力阴影的安全平和中生活。 ????????                                            ", 2013-4-29 17:49,58,28,3,专业版微博,zupwmf4ZW
8,"
                                                                                                    【国家反恐办主任、公安部副部长孟宏伟接受央视专访】新疆巴楚县4月23日发生的案件，是一起严重的暴力恐怖犯罪案件。恐怖分子对我从事日常工作的执法人员和手无寸铁的社区服务人员发动突然袭击，造成我重大损失。目前，案件侦破工作取得重大进展，案件基本查清。O网页链接 ????????                                            ", 2013-4-29 17:40,7,1,1,专业版微博,zupsNuqZ6
9,"
                                                                                                    【郭声琨签署命令给新疆巴楚县公安局色力布亚派出所记一等功】4月27日，国务委员、公安部部长郭声琨签署命令，给新疆巴楚县公安局色力布亚派出所记集体一等功，追授在处置“4·23”暴力恐怖案件中英勇牺牲的任昌举等6名民警全国公安系统二级英雄模范荣誉称号。O网页链接。英雄，走好 ????????                                            ", 2013-4-29 17:35,21,6,3,专业版微博,zupqJhfGk
10,"
                                                                                                    #下午茶#家有顽宝，真心桑不起啊 ????????                                            ", 2013-4-29 17:01,29,5,2,专业版微博,zupd8edxN
11,"
                                                                                                    #微提示#【五一自驾出行全攻略】“五一”小长假又要到了，高速免费通行的时间您关注了吗？自驾游的路线准备好了吧？@日照交警 为您带来“五一”小长假自驾出行攻略，祝亲们旅途愉快~                                            ", 2013-4-29 15:31,5,1,1,专业版微博,zuoCI5ViA
12,"
                                                                                                    #安徽公安#【劳动光荣】黄山徽州公安分局组织青年民警开展“当一日环卫工人”实践活动：五一”劳动节前夕，分局16名青年民警在环卫工人师傅的带领下，对黄山路十字路口到电厂路口路段进行了彻底清理，有的清扫死角、有的转运垃圾、有的清除杂草，充分体验环卫工人不怕脏、不怕累的工作作风。                                            ", 2013-4-29 11:46,3,5,赞,专业版微博,zun92z1Cw
13,"
                                                                                                    向新疆暴力恐怖案牺牲的烈士们致敬！                                            ", 2013-4-29 10:43,21,7,347,专业版微博,zumJvjkiy
14,"
                                                                                                    尽量避开车流高峰，祝大家平安快乐的度过假期//@合肥公安交警宣传在线:29日上午是市民出行高峰，也是高速公路上车流高峰。请错峰出行，尽量避开早8点至10点出行高峰，尽量避开金寨路、包河大道、长江西路、龙塘道口，选择方兴大道、肥东、蒙城北路等道口！                                            ", 2013-4-29 09:31,5,2,赞,专业版微博,zumgxjOM0
15,"
                                                                                                    #早安~说说#什么叫做理想生活？不用吃得太好穿得太好住得太好，但必需自由自在，不感到任何压力，不做工作的奴隶，不受名利支配，有志同道合的伴侣，活泼可爱的孩子，丰衣足食，已经算是理想。——亦舒。早安~????????????                                            ", 2013-4-29 07:30,62,12,3,皮皮时光机,zulthEbdP
16,"
                                                                                                    #微~心语#【起床前九动作 好习惯保健康】①手指梳头一分钟；②轻揉耳轮一分钟；③转动眼睛一分钟；④拇指揉鼻一分钟；⑤伸屈四肢一分钟；⑥轻摩肚脐一分钟；⑦收腹提肛一分钟；⑧蹬摩脚心一分钟；⑨左右翻身一分钟。 ????????                                            ", 2013-4-28 20:30,52,8,5,皮皮时光机,zuh9kdVhO
