序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【本市今天无新增人感染H7N9禽流感确诊病例】#防控人感染H7N9禽流感#市卫生和计划生育委员会今天（4月30日）下午17:00通报，本市今天没有新增人感染H7N9禽流感确诊病例。 截至目前，本市累计确诊人感染H7N9禽流感病例为33例，其中9例患者正在积极治疗中，11名患者已康复出院，13例患者医治无效死亡。 ????????                                            ", 2013-4-30 18:17,7,2,赞,专业版微博,zuz8uEpff
2,"
                                                                                                    【本市今天无新增确诊病例,1例病例死亡】#防控人感染H7N9禽流感# 本市今天（4月29日）无新增人感染H7N9禽流感确诊病例。4月17日确诊的患者陈某经全力抢救无效，于今天（4月29日）上午死亡。截至目前，本市累计确诊病例为33例，其中9例患者正在积极治疗中，11名患者已康复出院，13例患者医治无效死亡。 ????????                                            ", 2013-4-29 20:03,4,评论,赞,专业版微博,zuqp54Gfe
3,"
                                                                                                    【“五一”假期健康提示】#防控人感染H7N9禽流感#“五一”小长假即将到来，安排出游计划的筒子们看过来：假期出行“五须知”：勤于洗手,预防染病；身体不适,及时就医；禽类食物,烧熟煮透；充足睡眠,增强体力；旅游外出,忌贪“野味”。预防病毒感染，保护自身健康从养成良好生活习惯做起。详见长微博。 ????????                                            ", 2013-4-28 12:38,49,3,赞,专业版微博,zue3V27QA
4,"
                                                                                                    【本市4月27日无新增病例,2名病人康复出院】#防控人感染H7N9禽流感#市卫计委4月27日下午通报，本市当天没有新增人感染H7N9禽流感病例,81岁的金女士和47岁的张先生康复出院。截至27日17：00，本市累计确诊病例为33例，其中10名患者正在积极治疗中，11名患者已康复出院，12名患者医治无效死亡。 ????????                                            ", 2013-4-28 12:14,3,评论,赞,专业版微博,zudUcdxq4
5,"
                                                                                                    【五一出游注意预防H7N9】#防控人感染H7N9禽流感# 筒子们，五一出游仍要注意预防流感，千万别大意了。旅游中应尽量避免接触禽类，比如不要参与喂鸟之类的游玩项目，一旦接触禽类后，莫用手触碰口鼻，请立即洗手；就餐时不要吃半生不熟的禽类食物，一定要煮熟煮透；游玩时要避免劳累，保证休息。 ????????                                            ", 2013-4-27 13:36,325,27,1,专业版微博,zu50QuhUz
6,"
                                                                                                    【本市4月26日无新增人感染H7N9禽流感确诊病例】#防控人感染H7N9禽流感#市卫生和计划生育委员会4月26日下午通报，本市当天没有新增人感染H7N9禽流感确诊病例。截至4月26日下午17：00，本市累计确诊人感染H7N9禽流感病例为33例，其中12例患者正在积极治疗中，9名患者已康复出院，12例患者医治无效死亡。 ????????                                            ", 2013-4-27 10:47,6,2,赞,专业版微博,zu3Ut5GGY
7,"
                                                                                                    【本市4月25日无新增病例】#防控人感染H7N9禽流感#市卫计委4月25日下午通报，本市当天没有新增人感染H7N9禽流感确诊病例，1例康复出院病人是74岁的朱先生。截至4月25日下午17：00，本市累计确诊人感染H7N9禽流感病例为33例，其中12例患者正在积极治疗中，9名患者已康复出院，12例患者医治无效死亡。 ????????                                            ", 2013-4-26 11:12,5,2,赞,专业版微博,ztUDTqwdZ
8,"
                                                                                                    回复@陳彭小媛:不能保证每个孩子的疫苗接种都百分百的成功，建议按照医生的要求接种，幼儿时期接种百白破成功，可以保证在青少年时期不发病。 //@陳彭小媛:回复@木木无鱼:同问                                            ", 2013-4-25 14:48,转发,评论,赞,专业版微博,ztMDdjVvI
9,"
                                                                                                    回复@木木无鱼:不能保证每个孩子的疫苗接种都百分百的成功，建议按照医生的要求接种，幼儿时期接种百白破成功，可以保证在青少年时期不发病。 //@木木无鱼:请问小孩已经打过百日破疫苗，前几天头部撞伤，医生还坚持要求打破伤风针什么道理？百日破是不是能管十年有效？                                            ", 2013-4-25 14:47,转发,评论,赞,专业版微博,ztMCLxPOl
10,"
                                                                                                    【预防接种，健康一生】#12320微访谈#今天的微访谈结束了，筒子们还有疑问的话，可以在随后的1小时内拨打12320热线与专家咨询。感谢参与。 ????????                                            ", 2013-4-25 14:36,转发,评论,2,专业版微博,ztMyg20qP
11,"
                                                                                                    回复@三合妮:只要现在马上恢复接种就不会有影响。 //@三合妮:请问男宝5个月，4个月20多天是患支气管炎，就把7价肺炎第2针延后了，现在好了，需要等多久才能去接种7价第2针？延长了时间，对疫苗接种效果是否有影响？                                            ", 2013-4-25 14:34,转发,1,赞,专业版微博,ztMxwcGkf
12,"
                                                                                                    回复@笨倩倩和小熊猫的故事:可以接种，可以接种流感疫苗和23价肺炎球菌疫苗。 //@笨倩倩和小熊猫的故事:另外癌症术后的病人是否可以接种疫苗，有没有什么推荐的？                                            ", 2013-4-25 14:33,转发,1,赞,专业版微博,ztMxc83W1
13,"
                                                                                                    回复@Sunniewu:建议接种。 //@Sunniewu:如果经济能力允许孩子也没有特殊的禁忌症，那么疾控中心提供的自费疫苗也应该都接种，对吧？                                            ", 2013-4-25 14:33,转发,评论,赞,专业版微博,ztMwWs8bU
14,"
                                                                                                    回复@五宝163:五联疫苗和七价疫苗是两回事，之间不冲突，五联疫苗针对的疾病是：脊髓灰质炎、百日咳、白喉、破伤风和B型流感嗜血杆菌性疾病。七价肺炎疫苗针对的是：肺炎链球菌性疾病，这两种疫苗接种目前不能用医保。 //@健康上海12320:回复@Sunniewu:是的，要间隔28天到一个月。                                            ", 2013-4-25 14:32,1,评论,赞,专业版微博,ztMwNjk96
15,"
                                                                                                    回复@笨倩倩和小熊猫的故事:如果马上准备怀孕或者是怀孕三个月内，建议不要接种水痘疫苗和麻腮风疫苗。但可以接种灭活甲肝疫苗。减毒疫苗不要接种。 //@笨倩倩和小熊猫的故事:请问怀孕了是否可以打疫苗？可以打些什么疫苗？                                            ", 2013-4-25 14:21,1,2,赞,专业版微博,ztMrZrRfW
16,"
                                                                                                    回复@Sunniewu:是的，要间隔28天到一个月。 //@Sunniewu:请问两种减毒疫苗注射间隔时间必须要28天以上吗？                                            ", 2013-4-25 14:18,2,2,赞,专业版微博,ztMqPC9lp
17,"
                                                                                                    回复@倒旋的木马:接种疫苗是有好处的，但是我们不强行要求接种自费疫苗，要看自己的经济能力。 //@倒旋的木马:请推荐一些您认为宝宝有必要打的自费疫苗，谢谢。                                            ", 2013-4-25 14:17,1,1,赞,专业版微博,ztMqlvv72
18,"
                                                                                                    回复@阿苏-小宝妈妈:有必要接种，进口的和国产的效果一样。 //@阿苏-小宝妈妈:请问水痘疫苗必须要接种吗？进口的是不是副作用会比较小？谢谢！                                            ", 2013-4-25 14:15,转发,评论,赞,专业版微博,ztMpy9DxQ
19,"
                                                                                                    【接种过23价肺炎疫苗，还会感染支原体肺炎吗】#12320微访谈#有网友问：宝宝两岁半，打过23价肺炎疫苗，为什么还会肺炎支原体感染？ 专家回答：23价肺炎疫苗预防的是肺炎链球菌感染，对于支原体引起的肺炎无预防效果。 ????????                                            ", 2013-4-25 14:12,转发,评论,赞,专业版微博,ztMoBCyZN
20,"
                                                                                                    回复@小腰-扭扭:目前只要能找到的属于同种的疫苗，无论是国产的还是进口的效果都是一样的。 //@小腰-扭扭:那选疫苗有国产和进口的讲究吗？哪个效果好？ //@健康上海12320:回复@二宝Z2z:目前没有通用的流感疫苗。因为流感病毒每年都是变异的，流感疫苗是根据病毒株研发的。                                            ", 2013-4-25 14:01,转发,评论,赞,专业版微博,ztMk4CIGI
