序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【光明新区2015年刑事案件降幅全市第一】2015年，光明公安分局贯彻“精兵强警”战略，扎实推进“四项建设”，全年刑事立案同比下降12.2%，降幅全市最大，也是唯一一个降幅达两位数的分局；群众下半年满意度得分比上半年上升2.24分，上升幅度排全市第1。 ????????                                            ", 2016-1-29 14:27,转发,评论,赞,360安全浏览器,DfmSaqVOa
2,"
                                                                                                    【光明新区召开2016年工作会议】1月28日下午，光明新区召开2016年工作会议，总结2015年工作，部署“十三五”和2016年工作，动员广大干部群众，进一步解放思想、真抓实干、开拓创新，认真落实“五大发展理念”，打基础，利长远，转作风，提升城市管理治理能力，加快建设现代化国际化绿色新城。 ????????                                            ", 2016-1-29 14:26,转发,评论,赞,360安全浏览器,DfmS6BdBq
3,"
                                                                                                    网传昨晚光明一住宅楼着火信息不实。 据查，网传“光明新区星光大道旁加油站旁2楼住宅着火，烧通顶”的信息及发布的视频不实，下一步，公安机关将依法对造谣传谣者进行查处。 ????????                                            ", 2016-1-29 11:25,转发,评论,赞,iPhone 5s,DflGlxFNg
4,"
                                                                                                    【光明消防大队下月将招50名消防员】光明消防大队计划招收50名消防员，加强对辖区内火灾扑救任务和应急救援任务的应对能力，确保消防能力与辖区需求相匹配，以营造安全的辖区环境造福群众。本次招收的消防员将被安排到战斗员和司机等岗位，目前招收消防员的相关工作已经展开。 ?? ?? ????????                                            ", 2016-1-28 18:23,转发,1,赞,iPhone 6,DfeZyCQ9s
5,"
                                                                                                    【光明27家社康中心完成基本设备标准化配置】光明新区人民医院27家社康中心完成社康基本设备标准化配置，价值近3800万元的新设备在各社康中心陆续投入使用。这些新设备包括数字化X线拍片机、彩色B超、骨密度测定仪、可视人流机、除颤仪、中医理疗和康复治疗设备等。 ????????                                            ", 2016-1-28 18:22,转发,评论,1,iPhone 6,DfeZljvCZ
6,"
                                                                                                    转发微博                                            ", 2016-1-28 16:17,转发,1,54,iPhone 6,DfeavyEWx
7,"
                                                                                                    【光明新区失业金申领“三步走”】在深圳只要员工被迫失业并且失业保险买满一年以上，记住以下三个口诀，就可轻松享受失业保障。口诀一：离职手续别忘记；口诀二：劳动部门做登记；口诀三：申领可选社保、邮局、一站式。 ????????                                            ", 2016-1-28 10:35,转发,评论,2,百度浏览器,DfbVFmnQa
8,"
                                                                                                    【广纳民言民意 为光明新区发展增添动力】1月27日，新区组织召开市、区党代表及人大代表、政协委员新区工作报告征求意见会，邀请新区市、区党代表及人大代表、政协委员代表，围绕新区党工委、管委会2016年工作报告的征求意见稿发表意见建议，广纳民言民意，推动新区工作再上新台阶。 ????????                                            ", 2016-1-28 10:35,转发,评论,赞,百度浏览器,DfbVAkNrr
9,"
                                                                                                    【光明新区检查光明城高铁站春运安全工作】1月26日，新区领导带队检查光明城高铁站春运安全工作，要求要做到安检前置，增加安保力量，加强巡逻和监控，扩大安保覆盖面，完善大厅内的配套设施，为旅客营造一个舒适的乘车环境。同时加强日常安全隐患检查整治工作，不留死角，确保春运工作安全平稳有序。 ????????                                            ", 2016-1-27 16:00,转发,评论,赞,微博 weibo.com,Df4CTfUYW
10,"
                                                                                                    【光明新区1200平方米违法建筑被拆除】1月26日，新区联合市查违办开展联合执法行动，拆除光明新区公明办事处长圳社区2栋2层半的违法建筑。近一个月，光明新区加大对违法建筑的清理整治，拆除永久性违建19处、面积4.49万平方米，临时建筑103处、面积23.65万平方米，回填地基3处，拆除排栅、模板等73处。 ????????                                            ", 2016-1-27 10:42,1,评论,赞,360安全浏览器,Df2xZqaE6
11,"
                                                                                                    【光明新区78个排污口已接入茅洲河截污箱涵】茅洲河干流（中上游段）综合整治工程治理光明新区河段14.8公里，工程总投资17.5亿元，项目于2012年底开工建设。目前，茅洲河综合整治已将78个排污口接入茅洲河截污箱涵，剩余16个有待接入（其中14个集中在塘尾段）。目前，截污箱涵的土地整备工作已完成。 ????????                                            ", 2016-1-26 14:45,转发,评论,赞,iPhone 6,DeUI28xNL
12,"
                                                                                                    【安全隐患整改完毕 企业才能继续生产】1月25日，光明新区领导等兵分四路，分别率队前往辖区内企业开展安全生产大检查。检查发现，部分企业存在安全隐患问题，新区领导现场要求企业马上进行整改，个别情况严重的企业立即停业整顿，以保证企业员工生命财产安全。 ????????                                            ", 2016-1-26 14:44,转发,评论,赞,iPhone 6,DeUHyidFx
13,"
                                                                                                    【光明新区开展企业安全生产检查 要求即刻整改隐患】1月24日，光明新区对辖区两家企业进行安全生产检查，对检查中发现的安全隐患，要求企业进行整改、搬离，彻底消除隐患，确保安全生产工作有序进行。 ????????                                            ", 2016-1-25 16:01,转发,评论,赞,微博 weibo.com,DeLMiFWAo
14,"
                                                                                                    【光明新区28个室内避难场储好防寒物资】1月22日起，光明新区全面开展防寒防冻工作，组织御寒物资和食品分拨到辖区28个室内避难场所，目前共发放棉被件878件、棉大衣200件、草席500件、饮用水2312箱、方便面593箱、八宝粥及饼干221箱等食品共6744件，切实做好防寒物资储备工作。 ????????                                            ", 2016-1-25 16:00,转发,评论,赞,微博 weibo.com,DeLLTAJBZ
15,"
                                                                                                    【安全用电常识 寒潮来临 请安全用电】根据深圳天气播报，深圳今天最低温只有1度，而光明新区所在的北部地区还要再低1~2摄氏度，除了注意添衣防寒以外，还需要注意“安全用电”。 °安全用电常识 寒潮来临 请安全用电 ????????                                            ", 2016-1-25 11:54,转发,评论,赞,360安全浏览器,DeKamuXnc
16,"
                                                                                                    #关注光明春运# 2016年春运从1月24日开始，3月3日结束，历时40天。其中，节前15天，节后25天。根据预测，2016年春运光明新区发送旅客量达15.7672万人次，其中，公路运送旅客11.6869万人次，铁路运送旅客4.0803万人次。 °光明新区春运交通指引 ????????                                            ", 2016-1-25 10:25,转发,评论,赞,360安全浏览器,DeJAeps6s
17,"
                                                                                                    【火情续报】@深圳消防铁军:火灾因家具加工车间导热油管爆裂，导热油泄漏着火并引燃家具，火势随导热油蔓延，火点比较分散。目前，油管已被切断，着火物质主要为家具原材料，火势已被控制。                                            ", 2016-1-23 18:26,转发,1,7,iPhone 5s,DetSnBD9O
18,"
                                                                                                    光明新区社会建设局已启动寒冷戒备预警机制，28个自然灾害室内应急避难场所将在寒冷红色预警信号期间全部开放，向有需要的市民提供避寒、救助服务。避寒咨询热线电话（光明新区社会建设局88211767、公明社会事务办27737213、光明社会事务办29099102）。 °光明新区社会建设局关于寒冷天气临时避险救助... ????????                                            ", 2016-1-23 09:30,转发,评论,赞,微博 weibo.com,DeqmBouob
19,"
                                                                                                    【光明大道U站为市民提供丰富服务】光明大道U站是全市19个“明星U站”之一，自2014年光明大道U站“U爱义工队”项目启动以来，“U爱义工队”坚持扎根光明，服务光明辖区的市民和社区居民，积极开展各类公益活动，满足了市民日益多样化的需求，深受群众喜爱和好评。 ????????                                            ", 2016-1-22 15:00,转发,评论,赞,微博 weibo.com,Dej63lAQ5
20,"
                                                                                                    【光明公安分局开展节前安全知识宣传活动】日前，光明公安分局“反诈骗、防盗抢、禁摩消防、治安管理”“宣传日”系列活动走进光明富安花园，现场以漫画、图片、文字与新近发生案例相结合的展板形式宣传防盗抢、消防、防诈骗等安全知识，解答群众关于安全防范方面的疑惑，提高辖区群众安全防范意识。 ????????                                            ", 2016-1-22 10:09,转发,评论,赞,微博 weibo.com,Dehc4qwMT
21,"
                                                                                                    【光明新区公共事业局打造文体市场管理平台】近日，新区公共事业局的打造文体市场企业综合管理平台，以移动终端为执法工具、以计算机后台为支撑，集合无线通信、数据库对接等一系列“软”技术，并配备移动电子终端等一批先进“硬”件装备，推动了执法工作由传统模式向以信息化等现代执法模式转变。 ????????                                            ", 2016-1-21 15:00,转发,评论,赞,微博 weibo.com,De9FytXHK
22,"
                                                                                                    【整治安全隐患场所 保护人民生命财产安全】1月20日上午，新区召开党工委扩大会议，传达省市有关会议精神，安排部署当前重点工作，要求各部门要以对人民生命财产安全高度负责的态度，全力抓好查违、危险边坡治理和安全生产工作，重点对废品收购站等存在严重安全隐患的场所采取有力措施进行治理。 ????????                                            ", 2016-1-21 10:03,转发,评论,赞,360安全浏览器,De7J8liiQ
23,"
                                                                                                    【石围村统建楼被查封】1月20日，公明办事处对正在偷偷销售的石围统建楼组织行动，对现存的7栋违法建筑进行断水断电，并予以查封。详情请见长微博。 °石围村统建楼被查封 ????????                                            ", 2016-1-20 21:45,1,3,赞,微博 weibo.com,De2THtaVq
24,"
                                                                                                    【光明新区清理整治非法乱搭建和废品收购站】1月19日，光明新区开展非法乱搭建、废品收购站清理整治工作，现场检查了根玉路沿线4处非法乱搭建场所。新区检查组现场要求，对于违法用地，下决心清拆整治一块，就要管理好一块。 ????????                                            ", 2016-1-20 15:00,转发,评论,赞,微博 weibo.com,De0f3En3a
25,"
                                                                                                    【光明新区12名网格员、楼长荣获市“百优”称号】在全市首届百优网格员百优楼长评选宣传活动中，新区7名网格员获得了市“百优网格员”称号，5名楼长获得市“百优楼长”称号。此次获奖的网格员、楼长均是来自一线的先进分子，为新区网格员队伍及楼长队伍树立起了标杆及榜样。 ????????                                            ", 2016-1-20 10:14,转发,评论,赞,微博 weibo.com,DdYnj4LXC
26,"
                                                                                                    【光明新区留创园引入首位博士后】近日，新区留创园博士后创新实践基地成功引入一位博士后，中澳科创公司的申亮博士成为该基地引进的第一位博士后。博士后创新实践基地是培养高层次人才的重要平台，深圳自2005年以来面向科技创新型企业或机构开放申报，为加强产学研深度合作、推进产业转型等提供动力。 ????????                                            ", 2016-1-19 15:00,1,评论,1,微博 weibo.com,DdQOz6NP4
27,"
                                                                                                    【市“年度教师”到光明新区分享教学思想和智慧】近日，深圳市“年度教师”巡回分享光明新区专场活动在新区文化馆会堂举行。深圳教育史上首位“年度教师”王雪娟和5名“年度教师”提名奖获得者，与新区教师分享了他们的教育故事，传播了教学思想和教育智慧，传递深圳教师队伍的正能量。 ????????                                            ", 2016-1-19 10:00,转发,评论,赞,微博 weibo.com,DdOQNikef
28,"
                                                                                                    //@深圳微博发布厅: @深圳市人民检察院 ：深圳光明新区“12·20”特大滑坡事故相关案件检察环节办理进展情况                                            ", 2016-1-19 09:24,1,评论,9,百度浏览器,DdOCfqn5c
29,"
                                                                                                    转发微博                                            ", 2016-1-19 09:24,2,评论,34,百度浏览器,DdOCb1br6
