序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    #我向总理说句话# 【“我向总理说句话”活动启动】中国政府网联合人民网、新华网等网络媒体发起的“我向总理说句话”活动今日启动，此次活动公开征集社会各界对2016年政府工作的意见建议。你的有价值的意见建议将会被报送国务院领导，并转送政府工作报告起草组参考。戳链接来献策 O网页链接 ????????                                            ", 2016-1-31 20:52,400,评论,386,微博 weibo.com,DfIfHikpS
2,"
                                                                                                    总理说，达沃斯论坛上的一些核心观点，我们在座者要注意研究。要有时不我待的紧迫感：第四次工业革命已经到了这个程度，仅仅靠工业化信息化结合已经不够了，人们的需求变化日益灵活化，工业生产需要更快适应不断变化的市场需求，满足客户与消费者花样百出的个性化需求。                                            ", 2016-1-31 16:03,46,评论,103,微博 weibo.com,DfGm61g79
3,"
                                                                                                    【看李克强如何布局“中国制造2025”】“听得真过瘾！”一位部长在1月27日的国务院常务会议后说。当天，李克强总理主持召开国务院常务会议，决定推动《中国制造2025》与“互联网+”融合发展。会上，总理对如何推进“中国制造2025”进行了精彩的阐释。 O看李克强如何布局“中国制造2025” ????????                                            ", 2016-1-31 15:52,222,评论,103,政务直通車,DfGi0cgjW
4,"
                                                                                                    教育部：做好重点大学面向农村贫困地区定向招生工作，实现民族自治县全覆盖，比去年再增加1万人。近日，教育部表示，安徽、福建等8省份已申请2016年起高考使用全国卷。全国卷使用省份将从2014年的15个增加到2016年的26个。“全国一张卷”将为异地高考等改革奠定基础。                                            ", 2016-1-31 10:23,40,评论,47,微博 weibo.com,DfE8issZP
5,"
                                                                                                    【中央部委2016年开出的民生“清单”】2016年，环保部将指导各省区市制定城市大气环境质量限期达标规划，明确达标时间表、路线图和重点项目。强化移动源污染监管，加快淘汰黄标车。加大京津冀及周边地区民用散煤清洁化替代力度，替代劣质散煤1000万吨以上。 O中央部委2016年开出的民生“清单” ????????                                            ", 2016-1-31 10:00,143,评论,47,政务直通車,DfDYU3yoI
6,"
                                                                                                    【保监会印发《关于加强互联网平台保证保险业务管理的通知》】《通知》要求保险公司严格遵守偿付能力监管要求，确保业务规模与资本实力相匹配。保险公司不得与存在提供增信服务、设立资金池、非法集资等损害国家利益和社会公共利益行为的互联网平台开展合作。 O保监会印发《关于加强互联网平台保证保险业务... ????????                                            ", 2016-1-31 09:25,32,评论,18,政务直通車,DfDKVpI2n
7,"
                                                                                                    【总理这一周〔2016.1.24-1.30〕】从上周日到这周六，总理参加的活动都有哪些？中国政府网新媒体和你一起梳理、回顾“总理这一周”。O总理这一周〔2016.1.24-1.30〕 ????????                                            ", 2016-1-31 08:41,54,评论,127,政务直通車,DfDsGyFwZ
8,"
                                                                                                    【李克强：今天开会就是请大家提意见和建议的】1月25日，李克强主持召开座谈会，听取专家学者和企业界人士对《政府工作报告(征求意见稿)》和《“十三五”规划纲要(草案)(征求意见稿)》的意见建议。7位参会的专家企业家中，4位提出的建议都与“大众创业、万众创新”有关。O李克强：今天开会就是请大家提意见和建议的 ????????                                            ", 2016-1-30 22:19,72,评论,100,iPhone客户端,Dfzow5BNL
9,"
                                                                                                    【每周一画??| 决不能让留守儿童成为家庭之痛社会之殇】1月27日，李克强总理在国务院常务会议上语重心长地对与会者说：“决不能让留守儿童成为家庭之痛社会之殇！”当天会议部署全面加强农村留守儿童关爱保护，总理强调，全社会都要伸出援手，保障和关爱农村留守儿童。O每周一画 | 决不能让留守儿童成为家庭之痛社... ????????                                            ", 2016-1-30 21:03,98,评论,142,政务直通車,DfyTqfOm7
10,"
                                                                                                    【全国省级政府部门权力清单全部公布】中央机构编制委员会办公室最新统计数据显示：全国31个省份已全部公布省级政府部门权力清单，其中24个省份公布了责任清单，17个省份公布了市县两级政府部门的权力清单和责任清单。推行地方政府工作部门权力清单制度，促进了简政放权。O全国省级政府部门权力清单全部公布 ????????                                            ", 2016-1-30 17:00,82,评论,65,政务直通車,DfxiOdUOB
11,"
                                                                                                    【41款手机软件上“黑榜”，如安装速卸载！】工信部近日公布的电信服务质量通告显示,四季度对40家手机应用商店的应用软件进行了技术检测,共发现不良软件41款,涉及违规收集使用用户个人信息、恶意“吸费”、强行捆绑推广其他无关应用软件等问题。小伙伴快对照下面黑名单,看看你是不是中招了@工信微报 ????????                                            ", 2016-1-30 15:02,247,评论,139,政务直通車,DfwwVoYDK
12,"
                                                                                                    【九图带你看懂，2月1日起哪些新规将影响你我生活！】O2016年2月1日起，这些新规将影响你我生活 ????????                                            ", 2016-1-30 14:12,250,评论,76,微博 weibo.com,DfwcCiJbc
