序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    今年各大部委开出了哪些民生“清单”？将对你我生活产生怎样的影响？                                            ", 2016-1-31 10:13,4,62,47,360安全浏览器,DfE43th8R
2,"
                                                                                                    #阻击寨卡#2014年以来，美洲多个国家相继发生寨卡病毒感染病例。截至目前，我国大陆地区尚未发现病例。专家研判认为，我国存在病例输入风险;目前我国正处于冬春季，蚊媒密度较低，即使出现输入病例，疫情传播扩散的可能性也低。 近期，卫生计生部门将继续密切关注其他国家或地区疫情防控进展。 ????????                                            ", 2016-1-29 17:12,22,85,8,政务直通車,DfnXe2h3t
3,"
                                                                                                    小伙伴们千万别买！                                            ", 2016-1-29 11:30,23,63,49,微博 weibo.com,DflIt3DRq
4,"
                                                                                                    总理说，推进医改要把医疗保障和医疗保险结合起来。今年中央财政将继续增加投入，用于大病保险，这将进一步减轻大病患者就医用药负担                                            ", 2016-1-29 09:01,17,97,73,微博 weibo.com,DfkK916AA
5,"
                                                                                                    【宝宝久咳不愈，怎么办】天冷最怕宝宝感冒，虽然大部分孩子都是普通的感冒，稍微休息两天，多喝水、吃点药，很快就好了,但有些孩子却咳嗽了十多天都不见好转。常见的儿童咳嗽病因有：过敏性咳嗽、感染性咳嗽、病理性咳嗽和异源性咳嗽。除了弄清楚病因，许多家长还存在以下误区，爸妈一定要避免哦↓ ????????                                            ", 2016-1-28 14:43,60,158,25,政务直通車,DfdyjvGQb
6,"
                                                                                                    #健康素养66条#新版《中国公民健康素养——基本知识与技能》（也就是常说的“健康素养66条”》发布后，引发了大家的关注。日前，媒体解读会召开，号召各位媒体小伙伴积极参与到健康素养基本知识和技能宣传活动中。健康素养是衡量健康素质的重要指标，直接影响到人的生命和生活质量。 ????????                                            ", 2016-1-28 14:27,28,33,6,政务直通車,DfdrXD4Jp
7,"
                                                                                                    【保障“全面两孩”，妇幼工作有啥准备？】①摸清妇幼服务资源底数，防止出现“一床难求”、“一号难求”。②加强孕产妇与新生儿危急重症救治、妊娠风险评估、高危孕产妇专案管理，提高救治能力。 ③提供精准服务，为符合条件准备再生育人群提供取环、复通等技术服务。 ④推行“互联网+妇幼健康”。 ????????                                            ", 2016-1-28 11:06,25,49,1,政务直通車,Dfc89uXRm
8,"
                                                                                                    【实用贴】平安返程,让家人少点牵挂,多点安心！                                            ", 2016-1-28 10:34,13,20,49,微博 weibo.com,DfbVnjxXE
9,"
                                                                                                    【#西红柿是防癌高手#】西红柿既能当蔬菜烹饪，又能像水果一样生吃，口感和营养价值都很好。此外，国内外多项研究表明，番茄中含有大量的维生素、番茄红素、胡萝卜素、叶酸及微量元素，是物美价廉的“防癌高手”。戳图了解↓@生命时报 ????????                                            ", 2016-1-28 09:49,26,41,13,政务直通車,DfbCO3vOE
10,"
                                                                                                    //@央视新闻: 【国家卫生计生委回应#女子怒斥号贩子#：责成北京卫生计生委认真调查】国家卫生计生委宣传司司长毛群安今日表示，已责成北京卫生计生委认真调查，严肃查处医院工作人员与号贩子勾结，卫生部门和医院要密切配合公安机关打击号贩子。他鼓励大家采取预约挂号，不要同号贩子交易，以免受骗。                                            ", 2016-1-27 17:00,24,170,25292,微博 weibo.com,Df51rDUh8
11,"
                                                                                                    【寨卡病毒，是个啥？】世界卫生组织表示，在巴西等国家肆虐的寨卡病毒有可能通过性接触在人际间传播，接下来可能会传播到美洲绝大多数国家，应提早应对。寨卡病毒是何方妖孽？通过什么途径传播？健康中国带您分分钟涨知识↓ ????????                                            ", 2016-1-27 10:50,36,39,8,政务直通車,Df2B7ePus
12,"
                                                                                                                                                ", 2016-1-27 10:12,8,29,8991,微博 weibo.com,Df2lJ59wZ
13,"
                                                                                                    【冰天雪地应急手册】冷！冷！冷！#寒流大boss#发威，居家、出行万一遇到紧急情况，你知道改如何自救和互救吗？门窗紧闭时一氧化碳中毒、路面湿滑摔到骨折、堆雪人冻伤手指脚趾、热水袋/暖宝宝烫伤、刹车失灵发生碰撞……储备点应急知识，把伤害减到最低！转给你关心的TA！@人民网 ????????                                            ", 2016-1-25 15:34,90,641,35,政务直通車,DeLBuuwud
14,"
                                                                                                    为缓解儿科门急诊爆棚现象，上海二级以上综合医院今后都将设儿科门诊，社区卫生中心也将提供儿科诊疗，复旦附属儿科医院等3家知名儿童专科医院将扩建床位。此外，上海还将构建东南西北中五大区域儿科联合体。到2020年，上海超过50%的儿科门诊将实现分时段预约服务。@健康上海12320 ????????                                            ", 2016-1-25 13:44,21,178,13,政务直通車,DeKSQlREe
15,"
                                                                                                    厄尔尼诺，你了解吗？                                            ", 2016-1-25 11:31,5,41,54,iPhone 6 Plus,DeK10rxhg
16,"
                                                                                                    送礼不送烟，健康每一天！                                            ", 2016-1-25 10:02,9,31,7,iPhone 6 Plus,DeJqGyQrE
17,"
                                                                                                    迎击寒潮前后，有那么一群人，他们温暖、感动着我们，无论是严阵以待的各省卫生计生部门，或是上山请孕妈咪下山待产的妇保医生、风雪无阻到基层“下沉”的省城专家，还是保障应急用血的爱心团队们……风雪里，他们用行动温暖你我@健康浙江 @健康上海12320 @健康八桂 @健康江苏微博 ????????                                            ", 2016-1-25 09:39,15,39,5,政务直通車,DeJhn8a6y
18,"
                                                                                                    在南方，烤火是很多农村百姓冬季取暖的重要方式，采取用电及生火取暖时要注意用电安全、防火及预防一氧化碳中毒                                            ", 2016-1-24 10:58,38,37,24,360安全浏览器,DeAmXfs96
19,"
                                                                                                    广西气象局启动重大气象灾害Ⅲ级应急响应，来看看广西卫生计生委如何应对的↓                                            ", 2016-1-24 09:30,6,28,3,360安全浏览器,DezNanAB6
20,"
                                                                                                    你是不是也有过这样的困扰？不知道冬季是不是要天天戴口罩？又应该戴什么样的口罩呢？怎样消除戴口罩时眼镜片上的雾气？现在给出一些建议供大家参考，快戳图吧↓@全国卫生12320 ????????                                            ", 2016-1-23 15:20,11,50,7,iPhone 6 Plus,DesEG3BaQ
21,"
                                                                                                    暖暖哒 //@首都健康:早日康复！                                            ", 2016-1-23 14:21,7,43,72,iPhone 6 Plus,Desh28xu0
22,"
                                                                                                    远离隐形肥胖                                            ", 2016-1-23 13:54,15,22,483,iPhone 6 Plus,Des5Rcuge
