序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    【一点你就输了】收到短信说“你老公偷情视频”，“我是你老公的女朋友...有照片..不信..你看吧”……你会不会瞬间蒙了，去点那个不明链接？！点了，你就输了！！短信里的链接，让你手机中病毒，盗取银行卡等个人信息。万一中招了怎么办？除了第一时间报警外，警方建议↓↓↓ ????????                                            ", 2016-1-31 23:04,30,14,25,-1,DfJ6Zwdcy
2,"
                                                                                                    【深圳市寒冷黄色预警】市气象台于01月31日21时00分在全市发布寒冷黄色预警，预计2月1日我市最低气温将降至10℃以下，信号可能持续2-3天，市民要注意添衣保暖，并留意气象台发布的最新降温信息，市、区两级救助站避寒场所开放，有需要的市民可前往，地址及联系电话可通过12349电话查询。@深圳天气 ????????                                            ", 2016-1-31 22:27,8,11,3,-1,DfIRXfzaV
3,"
                                                                                                    家长千万要看好自己的孩子！                                            ", 2016-1-31 21:50,20,15,123,Android,DfID8gQkY
4,"
                                                                                                    【“e租宝”非法集资案真相调查】一年半内非法吸收资金500多亿元，受害投资人遍布全国31个省市区……1月14日，备受关注的“e租宝”平台的21名涉案人员被北京检察机关批准逮捕。其中，“e租宝”平台实际控制人丁宁，涉嫌集资诈骗、非法吸收公众存款、非法持有枪支罪及其他犯罪。O""e租宝""非法集资案真相调查：95%以上项目是假的 ????????                                            ", 2016-1-31 21:27,45,400,18,三星GALAXY Note 4,DfItVEW23
5,"
                                                                                                    【九图带你看懂，2月1日起哪些新规将影响你我生活！】O2016年2月1日起，这些新规将影响你我生活 ????????                                            ", 2016-1-31 20:53,15,评论,15,-1,DfIfVcHbG
6,"
                                                                                                    【春节，你愿为这样一群人转发吗？致敬！】春节临近，当你踏上回家旅途，与家人围坐共享团圆，走亲访友时……有一群人，仍坚守在自己的岗位。他们是武警官兵、是医生，是交警、是环卫工人……致敬，向坚守岗位的他们说声辛苦！（图自CFP） ????????                                            ", 2016-1-31 19:42,50,13,91,-1,DfHN3oeTV
7,"
                                                                                                    【速转给司机！轮胎“鼓包”，别贸然戳！】行车途中，发现轮胎有“鼓包”，就忍不住去戳？注意！最好别戳，别戳，别戳！重要事情说三遍↓↓转发提醒！@公安部打四黑除四害 ????????                                            ", 2016-1-31 18:24,55,17,22,-1,DfHhB831a
8,"
                                                                                                    【犯罪学专家揭秘：骗子小偷专挑这几种人下手】世界再大，也要回家。但此时，也是小偷、骗子等倾巢出动、下狠手“置办年货”之时。[推荐]戳图看看犯罪学专家教你如何防范春运路上的“贼娃子”吧！ ????????                                            ", 2016-1-31 17:26,10,2,13,-1,DfGTPuIVA
9,"
                                                                                                    #剑指诈骗#为什么受伤的会是你？[推荐]必须了解的信息诈骗那些事儿↓↓（天下无贼反信息诈骗联盟） ????????                                            ", 2016-1-31 16:04,5,1,2,-1,DfGmy7EWm
10,"
                                                                                                    春运期间，9座以上黄牌客运车辆不按规定进入春运交警执勤点接受检查的，将处罚200元。同时，可通过@深圳交警 微博、拨打热线0755-83333333或发送信息至0755110，对交通违法车辆进行举报。                                            ", 2016-1-31 15:17,2,评论,10,iPhone 6s Plus,DfG3BwmqS
11,"
                                                                                                    【#春运#防盗三重点：售票口、安检口、出站口】近日，福州铁路警方在火车站售票口抓获一名“绿衣大盗”，该人蹲守人群密集的售票窗口，佯装排队，偷窃钱包和手机。警方提醒：在售票口、安检口、出站口等人群密集地段需做好相应防范。春运路上看好自己的财物！扩散提醒回家的朋友！ ????????                                            ", 2016-1-31 14:45,12,2,10,-1,DfFQzmKOR
12,"
                                                                                                    【沈阳冬天有多冷你造么？#大鹅都能冻盆里#！】网友说，前天早上朋友发现他家养的鹅趴在水盆里不动弹，一拎大鹅盆也起来了，冻挺结实，浇水化一会儿大鹅起身自己玩儿去了……@辽沈晚报 求大鹅的心理阴影面积 @辽沈晚报 ????????                                            ", 2016-1-31 14:06,11,13,29,-1,DfFAGd6db
13,"
                                                                                                    //@公安部交通安全微发布:战友，一路走好！//@Smoothfu: 没有那个隔离或者提醒措施吗，他家人怎么办？父母老婆孩子//@公安部打四黑除四害:战友，一路走好！                                            ", 2016-1-31 11:45,14,13,70,iPhone 6 Plus,DfEFxw9LY
14,"
                                                                                                    【一图看懂：春运返乡自驾走高速 哪些危险行为会致命？】家，是父母的怀抱，是温馨的港湾。蜀黍希望每一个人都能安全、文明地抵达各自的目的地，轻松享受来之不易的温暖。那么问题来了：如何才能安全抵达温馨的港湾呢？↓ ↓ ↓ @公安部交通安全微发布 ????????                                            ", 2016-1-31 11:01,18,3,10,-1,DfEnEx66G
15,"
                                                                                                    以最崇敬之情向改革开放探索者表达怀念和哀悼!                                            ", 2016-1-31 10:25,19,10,100,三星GALAXY Note 4,DfE9b9zQz
16,"
                                                                                                    【改革开放探索者袁庚逝世 享年99岁】据新华社,招商局集团31日对外通报,该集团原常务副董事长袁庚于1月31日凌晨3时58分在深圳逝世,享年99岁。袁庚，原名欧阳汝山,1980年3月，出任蛇口工业区建设指挥部总指挥。他以敢为天下先的改革精神，勇闯禁区，在蛇口工业区开展全面的改革探索。 ????????                                            ", 2016-1-31 10:18,44,31,100,三星GALAXY Note 4,DfE6770GA
17,"
                                                                                                    【美美哒！小女警漫画教你防范网络诈骗[推荐]】现代人生活丰富多彩，购物、旅游、订饭店、乘飞机、订餐、看电影等这些看似复杂的大小事，通过网络就可以安排妥当。然而，它美妙无比又暗藏陷阱，让人一不小心就会掉进去。@嗨DALI 用漫画给你说说如何“自拔”。画风略诡异，关键看气质~ ????????                                            ", 2016-1-31 10:18,9,评论,11,-1,DfE65DboN
