序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID
1,"
                                                                                                    //@平安光明::快过年了，各位亲们，千万千万要小心这些                                            ", 2016-1-30 17:14,转发,评论,8,360安全浏览器,DfxoAD4YX
2,"
                                                                                                    O光明“精兵强警”引领警务上新台阶 ????????                                            ", 2016-1-30 15:17,转发,评论,赞,华为Ascend P7,DfwCXenCa
3,"
                                                                                                    【公安部部署扎实有力推进户籍制度改革】公安部1月28日召开电视电话会议，部署全国公安机关扎实有力推进户籍制度改革，加快提高户籍人口城镇化率。                                            ", 2016-1-28 21:18,转发,评论,5,iPhone 6 Plus,Dfg8smDDV
4,"
                                                                                                    ①回南天前，千万要关紧门窗（洗澡时当然要注意通风）。②回南天后，要行动小心，预防滑倒。③利用除湿机、空调除湿功能、干燥剂等方式降低室内湿度，缓解回南天现象。④注意用电安全。预计这次回南天持续到明天，后天有所缓解，但是潮湿天气仍然持续。 ????????                                            ", 2016-1-28 17:58,转发,评论,赞,360安全浏览器,DfePl5pDp
5,"
                                                                                                                                                ", 2016-1-28 16:53,2,评论,8,360安全浏览器,DfeoY9b5l
6,"
                                                                                                    赞同！！//@深圳交警: 当然可以喝！但喝完酒请不要开车，别对自己不负责，更别对公众安全不负责！//@昵称大过天：这大过年的。而且大冬天的。喝点酒怎么了？？不知道app星级用户啥时候继一键挪车后推出一键代驾和一键暖床功能？！有木有？                                            ", 2016-1-28 16:50,转发,评论,62,360安全浏览器,DfenI7ItC
7,"
                                                                                                    别说了//@邳州公安: //@快速路交警: 我已经连续48小时没回家了， 我已经连续48小时没回家了 ，我已经连续48小时没回家了， 我已经连续48小时没回家了…… //@德州运河公安分局:先心疼自己两秒钟。另外友情提示博主，在电视剧里，像你这么耿直的人通常活不过三集。                                            ", 2016-1-28 16:48,转发,3,42,360安全浏览器,DfemVnWCl
8,"
                                                                                                    危险啊！//@光明消防大队: 转发微博                                            ", 2016-1-28 16:43,1,评论,17,360安全浏览器,Dfel24ANw
9,"
                                                                                                    二维码千万不要随便扫！！                                            ", 2016-1-28 16:42,转发,评论,1,360安全浏览器,DfekvyEhq
10,"
                                                                                                    1 月26日，龙华警方破获一特大网络交友系列诈骗案件，26个诈骗嫌疑人全部落网，警方核实该团伙已诈骗52宗。由于该案受害人众多，遍布国内多个城市，现@深圳龙华公安 向社会公布诈骗嫌疑人诈骗时使用的银行卡号，希望受害人看到后到汇款地报警并直接联系深圳市公安局龙华分局龙城派出所办案民警！                                            ", 2016-1-28 10:38,转发,评论,11,360安全浏览器,DfbX3zz1X
